RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
79,-1,21731,Freddie Jacobson,6.05,714,11800,0,3
80,-1,32757,Patton Kizzire,5.96,760,12750,0,5
80,-1,36699,Patrick Rodgers,5.96,739,12400,0,3
82,-1,27214,Kevin Streelman,5.91,692,11700,0,2
83,-1,27936,Martin Laird,5.76,605,10500,0,3
84,-1,30944,Jason Kokrak,5.72,721,12600,0,2
85,-1,30926,Chris Kirk,5.69,749,13150,0,2
86,-1,06567,Vijay Singh,5.64,586,10400,0,2
87,-1,23800,Bryce Molder,5.62,652,11600,0,5
88,-1,24846,Ricky Barnes,5.61,718,12800,0,4
89,-1,34098,Russell Henley,5.44,642,11800,0,4
90,-1,29476,Kyle Reifers,5.43,821,15100,0,5
91,-1,25900,Lucas Glover,5.38,587,10900,0,2
92,0,33948,Byeong Hun An,5.33,411,7700,0,1
93,-2,02206,David Toms,5.29,455,8600,0,1
94,-2,27436,Graham DeLaet,5.24,487,9300,0,3
95,-2,26951,Johnson Wagner,5.20,598,11500,0,3
96,-2,29479,Scott Brown,5.18,643,12400,0,4
97,-2,33399,Adam Hadwin,5.15,638,12400,0,2
98,-2,29926,Danny Lee,5.10,699,13700,0,2
99,-2,26476,Chez Reavie,5.08,630,12400,0,2
100,-2,12510,Chad Campbell,4.91,633,12900,0,3
100,-2,37189,Harold Varner III,4.91,643,13100,0,4
102,-2,20157,Retief Goosen,4.75,380,8000,0
103,-2,20766,Padraig Harrington,4.73,393,8300,0,1
104,-2,27895,Jonas Blixt,4.65,572,12300,0,2
104,-2,26758,David Hearn,4.65,599,12900,0,1
106,-2,24140,Sean O'Hair,4.62,536,11600,0,1
107,-2,25369,Jamie Donaldson,4.61,322,7000,0
108,-2,33419,Cameron Tringale,4.57,539,11800,0,1
109,-2,20645,John Senden,4.51,577,12800,0,1
110,-2,34264,Hudson Swafford,4.50,603,13400,0,1
111,-2,31420,Anirban Lahiri,4.45,494,11100,0,1
112,-2,26289,Boo Weekley,4.44,532,12000,0,2
113,-2,27644,Brian Harman,4.37,607,13900,0,2
114,-2,27466,Spencer Levin,4.35,644,14800,0,2
115,-2,34431,Robert Streb,4.32,590,13650,0,1
116,-2,35300,Andrew Loupe,4.25,535,12600,0,4
117,-2,35545,Blayne Barber,4.19,520,12400,0,1
117,-2,33141,Keegan Bradley,4.19,545,13000,0,2
119,-2,29485,Brett Stegmaier,4.17,559,13400,0,3
120,-2,34174,John Huh,4.14,526,12700,0,3
121,-2,25349,Tim Wilkinson,4.13,426,10300,0,1
122,-2,28132,Tyrone Van Aswegen,4.02,550,13700,0,2
123,-2,23541,Ben Crane,3.97,500,12600,0,1
124,-2,27095,Nick Watney,3.96,99,2500,0
125,-2,34466,Peter Malnati,3.95,596,15100,1,3
126,-2,27129,Luke List,3.94,481,12200,0,2
127,-2,30110,Kyle Stanley,3.91,497,12700,0
128,-2,22056,Cameron Percy,3.86,258,6700,0
129,-2,28158,Steve Marino,3.83,429,11200,0,2
130,-2,32640,Troy Merritt,3.82,482,12600,0,1
131,-2,39975,Michael Kim,3.79,500,13200,0
132,-2,01666,Bernhard Langer,3.75,45,1200,0
133,-2,40058,Zac Blair,3.74,553,14800,0,2
134,-2,31416,Derek Fathauer,3.64,491,13500,0,1
134,-2,27974,Sung Kang,3.64,473,13000,0,2
136,-2,34265,Will Wilcox,3.63,399,11000,0,2
137,-2,36801,Mark Hubbard,3.62,503,13900,0
138,-2,24138,Ian Poulter,3.60,236,6550,0,1
139,-2,25493,Nick Taylor,3.59,441,12300,0,1
140,-2,33461,Morgan Hoffmann,3.54,424,12000,0,1
141,-2,37454,Whee Kim,3.50,444,12700,0,2
141,-2,29289,S.Y. Noh,3.50,454,13000,0,1
143,-2,30692,Scott Stallings,3.49,443,12700,0,1
144,-2,20229,Stewart Cink,3.48,331,9500,0
145,-2,33418,Shawn Stefani,3.45,459,13300,0,1
146,-2,29268,Bronson Burgoon,3.37,428,12700,0
147,-2,29535,Brice Garnett,3.32,222,6700,0,2
148,-2,20104,Ken Duke,3.26,309,9500,0,2
149,-2,20098,Stuart Appleby,3.24,360,11100,0
150,-2,25892,Steve Wheatcroft,3.20,400,12500,0,2
151,-2,26300,Matt Jones,3.19,445,13950,0
152,-2,32150,Michael Thompson,3.18,340,10700,0,1
153,-2,27963,Chris Stroud,3.17,412,13000,0,1
154,-2,25720,Chad Collins,3.16,402,12700,0,1
155,-2,01823,Larry Mize,3.08,19,600,0
156,-2,27942,Rob Oppenheim,3.06,300,9800,0,1
157,-2,12782,Tim Herron,2.99,186,6200,0,1
158,-2,35879,Kelly Kraft,2.96,273,9200,0,1
159,-2,01797,Rocco Mediate,2.92,26,900,0
160,-2,29745,Tyler Aldridge,2.91,384,13200,0
161,-2,35532,Tom Hoge,2.84,349,12300,0,2
161,-2,29223,Sam Saunders,2.84,324,11400,0,2
163,-2,24925,Jonathan Byrd,2.82,73,2600,0
163,-2,10860,Justin Leonard,2.82,186,6600,0
165,-2,30163,Henrik Norlander,2.81,273,9700,0
166,-2,32876,Martin Piller,2.73,278,10200,0,2
167,-2,35539,Luke Guthrie,2.69,234,8700,0,1
168,-2,33410,Andrew Landry,2.62,217,8300,0,1
169,-2,34261,Scott Langley,2.61,266,10200,0
169,-2,35891,Cameron Smith,2.61,304,11650,0
171,-2,24912,Will MacKenzie,2.60,317,12200,0,1
171,-2,22046,Geoff Ogilvy,2.60,283,10900,0,1
173,-2,23135,Tim Clark,2.59,86,3300,0
174,-2,06522,Ernie Els,2.49,273,11000,0,1
174,-2,35732,Wes Roach,2.49,241,9700,0
176,-2,27747,Hiroshi Iwata,2.43,339,13950,0,1
177,-2,24461,Thomas Aiken,2.42,268,11050,0
178,-2,28475,Jeff Overton,2.41,289,12000,0,1
179,-2,27120,Troy Matteson,2.40,26,1100,0
180,-2,27770,Camilo Villegas,2.37,313,13200,0
181,-2,22892,Jason Gore,2.33,307,13200,0
181,-2,30946,Alex Prugh,2.33,133,5700,0
183,-2,29720,Andres Gonzales,2.29,307,13400,0,1
184,-2,19846,Brian Gay,2.26,149,6600,0,1
185,-2,34563,Chesson Hadley,2.25,293,13000,0
185,-2,20691,Greg Owen,2.25,319,14200,0,1
187,-2,21878,Mark Wilson,2.20,225,10200,0
188,-2,27933,John Merrick,2.19,114,5200,0
189,-2,10505,Shane Bertsch,2.11,91,4300,0
190,-2,23638,Brendon de Jonge,2.10,304,14500,0
191,-2,25240,D.A. Points,2.04,167,8200,0
191,-2,28114,Dawie van der Walt,2.04,239,11700,0
193,-2,24494,Erik Compton,2.02,236,11700,0
194,-2,01706,Davis Love III,1.99,154,7750,0
195,-2,23788,D.J. Trahan,1.97,124,6300,0,1
196,-2,28093,Miguel Angel Carballo,1.94,159,8200,0,1
196,-2,25562,Andres Romero,1.94,120,6200,0,1
198,-2,35451,Scott Pinckney,1.84,258,14000,0
199,-2,01116,Michael Bradley,1.83,62,3400,0
200,-2,30852,Ryo Ishikawa,1.82,55,3000,0
201,-2,06515,Shaun Micheel,1.75,28,1600,0
202,-2,37273,Derek Ernst,1.73,159,9200,0
203,-2,20848,Ángel Cabrera,1.70,187,11000,0
204,-2,45526,Abraham Ancer,1.69,147,8700,0
204,-2,33667,Carlos Ortiz,1.69,238,14100,0
206,-2,19825,Darren Clarke,1.67,39,2300,0
207,-2,22913,John Rollins,1.66,62,3700,0
208,-2,24781,Hunter Mahan,1.58,174,11050,0
209,-2,23048,Eric Axley,1.53,41,2700,0
210,-2,23621,Rory Sabbatini,1.52,143,9400,0
211,-2,01766,Billy Mayfair,1.47,40,2700,0
211,-2,26668,Marc Turnesa,1.47,62,4200,0
213,-2,20572,Rod Pampling,1.44,122,8500,0
214,-2,01381,Fred Funk,1.42,26,1800,0
215,-2,25274,Steven Bowditch,1.41,192,13550,0,1
216,-2,20160,Charlie Wi,1.37,26,1900,0
217,-2,23353,J.J. Henry,1.35,162,12000,0
218,-2,08725,Tom Gillis,1.33,72,5400,0
219,-2,28307,Matt Every,1.30,112,8600,0
219,-2,32888,Lucas Lee,1.30,93,7200,0
221,-2,32618,Rhein Gibson,1.23,113,9200,0
222,-2,24490,George McNeill,1.20,134,11200,0
223,-2,21959,Ted Purdy,1.03,38,3700,0
224,-2,28092,D.H. Lee,1.02,104,10200,0
225,-2,28486,Michael Putnam,.95,30,3100,0
226,-2,22621,Ben Curtis,.92,22,2400,0
227,-2,12652,Cameron Beckman,.87,45,5200,0
228,-2,10213,Dicky Pride,.86,84,9800,0
229,-2,21407,Arjun Atwal,.79,21,2600,0
229,-2,07457,Steve Flesch,.79,19,2400,0
231,-2,23623,Bo Van Pelt,.78,18,2300,0
232,-2,11032,Frank Lickliter II,.76,28,3700,0
233,-2,24361,Pat Perez,.62,34,5500,0
234,-2,10733,Kent Jones,.60,3,500,0
235,-2,01887,Mark O'Meara,.58,7,1200,0
235,-2,22295,Darron Stiles,.58,44,7700,0
237,-2,21753,Brian Davis,.56,23,4100,0
238,-2,08385,Omar Uresti,.50,10,1900,0
239,-2,25345,Carl Pettersson,.45,48,10700,0
240,-2,30927,Brendon Todd,.43,60,13800,0
241,-2,06034,Marco Dawson,.29,2,600,0
242,-2,26881,Jarrod Lyle,.22,10,4400,0
243,-2,23614,Rich Beem,.15,1,600,0
243,-2,22378,Trevor Immelman,.15,7,5000,0
245,-2,20433,Mark Hensby,.09,2,2100,0
246,-2,10885,Robert Allenby,.08,9,10900,0
247,-2,30750,Tommy Gainey,.06,1,1600,0
247,-2,35541,John Peterson,.06,1,1500,0
247,-2,01948,Tim Petrovic,.06,2,2900,0
250,-2,20070,Matt Bettencourt,.04,1,1900,0
251,-2,32334,Charlie Beljan,.01,1,6100,0
