RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
91,0,02206,David Toms,256.7,914708.000,99
91,0,25804,Bubba Watson,256.7,1543195.000,167
91,0,10425,Jay Williamson,256.7,609989.000,66
95,0,24846,Ricky Barnes,256.9,1368756.000,148
95,0,21753,Brian Davis,256.9,1248696.000,135
95,0,23353,J.J. Henry,256.9,1350260.000,146
98,0,24024,Zach Johnson,257.0,1147383.000,124
99,0,08537,J.P. Hayes,257.1,860709.000,93
99,0,25818,Scott Piercy,257.1,1656914.000,179
101,0,28500,Martin Flores,257.2,1388788.000,150
102,0,20645,John Senden,257.3,1620828.000,175
102,0,08385,Omar Uresti,257.3,500174.000,54
102,0,23349,Charles Warren,257.3,1222750.000,132
105,0,28087,Kris Blanks,257.4,1269333.000,137
105,0,22621,Ben Curtis,257.4,639440.000,69
105,0,27330,Josh Teater,257.4,1538202.000,166
108,0,07749,Brett Quigley,257.6,1326108.000,143
109,0,25190,Jeff Quinney,257.7,816268.000,88
109,0,06595,Kevin Sutherland,257.7,1261642.000,136
111,0,22371,Aaron Baddeley,257.8,1995424.000,215
111,0,21949,Joe Ogilvie,257.8,1401424.000,151
113,0,27963,Chris Stroud,257.9,1123397.000,121
114,0,20848,Ángel Cabrera,258.0,1244757.000,134
114,0,08725,Tom Gillis,258.0,1672004.000,180
116,0,12652,Cameron Beckman,258.1,836355.000,90
116,0,22946,Henrik Bjornstad,258.1,1170794.000,126
118,0,26882,Michael Sim,258.2,678512.000,73
119,0,01329,Brad Faxon,258.3,353415.000,38
119,0,23548,Bill Lunde,258.3,1134451.000,122
119,0,23621,Rory Sabbatini,258.3,1432253.000,154
122,0,07457,Steve Flesch,258.5,809571.000,87
122,0,32640,Troy Merritt,258.5,1349565.000,145
124,0,22046,Geoff Ogilvy,258.6,772761.000,83
124,0,20572,Rod Pampling,258.6,1237941.000,133
126,0,26300,Matt Jones,258.7,1471592.000,158
127,0,12755,Vance Veazey,258.8,531158.000,57
128,0,06643,Paul Goydos,258.9,689776.000,74
129,0,01313,Steve Elkington,259.0,922947.000,99
129,0,24912,Will MacKenzie,259.0,1230735.000,132
131,0,27060,John Mallinger,259.1,923298.000,99
132,0,28237,Rory McIlroy,259.2,923873.000,99
133,0,23613,Rich Barcelo,259.3,793599.000,85
134,0,06621,Joe Durant,259.4,812574.000,87
135,0,27466,Spencer Levin,259.5,1345360.000,144
135,0,26881,Jarrod Lyle,259.5,812737.000,87
135,0,24781,Hunter Mahan,259.5,1401542.000,150
138,0,20766,Padraig Harrington,259.6,775679.000,83
139,0,25240,D.A. Points,259.7,1252972.000,134
139,0,25892,Steve Wheatcroft,259.7,962784.000,103
139,0,20160,Charlie Wi,259.7,1140490.000,122
142,0,27613,David Lutterus,260.1,936191.000,100
142,0,26392,Chris Wilson,260.1,908246.000,97
144,0,12716,Charley Hoffman,260.2,1779624.000,190
145,0,10585,Scott McCarron,260.4,1602879.000,171
146,0,24138,Ian Poulter,260.7,506735.000,54
147,0,25720,Chad Collins,260.8,1014038.000,108
147,0,23409,James Driscoll,260.8,1511322.000,161
147,0,01707,Steve Lowery,260.8,966908.000,103
147,0,22913,John Rollins,260.8,1530519.000,163
151,0,11123,Chris Couch,260.9,1342870.000,143
151,0,01249,John Daly,260.9,967260.000,103
151,0,06515,Shaun Micheel,260.9,647954.000,69
154,0,32617,Jerod Turner,261.0,441641.000,47
155,0,25562,Andres Romero,261.2,1504430.000,160
155,0,12714,Chris Tidland,261.2,1146991.000,122
157,0,01941,Tom Pernice Jr.,261.3,620912.000,66
157,0,20686,Jeev Milkha Singh,261.3,724188.000,77
159,0,01724,Jeff Maggert,261.5,781336.000,83
159,0,01948,Tim Petrovic,261.5,1327412.000,141
159,0,08375,Paul Stankowski,261.5,894427.000,95
162,0,06251,Chris DiMarco,261.6,979452.000,104
162,0,23718,Nathan Green,261.6,1111478.000,118
162,0,01945,Kenny Perry,261.6,979408.000,104
165,0,26679,Kevin Stadler,261.8,1517290.000,161
166,0,07363,Craig Bowden,262.0,348973.000,37
166,0,29285,Brent Delahoussaye,262.0,433896.000,46
166,0,24361,Pat Perez,262.0,1490019.000,158
169,0,20593,Greg Chalmers,262.2,1170377.000,124
169,0,27649,Brandt Snedeker,262.2,962747.000,102
171,0,21959,Ted Purdy,262.3,1520118.000,161
171,0,24502,Adam Scott,262.3,1057664.000,112
171,0,28780,Nicholas Thompson,262.3,1529447.000,162
174,0,19846,Brian Gay,262.4,642391.000,68
174,0,22056,Cameron Percy,262.4,1152245.000,122
176,0,01766,Billy Mayfair,262.5,1020542.000,108
176,0,33419,Cameron Tringale,262.5,869490.000,92
178,0,01797,Rocco Mediate,262.7,766153.000,81
179,0,20574,Mathew Goggin,262.9,1485939.000,157
180,0,06514,Kevin Johnson,263.1,596739.000,63
180,0,20127,Chris Riley,263.1,738699.000,78
182,0,09011,David Duval,263.7,863896.000,91
183,0,23325,Vaughn Taylor,264.0,1292625.000,136
183,0,21878,Mark Wilson,264.0,1178423.000,124
185,0,26301,James Nitties,264.2,1417421.000,149
186,0,23673,Michael Connell,264.5,866419.000,91
187,0,21209,Sergio Garcia,264.6,685739.000,72
187,0,28620,Aron Price,264.6,1076572.000,113
187,0,12602,Dean Wilson,264.6,514440.000,54
190,0,26951,Johnson Wagner,264.8,1115442.000,117
191,0,20436,Garrett Willis,266.1,1226261.000,128
192,0,01619,Skip Kendall,267.0,567088.000,59
