RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
155,0,01723,Andrew Magee,71.46,1858,26
156,0,23800,Bryce Molder,71.48,1644,23
157,0,01142,Bart Bryant,71.50,1287,18
158,0,01771,Blaine McCallister,71.53,1073,15
159,0,01313,Steve Elkington,71.57,1503,21
160,0,19824,Craig Barlow,71.59,1575,22
161,0,20105,Jeff Gove,71.60,1074,15
162,0,08339,Spike McRoy,71.65,1218,17
163,0,21259,Jason Hill,71.69,1147,16
164,0,01132,Mark Brooks,71.70,1936,27
165,0,06498,Matt Peterson,71.73,1076,15
166,0,23177,Kenneth Staton,71.74,1650,23
167,0,02110,Jerry Smith,71.75,1148,16
167,0,02257,Brian Watts,71.75,861,12
169,0,12826,Paul Claxton,71.78,1651,23
169,0,10213,Dicky Pride,71.78,646,9
171,0,06016,Brad Lardon,71.83,862,12
171,0,20502,Michael Long,71.83,1293,18
171,0,10912,Craig Perks,71.83,1652,23
174,0,21806,Paul Gow,71.88,2444,34
175,0,01014,Fulton Allem,71.89,1366,19
176,0,02322,Richard Zokol,71.92,863,12
177,0,01203,Russ Cochran,71.95,1367,19
178,0,01724,Jeff Maggert,72.00,1656,23
179,0,01599,Steve Jones,72.06,1225,17
180,0,20498,Briny Baird,72.07,2018,28
181,0,20043,Edward Fryatt,72.11,1947,27
182,0,10649,Tom Scherrer,72.12,1803,25
183,0,24937,Jess Daley,72.21,1011,14
184,0,08993,Franklin Langham,72.22,1300,18
185,0,12753,David Morland IV,72.25,1156,16
186,0,06315,Pete Jordan,72.29,1229,17
187,0,10117,Bob Heintz,72.50,1595,22
188,0,01374,Robin Freeman,72.56,1161,16
189,0,01035,Tommy Armour III,72.58,1379,19
189,0,06036,Scott Dunlap,72.58,1379,19
191,0,19817,Michael Muehr,72.59,1234,17
192,0,08553,Lee Porter,72.65,1453,20
193,0,01514,Eduardo Herrera,72.88,1166,16
193,0,20436,Garrett Willis,72.88,1239,17
195,0,21949,Joe Ogilvie,73.00,876,12
196,0,06197,Michael Allen,73.11,1389,19
197,0,23322,Brett Wetterich,73.14,1609,22
198,0,23623,Bo Van Pelt,73.47,1249,17
199,0,26289,Boo Weekley,73.56,1177,16
200,0,08535,Gary Nicklaus,73.76,1254,17
201,0,20663,Brenden Pappas,74.14,1038,14
202,0,10962,Bradley Hughes,74.50,894,12
