RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
115,0,27649,Brandt Snedeker,.74,1,136,E
117,0,27060,John Mallinger,.71,1,140,E
117,0,30927,Brendon Todd,.71,1,140,E
119,0,24507,Jason Bohn,.70,1,142,-1.00
119,0,29518,Brendan Steele,.70,1,142,+2.00
121,0,28307,Matt Every,.69,1,144,+1.00
122,0,21407,Arjun Atwal,.68,1,146,+2.00
122,0,26476,Chez Reavie,.68,1,146,+1.00
124,0,27436,Graham DeLaet,.67,1,150,E
124,0,27064,Jhonattan Vegas,.67,1,150,+1.00
126,0,23409,James Driscoll,.65,1,154,+3.00
126,0,26679,Kevin Stadler,.65,1,154,-1.00
128,0,24024,Zach Johnson,.64,1,156,E
129,0,12510,Chad Campbell,.63,1,160,E
129,0,20593,Greg Chalmers,.63,1,158,E
129,0,27095,Nick Watney,.63,1,160,+1.00
132,0,27963,Chris Stroud,.60,1,168,+1.00
133,0,06567,Vijay Singh,.59,1,170,E
134,0,12716,Charley Hoffman,.58,1,172,+3.00
134,0,20691,Greg Owen,.58,1,172,E
136,0,27330,Josh Teater,.54,1,186,-1.00
137,0,29910,Blake Adams,.53,1,190,+1.00
138,0,30750,Tommy Gainey,.52,1,192,-1.00
139,0,27644,Brian Harman,.51,1,198,E
140,0,10885,Robert Allenby,.00,0,144,E
140,0,32334,Charlie Beljan,.00,0,106,E
140,0,32200,Roberto Castro,.00,0,168,E
140,0,23135,Tim Clark,.00,0,100,E
140,0,28455,Will Claxton,.00,0,190,E
140,0,23541,Ben Crane,.00,0,132,E
140,0,01249,John Daly,.00,0,76,E
140,0,28089,Jason Day,.00,0,96,E
140,0,23638,Brendon de Jonge,.00,0,214,E
140,0,25686,Jason Dufner,.00,0,132,E
140,0,06522,Ernie Els,.00,0,132,E
140,0,32102,Rickie Fowler,.00,0,138,E
140,0,32698,Bobby Gates,.00,0,166,E
140,0,20574,Mathew Goggin,.00,0,122,E
140,0,24924,Bill Haas,.00,0,128,E
140,0,06573,Brandt Jobe,.00,0,106,E
140,0,30925,Dustin Johnson,.00,0,114,E
140,0,26300,Matt Jones,.00,0,98,E
140,0,19970,Robert Karlsson,.00,0,84,E
140,0,28308,Troy Kelly,.00,0,120,E
140,0,30926,Chris Kirk,.00,0,178,E
140,0,30944,Jason Kokrak,.00,0,150,E
140,0,23108,Matt Kuchar,.00,0,136,E
140,0,27936,Martin Laird,.00,0,118,E
140,0,35139,Richard Lee,.00,0,130,E
140,0,01706,Davis Love III,.00,0,112,E
140,0,23548,Bill Lunde,.00,0,146,E
140,0,24781,Hunter Mahan,.00,0,136,E
140,0,27120,Troy Matteson,.00,0,180,E
140,0,01766,Billy Mayfair,.00,0,172,E
140,0,25572,Graeme McDowell,.00,0,76,E
140,0,28237,Rory McIlroy,.00,0,80,E
140,0,29289,S.Y. Noh,.00,0,186,E
140,0,26329,Louis Oosthuizen,.00,0,98,E
140,0,23320,Ryan Palmer,.00,0,154,E
140,0,20572,Rod Pampling,.00,0,152,E
140,0,25345,Carl Pettersson,.00,0,164,E
140,0,25818,Scott Piercy,.00,0,178,E
140,0,27556,Ted Potter Jr.,.00,0,134,E
140,0,10213,Dicky Pride,.00,0,108,E
140,0,22913,John Rollins,.00,0,150,E
140,0,25562,Andres Romero,.00,0,112,E
140,0,26331,Charl Schwartzel,.00,0,80,E
140,0,29221,Webb Simpson,.00,0,132,E
140,0,30692,Scott Stallings,.00,0,144,E
140,0,30110,Kyle Stanley,.00,0,148,E
140,0,25834,Daniel Summerhays,.00,0,154,E
140,0,26287,Roland Thatcher,.00,0,98,E
140,0,23623,Bo Van Pelt,.00,0,138,E
140,0,25804,Bubba Watson,.00,0,104,E
140,0,26289,Boo Weekley,.00,0,132,E
140,0,31323,Gary Woodland,.00,0,112,E
