RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
112,0,24361,Pat Perez,283.3,290709,1026
112,0,26289,Boo Weekley,283.3,241377,852
114,0,24924,Bill Haas,282.9,283985,1004
114,0,29926,Danny Lee,282.9,299856,1060
116,0,29485,Brett Stegmaier,282.8,229103,810
117,0,32640,Troy Merritt,282.6,276384,978
117,0,29223,Sam Saunders,282.6,240812,852
119,0,29478,Kevin Kisner,282.5,304548,1078
119,0,47128,Richy Werenski,282.5,240724,852
121,0,35879,Kelly Kraft,282.4,255892,906
122,0,29479,Scott Brown,282.3,307677,1090
123,0,25834,Daniel Summerhays,282.2,323377,1146
124,0,20572,Rod Pampling,282.1,260666,924
125,0,27895,Jonas Blixt,282.0,231796,822
125,0,31202,William McGirt,282.0,285373,1012
127,0,39975,Michael Kim,281.9,330382,1172
127,0,34358,Jonathan Randolph,281.9,201279,714
129,0,35545,Blayne Barber,281.8,263155,934
129,0,24024,Zach Johnson,281.8,268292,952
131,0,32757,Patton Kizzire,281.5,283215,1006
132,0,35110,Brett Drewitt,281.4,169375,602
132,0,28679,Fabián Gómez,281.4,202024,718
134,0,06522,Ernie Els,281.3,145147,516
134,0,37454,Whee Kim,281.3,243895,867
136,0,29908,C.T. Pan,281.1,298551,1062
137,0,33120,Mark Anderson,280.9,165158,588
138,0,27649,Brandt Snedeker,280.3,165940,592
139,0,31416,Derek Fathauer,280.2,250542,894
140,0,29740,Brad Fritsch,280.1,164681,588
141,0,28132,Tyrone Van Aswegen,280.0,312446,1116
142,0,30926,Chris Kirk,279.9,273704,978
142,0,22046,Geoff Ogilvy,279.9,261947,936
142,0,27963,Chris Stroud,279.9,188119,672
145,0,22371,Aaron Baddeley,279.6,180597,646
146,0,27770,Camilo Villegas,279.5,242608,868
147,0,29221,Webb Simpson,279.0,327010,1172
148,0,23325,Vaughn Taylor,278.9,297812,1068
149,0,29476,Kyle Reifers,278.8,287764,1032
150,0,20472,Alex Cejka,278.6,240693,864
151,0,26596,Ryan Moore,278.4,253388,910
152,0,27958,Ryan Blaum,278.3,318350,1144
152,0,26951,Johnson Wagner,278.3,221504,796
154,0,25274,Steven Bowditch,278.2,174739,628
155,0,26476,Chez Reavie,278.0,321899,1158
156,0,12510,Chad Campbell,277.9,329596,1186
157,0,34466,Peter Malnati,277.6,283105,1020
158,0,25892,Steve Wheatcroft,277.5,154821,558
159,0,32200,Roberto Castro,277.4,209681,756
160,0,36801,Mark Hubbard,277.3,236276,852
161,0,24138,Ian Poulter,277.2,212325,766
162,0,24357,K.J. Choi,277.1,208905,754
162,0,37278,Nicholas Lindheim,277.1,170670,616
164,0,24846,Ricky Barnes,276.9,297921,1076
165,0,32150,Michael Thompson,276.6,169827,614
166,0,25396,Kevin Na,276.5,254906,922
167,0,19846,Brian Gay,275.9,265935,964
167,0,34174,John Huh,275.9,292484,1060
167,0,25345,Carl Pettersson,275.9,200275,726
170,0,33419,Cameron Tringale,275.1,249765,908
171,0,20593,Greg Chalmers,275.0,262392,954
172,0,25720,Chad Collins,274.9,207287,754
173,0,29222,Billy Hurley III,274.2,265431,968
174,0,26758,David Hearn,274.1,271360,990
175,0,27466,Spencer Levin,273.6,256095,936
176,0,25240,D.A. Points,273.1,221755,812
177,0,25572,Graeme McDowell,273.0,190007,696
178,0,23541,Ben Crane,272.9,262498,962
178,0,25349,Tim Wilkinson,272.9,174645,640
180,0,20104,Ken Duke,272.5,228317,838
181,0,20771,Steven Alker,272.4,194486,714
181,0,24507,Jason Bohn,272.4,235857,866
183,0,23983,Luke Donald,271.9,163120,600
184,0,19803,Ryan Armour,271.8,186486,686
185,0,48084,Wesley Bryan,271.1,291181,1074
186,0,31560,Brian Stuard,271.0,261799,966
187,0,40058,Zac Blair,270.8,306593,1132
188,0,22986,Søren Kjeldsen,270.0,127423,472
188,0,23800,Bryce Molder,270.0,241409,894
190,0,10809,Jim Furyk,267.6,163773,612
