RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
59,0,40026,Daniel Berger,19' 1",133.750,7,44,6
59,0,34466,Peter Malnati,19' 1",57.333,3,26,15
59,0,36871,Matthew NeSmith,19' 1",114.250,6,49,2
62,0,27141,J.B. Holmes,19' 0",38.000,2,27,11
62,0,27936,Martin Laird,19' 0",113.750,6,50,3
64,0,32662,Michael Gligic,18' 11",75.583,4,23,13
64,0,48822,Sebastián Muñoz,18' 11",94.500,5,51,8
66,0,40006,Erik van Rooyen,18' 9",93.750,5,35,3
67,0,34264,Hudson Swafford,18' 8",111.917,6,45,2
67,0,56278,Matthew Wolff,18' 8",168.000,9,38,7
69,0,29535,Brice Garnett,18' 5",128.667,7,30,7
69,0,49964,Aaron Wise,18' 5",110.500,6,46,3
71,0,29970,Dylan Frittelli,18' 4",36.583,2,30,7
72,0,27330,Josh Teater,18' 1",54.167,3,28,11
73,0,46435,Austin Cook,17' 11",53.833,3,33,4
73,0,29908,C.T. Pan,17' 11",53.667,3,34,4
73,0,47347,Adam Schenk,17' 11",35.750,2,33,2
76,0,27556,Ted Potter Jr.,17' 8",88.250,5,49,3
77,0,39997,Corey Conners,17' 6",122.417,7,40,6
78,0,26329,Louis Oosthuizen,17' 3",137.667,8,52,8
79,0,45526,Abraham Ancer,17' 2",51.500,3,29,11
80,0,47959,Bryson DeChambeau,17' 0",271.667,16,53,3
81,0,37275,Sam Ryder,16' 9",117.417,7,26,10
82,0,28252,Seamus Power,16' 7",16.583,1,17,17
83,0,27644,Brian Harman,16' 6",82.417,5,58,3
84,0,47504,Sam Burns,16' 4",97.750,6,53,3
85,0,35532,Tom Hoge,16' 3",97.583,6,32,3
85,0,32791,K.H. Lee,16' 3",114.000,7,33,2
87,0,33486,Roger Sloan,16' 2",64.750,4,49,2
88,0,27974,Sung Kang,15' 10",79.250,5,30,8
89,0,49960,Sepp Straka,15' 9",78.917,5,23,6
90,0,22056,Cameron Percy,15' 7",46.750,3,27,9
91,0,24502,Adam Scott,15' 5",108.000,7,37,4
92,0,27554,Scott Harrington,15' 3",76.417,5,24,8
92,0,32640,Troy Merritt,15' 3",76.333,5,23,7
94,0,40098,Matt Fitzpatrick,15' 2",90.833,6,41,1
94,0,39975,Michael Kim,15' 2",75.917,5,30,1
96,0,34314,Sebastian Cappelen,15' 0",45.000,3,27,8
97,0,33120,Mark Anderson,14' 11",29.750,2,16,14
98,0,31420,Anirban Lahiri,14' 10",103.750,7,22,9
99,0,25632,Jimmy Walker,14' 9",44.333,3,23,10
100,0,23320,Ryan Palmer,14' 8",102.917,7,30,4
101,0,28775,Nate Lashley,14' 7",58.333,4,39,4
101,0,27942,Rob Oppenheim,14' 7",43.667,3,27,5
103,0,19846,Brian Gay,14' 6",87.000,6,33,4
104,0,33948,Byeong Hun An,14' 4",28.667,2,25,4
104,0,32757,Patton Kizzire,14' 4",114.583,8,31,1
104,0,24140,Sean O'Hair,14' 4",28.667,2,16,13
104,0,23325,Vaughn Taylor,14' 4",57.333,4,18,10
108,0,31560,Brian Stuard,14' 1",42.250,3,28,6
109,0,35104,Tom Lewis,14' 0",42.000,3,18,7
110,0,24361,Pat Perez,13' 11",69.667,5,23,7
111,0,32618,Rhein Gibson,13' 9",27.500,2,25,3
111,0,22405,Justin Rose,13' 9",68.667,5,36,2
111,0,34431,Robert Streb,13' 9",68.917,5,43,2
114,0,37455,Si Woo Kim,13' 8",82.083,6,26,7
114,0,20396,Lee Westwood,13' 8",13.667,1,14,14
116,0,27214,Kevin Streelman,13' 7",54.167,4,21,4
117,0,25364,Paul Casey,13' 6",67.417,5,29,6
118,0,33399,Adam Hadwin,13' 4",93.417,7,25,4
119,0,34076,Joel Dahmen,13' 3",13.250,1,13,13
119,0,53165,Doc Redman,13' 3",39.833,3,16,12
121,0,39971,Sungjae Im,13' 0",169.167,13,40,4
122,0,32839,Hideki Matsuyama,12' 10",115.333,9,30,4
122,0,35891,Cameron Smith,12' 10",38.417,3,26,2
124,0,39546,Keith Mitchell,12' 9",63.917,5,23,2
125,0,33448,Justin Thomas,12' 6",162.333,13,50,7"
126,0,47128,Richy Werenski,12' 4",98.667,8,20,4
126,0,31323,Gary Woodland,12' 4",49.250,4,15,8
128,0,46970,Jon Rahm,12' 3",73.417,6,22,5
128,0,27770,Camilo Villegas,12' 3",73.250,6,29,2
130,0,35310,Lanto Griffin,12' 2",97.500,8,22,2
130,0,48119,Ben Taylor,12' 2",36.583,3,17,8
132,0,34099,Harris English,12' 1",72.333,6,38,1
132,0,46402,Talor Gooch,12' 1",72.583,6,29,3
132,0,33490,Bo Hoag,12' 1",60.417,5,40,3
135,0,50525,Collin Morikawa,11' 11",35.750,3,16,5
136,0,29479,Scott Brown,11' 9",58.750,5,30,2
137,0,35450,Patrick Cantlay,11' 8",35.083,3,16,8
137,0,37189,Harold Varner III,11' 8",81.917,7,30,2
139,0,39977,Max Homa,11' 7",81.167,7,44,10"
139,0,46442,Maverick McNealy,11' 7",34.833,3,23,1
141,0,30944,Jason Kokrak,11' 6",46.083,4,23,3
142,0,28089,Jason Day,11' 5",22.750,2,14,9
142,0,27349,Alex Noren,11' 5",45.583,4,17,4
142,0,25818,Scott Piercy,11' 5",45.667,4,24,3
145,0,29725,Tony Finau,11' 2",78.333,7,19,3
145,0,33122,Russell Knox,11' 2",67.083,6,14,5
147,0,45157,Cam Davis,11' 1",166.833,15,25,2
147,0,36699,Patrick Rodgers,11' 1",88.417,8,25,3
149,0,20229,Stewart Cink,11' 0",65.917,6,20,4
150,0,23108,Matt Kuchar,10' 10",21.583,2,14,8
151,0,33597,Harry Higgs,10' 9",64.583,6,26,5
151,0,33419,Cameron Tringale,10' 9",32.333,3,18,3
153,0,30927,Brendon Todd,10' 7",74.083,7,34,2
154,0,46717,Viktor Hovland,10' 4",10.333,1,10,10
155,0,23983,Luke Donald,10' 2",10.167,1,10,10
156,0,29268,Bronson Burgoon,9' 9",9.750,1,10,10
157,0,28237,Rory McIlroy,9' 8",28.917,3,12,6
158,0,27649,Brandt Snedeker,9' 6",28.583,3,17,5
159,0,26499,Rafa Cabrera Bello,9' 0",17.917,2,12,6
159,0,24781,Hunter Mahan,9' 0",35.917,4,17,3
161,0,34255,Joseph Bramlett,8' 11",44.667,5,13,4
161,0,21209,Sergio Garcia,8' 11",71.583,8,18,4"
163,0,45609,Tyler Duncan,8' 10",26.417,3,12,5
164,0,34563,Chesson Hadley,8' 8",34.667,4,16,1
164,0,12716,Charley Hoffman,8' 8",60.500,7,16,2
166,0,32070,Rafael Campos,8' 6",16.917,2,10,7
167,0,45486,Joaquin Niemann,8' 0",32.000,4,10,4
168,0,24024,Zach Johnson,7' 9",23.167,3,11,6
168,0,30926,Chris Kirk,7' 9",23.250,3,14,2
170,0,29926,Danny Lee,7' 2",7.167,1,7,7
171,0,47993,Denny McCarthy,7' 0",28.083,4,14,8"
172,0,24138,Ian Poulter,6' 11",6.917,1,7,7
173,0,52372,Cameron Champ,6' 8",40.000,6,13,1
174,0,19803,Ryan Armour,5' 11",11.750,2,7,5
174,0,34363,Tyrrell Hatton,5' 11",5.917,1,6,6
174,0,31557,Jim Herman,5' 11",17.750,3,8,4
177,0,33204,Shane Lowry,5' 10",11.583,2,6,6
178,0,23623,Bo Van Pelt,5' 8",28.250,5,9,2
179,0,25900,Lucas Glover,5' 4",15.917,3,10,2
180,0,29974,Branden Grace,4' 10",4.833,1,5,5
181,0,36801,Mark Hubbard,1' 11",3.750,2,4,2"
