RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
162,0,24940,Edward Loar,56.13,334,595,-0.18
163,0,31558,J.J. Killeen,56.09,649,1157,-0.12
164,0,28237,Rory McIlroy,55.94,311,556,-0.29
165,0,25562,Andres Romero,55.87,414,741,-0.09
166,0,27466,Spencer Levin,55.82,513,919,-0.18
167,0,30750,Tommy Gainey,55.62,693,1246,-0.15
168,0,19970,Robert Karlsson,55.46,315,568,-0.19
169,0,01810,Phil Mickelson,55.37,454,820,-0.24
170,0,26851,Marc Leishman,55.22,577,1045,-0.15
171,0,31323,Gary Woodland,55.17,400,725,-0.19
172,0,21805,Harrison Frazar,55.04,366,665,-0.13
173,0,28500,Martin Flores,54.72,620,1133,-0.19
174,0,26300,Matt Jones,54.71,331,605,-0.17
175,0,22371,Aaron Baddeley,54.55,414,759,-0.17
176,0,21961,Charles Howell III,54.54,577,1058,-0.21
177,0,20070,Matt Bettencourt,54.30,448,825,-0.15
178,0,27120,Troy Matteson,53.66,608,1133,-0.14
179,0,28089,Jason Day,53.65,345,643,-0.20
180,0,25632,Jimmy Walker,53.56,669,1249,-0.20
181,0,30944,Jason Kokrak,53.54,506,945,-0.15
182,0,27064,Jhonattan Vegas,53.42,508,951,-0.17
183,0,28308,Troy Kelly,53.37,372,697,-0.10
184,0,30852,Ryo Ishikawa,53.15,270,508,-0.08
185,0,01116,Michael Bradley,53.13,399,751,-0.14
186,0,27797,Derek Lamely,53.07,406,765,-0.14
187,0,23409,James Driscoll,53.05,505,952,-0.17
188,0,33120,Mark Anderson,52.70,439,833,-0.18
189,0,20229,Stewart Cink,52.57,388,738,-0.14
190,0,23903,Stephen Gangluff,51.54,302,586,-0.11
191,0,20850,Daniel Chopra,48.87,282,577,-0.19
