RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
122,0,33141,Keegan Bradley,1.39,318,229
123,0,32640,Troy Merritt,1.38,312,226
123,0,40115,Adam Svensson,1.38,396,288
123,0,57366,Cameron Young,1.38,337,244
126,0,32367,Jorge Campillo,1.37,202,147
126,0,50188,S.H. Kim,1.37,462,338
126,0,27129,Luke List,1.37,303,221
126,0,49960,Sepp Straka,1.37,287,210
126,0,50493,Justin Suh,1.37,319,233
131,0,45609,Tyler Duncan,1.36,259,191
131,0,37378,Min Woo Lee,1.36,285,209
131,0,46113,Ryan McCormick,1.36,255,188
131,0,26596,Ryan Moore,1.36,276,203
135,0,59442,Parker Coody,1.35,202,150
135,0,33399,Adam Hadwin,1.35,340,252
135,0,36326,David Lipsky,1.35,280,207
135,0,48319,Tom Whitney,1.35,285,211
139,0,55789,Taylor Montgomery,1.34,229,171
139,0,22405,Justin Rose,1.34,227,169
141,0,32070,Rafael Campos,1.33,243,183
141,0,29936,Ryan Fox,1.33,311,234
141,0,39977,Max Homa,1.33,297,224
141,0,36884,Ben Kohles,1.33,343,257
141,0,47995,Davis Riley,1.33,311,234
146,0,45157,Cam Davis,1.32,328,248
146,0,48153,Matthieu Pavon,1.32,256,194
146,0,34046,Jordan Spieth,1.32,290,220
149,0,31646,Emiliano Grillo,1.31,314,240
149,0,36871,Matt NeSmith,1.31,268,205
149,0,30927,Brendon Todd,1.31,367,281
152,0,52372,Cameron Champ,1.29,221,171
152,0,32102,Rickie Fowler,1.29,305,236
152,0,47347,Adam Schenk,1.29,365,282
155,0,25493,Nick Taylor,1.28,322,251
155,0,52666,Sami Valimaki,1.28,245,192
155,0,47483,Will Zalatoris,1.28,246,192
158,0,47663,Kevin Dougherty,1.27,246,194
158,0,50497,Adrien Dumont de Chassart,1.27,297,233
158,0,56149,Wilson Furr,1.27,224,177
161,0,33968,Thorbjørn Olesen,1.23,187,152
162,0,33408,Tyson Alexander,1.20,300,250
162,0,47420,Jake Knapp,1.20,313,260
162,0,31323,Gary Woodland,1.20,307,256
165,0,55708,Hayden Buckley,1.19,266,223
165,0,38991,Alejandro Tosti,1.19,304,256
167,0,29221,Webb Simpson,1.18,186,158
168,0,55454,Carl Yuan,1.17,253,217
169,0,52453,Nicolai Højgaard,1.12,203,182
170,0,48699,Callum Tarren,1.10,270,246
170,0,27330,Josh Teater,1.10,194,177
172,0,23320,Ryan Palmer,1.09,162,148
173,0,60767,Blaine Hale Jr.,1.08,208,193
173,0,34466,Peter Malnati,1.08,272,251
175,0,34374,Erik Barnes,1.07,206,193
176,0,48119,Ben Taylor,1.06,224,211
176,0,27770,Camilo Villegas,1.06,219,206
178,0,37212,Paul Barjon,1.05,215,205
178,0,27649,Brandt Snedeker,1.05,215,204
180,0,35617,Martin Trainer,1.00,168,168
181,0,28420,Ryan Brehm,0.98,217,222
182,0,29478,Kevin Kisner,0.95,188,198
183,0,51070,Vincent Norrman,0.89,149,168
184,0,47806,Raul Pereda,0.88,155,176
