RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
70,0,21961,Charles Howell III,1.20,2,166,E
70,0,34466,Peter Malnati,1.20,2,166,+0.50
72,0,34360,Patrick Reed,1.19,2,168,E
73,0,29478,Kevin Kisner,1.16,2,172,E
74,0,27649,Brandt Snedeker,1.15,2,174,E
75,0,21209,Sergio Garcia,1.14,1,88,-1.00
76,0,25900,Lucas Glover,1.11,2,180,+0.50
77,0,23325,Vaughn Taylor,1.10,2,182,+0.50
78,0,23621,Rory Sabbatini,1.08,2,186,+1.00
79,0,40098,Matt Fitzpatrick,1.06,1,94,E
80,0,31557,Jim Herman,1.04,1,96,E
80,0,25396,Kevin Na,1.04,1,96,+1.00
80,0,20572,Rod Pampling,1.04,1,96,+1.00
83,0,24361,Pat Perez,1.00,1,100,E
84,0,22371,Aaron Baddeley,.91,1,110,+1.00
85,0,46435,Austin Cook,.89,1,112,E
85,0,28089,Jason Day,.89,1,112,E
85,0,29974,Branden Grace,.89,1,112,E
85,0,26329,Louis Oosthuizen,.89,1,112,E
89,0,34264,Hudson Swafford,.88,1,114,+2.00
90,0,25804,Bubba Watson,.86,1,116,+2.00
91,0,24781,Hunter Mahan,.85,1,118,+1.00
91,0,32139,Danny Willett,.85,1,118,-1.00
93,0,28679,Fabián Gómez,.81,1,124,E
93,0,48081,Xander Schauffele,.81,1,124,E
95,0,25364,Paul Casey,.79,1,126,-1.00
96,0,49303,Anders Albertson,.78,1,128,+1.00
96,0,24024,Zach Johnson,.78,1,128,+1.00
96,0,30110,Kyle Stanley,.78,1,128,+1.00
96,0,33448,Justin Thomas,.78,1,128,+2.00
100,0,33948,Byeong Hun An,.77,1,130,-1.00
100,0,35376,Roberto Díaz,.77,1,130,E
100,0,30191,Julián Etulain,.77,1,130,+2.00
100,0,33419,Cameron Tringale,.77,1,130,E
104,0,26596,Ryan Moore,.76,1,132,+2.00
105,0,40009,Dominic Bozzelli,.75,1,134,E
106,0,49964,Aaron Wise,.72,1,138,+1.00
107,0,34098,Russell Henley,.71,1,140,E
108,0,30946,Alex Prugh,.70,1,142,E
108,0,46501,Ollie Schniederjans,.70,1,142,+1.00
108,0,32150,Michael Thompson,.70,1,142,-1.00
111,0,33410,Andrew Landry,.68,1,148,E
111,0,46601,Trey Mullinax,.68,1,146,+1.00
111,0,39324,J.J. Spaun,.68,1,148,+1.00
114,0,35461,Beau Hossler,.67,1,150,E
114,0,27095,Nick Watney,.67,1,150,+2.00
116,0,32102,Rickie Fowler,.66,1,152,+1.00
116,0,35449,Adam Long,.66,1,152,E
116,0,31323,Gary Woodland,.66,1,152,+1.00
119,0,29926,Danny Lee,.65,1,154,+1.00
120,0,47504,Sam Burns,.64,1,156,E
121,0,45526,Abraham Ancer,.63,1,160,E
121,0,29725,Tony Finau,.63,1,160,E
121,0,39977,Max Homa,.63,1,160,E
121,0,29420,Billy Horschel,.63,1,160,-1.00
121,0,27936,Martin Laird,.63,1,160,E
121,0,26476,Chez Reavie,.63,1,160,E
127,0,27644,Brian Harman,.62,1,162,E
127,0,27214,Kevin Streelman,.62,1,162,E
129,0,34021,Bud Cauley,.61,1,164,E
130,0,45609,Tyler Duncan,.60,1,166,E
130,0,35421,Brandon Harkins,.60,1,166,E
130,0,26300,Matt Jones,.60,1,168,E
130,0,47128,Richy Werenski,.60,1,166,E
134,0,35532,Tom Hoge,.58,1,172,E
135,0,25493,Nick Taylor,.54,1,186,E
136,0,39971,Sungjae Im,.44,1,228,E
137,0,30978,Kiradech Aphibarnrat,.00,0,108,E
137,0,28259,Sangmoon Bae,.00,0,108,E
137,0,40026,Daniel Berger,.00,0,132,E
137,0,29268,Bronson Burgoon,.00,0,102,E
137,0,26499,Rafa Cabrera Bello,.00,0,112,E
137,0,34306,John Chin,.00,0,108,E
137,0,51766,Wyndham Clark,.00,0,170,E
137,0,39997,Corey Conners,.00,0,172,E
137,0,34076,Joel Dahmen,.00,0,176,E
137,0,45157,Cam Davis,.00,0,144,E
137,0,47959,Bryson DeChambeau,.00,0,144,E
137,0,34099,Harris English,.00,0,182,E
137,0,30911,Tommy Fleetwood,.00,0,120,E
137,0,46523,Joey Garber,.00,0,114,E
137,0,31646,Emiliano Grillo,.00,0,132,E
137,0,34563,Chesson Hadley,.00,0,132,E
137,0,34363,Tyrrell Hatton,.00,0,100,E
137,0,12716,Charley Hoffman,.00,0,124,E
137,0,35506,Mackenzie Hughes,.00,0,152,E
137,0,36799,Stephan Jaeger,.00,0,142,E
137,0,30925,Dustin Johnson,.00,0,132,E
137,0,27974,Sung Kang,.00,0,160,E
137,0,37455,Si Woo Kim,.00,0,148,E
137,0,36689,Brooks Koepka,.00,0,132,E
137,0,30944,Jason Kokrak,.00,0,164,E
137,0,35879,Kelly Kraft,.00,0,154,E
137,0,28775,Nate Lashley,.00,0,136,E
137,0,27129,Luke List,.00,0,126,E
137,0,32839,Hideki Matsuyama,.00,0,160,E
137,0,47993,Denny McCarthy,.00,0,162,E
137,0,28237,Rory McIlroy,.00,0,128,E
137,0,32640,Troy Merritt,.00,0,114,E
137,0,25198,Francesco Molinari,.00,0,100,E
137,0,45486,Joaquin Niemann,.00,0,184,E
137,0,27349,Alex Noren,.00,0,104,E
137,0,33667,Carlos Ortiz,.00,0,164,E
137,0,23320,Ryan Palmer,.00,0,116,E
137,0,24138,Ian Poulter,.00,0,100,E
137,0,46970,Jon Rahm,.00,0,128,E
137,0,35732,Wes Roach,.00,0,126,E
137,0,32058,José de Jesús Rodríguez,.00,0,130,E
137,0,22405,Justin Rose,.00,0,116,E
137,0,29223,Sam Saunders,.00,0,148,E
137,0,24502,Adam Scott,.00,0,106,E
137,0,33486,Roger Sloan,.00,0,168,E
137,0,34046,Jordan Spieth,.00,0,158,E
137,0,29518,Brendan Steele,.00,0,108,E
137,0,33418,Shawn Stefani,.00,0,152,E
137,0,37189,Harold Varner III,.00,0,164,E
137,0,27064,Jhonattan Vegas,.00,0,144,E
137,0,25632,Jimmy Walker,.00,0,132,E
137,0,37340,Chase Wright,.00,0,138,E
