RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
47,0,25345,Carl Pettersson,11.76,1223.24,104
49,0,34046,Jordan Spieth,11.74,809.85,69
50,0,10885,Robert Allenby,11.72,703.05,60
51,0,25198,Francesco Molinari,11.70,585.24,50
52,0,30925,Dustin Johnson,11.63,569.85,49
53,0,24781,Hunter Mahan,11.62,848.06,73
54,0,22056,Cameron Percy,11.60,812.17,70
55,0,30926,Chris Kirk,11.48,758.01,66
56,0,27895,Jonas Blixt,11.47,665.16,58
57,0,31193,Jim Renner,11.46,664.61,58
58,0,29221,Webb Simpson,11.45,812.78,71
58,0,25892,Steve Wheatcroft,11.45,1042.11,91
60,0,23541,Ben Crane,11.42,616.70,54
60,0,29535,Brice Garnett,11.42,833.32,73
60,0,22892,Jason Gore,11.42,708.15,62
60,0,33667,Carlos Ortiz,11.42,1130.85,99
64,0,35545,Blayne Barber,11.40,752.50,66
65,0,32640,Troy Merritt,11.38,944.95,83
66,0,29289,S.Y. Noh,11.36,659.04,58
67,0,06567,Vijay Singh,11.34,839.14,74
68,0,40058,Zac Blair,11.33,1177.95,104
69,0,31560,Brian Stuard,11.32,1074.96,95
69,0,23623,Bo Van Pelt,11.32,849.13,75
71,0,22046,Geoff Ogilvy,11.29,463.06,41
72,0,32366,Kevin Chappell,11.27,721.53,64
72,0,33486,Roger Sloan,11.27,462.11,41
74,0,24924,Bill Haas,11.26,900.60,80
75,0,23353,J.J. Henry,11.24,820.57,73
76,0,12510,Chad Campbell,11.22,1133.05,101
77,0,37454,Whee Kim,11.19,626.54,56
78,0,40026,Daniel Berger,11.15,802.96,72
78,0,25632,Jimmy Walker,11.15,813.72,73
80,0,24358,Robert Garrigus,11.14,590.20,53
80,0,27963,Chris Stroud,11.14,802.37,72
82,0,32839,Hideki Matsuyama,11.11,955.14,86
83,0,35539,Luke Guthrie,11.09,897.99,81
84,0,30711,Colt Knost,11.05,983.76,89
84,0,34409,David Lingmerth,11.05,939.06,85
86,0,23983,Luke Donald,11.04,562.95,51
87,0,08075,Jerry Kelly,11.01,792.52,72
88,0,29478,Kevin Kisner,11.00,1232.26,112
89,0,29518,Brendan Steele,10.98,1009.96,92
90,0,24925,Jonathan Byrd,10.97,614.05,56
90,0,28132,Tyrone Van Aswegen,10.97,416.83,38
92,0,34098,Russell Henley,10.94,918.61,84
93,0,29479,Scott Brown,10.91,927.55,85
94,0,32102,Rickie Fowler,10.89,718.90,66
94,0,30927,Brendon Todd,10.89,892.67,82
96,0,23621,Rory Sabbatini,10.87,804.53,74
97,0,35541,John Peterson,10.85,1008.73,93
97,0,27214,Kevin Streelman,10.85,889.41,82
99,0,24507,Jason Bohn,10.83,1093.44,101
100,0,23548,Bill Lunde,10.81,432.25,40
101,0,29420,Billy Horschel,10.78,937.72,87
102,0,31416,Derek Fathauer,10.72,771.73,72
103,0,25240,D.A. Points,10.66,597.04,56
103,0,31323,Gary Woodland,10.66,650.34,61
105,0,22371,Aaron Baddeley,10.65,415.33,39
106,0,10860,Justin Leonard,10.62,669.16,63
107,0,36801,Mark Hubbard,10.61,711.17,67
108,0,29222,Billy Hurley III,10.58,772.49,73
109,0,27649,Brandt Snedeker,10.47,983.82,94
110,0,33418,Shawn Stefani,10.46,983.50,94
111,0,26851,Marc Leishman,10.45,658.09,63
112,0,24494,Erik Compton,10.42,864.89,83
112,0,28679,Fabián Gómez,10.42,781.57,75
114,0,10809,Jim Furyk,10.40,551.37,53
115,0,34099,Harris English,10.38,1016.95,98
115,0,27936,Martin Laird,10.38,726.26,70
117,0,35532,Tom Hoge,10.37,705.30,68
118,0,20848,Ángel Cabrera,10.33,526.76,51
118,0,26329,Louis Oosthuizen,10.33,465.06,45
120,0,29720,Andres Gonzales,10.32,938.96,91
121,0,34261,Scott Langley,10.31,856.09,83
122,0,29476,Kyle Reifers,10.30,793.17,77
123,0,25720,Chad Collins,10.24,747.22,73
124,0,39977,Max Homa,10.23,655.01,64
125,0,20396,Lee Westwood,10.22,418.98,41
126,0,29725,Tony Finau,10.18,947.07,93
126,0,33399,Adam Hadwin,10.18,916.40,90
128,0,30944,Jason Kokrak,10.15,863.10,85
129,0,28259,Sangmoon Bae,10.13,982.43,97
130,0,32200,Roberto Castro,10.09,393.55,39
130,0,29425,Andrew Svoboda,10.09,756.49,75
132,0,34256,Andrew Putnam,10.06,623.81,62
133,0,33122,Russell Knox,10.04,1003.88,100
133,0,27933,John Merrick,10.04,652.31,65
135,0,26951,Johnson Wagner,10.01,560.45,56
136,0,31557,Jim Herman,9.97,847.78,85
137,0,20593,Greg Chalmers,9.87,444.14,45
137,0,23800,Bryce Molder,9.87,829.24,84
139,0,25274,Steven Bowditch,9.82,972.61,99
140,0,34264,Hudson Swafford,9.78,850.90,87
141,0,34360,Patrick Reed,9.77,820.34,84
142,0,25191,Gonzalo Fernandez-Castaño,9.70,650.08,67
143,0,30852,Ryo Ishikawa,9.66,869.47,90
144,0,25834,Daniel Summerhays,9.62,798.55,83
145,0,20229,Stewart Cink,9.56,630.77,66
146,0,25686,Jason Dufner,9.53,533.41,56
147,0,37273,Derek Ernst,9.52,666.12,70
148,0,24138,Ian Poulter,9.46,510.72,54
149,0,27770,Camilo Villegas,9.45,793.46,84
150,0,25364,Paul Casey,9.43,593.96,63
150,0,25900,Lucas Glover,9.43,772.93,82
152,0,20645,John Senden,9.38,572.20,61
153,0,26289,Boo Weekley,9.31,595.58,64
154,0,26300,Matt Jones,9.29,687.35,74
155,0,24361,Pat Perez,9.28,825.66,89
156,0,20691,Greg Owen,9.25,462.54,50
156,0,26331,Charl Schwartzel,9.25,388.61,42
158,0,34358,Jonathan Randolph,9.24,591.15,64
159,0,36689,Brooks Koepka,9.22,793.10,86
160,0,21209,Sergio Garcia,9.18,376.42,41
161,0,20104,Ken Duke,9.15,832.71,91
162,0,28500,Martin Flores,9.12,829.83,91
163,0,25369,Jamie Donaldson,9.11,409.98,45
164,0,23638,Brendon de Jonge,8.99,935.15,104
164,0,31202,William McGirt,8.99,1015.43,113
166,0,24502,Adam Scott,8.91,329.64,37
167,0,32334,Charlie Beljan,8.89,560.24,63
168,0,27466,Spencer Levin,8.72,854.69,98
168,0,34130,Sung Joon Park,8.72,584.45,67
170,0,35451,Scott Pinckney,8.71,714.32,82
171,0,28486,Michael Putnam,8.66,632.38,73
172,0,27095,Nick Watney,8.62,775.65,90
173,0,23048,Eric Axley,8.61,413.12,48
174,0,34431,Robert Streb,8.58,952.66,111
175,0,25804,Bubba Watson,8.57,454.40,53
176,0,33413,Ben Martin,8.53,785.15,92
177,0,27064,Jhonattan Vegas,8.50,662.70,78
178,0,21528,Henrik Stenson,8.49,246.25,29
179,0,24490,George McNeill,8.40,722.68,86
180,0,21961,Charles Howell III,8.28,894.77,108
181,0,25396,Kevin Na,8.20,664.46,81
182,0,34265,Will Wilcox,8.03,345.36,43
183,0,28023,Byron Smith,7.93,341.08,43
184,0,24846,Ricky Barnes,6.53,417.62,64
