RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
146,0,32200,Roberto Castro,274,98,176
147,0,26331,Charl Schwartzel,275,144,131
148,0,20691,Greg Owen,278,121,157
149,0,32640,Troy Merritt,287,150,137
150,0,36801,Mark Hubbard,290,123,167
151,0,23048,Eric Axley,293,170,123
151,0,28023,Byron Smith,293,159,134
153,0,23800,Bryce Molder,295,154,141
154,0,26300,Matt Jones,299,150,149
155,0,25720,Chad Collins,300,161,139
156,0,29222,Billy Hurley III,302,155,147
156,0,30711,Colt Knost,302,162,140
158,0,27466,Spencer Levin,304,172,132
159,0,20104,Ken Duke,305,182,123
160,0,36689,Brooks Koepka,306,136,170
161,0,34264,Hudson Swafford,308,130,178
162,0,21209,Sergio Garcia,311,167,144
163,0,20229,Stewart Cink,316,149,167
164,0,21528,Henrik Stenson,317,180,137
164,0,34265,Will Wilcox,317,138,179
166,0,32334,Charlie Beljan,320,155,165
167,0,35451,Scott Pinckney,323,162,161
168,0,25396,Kevin Na,324,178,146
169,0,31202,William McGirt,328,175,153
170,0,33413,Ben Martin,329,175,154
171,0,23638,Brendon de Jonge,331,167,164
171,0,24361,Pat Perez,331,179,152
173,0,34360,Patrick Reed,333,171,162
174,0,20593,Greg Chalmers,335,152,183
175,0,40058,Zac Blair,341,164,177
176,0,28486,Michael Putnam,343,169,174
177,0,37273,Derek Ernst,345,173,172
178,0,27064,Jhonattan Vegas,346,166,180
178,0,27095,Nick Watney,346,165,181
180,0,25686,Jason Dufner,347,173,174
181,0,24490,George McNeill,348,177,171
182,0,34358,Jonathan Randolph,350,183,167
183,0,20645,John Senden,363,181,182
184,0,24846,Ricky Barnes,368,184,184
