RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
143,0,34265,Will Wilcox,71.83,862,12
144,0,25720,Chad Collins,71.88,1222,17
144,0,30852,Ryo Ishikawa,71.88,575,8
144,0,26329,Louis Oosthuizen,71.88,575,8
144,0,30692,Scott Stallings,71.88,1222,17
144,0,02206,David Toms,71.88,575,8
144,0,10423,Mike Weir,71.88,1222,17
150,0,28780,Nicholas Thompson,71.93,1007,14
151,0,22371,Aaron Baddeley,71.94,1151,16
151,0,20593,Greg Chalmers,71.94,1151,16
151,0,35139,Richard Lee,71.94,1223,17
154,0,23621,Rory Sabbatini,72.00,1008,14
155,0,34098,Russell Henley,72.05,1441,20
156,0,24357,K.J. Choi,72.08,865,12
157,0,36689,Brooks Koepka,72.14,505,7
158,0,27141,J.B. Holmes,72.17,866,12
159,0,25191,Gonzalo Fernandez-Castaño,72.20,722,10
159,0,20396,Lee Westwood,72.20,361,5
161,0,27895,Jonas Blixt,72.25,867,12
162,0,34409,David Lingmerth,72.44,1159,16
163,0,25240,D.A. Points,72.56,1161,16
164,0,23353,J.J. Henry,72.57,1016,14
165,0,28259,Sangmoon Bae,72.58,1379,19
166,0,22621,Ben Curtis,72.61,1307,18
167,0,28092,D.H. Lee,72.64,1017,14
168,0,30750,Tommy Gainey,72.80,1092,15
169,0,34264,Hudson Swafford,72.82,1238,17
169,0,32333,Kevin Tway,72.82,801,11
171,0,32150,Michael Thompson,72.85,947,13
172,0,32334,Charlie Beljan,72.87,1093,15
173,0,27214,Kevin Streelman,72.89,1385,19
174,0,30925,Dustin Johnson,73.00,146,2
175,0,37273,Derek Ernst,73.05,1388,19
176,0,25900,Lucas Glover,73.06,1315,18
177,0,22913,John Rollins,73.27,1612,22
