RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
138,0,24357,K.J. Choi,10.12,546.74,54
139,0,20850,Daniel Chopra,9.96,677.21,68
140,0,26596,Ryan Moore,9.92,615.11,62
141,0,22806,Doug LaBelle II,9.91,654.20,66
142,0,02036,Jim Rutledge,9.86,266.31,27
143,0,02223,Bob Tway,9.85,601.12,61
144,0,21731,Freddie Jacobson,9.81,431.80,44
145,0,01577,Lee Janzen,9.76,370.86,38
145,0,24912,Will MacKenzie,9.76,673.76,69
147,0,20098,Stuart Appleby,9.74,574.46,59
148,0,20859,Anders Hansen,9.65,289.40,30
149,0,23353,J.J. Henry,9.63,462.23,48
150,0,12510,Chad Campbell,9.61,547.85,57
151,0,07867,Woody Austin,9.60,633.90,66
152,0,27095,Nick Watney,9.53,504.99,53
153,0,10809,Jim Furyk,9.52,542.64,57
154,0,26951,Johnson Wagner,9.49,550.58,58
155,0,23718,Nathan Green,9.40,601.46,64
156,0,26289,Boo Weekley,9.33,447.61,48
157,0,10423,Mike Weir,9.32,438.22,47
158,0,07457,Steve Flesch,9.31,530.81,57
159,0,20160,Charlie Wi,9.28,547.75,59
160,0,23613,Rich Barcelo,9.27,435.82,47
161,0,23497,Tag Ridings,9.26,240.70,26
162,0,12714,Chris Tidland,9.21,396.06,43
163,0,19972,José Coceres,9.20,349.72,38
163,0,28486,Michael Putnam,9.20,423.16,46
165,0,24449,Parker McLachlin,9.18,394.59,43
166,0,20572,Rod Pampling,9.16,531.04,58
167,0,25804,Bubba Watson,9.15,302.05,33
168,0,20127,Chris Riley,9.13,301.32,33
168,0,24502,Adam Scott,9.13,410.84,45
170,0,01677,Tom Lehman,9.11,346.24,38
171,0,06004,Stephen Ames,9.08,399.50,44
172,0,25396,Kevin Na,8.95,483.09,54
173,0,24361,Pat Perez,8.91,320.70,36
174,0,06515,Shaun Micheel,8.84,397.60,45
175,0,23322,Brett Wetterich,8.73,427.67,49
176,0,06197,Michael Allen,8.68,364.60,42
177,0,11123,Chris Couch,8.65,467.13,54
178,0,20645,John Senden,8.57,531.29,62
179,0,06621,Joe Durant,8.46,482.14,57
180,0,24490,George McNeill,8.45,464.76,55
180,0,08793,Tiger Woods,8.45,278.70,33
182,0,26882,Michael Sim,8.33,266.55,32
183,0,20104,Ken Duke,8.27,462.92,56
183,0,25900,Lucas Glover,8.27,446.61,54
183,0,23621,Rory Sabbatini,8.27,363.71,44
186,0,22371,Aaron Baddeley,8.19,319.40,39
187,0,01142,Bart Bryant,8.14,455.93,56
188,0,01810,Phil Mickelson,8.01,240.27,30
189,0,20691,Greg Owen,8.00,336.07,42
190,0,01948,Tim Petrovic,7.95,453.10,57
191,0,22378,Trevor Immelman,7.93,301.17,38
192,0,01320,Bob Estes,7.80,467.99,60
193,0,21961,Charles Howell III,7.45,387.30,52
194,0,21209,Sergio Garcia,7.28,305.90,42
195,0,25892,Steve Wheatcroft,7.18,272.70,38
196,0,06373,José María Olazábal,6.66,173.27,26
