RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
152,0,10201,Matt Gogel,1.52,5,328,-0.400
154,0,01098,Jay Don Blake,1.48,7,473,-0.143
155,0,06036,Scott Dunlap,1.47,5,341,E
156,0,23108,Matt Kuchar,1.44,5,348,-0.400
157,0,01920,Craig Parry,1.39,5,360,-0.800
158,0,01139,Olin Browne,1.37,7,512,-0.429
159,0,02214,Kirk Triplett,1.34,4,299,-0.250
160,0,08931,Glen Day,1.32,7,531,-0.143
161,0,01175,Jim Carter,1.30,5,386,E
162,0,01203,Russ Cochran,1.28,4,312,-0.250
163,0,08075,Jerry Kelly,1.16,5,432,E
164,0,01381,Fred Funk,1.15,6,523,-1.000
164,0,02239,Scott Verplank,1.15,4,347,-0.750
166,0,01157,Tom Byrum,1.12,4,358,-0.750
167,0,01619,Skip Kendall,1.10,5,456,-1.000
168,0,01938,David Peoples,1.04,5,479,-0.400
169,0,01527,Scott Hoch,1.03,3,292,-0.667
169,0,10213,Dicky Pride,1.03,3,291,+0.333
169,0,02099,Scott Simpson,1.03,3,290,+0.333
172,0,06078,Esteban Toledo,.98,4,408,-0.250
173,0,12753,David Morland IV,.97,3,308,-0.333
174,0,01457,Jay Haas,.93,3,323,-1.000
175,0,06595,Kevin Sutherland,.91,3,328,E
176,0,07721,Pat Bates,.89,4,447,-0.750
177,0,20127,Chris Riley,.83,4,482,E
178,0,08545,Glen Hnatiuk,.82,4,486,-0.250
179,0,02257,Brian Watts,.81,2,246,+1.500
180,0,01761,Len Mattiace,.80,4,498,-0.500
181,0,01766,Billy Mayfair,.79,3,380,-0.333
182,0,01361,Dan Forsman,.76,3,396,-0.333
183,0,06012,Greg Kraft,.74,3,404,-0.333
184,0,01378,David Frost,.72,3,416,-0.333
184,0,19817,Michael Muehr,.72,2,279,-0.500
186,0,01968,Nick Price,.71,2,282,E
187,0,08553,Lee Porter,.70,3,430,-1.000
188,0,01014,Fulton Allem,.68,2,293,-0.500
189,0,02010,Loren Roberts,.67,3,448,-0.667
190,0,20105,Jeff Gove,.63,3,475,-0.333
191,0,11011,Mike Sposa,.58,3,513,+0.333
192,0,01142,Bart Bryant,.57,2,348,-0.500
192,0,01666,Bernhard Langer,.57,1,176,-1.000
194,0,06315,Pete Jordan,.54,2,371,E
195,0,22293,Heath Slocum,.51,2,394,E
196,0,19972,José Coceres,.49,1,206,E
197,0,06498,Matt Peterson,.48,2,421,-1.000
198,0,02322,Richard Zokol,.42,1,238,-1.000
199,0,06373,José María Olazábal,.38,1,260,-1.000
200,0,06643,Paul Goydos,.31,1,323,+1.000
201,0,01797,Rocco Mediate,.00,0,315,E
201,0,01928,Corey Pavin,.00,0,319,E
