RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
178,0,01142,Bart Bryant,4.03,5,124,+0.20
179,0,10885,Robert Allenby,3.90,6,154,-0.33
180,0,24357,K.J. Choi,3.80,6,158,+0.50
181,0,01926,Steve Pate,3.64,4,110,E
182,0,24937,Jess Daley,3.57,5,140,+0.60
182,0,23108,Matt Kuchar,3.57,5,140,+0.40
182,0,23621,Rory Sabbatini,3.57,4,112,-0.50
185,0,06643,Paul Goydos,3.33,4,120,-0.75
186,0,01945,Kenny Perry,2.98,5,168,-0.40
187,0,01226,Fred Couples,2.94,3,102,E
188,0,20663,Brenden Pappas,2.54,3,118,E
189,0,06613,Tommy Tolles,2.50,3,120,+0.67
190,0,20502,Michael Long,2.24,3,134,+0.33
191,0,23903,Stephen Gangluff,2.17,3,138,+1.00
192,0,10213,Dicky Pride,2.13,2,94,+0.50
193,0,26289,Boo Weekley,1.85,2,108,+1.50
194,0,01927,Dennis Paulson,1.83,3,164,-1.00
195,0,10962,Bradley Hughes,1.79,2,112,+0.50
196,0,20574,Mathew Goggin,1.67,2,120,+0.50
197,0,01388,Robert Gamez,1.64,2,122,E
198,0,23623,Bo Van Pelt,1.39,2,144,+1.00
199,0,20157,Retief Goosen,1.25,1,80,E
200,0,01249,John Daly,1.09,1,92,+2.00
201,0,08881,Tripp Isenhour,.77,1,130,E
202,0,01475,Donnie Hammond,.00,0,102,E
