RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
92,0,02101,Joey Sindelar,83.79,770,919
93,0,01724,Jeff Maggert,83.72,982,1173
94,0,02245,Grant Waite,83.71,889,1062
95,0,22122,Andrew McLardy,83.67,876,1047
96,0,06350,Bob May,83.65,936,1119
97,0,01063,Ben Bates,83.63,618,739
98,0,06431,Jean Van de Velde,83.62,526,629
99,0,20436,Garrett Willis,83.57,1002,1199
100,0,02218,Ted Tryba,83.56,1235,1478
101,0,07457,Steve Flesch,83.54,1238,1482
102,0,02099,Scott Simpson,83.46,848,1016
103,0,12782,Tim Herron,83.45,1059,1269
104,0,01361,Dan Forsman,83.44,907,1087
105,0,10425,Jay Williamson,83.36,1047,1256
106,0,02104,Jeff Sluman,83.17,1206,1450
107,0,01226,Fred Couples,83.16,790,950
108,0,06515,Shaun Micheel,83.01,1158,1395
109,0,08057,Brian Wilson,82.99,995,1199
110,0,12705,Cliff Kresge,82.94,948,1143
111,0,06613,Tommy Tolles,82.92,995,1200
112,0,21806,Paul Gow,82.90,868,1047
112,0,12753,David Morland IV,82.90,994,1199
114,0,06514,Kevin Johnson,82.87,1050,1267
115,0,21007,Gabriel Hjertstedt,82.86,880,1062
116,0,24357,K.J. Choi,82.85,1063,1283
117,0,10885,Robert Allenby,82.84,1231,1486
118,0,20043,Edward Fryatt,82.78,1019,1231
119,0,23125,Brad Elder,82.69,1256,1519
120,0,06617,Brian Henninger,82.68,912,1103
121,0,01313,Steve Elkington,82.65,705,853
121,0,01926,Steve Pate,82.65,991,1199
123,0,06034,Marco Dawson,82.62,656,794
123,0,11032,Frank Lickliter II,82.62,1174,1421
125,0,01685,J.L. Lewis,82.32,1220,1482
125,0,01761,Len Mattiace,82.32,1094,1329
127,0,01374,Robin Freeman,82.25,1182,1437
127,0,10912,Craig Perks,82.25,871,1059
129,0,10963,Jimmy Green,82.22,1054,1282
130,0,01968,Nick Price,82.14,851,1036
131,0,08793,Tiger Woods,82.10,876,1067
132,0,06567,Vijay Singh,82.03,1059,1291
133,0,19817,Michael Muehr,82.00,1052,1283
134,0,06090,Jim McGovern,81.98,719,877
135,0,01941,Tom Pernice Jr.,81.94,1166,1423
136,0,22046,Geoff Ogilvy,81.88,687,839
137,0,01599,Steve Jones,81.87,813,993
138,0,01320,Bob Estes,81.79,1006,1230
139,0,07763,Doug Dunakey,81.75,923,1129
140,0,20574,Mathew Goggin,81.74,1061,1298
141,0,22051,Ben Ferguson,81.70,844,1033
142,0,06251,Chris DiMarco,81.59,1179,1445
143,0,01928,Corey Pavin,81.54,795,975
144,0,01200,Keith Clearwater,81.50,705,865
144,0,12714,Chris Tidland,81.50,912,1119
146,0,01553,John Huston,81.49,687,843
147,0,20099,Doug Barron,81.39,704,865
148,0,12680,Shigeki Maruyama,81.33,1067,1312
149,0,07749,Brett Quigley,81.30,713,877
150,0,12660,Jesper Parnevik,81.21,1037,1277
151,0,01249,John Daly,81.08,930,1147
152,0,21209,Sergio Garcia,81.05,680,839
153,0,20098,Stuart Appleby,80.80,1107,1370
154,0,12760,Danny Ellis,80.77,857,1061
155,0,09011,David Duval,80.74,826,1023
156,0,06595,Kevin Sutherland,80.72,1105,1369
157,0,01810,Phil Mickelson,80.71,929,1151
158,0,01723,Andrew Magee,80.64,1058,1312
159,0,10423,Mike Weir,80.61,973,1207
160,0,08993,Franklin Langham,80.60,673,835
161,0,01706,Davis Love III,80.46,844,1049
162,0,02010,Loren Roberts,80.41,944,1174
163,0,08535,Gary Nicklaus,80.38,1053,1310
164,0,08537,J.P. Hayes,80.36,851,1059
165,0,01093,Ronnie Black,80.31,571,711
166,0,06140,Sean Murphy,80.10,781,975
167,0,02279,Mark Wiebe,80.09,692,864
168,0,12823,Carlos Franco,80.05,975,1218
169,0,20229,Stewart Cink,79.94,1088,1361
170,0,01161,Mark Calcavecchia,79.78,880,1103
171,0,06591,Rocky Walcher,79.71,656,823
172,0,02246,Duffy Waldorf,79.55,805,1012
173,0,10201,Matt Gogel,79.51,900,1132
174,0,08063,Kelly Grunewald,79.48,732,921
175,0,21949,Joe Ogilvie,79.47,1196,1505
176,0,21633,Steve Allan,79.42,953,1200
177,0,06575,Dudley Hart,79.30,835,1053
178,0,01185,Brandel Chamblee,79.29,854,1077
179,0,01329,Brad Faxon,79.08,964,1219
180,0,07547,Craig Kanada,78.88,859,1089
181,0,01666,Bernhard Langer,78.78,672,853
182,0,02294,Willie Wood,78.62,570,725
183,0,10649,Tom Scherrer,78.38,725,925
184,0,01378,David Frost,78.29,952,1216
185,0,01024,Billy Andrade,78.14,865,1107
186,0,07101,Dave Stockton Jr.,77.83,660,848
187,0,01927,Dennis Paulson,77.67,807,1039
188,0,06522,Ernie Els,77.37,653,844
189,0,24604,Hunter Haas,77.29,820,1061
190,0,23621,Rory Sabbatini,77.17,747,968
191,0,06373,José María Olazábal,76.95,504,655
192,0,01887,Mark O'Meara,76.90,699,909
193,0,01603,Jeff Julian,73.53,564,767
194,0,06527,Steve Stricker,72.90,659,904
