RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
75,0,01132,Mark Brooks,11.11,3,27,-0.67
75,0,01378,David Frost,11.11,4,36,E
77,0,20095,Carl Paulson,11.36,5,44,+0.20
78,0,09011,David Duval,11.54,6,52,-0.83
79,0,19817,Michael Muehr,11.63,5,43,-0.20
80,0,08339,Spike McRoy,11.76,4,34,+0.50
80,0,02246,Duffy Waldorf,11.76,2,17,+0.50
82,0,20574,Mathew Goggin,11.90,5,42,-0.20
83,0,07003,David Berganio Jr.,12.00,3,25,E
84,0,11032,Frank Lickliter II,12.07,7,58,-0.14
84,0,12660,Jesper Parnevik,12.07,7,58,E
86,0,08545,Glen Hnatiuk,12.12,4,33,-0.50
86,0,10912,Craig Perks,12.12,4,33,E
88,0,01161,Mark Calcavecchia,12.50,4,32,+0.25
88,0,01313,Steve Elkington,12.50,3,24,E
88,0,06643,Paul Goydos,12.50,4,32,-0.25
88,0,12753,David Morland IV,12.50,4,32,-0.25
88,0,06140,Sean Murphy,12.50,1,8,-1.00
88,0,02170,Hal Sutton,12.50,5,40,-0.20
94,0,06567,Vijay Singh,12.86,9,70,+0.11
95,0,08057,Brian Wilson,12.90,4,31,-0.75
96,0,01042,Paul Azinger,13.04,6,46,+0.33
97,0,01035,Tommy Armour III,13.33,6,45,-0.33
98,0,01219,John Cook,13.64,6,44,-0.33
98,0,12760,Danny Ellis,13.64,6,44,-0.17
98,0,10213,Dicky Pride,13.64,3,22,-0.33
101,0,23125,Brad Elder,13.79,4,29,E
102,0,12652,Cameron Beckman,14.29,6,42,E
102,0,22892,Jason Gore,14.29,3,21,E
102,0,12680,Shigeki Maruyama,14.29,5,35,+0.20
105,0,01320,Bob Estes,14.52,9,62,-0.22
106,0,01707,Steve Lowery,14.67,11,75,-0.09
107,0,01945,Kenny Perry,14.71,10,68,E
108,0,06527,Steve Stricker,14.81,4,27,E
109,0,01175,Jim Carter,15.38,8,52,+0.13
110,0,01968,Nick Price,15.56,7,45,-0.14
110,0,06595,Kevin Sutherland,15.56,7,45,-0.14
112,0,01887,Mark O'Meara,15.63,5,32,-0.20
113,0,01329,Brad Faxon,16.00,8,50,+0.38
114,0,07457,Steve Flesch,16.07,9,56,E
115,0,01797,Rocco Mediate,16.13,5,31,+0.20
115,0,02104,Jeff Sluman,16.13,10,62,+0.30
117,0,01139,Olin Browne,16.67,7,42,-0.29
117,0,10809,Jim Furyk,16.67,7,42,E
117,0,20433,Mark Hensby,16.67,1,6,E
117,0,10733,Kent Jones,16.67,2,12,+0.50
121,0,10457,Frank Nobilo,17.24,5,29,E
122,0,02106,Chris Smith,17.39,4,23,+0.75
123,0,10860,Justin Leonard,17.46,11,63,+0.09
124,0,20099,Doug Barron,17.65,3,17,E
124,0,06332,Neal Lancaster,17.65,6,34,-0.33
126,0,06251,Chris DiMarco,17.72,14,79,-0.21
127,0,01685,J.L. Lewis,18.00,9,50,+0.33
128,0,21805,Harrison Frazar,18.18,4,22,+0.25
128,0,11011,Mike Sposa,18.18,8,44,-0.13
128,0,20566,Kaname Yokoo,18.18,8,44,E
131,0,02223,Bob Tway,18.64,11,59,E
132,0,01024,Billy Andrade,18.75,3,16,+0.67
132,0,21949,Joe Ogilvie,18.75,6,32,+0.33
134,0,20229,Stewart Cink,18.82,16,85,+0.06
135,0,02110,Jerry Smith,18.92,7,37,E
136,0,01203,Russ Cochran,19.05,8,42,E
137,0,10425,Jay Williamson,19.35,6,31,-0.33
138,0,20098,Stuart Appleby,20.00,11,55,-0.36
138,0,20043,Edward Fryatt,20.00,3,15,E
138,0,21806,Paul Gow,20.00,3,15,E
138,0,06350,Bob May,20.00,4,20,E
142,0,06522,Ernie Els,20.51,8,39,E
143,0,12645,Brent Geiberger,20.59,7,34,+0.43
143,0,08633,Per-Ulrik Johansson,20.59,7,34,-0.14
145,0,10423,Mike Weir,20.83,10,48,-0.10
146,0,01553,John Huston,21.05,4,19,E
146,0,08535,Gary Nicklaus,21.05,4,19,E
148,0,06004,Stephen Ames,21.21,7,33,+0.57
149,0,01374,Robin Freeman,21.74,5,23,+0.80
150,0,06078,Esteban Toledo,21.88,7,32,+0.57
151,0,01706,Davis Love III,21.95,18,82,-0.22
152,0,21584,Richie Coughlan,22.22,2,9,E
152,0,01723,Andrew Magee,22.22,10,45,+0.20
154,0,01823,Larry Mize,22.58,7,31,+0.14
155,0,07763,Doug Dunakey,22.73,5,22,+0.20
156,0,12388,Michael Clark II,22.86,8,35,E
157,0,07547,Craig Kanada,23.53,4,17,-0.50
157,0,08075,Jerry Kelly,23.53,4,17,+0.25
159,0,06809,Bob Burns,23.81,10,42,E
159,0,06591,Rocky Walcher,23.81,5,21,-0.40
161,0,20593,Greg Chalmers,25.00,5,20,+0.20
161,0,12782,Tim Herron,25.00,1,4,E
161,0,23621,Rory Sabbatini,25.00,14,56,+0.14
164,0,08375,Paul Stankowski,26.09,6,23,E
165,0,20127,Chris Riley,27.59,8,29,-0.13
166,0,10963,Jimmy Green,28.13,9,32,+0.33
167,0,12823,Carlos Franco,29.17,7,24,-0.57
168,0,01200,Keith Clearwater,33.33,3,9,-0.33
168,0,12705,Cliff Kresge,33.33,4,12,-0.25
168,0,01927,Dennis Paulson,33.33,1,3,E
168,0,01928,Corey Pavin,33.33,4,12,+0.25
172,0,01926,Steve Pate,34.78,8,23,+0.50
173,0,23614,Rich Beem,50.00,2,4,-0.50
173,0,01599,Steve Jones,50.00,8,16,+0.13
