RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
137,0,01926,Steve Pate,71.61,1289,18
137,0,02101,Joey Sindelar,71.61,2220,31
142,0,20382,Stephen Leaney,71.62,1862,26
143,0,06613,Tommy Tolles,71.63,1361,19
144,0,23613,Rich Barcelo,71.67,1075,15
144,0,07457,Steve Flesch,71.67,2580,36
146,0,19972,José Coceres,71.68,1577,22
146,0,01920,Craig Parry,71.68,1362,19
148,0,01203,Russ Cochran,71.74,1363,19
148,0,06515,Shaun Micheel,71.74,2439,34
150,0,19825,Darren Clarke,71.75,1722,24
150,0,01226,Fred Couples,71.75,1722,24
150,0,10213,Dicky Pride,71.75,861,12
153,0,20634,Peter Lonard,71.76,1794,25
154,0,08337,Mike Heinen,71.79,1005,14
155,0,10912,Craig Perks,71.87,1653,23
156,0,22913,John Rollins,71.88,1725,24
157,0,08339,Spike McRoy,71.89,1366,19
157,0,02099,Scott Simpson,71.89,1294,18
159,0,24925,Jonathan Byrd,71.90,2229,31
160,0,08123,Jeff Brehaut,71.92,1870,26
161,0,24290,D.J. Brigman,71.93,1079,15
162,0,20104,Ken Duke,72.05,1513,21
162,0,01378,David Frost,72.05,1513,21
162,0,20378,Mathias Grönberg,72.05,1369,19
165,0,12753,David Morland IV,72.06,1153,16
166,0,23497,Tag Ridings,72.07,1009,14
167,0,20127,Chris Riley,72.11,2019,28
168,0,01766,Billy Mayfair,72.13,1659,23
169,0,01797,Rocco Mediate,72.15,938,13
170,0,11123,Chris Couch,72.17,866,12
170,0,21878,Mark Wilson,72.17,866,12
172,0,01132,Mark Brooks,72.31,1157,16
173,0,12705,Cliff Kresge,72.32,1591,22
174,0,23614,Rich Beem,72.35,1881,26
175,0,12394,Tom Carter,72.38,1520,21
175,0,20585,Niclas Fasth,72.38,941,13
175,0,06078,Esteban Toledo,72.38,1520,21
178,0,01948,Tim Petrovic,72.41,2317,32
179,0,01771,Blaine McCallister,72.43,1014,14
180,0,01313,Steve Elkington,72.47,1087,15
181,0,01761,Len Mattiace,72.48,1522,21
182,0,06214,Guy Boros,72.50,870,12
182,0,12760,Danny Ellis,72.50,1595,22
184,0,21407,Arjun Atwal,72.53,1378,19
185,0,25237,Kevin Muncrief,72.55,798,11
186,0,08835,Kris Cox,72.56,1306,18
187,0,21646,David Branshaw,72.57,1669,23
188,0,01042,Paul Azinger,72.62,1888,26
189,0,07939,Dan Olsen,72.67,1090,15
190,0,02245,Grant Waite,72.75,1455,20
191,0,23307,Roger Tambellini,72.80,1456,20
192,0,06527,Steve Stricker,72.86,1530,21
193,0,23338,David Gossett,72.90,729,10
194,0,12682,Hirofumi Miyase,72.95,1459,20
195,0,22621,Ben Curtis,73.00,1314,18
196,0,21893,Brian Kortan,73.19,1171,16
