RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
60,0,26596,Ryan Moore,.377,.232,.007,.139,57
61,0,32102,Rickie Fowler,.358,.143,.141,.074,59
62,0,30110,Kyle Stanley,.351,.640,.419,-.708,60
63,0,28500,Martin Flores,.346,.136,.092,.118,76
64,0,24138,Ian Poulter,.337,.200,-.153,.290,39
65,0,34021,Bud Cauley,.323,-.063,.238,.148,56
65,0,24361,Pat Perez,.323,-.127,.505,-.055,64
67,0,27330,Josh Teater,.316,.365,.083,-.133,61
68,0,23452,Nicolas Colsaerts,.311,.552,.322,-.563,36
69,0,30944,Jason Kokrak,.309,.079,.201,.029,72
70,0,24846,Ricky Barnes,.306,-.181,.714,-.227,65
71,0,31557,Jim Herman,.282,.550,-.091,-.176,44
72,0,27963,Chris Stroud,.276,-.578,.520,.333,78
73,0,29420,Billy Horschel,.275,.465,-.121,-.069,83
74,0,33419,Cameron Tringale,.239,-.079,.169,.149,75
75,0,26851,Marc Leishman,.237,-.099,.345,-.009,64
76,0,25834,Daniel Summerhays,.232,-.062,.227,.067,78
77,0,35539,Luke Guthrie,.219,-.116,.280,.055,65
78,0,20645,John Senden,.216,.344,-.258,.130,61
79,0,24490,George McNeill,.213,-.012,.255,-.030,64
80,0,12510,Chad Campbell,.205,-.286,.525,-.033,72
81,0,23541,Ben Crane,.175,-.143,.313,.005,55
82,0,29740,Brad Fritsch,.166,.005,.313,-.152,68
83,0,25240,D.A. Points,.160,-.194,.191,.163,68
83,0,27556,Ted Potter Jr.,.160,.166,.046,-.052,55
85,0,29479,Scott Brown,.151,.338,-.174,-.014,55
86,0,34098,Russell Henley,.145,.432,-.053,-.233,66
87,0,34099,Harris English,.136,.115,.098,-.077,82
87,0,30852,Ryo Ishikawa,.136,.110,.191,-.165,55
87,0,27936,Martin Laird,.136,.389,-.195,-.058,53
90,0,33461,Morgan Hoffmann,.125,.227,-.344,.242,53
91,0,06573,Brandt Jobe,.123,.104,.209,-.191,53
92,0,23623,Bo Van Pelt,.111,.186,.025,-.100,54
93,0,25818,Scott Piercy,.100,.144,-.038,-.006,62
94,0,23135,Tim Clark,.086,.048,.087,-.049,43
95,0,25444,Justin Hicks,.080,.218,.462,-.600,66
96,0,22378,Trevor Immelman,.074,-.181,.162,.094,62
97,0,20691,Greg Owen,.054,.064,-.045,.036,66
98,0,19970,Robert Karlsson,.051,-.217,.125,.143,37
99,0,01724,Jeff Maggert,.049,.074,.141,-.166,57
100,0,20766,Padraig Harrington,.042,-.345,.067,.321,35
101,0,22792,Peter Hanson,.024,-.306,.192,.138,33
101,0,34409,David Lingmerth,.024,.301,-.255,-.022,57
103,0,28475,Jeff Overton,.011,.296,.099,-.384,74
104,0,27408,Martin Kaymer,-.003,.402,-.070,-.335,42
105,0,29518,Brendan Steele,-.005,.025,-.135,.105,77
106,0,20848,Ángel Cabrera,-.006,.294,-.241,-.059,57
107,0,29289,S.Y. Noh,-.009,-.162,-.163,.315,62
108,0,20104,Ken Duke,-.040,.009,.130,-.178,75
109,0,32448,James Hahn,-.070,.044,-.079,-.034,67
110,0,21099,David Lynn,-.071,-.229,-.164,.323,56
111,0,23353,J.J. Henry,-.074,.138,-.122,-.089,74
112,0,23800,Bryce Molder,-.090,-.538,.052,.395,71
113,0,30163,Henrik Norlander,-.094,.166,-.105,-.155,59
114,0,28455,Will Claxton,-.095,.341,-.222,-.215,56
115,0,25345,Carl Pettersson,-.101,.026,-.252,.126,64
116,0,20098,Stuart Appleby,-.112,-.280,-.219,.387,79
117,0,31560,Brian Stuard,-.135,-.128,.118,-.125,63
118,0,26758,David Hearn,-.139,-.199,.179,-.119,73
119,0,23325,Vaughn Taylor,-.141,-.042,.148,-.247,40
120,0,31202,William McGirt,-.161,-.208,-.118,.165,71
121,0,34261,Scott Langley,-.211,-.302,-.124,.215,64
122,0,28092,D.H. Lee,-.213,-.142,-.055,-.015,58
123,0,24507,Jason Bohn,-.217,-.156,.034,-.095,66
123,0,27503,Steve LeBrun,-.217,.248,-.280,-.185,53
125,0,23497,Tag Ridings,-.224,-.054,-.174,.003,58
126,0,34360,Patrick Reed,-.227,.089,-.327,.011,74
127,0,34431,Robert Streb,-.231,.164,-.398,.003,62
128,0,10860,Justin Leonard,-.233,-.341,-.255,.363,75
129,0,35139,Richard Lee,-.251,-.134,-.074,-.043,72
130,0,23409,James Driscoll,-.261,-.422,.022,.139,63
131,0,25274,Steven Bowditch,-.283,.041,-.641,.316,58
132,0,23788,D.J. Trahan,-.285,.182,-.448,-.018,38
133,0,22056,Cameron Percy,-.288,.001,-.198,-.092,57
134,0,20572,Rod Pampling,-.293,-.115,-.568,.389,35
135,0,12782,Tim Herron,-.296,-.208,-.285,.197,44
136,0,02206,David Toms,-.301,-.370,-.026,.095,32
137,0,22046,Geoff Ogilvy,-.311,-.161,-.268,.117,42
138,0,25562,Andres Romero,-.317,-.050,-.437,.170,52
139,0,32334,Charlie Beljan,-.320,.424,-.437,-.306,55
140,0,10213,Dicky Pride,-.350,-.365,.012,.002,59
141,0,28310,Lee Williams,-.364,-.514,-.230,.380,51
142,0,28679,Fabián Gómez,-.372,.089,-.435,-.026,56
143,0,30692,Scott Stallings,-.381,.389,-.379,-.392,66
144,0,32150,Michael Thompson,-.391,-.280,-.179,.067,53
145,0,24494,Erik Compton,-.427,.012,-.363,-.076,65
145,0,20160,Charlie Wi,-.427,-.224,-.498,.295,66
147,0,27644,Brian Harman,-.443,.316,-.856,.096,76
148,0,22621,Ben Curtis,-.458,-.632,-.034,.208,46
149,0,22295,Darron Stiles,-.484,-.087,-.401,.003,42
150,0,20443,Jin Park,-.485,-.335,-.166,.016,43
151,0,28259,Sangmoon Bae,-.488,.053,-.165,-.376,72
152,0,33869,Eric Meierdierks,-.499,.316,-.314,-.501,37
153,0,24663,Y.E. Yang,-.504,.133,-.500,-.137,41
154,0,36884,Ben Kohles,-.509,-.042,-.113,-.354,62
155,0,10885,Robert Allenby,-.522,-.733,.296,-.085,52
156,0,33418,Shawn Stefani,-.573,-.110,-.308,-.155,50
157,0,27120,Troy Matteson,-.614,-.206,-.583,.175,59
158,0,29425,Andrew Svoboda,-.629,-.027,-.295,-.308,35
159,0,24399,Scott Gardiner,-.649,.069,-.527,-.190,52
160,0,19846,Brian Gay,-.694,-.577,-.453,.336,71
161,0,22961,David Mathis,-.701,-.328,-.267,-.105,62
162,0,27895,Jonas Blixt,-.715,-.227,-.882,.394,67
163,0,08725,Tom Gillis,-.716,.062,-.905,.126,60
164,0,24140,Sean O'Hair,-.745,.029,-.576,-.198,51
165,0,37273,Derek Ernst,-.859,.231,-.564,-.526,49
166,0,01116,Michael Bradley,-.869,-1.058,.257,-.068,43
167,0,30750,Tommy Gainey,-.870,-.098,-.361,-.411,75
168,0,26497,Casey Wittenberg,-.874,-1.071,-.067,.263,61
169,0,20593,Greg Chalmers,-.890,-.552,-.237,-.102,70
170,0,22806,Doug LaBelle II,-.932,-.243,-.479,-.210,59
171,0,22371,Aaron Baddeley,-.979,-.603,-.669,.293,59
172,0,28135,Aaron Watkins,-.991,-.568,-.707,.285,35
173,0,25336,Alistair Presnell,-1.010,-.548,-.585,.123,46
174,0,10423,Mike Weir,-1.059,-1.338,-.120,.399,47
175,0,27129,Luke List,-1.077,-.447,-.533,-.097,52
176,0,26951,Johnson Wagner,-1.217,-.461,-.320,-.436,52
177,0,24227,Justin Bolli,-1.270,-.273,-.787,-.210,46
178,0,06004,Stephen Ames,-1.297,-.662,-.488,-.147,44
179,0,32698,Bobby Gates,-1.408,-.580,-.498,-.331,38
180,0,30711,Colt Knost,-1.714,-.625,-.847,-.242,58
