RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
69,0,34098,Russell Henley,114.00,7865.75,69
70,0,20572,Rod Pampling,113.74,3980.82,35
71,0,25686,Jason Dufner,113.69,9777.02,86
72,0,22046,Geoff Ogilvy,113.67,6479.37,57
73,0,25818,Scott Piercy,113.64,7273.00,64
74,0,33413,Ben Martin,113.57,9540.04,84
75,0,33204,Shane Lowry,113.51,4313.53,38
76,0,24781,Hunter Mahan,113.44,6352.44,56
77,0,27974,Sung Kang,113.40,7824.50,69
78,0,29420,Billy Horschel,113.38,7029.61,62
79,0,26329,Louis Oosthuizen,113.34,5100.47,45
80,0,32757,Patton Kizzire,113.15,8712.85,77
81,0,27747,Hiroshi Iwata,113.10,8256.43,73
82,0,27942,Rob Oppenheim,113.09,5541.25,49
83,0,32448,James Hahn,113.08,7123.93,63
84,0,30163,Henrik Norlander,113.05,6104.58,54
85,0,32839,Hideki Matsuyama,112.84,6432.08,57
86,0,21731,Freddie Jacobson,112.81,8573.54,76
87,0,29268,Bronson Burgoon,112.71,6762.89,60
88,0,28679,Fabián Gómez,112.61,8333.16,74
89,0,23638,Brendon de Jonge,112.57,7429.41,66
90,0,33461,Morgan Hoffmann,112.55,7203.36,64
91,0,28132,Tyrone Van Aswegen,112.52,9339.43,83
92,0,30692,Scott Stallings,112.45,7421.98,66
93,0,22892,Jason Gore,112.44,7646.22,68
94,0,20766,Padraig Harrington,112.36,4943.70,44
95,0,29485,Brett Stegmaier,112.34,9436.35,84
96,0,35732,Wes Roach,112.32,4605.05,41
97,0,31420,Anirban Lahiri,112.26,6174.27,55
98,0,25396,Kevin Na,112.24,7407.52,66
99,0,34563,Chesson Hadley,112.18,8413.37,75
99,0,32150,Michael Thompson,112.18,5833.39,52
101,0,26289,Boo Weekley,112.17,8636.79,77
102,0,36801,Mark Hubbard,112.15,10205.63,91
103,0,24494,Erik Compton,112.14,5831.46,52
104,0,27963,Chris Stroud,112.12,7624.41,68
105,0,29223,Sam Saunders,112.10,5829.39,52
106,0,27649,Brandt Snedeker,111.96,7725.51,69
107,0,25892,Steve Wheatcroft,111.95,8396.56,75
108,0,34046,Jordan Spieth,111.86,6263.96,56
109,0,27214,Kevin Streelman,111.82,6709.13,60
110,0,29479,Scott Brown,111.74,9050.72,81
111,0,31202,William McGirt,111.72,8602.20,77
111,0,25198,Francesco Molinari,111.72,6479.80,58
113,0,20157,Retief Goosen,111.70,6478.49,58
113,0,35891,Cameron Smith,111.70,4803.03,43
115,0,29221,Webb Simpson,111.69,5919.35,53
116,0,25834,Daniel Summerhays,111.66,9156.11,82
117,0,30110,Kyle Stanley,111.60,9486.22,85
118,0,24461,Thomas Aiken,111.53,5130.37,46
119,0,25493,Nick Taylor,111.43,7354.68,66
120,0,12510,Chad Campbell,111.38,9021.53,81
121,0,33122,Russell Knox,111.37,8130.07,73
122,0,37454,Whee Kim,111.35,7460.51,67
123,0,32200,Roberto Castro,111.17,9782.97,88
124,0,23353,J.J. Henry,111.10,6666.27,60
124,0,35879,Kelly Kraft,111.10,4777.18,43
124,0,25572,Graeme McDowell,111.10,5555.24,50
127,0,23621,Rory Sabbatini,110.99,3218.63,29
128,0,35539,Luke Guthrie,110.89,4879.01,44
129,0,27895,Jonas Blixt,110.86,7649.54,69
130,0,29476,Kyle Reifers,110.82,10860.14,98
131,0,34261,Scott Langley,110.79,5650.05,51
132,0,31416,Derek Fathauer,110.78,9416.30,85
133,0,39975,Michael Kim,110.74,10187.81,92
134,0,26951,Johnson Wagner,110.66,8741.83,79
135,0,27644,Brian Harman,110.49,10054.78,91
136,0,23983,Luke Donald,110.43,6846.94,62
136,0,33419,Cameron Tringale,110.43,7950.85,72
138,0,32640,Troy Merritt,110.41,7286.90,66
139,0,33410,Andrew Landry,110.35,3089.92,28
140,0,06522,Ernie Els,110.18,6390.55,58
140,0,29478,Kevin Kisner,110.18,8153.54,74
142,0,29926,Danny Lee,110.16,8151.92,74
143,0,29745,Tyler Aldridge,110.09,7266.22,66
144,0,27770,Camilo Villegas,110.06,8584.89,78
145,0,30926,Chris Kirk,109.99,8799.00,80
146,0,25720,Chad Collins,109.93,6815.50,62
146,0,06567,Vijay Singh,109.93,8135.06,74
148,0,23800,Bryce Molder,109.89,7912.34,72
149,0,24912,Will MacKenzie,109.77,7683.67,70
150,0,35545,Blayne Barber,109.64,8113.58,74
151,0,32876,Martin Piller,109.62,5042.64,46
152,0,34409,David Lingmerth,109.41,7549.19,69
153,0,34174,John Huh,109.38,8750.13,80
154,0,06527,Steve Stricker,109.23,4915.49,45
155,0,23108,Matt Kuchar,108.89,9255.97,85
156,0,29222,Billy Hurley III,108.82,5767.66,53
157,0,34262,Jon Curran,108.71,9784.21,90
158,0,25240,D.A. Points,108.70,3587.14,33
159,0,27466,Spencer Levin,108.68,9781.29,90
160,0,26476,Chez Reavie,108.67,8693.86,80
161,0,28475,Jeff Overton,108.60,7601.98,70
162,0,10809,Jim Furyk,108.27,4114.20,38
163,0,20098,Stuart Appleby,108.07,7673.18,71
164,0,28092,D.H. Lee,107.94,4749.25,44
165,0,34466,Peter Malnati,107.92,6906.85,64
166,0,26758,David Hearn,107.80,9593.83,89
167,0,24507,Jason Bohn,107.76,3771.66,35
167,0,20472,Alex Cejka,107.76,5603.33,52
169,0,20104,Ken Duke,107.56,6453.76,60
170,0,30927,Brendon Todd,107.49,6342.14,59
171,0,10213,Dicky Pride,107.35,4616.07,43
172,0,10885,Robert Allenby,107.32,4400.06,41
173,0,21878,Mark Wilson,107.22,5897.34,55
174,0,26596,Ryan Moore,107.18,6966.93,65
175,0,23325,Vaughn Taylor,107.07,7708.76,72
176,0,40058,Zac Blair,107.01,8453.99,79
177,0,45526,Abraham Ancer,106.90,3527.59,33
178,0,25349,Tim Wilkinson,106.69,4694.39,44
179,0,24357,K.J. Choi,106.23,7329.77,69
180,0,24024,Zach Johnson,106.13,7641.01,72
181,0,08075,Jerry Kelly,105.99,6677.21,63
182,0,23541,Ben Crane,105.86,7728.10,73
183,0,30711,Colt Knost,105.34,8110.81,77
184,0,31560,Brian Stuard,104.54,6168.08,59
185,0,02206,David Toms,100.91,6458.01,64
