RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
115,0,27129,Luke List,10.29,710.10,69
116,0,27214,Kevin Streelman,10.20,601.68,59
117,0,33204,Shane Lowry,10.18,386.89,38
118,0,25892,Steve Wheatcroft,10.15,750.88,74
119,0,29518,Brendan Steele,10.13,618.22,61
120,0,24494,Erik Compton,10.06,523.22,52
121,0,32757,Patton Kizzire,10.05,774.16,77
122,0,30925,Dustin Johnson,10.01,630.60,63
123,0,30110,Kyle Stanley,9.95,845.99,85
124,0,27936,Martin Laird,9.94,635.93,64
125,0,20104,Ken Duke,9.90,594.19,60
126,0,35539,Luke Guthrie,9.87,434.29,44
127,0,37455,Si Woo Kim,9.83,924.06,94
128,0,10213,Dicky Pride,9.82,422.05,43
129,0,36689,Brooks Koepka,9.81,529.90,54
130,0,27466,Spencer Levin,9.80,882.12,90
131,0,28237,Rory McIlroy,9.79,489.72,50
132,0,34261,Scott Langley,9.76,497.51,51
133,0,25686,Jason Dufner,9.75,838.21,86
134,0,25720,Chad Collins,9.73,603.39,62
134,0,25804,Bubba Watson,9.73,447.45,46
136,0,45526,Abraham Ancer,9.71,320.35,33
136,0,34098,Russell Henley,9.71,670.06,69
138,0,27436,Graham DeLaet,9.70,572.24,59
139,0,25572,Graeme McDowell,9.69,484.69,50
140,0,23638,Brendon de Jonge,9.67,637.93,66
141,0,28679,Fabián Gómez,9.63,712.42,74
142,0,31202,William McGirt,9.59,738.57,77
143,0,34099,Harris English,9.54,686.63,72
144,0,30163,Henrik Norlander,9.53,514.42,54
145,0,35451,Scott Pinckney,9.49,645.35,68
146,0,26851,Marc Leishman,9.38,628.19,67
147,0,34360,Patrick Reed,9.36,786.63,84
148,0,20229,Stewart Cink,9.24,434.20,47
149,0,25834,Daniel Summerhays,9.21,755.01,82
150,0,22371,Aaron Baddeley,9.19,625.17,68
151,0,33122,Russell Knox,9.17,669.39,73
151,0,30944,Jason Kokrak,9.17,632.64,69
153,0,26329,Louis Oosthuizen,9.12,410.37,45
154,0,10809,Jim Furyk,9.07,344.53,38
155,0,24502,Adam Scott,9.05,470.50,52
156,0,32200,Roberto Castro,9.00,792.06,88
157,0,29720,Andres Gonzales,8.95,510.35,57
158,0,25274,Steven Bowditch,8.93,517.73,58
159,0,28114,Dawie van der Walt,8.91,454.19,51
160,0,23800,Bryce Molder,8.90,640.58,72
161,0,20572,Rod Pampling,8.87,310.29,35
161,0,26331,Charl Schwartzel,8.87,461.23,52
163,0,31557,Jim Herman,8.79,597.60,68
164,0,21731,Freddie Jacobson,8.75,665.19,76
165,0,20645,John Senden,8.62,431.17,50
166,0,29725,Tony Finau,8.60,619.09,72
167,0,25900,Lucas Glover,8.57,634.41,74
168,0,34265,Will Wilcox,8.56,487.64,57
169,0,35300,Andrew Loupe,8.50,603.48,71
169,0,06527,Steve Stricker,8.50,382.60,45
171,0,37273,Derek Ernst,8.49,348.07,41
172,0,25396,Kevin Na,8.37,552.69,66
173,0,25364,Paul Casey,8.35,459.49,55
173,0,33413,Ben Martin,8.35,700.99,84
175,0,26289,Boo Weekley,8.21,632.04,77
176,0,20691,Greg Owen,8.09,566.18,70
177,0,26300,Matt Jones,8.04,369.84,46
178,0,21961,Charles Howell III,7.93,658.37,83
179,0,27942,Rob Oppenheim,7.85,384.60,49
180,0,21209,Sergio Garcia,7.76,155.13,20
181,0,24490,George McNeill,7.69,369.01,48
182,0,34431,Robert Streb,7.58,545.76,72
183,0,27064,Jhonattan Vegas,6.90,483.32,70
184,0,29974,Branden Grace,6.60,250.86,38
185,0,24846,Ricky Barnes,5.57,423.25,76
