RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
107,0,06527,Steve Stricker,269.5,14553.1,54
108,0,10585,Scott McCarron,269.2,11576.5,43
109,0,20098,Stuart Appleby,269.1,11033.3,41
109,0,07867,Woody Austin,269.1,9687.9,36
109,0,23353,J.J. Henry,269.1,18834.2,70
112,0,32876,Martin Piller,268.8,10483.3,39
113,0,24846,Ricky Barnes,268.6,12353.3,46
114,0,01577,Lee Janzen,268.5,11275.4,42
115,0,01116,Michael Bradley,268.4,13420.9,50
116,0,21878,Mark Wilson,268.1,19038.4,71
117,0,32640,Troy Merritt,268.0,11524.7,43
118,0,23983,Luke Donald,267.9,10446.8,39
118,0,31202,William McGirt,267.9,20356.9,76
120,0,25572,Graeme McDowell,267.7,8566.9,32
121,0,25457,Alexandre Rocha,267.4,9091.4,34
122,0,25396,Kevin Na,267.3,11760.5,44
123,0,23638,Brendon de Jonge,266.9,21349.4,80
123,0,01766,Billy Mayfair,266.9,18413.8,69
125,0,10733,Kent Jones,266.8,13075.5,49
126,0,20498,Briny Baird,266.3,9586.0,36
127,0,23325,Vaughn Taylor,266.1,18627.6,70
128,0,20572,Rod Pampling,265.7,10892.6,41
129,0,22293,Heath Slocum,265.6,17795.1,67
129,0,08375,Paul Stankowski,265.6,12219.0,46
131,0,12652,Cameron Beckman,265.5,13804.2,52
131,0,20472,Alex Cejka,265.5,10354.1,39
131,0,20160,Charlie Wi,265.5,16193.6,61
134,0,24357,K.J. Choi,265.3,13267.2,50
134,0,25240,D.A. Points,265.3,16183.3,61
136,0,24138,Ian Poulter,265.2,10078.5,38
137,0,21407,Arjun Atwal,265.0,16692.4,63
138,0,23541,Ben Crane,264.6,15344.3,58
138,0,26668,Marc Turnesa,264.6,7673.8,29
140,0,28087,Kris Blanks,264.5,18252.6,69
140,0,29478,Kevin Kisner,264.5,11107.6,42
142,0,27939,Matt McQuillan,264.4,8460.3,32
143,0,27466,Spencer Levin,264.3,19293.7,73
144,0,23108,Matt Kuchar,263.8,16088.9,61
145,0,23614,Rich Beem,263.5,10014.3,38
146,0,24507,Jason Bohn,263.4,15541.7,59
147,0,21350,Ryuji Imada,263.3,17114.6,65
148,0,08537,J.P. Hayes,263.2,9210.8,35
149,0,10809,Jim Furyk,262.8,14453.6,55
150,0,24604,Hunter Haas,262.4,16003.6,61
151,0,21753,Brian Davis,262.2,20451.4,78
152,0,28620,Aron Price,262.1,9961.2,38
153,0,26951,Johnson Wagner,261.8,15182.3,58
154,0,06621,Joe Durant,261.5,11766.1,45
155,0,25686,Jason Dufner,261.1,13053.1,50
155,0,01313,Steve Elkington,261.1,8354.0,32
155,0,08725,Tom Gillis,261.1,10706.0,41
158,0,21731,Freddie Jacobson,260.7,14079.8,54
158,0,12602,Dean Wilson,260.7,10950.2,42
160,0,06004,Stephen Ames,260.6,11725.2,45
161,0,23718,Nathan Green,259.7,13247.2,51
161,0,30711,Colt Knost,259.7,14023.9,54
163,0,06515,Shaun Micheel,259.6,11940.0,46
163,0,25834,Daniel Summerhays,259.6,12202.9,47
165,0,25444,Justin Hicks,259.0,9322.9,36
165,0,24024,Zach Johnson,259.0,15282.2,59
165,0,23800,Bryce Molder,259.0,13987.4,54
168,0,22961,David Mathis,258.9,13979.5,54
169,0,01797,Rocco Mediate,258.2,10071.6,39
170,0,02206,David Toms,258.1,13420.8,52
171,0,06251,Chris DiMarco,257.9,17535.1,68
171,0,07457,Steve Flesch,257.9,14957.7,58
173,0,20593,Greg Chalmers,257.7,14689.1,57
173,0,23673,Michael Connell,257.7,16236.3,63
173,0,20436,Garrett Willis,257.7,10051.3,39
176,0,01948,Tim Petrovic,257.5,15707.6,61
177,0,20127,Chris Riley,257.0,12850.6,50
178,0,33911,Nate Smith,256.6,11289.2,44
179,0,10860,Justin Leonard,256.4,12818.1,50
180,0,22621,Ben Curtis,255.7,14062.1,55
181,0,26420,Richard Johnson,254.4,11192.9,44
182,0,08075,Jerry Kelly,254.0,15493.4,61
183,0,06643,Paul Goydos,253.0,14928.4,59
184,0,10505,Shane Bertsch,252.9,9611.1,38
185,0,22348,Nick O'Hern,252.2,13873.3,55
186,0,19846,Brian Gay,247.1,15813.0,64
