RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
121,0,25834,Daniel Summerhays,164.45,9208.95,56
122,0,24290,D.J. Brigman,164.42,7399.09,45
123,0,06515,Shaun Micheel,164.40,8713.25,53
124,0,06621,Joe Durant,164.23,8375.77,51
124,0,21350,Ryuji Imada,164.23,12317.43,75
126,0,24604,Hunter Haas,164.22,12480.53,76
127,0,23983,Luke Donald,164.08,7875.97,48
128,0,20160,Charlie Wi,164.06,10992.04,67
129,0,27649,Brandt Snedeker,163.96,10985.23,67
130,0,29478,Kevin Kisner,163.92,8196.14,50
131,0,27933,John Merrick,163.91,9179.13,56
132,0,26476,Chez Reavie,163.84,11960.21,73
133,0,28087,Kris Blanks,163.67,12438.72,76
133,0,08375,Paul Stankowski,163.67,9329.02,57
135,0,27466,Spencer Levin,163.66,14074.42,86
136,0,23108,Matt Kuchar,163.63,11781.34,72
137,0,07867,Woody Austin,163.61,6871.56,42
138,0,25240,D.A. Points,163.42,10949.22,67
139,0,25686,Jason Dufner,163.37,10129.21,62
140,0,24357,K.J. Choi,163.33,9799.63,60
141,0,24138,Ian Poulter,163.25,6530.13,40
142,0,20593,Greg Chalmers,162.91,10914.79,67
143,0,12652,Cameron Beckman,162.87,9446.61,58
144,0,20498,Briny Baird,162.81,6512.49,40
145,0,01766,Billy Mayfair,162.49,12837.08,79
146,0,23800,Bryce Molder,162.33,9740.02,60
147,0,10733,Kent Jones,162.31,9251.70,57
148,0,26668,Marc Turnesa,161.85,5664.69,35
149,0,24507,Jason Bohn,161.79,10516.59,65
150,0,21407,Arjun Atwal,161.76,11808.34,73
151,0,33911,Nate Smith,161.62,7273.08,45
152,0,01948,Tim Petrovic,161.53,10822.24,67
153,0,06004,Stephen Ames,161.45,7910.97,49
154,0,23541,Ben Crane,161.43,9685.83,60
155,0,22961,David Mathis,161.41,8877.81,55
156,0,01313,Steve Elkington,161.31,5645.94,35
157,0,23673,Michael Connell,161.25,10964.70,68
157,0,23325,Vaughn Taylor,161.25,12093.96,75
159,0,23614,Rich Beem,161.19,6770.18,42
160,0,10809,Jim Furyk,161.10,10471.28,65
161,0,07457,Steve Flesch,160.99,9820.68,61
162,0,27939,Matt McQuillan,160.89,5952.96,37
163,0,10860,Justin Leonard,160.85,10133.55,63
164,0,30711,Colt Knost,160.82,9488.22,59
165,0,26951,Johnson Wagner,160.80,11256.25,70
166,0,25444,Justin Hicks,160.74,6429.58,40
167,0,10505,Shane Bertsch,160.22,7049.70,44
167,0,08537,J.P. Hayes,160.22,6408.89,40
169,0,12602,Dean Wilson,160.04,8001.92,50
170,0,20127,Chris Riley,159.61,9097.63,57
171,0,20472,Alex Cejka,159.52,6859.42,43
172,0,06251,Chris DiMarco,159.11,11614.81,73
173,0,21878,Mark Wilson,159.07,11930.52,75
174,0,20436,Garrett Willis,158.94,7311.02,46
175,0,26420,Richard Johnson,158.50,7607.82,48
176,0,24024,Zach Johnson,158.37,10611.07,67
177,0,22621,Ben Curtis,158.05,9009.03,57
178,0,21753,Brian Davis,157.84,13732.23,87
179,0,02206,David Toms,157.77,9150.66,58
180,0,28620,Aron Price,157.52,6773.41,43
181,0,22293,Heath Slocum,157.48,11653.46,74
182,0,01797,Rocco Mediate,157.33,6922.51,44
183,0,06643,Paul Goydos,156.34,10005.59,64
184,0,08075,Jerry Kelly,156.19,10464.52,67
185,0,22348,Nick O'Hern,155.26,9471.12,61
186,0,19846,Brian Gay,153.00,10863.05,71
