RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
141,0,47988,Nick Hardy,29.25,1726,59,24
141,0,27770,Camilo Villegas,29.25,2018,69,24
143,0,34610,Matthias Schwab,29.26,2048,70,22
143,0,46340,Alex Smalley,29.26,2721,93,24
145,0,48822,Sebastián Muñoz,29.27,2429,83,23
145,0,34264,Hudson Swafford,29.27,1873,64,24
147,0,31646,Emiliano Grillo,29.29,2460,84,24
148,0,29535,Brice Garnett,29.31,2257,77,23
148,0,52375,Doug Ghim,29.31,2462,84,24
150,0,49960,Sepp Straka,29.32,2873,98,23
150,0,28114,Dawie van der Walt,29.32,1818,62,23
150,0,27064,Jhonattan Vegas,29.32,2258,77,24
150,0,31323,Gary Woodland,29.32,2023,69,23
154,0,19803,Ryan Armour,29.34,1467,50,24
154,0,35110,Brett Drewitt,29.34,1702,58,24
156,0,40006,Erik van Rooyen,29.35,1409,48,23
157,0,50095,Austin Smotherman,29.36,2261,77,24
158,0,29974,Branden Grace,29.37,1527,52,22
158,0,40250,Taylor Pendrith,29.37,2085,71,23
158,0,53165,Doc Redman,29.37,2320,79,23
158,0,39953,Chase Seiffert,29.37,1498,51,22
162,0,36326,David Lipsky,29.38,2585,88,22
162,0,48887,Matt Wallace,29.38,1645,56,23
164,0,24980,Scott Gutschewski,29.41,1647,56,23
164,0,36699,Patrick Rodgers,29.41,2500,85,24
166,0,27649,Brandt Snedeker,29.42,1736,59,24
167,0,49298,Kramer Hickok,29.43,2678,91,24
168,0,27936,Martin Laird,29.44,1943,66,23
169,0,33490,Bo Hoag,29.47,1444,49,24
170,0,23320,Ryan Palmer,29.51,1977,67,23
171,0,37212,Paul Barjon,29.52,2096,71,23
172,0,34076,Joel Dahmen,29.53,2510,85,22
173,0,52374,Brandon Wu,29.54,2186,74,24
174,0,20229,Stewart Cink,29.56,2276,77,21
175,0,52372,Cameron Champ,29.57,1656,56,26
176,0,54783,Dylan Wu,29.58,1982,67,25
177,0,54628,Lee Hodges,29.60,2753,93,24
177,0,46414,Aaron Rai,29.60,2634,89,23
179,0,30163,Henrik Norlander,29.61,2132,72,22
180,0,25686,Jason Dufner,29.62,1481,50,20
181,0,36871,Matthew NeSmith,29.66,2729,92,24
182,0,55708,Hayden Buckley,29.67,2700,91,23
182,0,46970,Jon Rahm,29.67,2077,70,24
184,0,29518,Brendan Steele,29.71,2169,73,23
185,0,39997,Corey Conners,29.74,2587,87,26
186,0,54421,Garrick Higgo,29.78,1727,58,22
187,0,25900,Lucas Glover,29.83,2774,93,24
188,0,31557,Jim Herman,29.86,1523,51,25
188,0,45540,Jared Wolfe,29.86,1762,59,25
190,0,27095,Nick Watney,29.89,2272,76,24
191,0,34255,Joseph Bramlett,30.00,2430,81,23
191,0,27129,Luke List,30.00,2400,80,24
193,0,33122,Russell Knox,30.16,2684,89,25
