RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
116,0,01093,Ronnie Black,21.667,65.000
117,0,24358,Robert Garrigus,21.630,432.590
118,0,26420,Richard Johnson,20.855,417.100
119,0,01677,Tom Lehman,20.332,284.650
120,0,25190,Jeff Quinney,20.226,424.753
121,0,01035,Tommy Armour III,20.150,302.250
122,0,20472,Alex Cejka,19.599,411.577
123,0,25562,Andres Romero,19.337,328.736
124,0,20850,Daniel Chopra,19.175,441.023
125,0,12782,Tim Herron,19.157,421.462
126,0,22378,Trevor Immelman,19.076,247.990
127,0,20691,Greg Owen,18.672,448.135
128,0,23349,Charles Warren,18.325,329.843
129,0,01797,Rocco Mediate,18.151,326.725
130,0,23548,Bill Lunde,18.010,414.230
131,0,20436,Garrett Willis,17.958,107.750
132,0,20070,Matt Bettencourt,17.808,463.017
133,0,07457,Steve Flesch,17.670,388.730
134,0,21805,Harrison Frazar,17.408,400.375
135,0,22961,David Mathis,17.144,377.175
136,0,02010,Loren Roberts,16.333,49.000
137,0,06251,Chris DiMarco,16.312,391.477
138,0,08845,Scott Sterling,16.109,257.750
139,0,23325,Vaughn Taylor,16.103,386.460
140,0,01928,Corey Pavin,15.902,333.950
141,0,24846,Ricky Barnes,15.789,299.992
142,0,01724,Jeff Maggert,15.779,362.920
143,0,27963,Chris Stroud,15.774,378.580
144,0,23614,Rich Beem,15.763,346.792
145,0,21949,Joe Ogilvie,15.544,373.065
146,0,22293,Heath Slocum,15.423,354.740
147,0,09011,David Duval,15.222,274.000
148,0,22548,Patrick Sheehan,15.220,213.085
149,0,01473,Todd Hamilton,15.188,364.500
150,0,23497,Tag Ridings,14.657,219.860
151,0,26498,Matt Weibring,14.652,263.742
152,0,24912,Will MacKenzie,14.587,291.737
153,0,25632,Jimmy Walker,14.189,283.785
154,0,27120,Troy Matteson,14.151,353.765
155,0,23320,Ryan Palmer,14.075,323.725
156,0,27466,Spencer Levin,14.067,295.398
157,0,20104,Ken Duke,14.066,351.650
158,0,28620,Aron Price,13.802,317.444
159,0,27936,Martin Laird,13.779,289.360
160,0,20098,Stuart Appleby,13.725,301.950
161,0,08339,Spike McRoy,13.500,13.500
162,0,01142,Bart Bryant,13.346,226.890
163,0,12705,Cliff Kresge,13.296,319.115
164,0,20094,Jonathan Kaye,12.971,220.500
165,0,02104,Jeff Sluman,12.625,25.250
166,0,25349,Tim Wilkinson,12.623,176.720
167,0,23638,Brendon de Jonge,12.617,315.435
168,0,06515,Shaun Micheel,12.588,201.415
169,0,08931,Glen Day,12.420,273.237
170,0,02106,Chris Smith,12.292,36.875
171,0,28087,Kris Blanks,11.859,201.608
172,0,26951,Johnson Wagner,11.673,268.480
173,0,28780,Nicholas Thompson,11.667,315.000
174,0,12602,Dean Wilson,11.660,291.492
175,0,01941,Tom Pernice Jr.,11.568,254.500
176,0,06621,Joe Durant,11.444,206.000
177,0,01707,Steve Lowery,11.392,262.025
178,0,08537,J.P. Hayes,11.205,168.070
179,0,23778,Brad Adamonis,11.021,253.490
180,0,11032,Frank Lickliter II,10.804,151.250
181,0,01132,Mark Brooks,10.688,181.697
182,0,26881,Jarrod Lyle,10.573,179.744
183,0,25345,Carl Pettersson,10.339,258.470
184,0,01553,John Huston,10.250,133.250
185,0,01313,Steve Elkington,10.211,194.000
186,0,26497,Casey Wittenberg,10.056,211.185
187,0,26476,Chez Reavie,10.016,240.377
188,0,06575,Dudley Hart,9.981,129.750
189,0,22295,Darron Stiles,9.961,169.333
190,0,20628,Arron Oberholser,9.833,29.500
191,0,01619,Skip Kendall,9.583,28.750
192,0,10425,Jay Williamson,9.573,172.315
193,0,01766,Billy Mayfair,9.364,224.730
194,0,22892,Jason Gore,9.362,196.608
195,0,08385,Omar Uresti,9.268,83.413
196,0,06332,Neal Lancaster,9.250,55.500
197,0,01938,David Peoples,9.208,55.250
198,0,10117,Bob Heintz,8.982,143.717
199,0,30927,Brendon Todd,8.556,154.000
200,0,01249,John Daly,8.455,50.730
201,0,08375,Paul Stankowski,8.361,75.250
202,0,28135,Aaron Watkins,8.352,116.930
203,0,20433,Mark Hensby,8.350,41.750
204,0,24449,Parker McLachlin,8.214,172.500
205,0,20378,Mathias Grönberg,8.203,90.235
206,0,30750,Tommy Gainey,8.145,122.170
207,0,10733,Kent Jones,8.116,162.327
208,0,06214,Guy Boros,7.786,54.500
209,0,10213,Dicky Pride,7.278,72.781
210,0,11123,Chris Couch,7.125,57.000
211,0,20634,Peter Lonard,6.997,181.920
212,0,02214,Kirk Triplett,6.911,124.390
213,0,25919,Brian Vranesh,6.544,111.242
214,0,07003,David Berganio Jr.,6.208,93.127
215,0,30711,Colt Knost,6.032,126.670
216,0,06012,Greg Kraft,5.882,111.750
217,0,27382,Wil Collins,5.670,90.720
218,0,21407,Arjun Atwal,5.650,56.500
219,0,01157,Tom Byrum,5.625,22.500
220,0,10649,Tom Scherrer,5.250,10.500
221,0,01261,Jay Delsing,4.986,34.900
222,0,12823,Carlos Franco,4.873,48.730
223,0,26668,Marc Turnesa,4.820,125.320
224,0,02223,Bob Tway,4.688,56.250
225,0,06034,Marco Dawson,4.667,28.000
226,0,24980,Scott Gutschewski,4.615,78.455
227,0,19881,Robert Damron,4.550,22.750
228,0,27683,Leif Olson,4.319,73.420
229,0,28118,Peter Tomasulo,4.026,88.570
230,0,31323,Gary Woodland,3.797,68.350
231,0,31416,Derek Fathauer,3.776,83.081
232,0,02245,Grant Waite,3.375,6.750
233,0,19972,José Coceres,3.250,19.500
234,0,12660,Jesper Parnevik,3.011,42.160
235,0,23048,Eric Axley,2.676,69.565
236,0,06539,Rick Price,2.250,42.750
237,0,26371,James Oh,2.206,41.920
238,0,01381,Fred Funk,1.965,11.790
239,0,01329,Brad Faxon,1.925,38.500
240,0,20029,Notah Begay III,1.856,27.838
241,0,20382,Stephen Leaney,1.818,20.000
242,0,28308,Troy Kelly,.917,14.670
243,0,07223,Brian Bateman,.820,17.230
244,0,23338,David Gossett,.700,3.500
245,0,21633,Steve Allan,.559,9.500
246,0,01887,Mark O'Meara,.495,.990
247,0,32199,Matthew Borchert,.469,7.965
248,0,01024,Billy Andrade,.435,7.400
249,0,01876,Greg Norman,.323,.970
250,0,29745,Tyler Aldridge,.302,4.830
251,0,01926,Steve Pate,.188,.750
252,0,01042,Paul Azinger,.166,1.327
253,0,01139,Olin Browne,.141,1.265
254,0,01374,Robin Freeman,.118,.588
254,0,01685,J.L. Lewis,.118,.470
