RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
140,0,24924,Bill Haas,312,0,2,0
141,0,26951,Johnson Wagner,312,0,1,0
142,0,32200,Roberto Castro,312,0,2,0
143,0,28252,Seamus Power,308,0,2,0
144,0,33449,Zack Sucher,305,0,1,0
145,0,35461,Beau Hossler,304,0,0
146,0,27330,Josh Teater,296,0,2,0
147,0,27556,Ted Potter Jr.,291,0,1,0
148,0,49766,Hank Lebioda,291,0,1,0
149,0,34099,Harris English,289,0,0
150,0,27408,Martin Kaymer,288,0,1,0
