RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
126,0,47128,Richy Werenski,374,0,1,2513
127,0,33418,Shawn Stefani,374,0,2,2513
128,0,34431,Robert Streb,372,0,2,2515
129,0,27349,Alex Noren,367,0,2520
130,0,46435,Austin Cook,364,0,2,2523
131,0,40026,Daniel Berger,361,0,1,2526
132,0,35617,Martin Trainer,354,1,1,2533
133,0,29484,Peter Uihlein,353,0,2,2534
134,0,35732,Wes Roach,345,0,2,2542
135,0,29268,Bronson Burgoon,343,0,2,2544
136,0,25686,Jason Dufner,327,0,2,2560
137,0,27958,Ryan Blaum,323,0,1,2564
138,0,31557,Jim Herman,321,1,1,2566
139,0,40009,Dominic Bozzelli,316,0,2,2571
140,0,24924,Bill Haas,312,0,2,2575
141,0,26951,Johnson Wagner,312,0,1,2575
142,0,32200,Roberto Castro,312,0,2,2575
143,0,28252,Seamus Power,308,0,2,2579
144,0,33449,Zack Sucher,305,0,1,2582
145,0,35461,Beau Hossler,304,0,2583
146,0,27330,Josh Teater,296,0,2,2591
147,0,27556,Ted Potter Jr.,291,0,1,2596
148,0,49766,Hank Lebioda,291,0,1,2596
149,0,34099,Harris English,289,0,2598
150,0,27408,Martin Kaymer,288,0,1,2599
151,0,24925,Jonathan Byrd,283,0,1,2604
152,0,36799,Stephan Jaeger,278,0,2609
153,0,34261,Scott Langley,277,0,1,2610
154,0,24024,Zach Johnson,276,0,1,2611
155,0,35376,Roberto Díaz,271,0,2,2616
156,0,37340,Chase Wright,265,0,2,2622
157,0,46601,Trey Mullinax,260,0,2627
158,0,25632,Jimmy Walker,258,0,2629
159,0,35532,Tom Hoge,252,0,1,2635
160,0,45157,Cam Davis,252,0,2635
161,0,49298,Kramer Hickok,250,0,1,2637
162,0,34264,Hudson Swafford,242,0,1,2645
163,0,45609,Tyler Duncan,238,0,1,2649
164,0,23788,D.J. Trahan,231,0,3,2656
165,0,35421,Brandon Harkins,225,0,1,2662
166,0,36852,Jim Knous,223,0,1,2664
167,0,40115,Adam Svensson,223,0,2664
168,0,30946,Alex Prugh,217,0,2670
169,0,28679,Fabián Gómez,209,0,2678
170,0,46523,Joey Garber,209,0,2,2678
171,0,29518,Brendan Steele,204,0,2683
172,0,49303,Anders Albertson,199,0,1,2688
173,0,29223,Sam Saunders,197,0,1,2690
174,0,26758,David Hearn,195,0,1,2692
175,0,37380,Curtis Luck,190,0,1,2697
176,0,30191,Julián Etulain,189,0,2698
177,0,32058,José de Jesús Rodríguez,187,0,2700
178,0,31420,Anirban Lahiri,164,0,1,2723
179,0,20229,Stewart Cink,160,0,2727
180,0,46501,Ollie Schniederjans,153,0,2734
181,0,39327,Ben Silverman,143,0,2744
182,0,06522,Ernie Els,142,0,2745
183,0,30927,Brendon Todd,142,0,2745
184,0,24781,Hunter Mahan,141,0,2746
185,0,32816,Satoshi Kodaira,141,0,2746
186,0,34306,John Chin,140,0,1,2747
187,0,47990,Kyle Jones,133,0,2754
188,0,47856,Seth Reeves,124,0,1,2763
189,0,29222,Billy Hurley III,122,0,1,2765
190,0,37454,Whee Kim,118,0,1,2769
191,0,23983,Luke Donald,115,0,1,2772
192,0,26331,Charl Schwartzel,113,0,1,2774
193,0,39954,Cody Gribble,111,0,2776
194,0,32366,Kevin Chappell,107,0,1,2780
195,0,01706,Davis Love III,106,0,1,2781
196,0,30786,Brady Schnell,103,0,2784
197,0,06567,Vijay Singh,100,0,1,2787
198,0,37278,Nicholas Lindheim,97,0,2790
199,0,30926,Chris Kirk,95,0,2792
200,0,23541,Ben Crane,95,0,1,2792
201,0,24490,George McNeill,90,0,1,2797
202,0,24140,Sean O'Hair,88,0,1,2799
203,0,20472,Alex Cejka,88,0,2799
204,0,50526,Tom Lovelady,85,0,2802
205,0,28259,Sangmoon Bae,85,0,2802
206,0,23353,J.J. Henry,84,0,1,2803
207,0,32876,Martin Piller,78,0,2809
208,0,21731,Freddie Jacobson,72,0,2815
209,0,32448,James Hahn,70,0,2817
210,0,24357,K.J. Choi,70,0,1,2817
211,0,29461,Jamie Lovemark,66,0,2821
212,0,28132,Tyrone Van Aswegen,62,0,2825
213,0,20766,Padraig Harrington,61,0,2826
214,0,34213,Grayson Murray,57,0,2830
215,0,26289,Boo Weekley,53,0,2834
216,0,06527,Steve Stricker,49,0,2838
217,0,22892,Jason Gore,48,0,2839
218,0,31416,Derek Fathauer,45,0,2842
219,0,25562,Andres Romero,44,0,2843
220,0,34174,John Huh,44,0,2843
221,0,20572,Rod Pampling,42,0,2845
222,0,10387,Chris Thompson,39,0,2848
223,0,02206,David Toms,37,0,2850
224,0,21407,Arjun Atwal,35,0,2852
225,0,33461,Morgan Hoffmann,35,0,2852
226,0,24358,Robert Garrigus,34,0,2853
227,0,39975,Michael Kim,34,0,2853
228,0,34409,David Lingmerth,33,0,2854
229,0,20645,John Senden,28,0,2859
230,0,30711,Colt Knost,27,0,2860
231,0,24663,Y.E. Yang,22,0,2865
232,0,20850,Daniel Chopra,20,0,2867
233,0,24449,Parker McLachlin,16,0,2871
234,0,22913,John Rollins,16,0,2871
235,0,20098,Stuart Appleby,16,0,2871
236,0,25240,D.A. Points,15,0,2872
237,0,11123,Chris Couch,15,0,2872
238,0,25720,Chad Collins,14,0,2873
239,0,12510,Chad Campbell,14,0,2873
240,0,12782,Tim Herron,13,0,2874
241,0,01226,Fred Couples,13,0,2874
242,0,30750,Tommy Gainey,12,0,2875
243,0,32334,Charlie Beljan,12,0,2875
244,0,22378,Trevor Immelman,11,0,2876
245,0,24846,Ricky Barnes,9,0,2878
246,0,21753,Brian Davis,8,0,2879
247,0,10423,Mike Weir,7,0,2880
248,0,10885,Robert Allenby,7,0,2880
249,0,27933,John Merrick,5,0,2882
250,0,01666,Bernhard Langer,5,0,2882
251,0,01677,Tom Lehman,5,0,2882
252,0,37273,Derek Ernst,4,0,2883
253,0,46550,Brandon Hagy,4,0,2883
254,0,08385,Omar Uresti,3,0,2884
255,0,20160,Charlie Wi,3,0,2884
256,0,46440,Smylie Kaufman,3,0,2884
257,0,20104,Ken Duke,3,0,2884
258,0,10213,Dicky Pride,2,0,2885
259,0,23614,Rich Beem,2,0,2885
260,0,23638,Brendon de Jonge,2,0,2885
261,0,01249,John Daly,2,0,2885
262,0,24507,Jason Bohn,2,0,2885
263,0,20094,Jonathan Kaye,2,0,2885
264,0,22293,Heath Slocum,2,0,2885
265,0,24912,Will MacKenzie,1,0,2886
