RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
58,0,26881,Jarrod Lyle,60' 1",Reno-Tahoe Open,3,2 - Par 3 -
59,0,01724,Jeff Maggert,60' 1",Disney,2,9 - Par 4 -
60,0,23409,James Driscoll,59' 9",John Deere Clas,4,15 - Par 4
61,0,24503,Jeff Klauk,59' 8",Farmers Ins.,4,1 - Par 4 -
62,0,01313,Steve Elkington,59' 7",HP Byron Nelson,4,18 - Par 4
63,0,26596,Ryan Moore,59' 5",Arnold Palmer,2,3 - Par 4 -
64,0,28475,Jeff Overton,59' 4",Northern Trust,3,1 - Par 5 -
65,0,10117,Bob Heintz,59' 4",Canadian Open,3,11 - Par 5
66,0,26301,James Nitties,59' 3",Canadian Open,1,3 - Par 3 -
68,0,21350,Ryuji Imada,58' 11",Bob Hope,1,3 - Par 3 -
69,0,24357,K.J. Choi,58' 8",Transitions Chp,4,3 - Par 4 -
70,0,10860,Justin Leonard,58' 6",Transitions Chp,1,15 - Par 3
71,0,20157,Retief Goosen,58' 5",The Barclays,3,6 - Par 4 -
75,0,06643,Paul Goydos,57' 7",Farmers Ins.,2,9 - Par 5 -
76,0,25818,Scott Piercy,57' 7",Honda Classic,1,11 - Par 4
77,0,20572,Rod Pampling,57' 6",Travelers Champ,4,8 - Par 3 -
78,0,32532,Manuel Villegas,57' 5",St. Jude,2,17 - Par 4
79,0,29910,Blake Adams,57' 5",AT&T National,1,1 - Par 4 -
80,0,12714,Chris Tidland,57' 3",Turning Stone,2,11 - Par 3
81,0,26476,Chez Reavie,57' 2",Farmers Ins.,3,16 - Par 3
82,0,30946,Alex Prugh,57' 2",Turning Stone,1,8 - Par 5 -
83,0,23800,Bryce Molder,57' 0",Heritage,4,10 - Par 4
85,0,27124,Chris Baryla,56' 9",Sony Open,1,6 - Par 4 -
86,0,23638,Brendon de Jonge,56' 9",Transitions Chp,1,9 - Par 4 -
88,0,24924,Bill Haas,56' 8",Memorial Tourn,1,10 - Par 4
89,0,23673,Michael Connell,56' 6",The Greenbrier,2,6 - Par 4 -
91,0,28307,Matt Every,56' 3",Phoenix Open,4,7 - Par 3 -
93,0,27466,Spencer Levin,56' 2",J. Timberlake,3,12 - Par 4
94,0,25345,Carl Pettersson,56' 0",The Greenbrier,2,6 - Par 4 -
95,0,23548,Bill Lunde,56' 0",Turning Stone,2,15 - Par 4
96,0,22122,Andrew McLardy,55' 11",Farmers Ins.,1,5 - Par 4 -
97,0,24024,Zach Johnson,55' 11",THE TOUR Champ,2,6 - Par 3 -
98,0,06573,Brandt Jobe,55' 10",HP Byron Nelson,1,8 - Par 4 -
100,0,32617,Jerod Turner,55' 8",Turning Stone,1,5 - Par 5 -
102,0,25562,Andres Romero,55' 7",Frys.com Open,1,14 - Par 4
103,0,20098,Stuart Appleby,55' 6",Quail Hollow,1,12 - Par 4
105,0,20070,Matt Bettencourt,55' 5",Disney,4,8 - Par 5 -
107,0,06034,Marco Dawson,55' 4",Canadian Open,4,8 - Par 3 -
108,0,12755,Vance Veazey,55' 4",Wyndham Champ.,2,3 - Par 3 -
110,0,24140,Sean O'Hair,55' 2",Sony Open,2,5 - Par 4 -
111,0,20472,Alex Cejka,55' 2",Turning Stone,2,11 - Par 3
112,0,22913,John Rollins,55' 0",SBS Championshi,2,15 - Par 5
113,0,19846,Brian Gay,55' 0",Heritage,4,8 - Par 4 -
114,0,07363,Craig Bowden,55' 0",Turning Stone,3,13 - Par 4
115,0,25364,Paul Casey,54' 11",Honda Classic,4,16 - Par 4
116,0,22405,Justin Rose,54' 11",Transitions Chp,1,17 - Par 3
118,0,08537,J.P. Hayes,54' 10",J. Timberlake,3,16 - Par 5
119,0,20160,Charlie Wi,54' 9",John Deere Clas,4,13 - Par 4
124,0,20436,Garrett Willis,54' 6",St. Jude,2,3 - Par 5 -
125,0,24490,George McNeill,54' 6",J. Timberlake,2,12 - Par 4
126,0,25190,Jeff Quinney,54' 3",John Deere Clas,2,2 - Par 5 -
127,0,27120,Troy Matteson,54' 2",THE PLAYERS,4,3 - Par 3 -
128,0,22056,Cameron Percy,54' 2",J. Timberlake,3,16 - Par 5
130,0,28620,Aron Price,54' 1",The McGladrey,1,3 - Par 3 -
131,0,27447,John Ellis,54' 1",Frys.com Open,4,3 - Par 3 -
132,0,28237,Rory McIlroy,54' 0",WGC-Bridgestone,1,3 - Par 4 -
135,0,22946,Henrik Bjornstad,53' 8",Zurich Classic,1,10 - Par 4
136,0,01577,Lee Janzen,53' 8",Crowne Plaza,3,17 - Par 4
137,0,10423,Mike Weir,53' 7",Arnold Palmer,1,17 - Par 3
138,0,08375,Paul Stankowski,53' 7",John Deere Clas,4,9 - Par 4 -
139,0,22046,Geoff Ogilvy,53' 4",Quail Hollow,2,18 - Par 4
145,0,29718,Anthony Kim,52' 11",Honda Classic,4,14 - Par 4
146,0,02106,Chris Smith,52' 11",Wyndham Champ.,2,14 - Par 4
148,0,25396,Kevin Na,52' 11",BMW Champ,3,16 - Par 4
149,0,22892,Jason Gore,52' 9",Arnold Palmer,2,18 - Par 4
151,0,20850,Daniel Chopra,52' 5",Sony Open,1,5 - Par 4 -
152,0,27302,Garth Mulroy,52' 5",Turning Stone,2,12 - Par 5
153,0,25240,D.A. Points,52' 0",St. Jude,2,17 - Par 4
157,0,20396,Lee Westwood,51' 9",Shell Houston,1,9 - Par 3 -
158,0,21731,Freddie Jacobson,51' 8",Farmers Ins.,1,4 - Par 4 -
162,0,24502,Adam Scott,51' 7",Shell Houston,4,16 - Par 3
165,0,24912,Will MacKenzie,51' 6",Turning Stone,2,6 - Par 3 -
166,0,23320,Ryan Palmer,51' 5",Phoenix Open,1,6 - Par 4 -
167,0,23814,Edoardo Molinari,51' 5",Arnold Palmer,4,17 - Par 3
169,0,23613,Rich Barcelo,51' 4",Shell Houston,3,3 - Par 4 -
170,0,32640,Troy Merritt,51' 3",The McGladrey,3,3 - Par 3 -
176,0,10585,Scott McCarron,50' 11",Viking Classic,2,7 - Par 5 -
180,0,24507,Jason Bohn,50' 9",Crowne Plaza,2,4 - Par 3 -
181,0,02294,Willie Wood,50' 9",Reno-Tahoe Open,2,7 - Par 3 -
182,0,28500,Martin Flores,50' 8",Sony Open,3,9 - Par 5 -
186,0,06527,Steve Stricker,50' 7",Deutsche Bank,2,8 - Par 3 -
188,0,27330,Josh Teater,50' 7",J. Timberlake,4,16 - Par 5
189,0,20378,Mathias Grönberg,50' 6",Zurich Classic,1,9 - Par 3 -
190,0,22378,Trevor Immelman,50' 5",Phoenix Open,1,8 - Par 4 -
192,0,01457,Jay Haas,50' 4",THE PLAYERS,2,5 - Par 4 -
194,0,26289,Boo Weekley,50' 4",John Deere Clas,1,3 - Par 3 -
199,0,26695,Michael Letzig,50' 2",Texas Open,2,13 - Par 3
201,0,23307,Roger Tambellini,50' 2",Canadian Open,3,13 - Par 3
204,0,12782,Tim Herron,50' 1",Farmers Ins.,4,3 - Par 3 -
205,0,26908,Yuta Ikeda,50' 1",Transitions Chp,2,15 - Par 3
206,0,10885,Robert Allenby,50' 1",AT&T National,2,11 - Par 4
208,0,23788,D.J. Trahan,50' 0",St. Jude,2,14 - Par 3
209,0,02239,Scott Verplank,50' 0",Travelers Champ,4,13 - Par 5
210,0,31560,Brian Stuard,50' 0",Frys.com Open,2,8 - Par 4 -
214,0,25900,Lucas Glover,49' 10",THE PLAYERS,4,17 - Par 3
217,0,02206,David Toms,49' 8",The Barclays,2,2 - Par 3 -
224,0,06012,Greg Kraft,49' 4",J. Timberlake,3,15 - Par 4
228,0,01707,Steve Lowery,49' 1",Phoenix Open,1,8 - Par 4 -
231,0,26329,Louis Oosthuizen,49' 0",WGC-Bridgestone,3,7 - Par 3 -
233,0,22293,Heath Slocum,48' 11",WGC-CA Champ,2,18 - Par 4
236,0,23325,Vaughn Taylor,48' 11",J. Timberlake,4,18 - Par 4
237,0,11123,Chris Couch,48' 10",THE PLAYERS,1,13 - Par 3
241,0,12823,Carlos Franco,48' 9",Viking Classic,2,17 - Par 4
245,0,23541,Ben Crane,48' 7",Phoenix Open,1,15 - Par 5
249,0,25632,Jimmy Walker,48' 6",AT&T National,1,18 - Par 4
250,0,28087,Kris Blanks,48' 5",Arnold Palmer,2,1 - Par 4 -
252,0,07457,Steve Flesch,48' 4",St. Jude,2,16 - Par 5
261,0,21209,Sergio Garcia,48' 1",THE PLAYERS,1,7 - Par 4 -
264,0,26331,Charl Schwartzel,47' 11",WGC-Bridgestone,3,9 - Par 4 -
266,0,06515,Shaun Micheel,47' 9",Deutsche Bank,1,16 - Par 3
269,0,07867,Woody Austin,47' 8",Turning Stone,3,3 - Par 3 -
270,0,23048,Eric Axley,47' 8",Viking Classic,1,17 - Par 4
274,0,26951,Johnson Wagner,47' 6",Farmers Ins.,4,4 - Par 4 -
275,0,27613,David Lutterus,47' 6",HP Byron Nelson,2,4 - Par 4 -
287,0,20229,Stewart Cink,47' 1",Heritage,4,11 - Par 4
288,0,23983,Luke Donald,47' 0",THE PLAYERS,3,3 - Par 3 -
289,0,24227,Justin Bolli,47' 0",Travelers Champ,2,8 - Par 3 -
291,0,06621,Joe Durant,47' 0",Disney,3,1 - Par 4 -
292,0,01249,John Daly,46' 11",Farmers Ins.,1,9 - Par 5 -
294,0,20766,Padraig Harrington,46' 11",Travelers Champ,1,5 - Par 3 -
304,0,25892,Steve Wheatcroft,46' 6",AT&T Pebble,2,9 - Par 4 -
309,0,23623,Bo Van Pelt,46' 3",Northern Trust,4,13 - Par 4
310,0,01116,Michael Bradley,46' 3",Honda Classic,1,11 - Par 4
313,0,24361,Pat Perez,46' 3",Disney,1,12 - Par 3
316,0,12652,Cameron Beckman,46' 1",Crowne Plaza,4,15 - Par 4
318,0,27936,Martin Laird,46' 0",Farmers Ins.,3,3 - Par 3 -
321,0,21878,Mark Wilson,45' 11",Honda Classic,2,3 - Par 5 -
322,0,10425,Jay Williamson,45' 10",John Deere Clas,2,16 - Par 3
326,0,01619,Skip Kendall,45' 9",Phoenix Open,2,12 - Par 3
327,0,20593,Greg Chalmers,45' 9",THE PLAYERS,3,13 - Par 3
330,0,25804,Bubba Watson,45' 8",Sony Open,1,8 - Par 4 -
331,0,21805,Harrison Frazar,45' 8",Farmers Ins.,2,6 - Par 5 -
332,0,19970,Robert Karlsson,45' 8",WGC-CA Champ,1,1 - Par 5 -
337,0,27506,Oliver Wilson,45' 7",Honda Classic,4,18 - Par 5
343,0,24925,Jonathan Byrd,45' 5",J. Timberlake,1,2 - Par 4 -
355,0,29221,Webb Simpson,45' 1",St. Jude,3,12 - Par 4
361,0,01161,Mark Calcavecchia,44' 11",Quail Hollow,2,17 - Par 3
365,0,22621,Ben Curtis,44' 10",Frys.com Open,2,14 - Par 4
367,0,23778,Brad Adamonis,44' 9",Travelers Champ,1,16 - Par 3
372,0,27649,Brandt Snedeker,44' 8",The Greenbrier,3,3 - Par 3 -
373,0,01329,Brad Faxon,44' 7",The McGladrey,1,13 - Par 4
378,0,12602,Dean Wilson,44' 6",The Greenbrier,3,7 - Par 4 -
380,0,06214,Guy Boros,44' 5",Reno-Tahoe Open,4,13 - Par 4
382,0,32102,Rickie Fowler,44' 4",Transitions Chp,3,15 - Par 3
386,0,08385,Omar Uresti,44' 4",Turning Stone,1,13 - Par 4
389,0,23979,Judd Gibb,44' 3",John Deere Clas,2,2 - Par 5 -
394,0,20848,Ángel Cabrera,44' 1",Honda Classic,1,16 - Par 4
398,0,01425,Ernie Gonzalez,43' 11",Reno-Tahoe Open,2,7 - Par 3 -
399,0,01706,Davis Love III,43' 10",Arnold Palmer,1,17 - Par 3
405,0,01320,Bob Estes,43' 9",AT&T Pebble,4,3 - Par 4 -
410,0,20663,Brenden Pappas,43' 8",Sony Open,1,7 - Par 3 -
420,0,06522,Ernie Els,43' 4",Northern Trust,2,13 - Par 4
422,0,26287,Roland Thatcher,43' 4",The McGladrey,1,13 - Par 4
427,0,23614,Rich Beem,43' 3",J. Timberlake,1,2 - Par 4 -
432,0,07707,Mike Small,43' 2",St. Jude,2,11 - Par 3
438,0,26851,Marc Leishman,43' 0",Northern Trust,3,11 - Par 5
444,0,19824,Craig Barlow,42' 11",Wyndham Champ.,1,18 - Par 4
449,0,26758,David Hearn,42' 10",Canadian Open,2,8 - Par 3 -
451,0,33419,Cameron Tringale,42' 9",Farmers Ins.,1,11 - Par 3
452,0,25198,Francesco Molinari,42' 9",WGC-CA Champ,3,3 - Par 4 -
454,0,20127,Chris Riley,42' 9",Zurich Classic,1,8 - Par 4 -
460,0,28780,Nicholas Thompson,42' 8",Shell Houston,1,2 - Par 4 -
473,0,25686,Jason Dufner,42' 5",Sony Open,4,11 - Par 3
484,0,01766,Billy Mayfair,42' 2",Crowne Plaza,4,17 - Par 4
488,0,24846,Ricky Barnes,42' 1",Shell Houston,4,9 - Par 3 -
489,0,23621,Rory Sabbatini,42' 1",Heritage,2,18 - Par 4
490,0,25349,Tim Wilkinson,42' 1",Turning Stone,3,5 - Par 5 -
491,0,01948,Tim Petrovic,42' 1",Deutsche Bank,1,7 - Par 5 -
492,0,33941,Nick Mason,42' 0",Sony Open,1,5 - Par 4 -
495,0,01945,Kenny Perry,41' 11",SBS Championshi,4,4 - Par 4 -
496,0,24663,Y.E. Yang,41' 11",Crowne Plaza,2,3 - Par 4 -
500,0,21407,Arjun Atwal,41' 11",Viking Classic,1,2 - Par 3 -
508,0,30004,Ross McGowan,41' 8",WGC-Bridgestone,2,12 - Par 3
509,0,29223,Sam Saunders,41' 7",Honda Classic,1,9 - Par 4 -
512,0,33907,Sunny Kim,41' 7",John Deere Clas,2,3 - Par 3 -
517,0,26392,Chris Wilson,41' 6",John Deere Clas,1,9 - Par 4 -
519,0,27770,Camilo Villegas,41' 6",The Barclays,3,5 - Par 4 -
532,0,21959,Ted Purdy,41' 1",Honda Classic,2,4 - Par 4 -
536,0,01385,Jim Gallagher Jr.,41' 1",St. Jude,2,4 - Par 3 -
540,0,20498,Briny Baird,41' 0",THE PLAYERS,2,10 - Par 4
542,0,23353,J.J. Henry,41' 0",Canadian Open,2,7 - Par 4 -
545,0,22348,Nick O'Hern,40' 11",Transitions Chp,3,9 - Par 4 -
551,0,27436,Graham DeLaet,40' 10",Sony Open,1,5 - Par 4 -
570,0,23349,Charles Warren,40' 6",Viking Classic,1,18 - Par 5
598,0,01473,Todd Hamilton,40' 1",The McGladrey,2,3 - Par 3 -
600,0,01381,Fred Funk,40' 0",Arnold Palmer,2,15 - Par 4
606,0,24512,Simon Dyson,39' 11",WGC-Bridgestone,3,14 - Par 4
627,0,24781,Hunter Mahan,39' 7",Travelers Champ,2,5 - Par 3 -
636,0,09011,David Duval,39' 5",Transitions Chp,1,4 - Par 3 -
644,0,01132,Mark Brooks,39' 5",Viking Classic,2,4 - Par 4 -
649,0,33956,Jeff Templeton,39' 4",Northern Trust,2,12 - Par 4
669,0,27060,John Mallinger,39' 2",John Deere Clas,4,11 - Par 4
679,0,01797,Rocco Mediate,39' 1",Arnold Palmer,2,9 - Par 4 -
695,0,01175,Jim Carter,38' 11",St. Jude,1,6 - Par 4 -
727,0,22792,Peter Hanson,38' 6",WGC-Bridgestone,3,6 - Par 4 -
743,0,12794,Tim Weinhart,38' 4",The McGladrey,1,12 - Par 3
744,0,26668,Marc Turnesa,38' 3",Sony Open,2,4 - Par 3 -
767,0,34395,Christopher Ross,38' 1",Canadian Open,1,2 - Par 4 -
775,0,02214,Kirk Triplett,38' 0",John Deere Clas,1,18 - Par 4
784,0,10217,Warren Schutte,37' 11",J. Timberlake,2,16 - Par 5
787,0,12388,Michael Clark II,37' 10",St. Jude,2,5 - Par 4 -
794,0,30680,Isaac Weintraub,37' 10",Frys.com Open,1,13 - Par 4
813,0,34046,Jordan Spieth,37' 7",HP Byron Nelson,3,12 - Par 4
824,0,10505,Shane Bertsch,37' 6",Sony Open,4,13 - Par 4
827,0,34384,Eugene Wong,37' 6",Canadian Open,2,12 - Par 4
830,0,32871,Brian Duncan,37' 6",Wyndham Champ.,1,3 - Par 3 -
842,0,30110,Kyle Stanley,37' 5",Crowne Plaza,4,18 - Par 4
863,0,29420,Billy Horschel,37' 2",Farmers Ins.,2,8 - Par 3 -
869,0,27095,Nick Watney,37' 2",J. Timberlake,2,8 - Par 3 -
876,0,01553,John Huston,37' 1",The Greenbrier,1,14 - Par 4
885,0,11032,Frank Lickliter II,37' 0",St. Jude,1,9 - Par 4 -
887,0,01024,Billy Andrade,37' 0",Travelers Champ,2,14 - Par 4
898,0,33451,Matt Hill,36' 11",Reno-Tahoe Open,4,3 - Par 4 -
931,0,33399,Adam Hadwin,36' 7",Canadian Open,1,8 - Par 3 -
939,0,20440,Kevin Savage,36' 6",Turning Stone,1,1 - Par 4 -
975,0,01226,Fred Couples,36' 2",Phoenix Open,1,18 - Par 4
977,0,22000,Chris Wood,36' 2",Shell Houston,1,3 - Par 4 -
986,0,01374,Robin Freeman,36' 1",St. Jude,2,17 - Par 4
