RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
157,0,28486,Michael Putnam,1.97,1791,90900,0
158,0,20127,Chris Riley,1.95,919,47250,0
159,0,12680,Shigeki Maruyama,1.91,1942,101700,0,1
160,0,20105,Jeff Gove,1.86,1763,94950,0,1
161,0,06197,Michael Allen,1.83,1279,69750,0,1
162,0,02223,Bob Tway,1.76,1790,101700,0
162,0,02246,Duffy Waldorf,1.76,1313,74700,0
164,0,12652,Cameron Beckman,1.74,1610,92250,0,1
165,0,08375,Paul Stankowski,1.73,1288,74250,0
166,0,20433,Mark Hensby,1.72,1561,90675,0
166,0,12714,Chris Tidland,1.72,1044,60750,0,1
168,0,27963,Chris Stroud,1.67,1174,70200,0,1
169,0,12760,Danny Ellis,1.65,111,6750,0
170,0,07363,Craig Bowden,1.61,1193,74250,0,1
170,0,01717,Sandy Lyle,1.61,159,9900,0
172,0,24449,Parker McLachlin,1.49,1307,87750,0
173,0,23613,Rich Barcelo,1.46,1217,83250,0,1
173,0,20378,Mathias Grönberg,1.46,1515,103950,0
175,0,11123,Chris Couch,1.44,1494,103950,0
176,0,24980,Scott Gutschewski,1.43,870,60750,0
177,0,02133,Craig Stadler,1.42,70,4950,0
178,0,20691,Greg Owen,1.39,1321,94950,0,1
179,0,23048,Eric Axley,1.37,1740,127350,0
180,0,01042,Paul Azinger,1.33,782,58950,0
181,0,01249,John Daly,1.32,1081,81900,0
182,0,02101,Joey Sindelar,1.31,1160,88650,0
182,0,22295,Darron Stiles,1.31,922,70200,0
184,0,23638,Brendon de Jonge,1.28,1010,78750,0,2
185,0,01235,Ben Crenshaw,1.27,63,4950,0
185,0,01261,Jay Delsing,1.27,371,29250,0
185,0,09011,David Duval,1.27,287,22500,0
185,0,21806,Paul Gow,1.27,1001,78750,0,1
185,0,01823,Larry Mize,1.27,378,29700,0,1
190,0,01388,Robert Gamez,1.26,1217,96750,0,1
191,0,08123,Jeff Brehaut,1.25,711,56700,0
191,0,01157,Tom Byrum,1.25,792,63450,0
191,0,26881,Jarrod Lyle,1.25,869,69750,0
194,0,01553,John Huston,1.23,525,42750,0
194,0,02214,Kirk Triplett,1.23,1033,84150,0
196,0,20608,David Howell,1.22,577,47475,0
196,0,26420,Richard Johnson,1.22,1294,106200,0
196,0,10213,Dicky Pride,1.22,907,74250,0
196,0,02321,Fuzzy Zoeller,1.22,61,4950,0
200,0,10733,Kent Jones,1.20,1196,99450,0
201,0,01226,Fred Couples,1.17,163,13950,0
202,0,20436,Garrett Willis,1.14,333,29250,0
203,0,02104,Jeff Sluman,1.12,1030,91800,0,1
204,0,29476,Kyle Reifers,1.08,897,83250,0
205,0,10505,Shane Bertsch,1.03,190,18450,0
206,0,01219,John Cook,1.00,516,51750,0
207,0,24290,D.J. Brigman,.99,653,65700,0
207,0,12195,Tom Johnson,.99,826,83250,0
209,0,19824,Craig Barlow,.95,451,47250,0
210,0,06350,Bob May,.88,355,40500,0
211,0,21407,Arjun Atwal,.87,331,38250,0
212,0,01132,Mark Brooks,.86,489,56700,0
212,0,22212,Craig Lile,.86,599,69750,0
214,0,12823,Carlos Franco,.85,285,33750,0
214,0,01887,Mark O'Meara,.85,160,18900,0
216,0,21660,Jason Schultz,.83,504,60750,0
217,0,02106,Chris Smith,.82,204,24750,0
218,0,12645,Brent Geiberger,.81,382,47250,0
219,0,23497,Tag Ridings,.80,416,51750,0
220,0,21470,Daisuke Maruyama,.78,685,88200,0
221,0,01116,Michael Bradley,.76,137,18000,0
222,0,08339,Spike McRoy,.74,50,6750,0
223,0,02245,Grant Waite,.71,223,31500,0
224,0,19825,Darren Clarke,.62,291,47250,0
224,0,02110,Jerry Smith,.62,292,47250,0
226,0,25892,Steve Wheatcroft,.58,429,74250,0
227,0,23933,Michael Boyd,.52,294,56250,0
227,0,06090,Jim McGovern,.52,83,15750,0
229,0,01361,Dan Forsman,.50,156,31500,0
230,0,26360,Bubba Dickerson,.49,252,51750,0
231,0,01329,Brad Faxon,.48,375,78750,0
232,0,01599,Steve Jones,.45,161,36000,0
233,0,20029,Notah Begay III,.44,80,18000,0
233,0,01385,Jim Gallagher Jr.,.44,98,22500,0
235,0,08835,Kris Cox,.43,146,33750,0
236,0,24457,Jaco Van Zyl,.40,224,56250,0
237,0,02010,Loren Roberts,.38,53,13950,0
238,0,06809,Bob Burns,.37,51,13500,0
239,0,07013,Wes Short Jr.,.36,184,51750,0
240,0,27702,Matt Hendrix,.34,238,69750,0
241,0,21646,David Branshaw,.33,324,99450,0
241,0,01473,Todd Hamilton,.33,358,108000,0
243,0,07003,David Berganio Jr.,.32,44,13500,0
243,0,02294,Willie Wood,.32,44,13500,0
245,0,01685,J.L. Lewis,.28,51,18000,0
246,0,02036,Jim Rutledge,.26,178,67500,0
247,0,12663,Phil Tataurangi,.25,56,22500,0
248,0,06573,Brandt Jobe,.23,51,22500,0
248,0,01771,Blaine McCallister,.23,52,22500,0
250,0,06214,Guy Boros,.22,30,13500,0
251,0,23800,Bryce Molder,.19,107,56250,0
252,0,23043,Paul Sheehan,.11,52,45450,0
253,0,06044,Scott Gump,.09,28,31500,0
