RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
146,0,01724,Jeff Maggert,69' 4",36602,44,387,3601001338
147,0,20498,Briny Baird,69' 3",37377,45,388,0102001816
148,0,06522,Ernie Els,69' 2",52303,63,390,2103001654
149,0,06567,Vijay Singh,69' 0",62923,76,387,1903001506
150,0,28780,Nicholas Thompson,68' 11",57898,70,386,2303001723
151,0,25274,Steven Bowditch,68' 10",64442,78,386,4304001549
151,0,31557,Jim Herman,68' 10",39625,48,386,2902001947
153,0,27936,Martin Laird,68' 9",45389,55,388,4502001523
154,0,22913,John Rollins,68' 8",55213,67,385,3204001777
155,0,21961,Charles Howell III,68' 6",78047,95,386,2302001633
155,0,27933,John Merrick,68' 6",59198,72,384,2301001673
157,0,31193,Jim Renner,68' 4",42638,52,385,3901001609
158,0,27466,Spencer Levin,68' 3",40932,50,385,3101001566
159,0,27064,Jhonattan Vegas,68' 2",52369,64,381,1502001656
159,0,34265,Will Wilcox,68' 2",32716,40,384,2401001471
161,0,32448,James Hahn,68' 1",59607,73,382,3801001630
161,0,27330,Josh Teater,68' 1",61245,75,382,3203001676
163,0,37273,Derek Ernst,68' 0",51431,63,381,1201001678
164,0,26956,Bronson La'Cassie,67' 4",29075,36,377,1604001511
165,0,34021,Bud Cauley,67' 3",37125,46,381,3804001524
166,0,25686,Jason Dufner,67' 1",33830,42,377,1104001660
167,0,24925,Jonathan Byrd,66' 11",52168,65,376,2901002050
168,0,25900,Lucas Glover,66' 10",37711,47,373,2303001555
169,0,29461,Jamie Lovemark,66' 5",37453,47,373,3102001351
170,0,27120,Troy Matteson,66' 2",38905,49,374,3802001975
171,0,23353,J.J. Henry,66' 0",61790,78,370,1902001871
172,0,26679,Kevin Stadler,65' 8",51210,65,368,4602001340
173,0,21878,Mark Wilson,65' 7",44860,57,368,2202001825
174,0,30110,Kyle Stanley,65' 6",56624,72,368,0202001400
175,0,28486,Michael Putnam,63' 7",69450,91,356,4501001554
176,0,26289,Boo Weekley,62' 6",42024,56,352,2801001326
177,0,35541,John Peterson,60' 9",40094,55,341,1901001139
