RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
44,0,34314,Sebastian Cappelen,108' 5",6909',156
45,0,35230,Nelson Ledesma,108' 1",7178',159
46,0,29970,Dylan Frittelli,107' 11",4808' 1",508
47,0,25632,Jimmy Walker,107' 9",5104' 3",233
48,0,46402,Talor Gooch,107' 7",4742',323
49,0,33399,Adam Hadwin,107' 5",2122' 2",299
49,0,32839,Hideki Matsuyama,107' 5",9963' 3",279
51,0,34563,Chesson Hadley,107' 0",4292' 2",227
51,0,46550,Brandon Hagy,107' 0",4607' 9",230
53,0,37189,Harold Varner III,106' 11",6883' 6",345
54,0,49960,Sepp Straka,106' 10",2260' 3",302
55,0,56762,Will Gordon,106' 9",8294' 9",265
56,0,35658,Kris Ventura,106' 5",2235' 5",209
57,0,39971,Sungjae Im,106' 4",8706',458
58,0,26758,David Hearn,106' 3",4232' 8",228
58,0,30692,Scott Stallings,106' 3",5505',240
58,0,27064,Jhonattan Vegas,106' 3",9103',274
61,0,29725,Tony Finau,106' 2",9827' 5",281
61,0,49771,J.T. Poston,106' 2",3537' 7",316
63,0,33204,Shane Lowry,105' 11",4669',233
64,0,24361,Pat Perez,105' 10",1437' 6",297
65,0,35506,Mackenzie Hughes,105' 5",8253' 0",268
66,0,12716,Charley Hoffman,105' 1",9639' 4",282
67,0,47993,Denny McCarthy,105' 0",2959' 9",314
68,0,52372,Cameron Champ,104' 11",9521' 2",186
69,0,19846,Brian Gay,104' 2",9276' 6",281
70,0,46717,Viktor Hovland,103' 11",3563' 9",323
70,0,33448,Justin Thomas,103' 11",4515',236
72,0,24140,Sean O'Hair,103' 7",2685' 1",219
73,0,32070,Rafael Campos,103' 5",7479' 3",169
74,0,33667,Carlos Ortiz,103' 3",4908' 4",338
75,0,29420,Billy Horschel,103' 2",4456' 4",237
76,0,24781,Hunter Mahan,103' 0",8947' 5",184
77,0,31420,Anirban Lahiri,102' 11",5310' 8",246
77,0,26851,Marc Leishman,102' 11",784' 3",202
79,0,31646,Emiliano Grillo,102' 10",121' 5",293
80,0,23623,Bo Van Pelt,102' 9",658' 1",201
81,0,24502,Adam Scott,102' 7",7026' 4",166
82,0,27649,Brandt Snedeker,102' 5",2062' 3",313
82,0,25493,Nick Taylor,102' 5",5117' 6",343
84,0,32662,Michael Gligic,102' 4",8039' 8",274
85,0,26329,Louis Oosthuizen,102' 2",1458',210
86,0,29478,Kevin Kisner,101' 11",5179',247
87,0,48081,Xander Schauffele,101' 10",9346' 6",190
87,0,32254,Xinjun Zhang,101' 10",9760' 4",194
89,0,39324,J.J. Spaun,101' 9",2482' 0",221
90,0,27936,Martin Laird,101' 8",5216' 3",248
90,0,47128,Richy Werenski,101' 8",7202' 8",366
92,0,25804,Bubba Watson,101' 7",7871',176
93,0,27349,Alex Noren,101' 6",8532' 6",281
93,0,27330,Josh Teater,101' 6",6132' 4",159
95,0,32618,Rhein Gibson,101' 5",6223' 5",160
96,0,27129,Luke List,101' 4",1705' 4",313
97,0,33404,Chris Baker,101' 1",5670' 6",155
98,0,35450,Patrick Cantlay,100' 11",7947' 5",277
99,0,36871,Matt NeSmith,100' 10",6016' 7",258
99,0,35891,Cameron Smith,100' 10",5306',251
99,0,30110,Kyle Stanley,100' 10",1568',313
102,0,35532,Tom Hoge,100' 9",4952' 2",347
103,0,49964,Aaron Wise,100' 8",8594',284
104,0,23983,Luke Donald,100' 6",8891' 8",188
104,0,27644,Brian Harman,100' 6",604' 11",404
106,0,36699,Patrick Rodgers,100' 2",1764' 6",317
107,0,34174,John Huh,100' 1",1422' 2",214
107,0,34264,Hudson Swafford,100' 1",5010' 8",250
109,0,23621,Rory Sabbatini,99' 11",7987' 7",280
110,0,27554,Scott Harrington,99' 10",4068' 2",241
110,0,30926,Chris Kirk,99' 10",3141',332
110,0,46046,Scottie Scheffler,99' 10",2454',325
110,0,27214,Kevin Streelman,99' 10",2544' 7",326
114,0,40042,Tyler McCumber,99' 4",964' 1",211
115,0,50525,Collin Morikawa,99' 0",1887' 2",221
116,0,48119,Ben Taylor,98' 11",3549' 5",137
117,0,29518,Brendan Steele,98' 8",5054' 3",254
118,0,33120,Mark Anderson,98' 7",5866',161
118,0,33410,Andrew Landry,98' 7",5924' 6",263
118,0,46441,Robby Shelton,98' 7",8297',287
121,0,32150,Michael Thompson,98' 6",7390' 3",278
122,0,34098,Russell Henley,98' 4",9699' 4",302
123,0,40006,Erik van Rooyen,98' 3",4949' 4",254
124,0,33597,Harry Higgs,98' 1",1083' 1",317
125,0,29479,Scott Brown,97' 11",5745' 8",263
126,0,24024,Zach Johnson,97' 9",9712' 2",304
127,0,32791,K.H. Lee,97' 7",8258' 7",392
127,0,32333,Kevin Tway,97' 7",9508' 7",200
129,0,52375,Doug Ghim,97' 5",8338' 8",291
130,0,25818,Scott Piercy,97' 4",3926' 7",657
131,0,39977,Max Homa,97' 0",4632' 7",254
131,0,34046,Jordan Spieth,97' 0",9300' 1",302
133,0,40098,Matt Fitzpatrick,96' 11",252' 0",209
134,0,25364,Paul Casey,96' 10",3047' 7",238
135,0,22056,Cameron Percy,96' 8",8622' 8",296
136,0,33419,Cameron Tringale,96' 7",7707',287
137,0,23325,Vaughn Taylor,96' 6",5572' 2",265
138,0,34256,Andrew Putnam,96' 3",211' 10",314
139,0,29535,Brice Garnett,96' 1",7870',290
139,0,34466,Peter Malnati,96' 1",7856' 9",290
141,0,26331,Charl Schwartzel,95' 10",7977' 9",292
142,0,45486,Joaquin Niemann,95' 7",497' 10",319
143,0,49766,Hank Lebioda,95' 4",2979' 8",241
144,0,34076,Joel Dahmen,95' 1",5766' 1",271
145,0,34099,Harris English,94' 6",3143' 7",245
145,0,32816,Satoshi Kodaira,94' 6",5510' 1",270
147,0,53165,Doc Redman,94' 5",7566' 2",292
148,0,28775,Nate Lashley,94' 3",3374' 4",248
148,0,48822,Sebastián Muñoz,94' 3",524' 9",324
150,0,29908,C.T. Pan,93' 9",7373' 5",292
151,0,46442,Maverick McNealy,93' 6",8713',307
151,0,26476,Chez Reavie,93' 6",8988' 5",310
153,0,45609,Tyler Duncan,93' 1",8756' 3",309
153,0,37455,Si Woo Kim,93' 1",2105' 7",345
155,0,35104,Tom Lewis,92' 8",7702' 7",299
156,0,22371,Aaron Baddeley,92' 6",3139' 1",142
156,0,28679,Fabián Gómez,92' 6",3694' 7",148
158,0,25396,Kevin Na,92' 4",7432',297
159,0,39997,Corey Conners,91' 11",2725' 2",356
159,0,49298,Kramer Hickok,91' 11",3893' 0",260
161,0,30163,Henrik Norlander,91' 7",8575',312
162,0,23108,Matt Kuchar,91' 6",6474' 5",180
163,0,26499,Rafa Cabrera Bello,91' 5",114' 1",220
164,0,37275,Sam Ryder,91' 1",3042',253
165,0,39953,Chase Seiffert,91' 0",2927' 1",252
166,0,24138,Ian Poulter,90' 10",524' 6",226
167,0,35310,Lanto Griffin,90' 4",2851' 2",253
168,0,30927,Brendon Todd,90' 2",2639' 8",251
169,0,34360,Patrick Reed,89' 11",1668',241
170,0,33413,Ben Martin,89' 3",3654',153
171,0,47347,Adam Schenk,89' 0",9822' 0",335
172,0,45526,Abraham Ancer,88' 8",9246' 6",330
173,0,26300,Matt Jones,88' 7",4204',386
174,0,31560,Brian Stuard,87' 11",4468',392
175,0,20396,Lee Westwood,87' 9",7280',197
176,0,23788,D.J. Trahan,87' 5",7039',195
177,0,24357,K.J. Choi,87' 0",5488' 6",408
178,0,36801,Mark Hubbard,86' 5",4145' 8",395
178,0,51894,Vince Whaley,86' 5",9877' 7",230
180,0,27770,Camilo Villegas,86' 0",1163' 1",246
181,0,27095,Nick Watney,85' 11",5116' 2",176
182,0,34431,Robert Streb,84' 9",5601' 5",302
183,0,25686,Jason Dufner,84' 8",9213' 6",345
184,0,33490,Bo Hoag,84' 7",6982' 9",319
185,0,27556,Ted Potter Jr.,84' 4",921' 8",248
186,0,48045,Michael Gellerman,83' 11",1410' 2",136
187,0,28252,Seamus Power,83' 9",6664' 9",199
188,0,40026,Daniel Berger,83' 8",1755' 6",260
189,0,34213,Grayson Murray,82' 9",1661',141
190,0,19803,Ryan Armour,82' 8",5459',308
191,0,25900,Lucas Glover,82' 4",4945' 6",303
192,0,27942,Rob Oppenheim,80' 7",1031' 6",261
193,0,31557,Jim Herman,80' 2",8603' 4",232
194,0,33122,Russell Knox,79' 1",8376',359
195,0,29974,Branden Grace,78' 1",531' 7",519
196,0,21961,Charles Howell III,77' 10",5568' 6",200
