RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
31,0,32839,Hideki Matsuyama,7' 9",2739.917,354
31,0,31202,William McGirt,7' 9",4094.500,528
31,0,23800,Bryce Molder,7' 9",3245.333,420
31,0,23621,Rory Sabbatini,7' 9",2729.250,353
31,0,33448,Justin Thomas,7' 9",3465.083,445
43,0,30926,Chris Kirk,7' 10",2370.750,303
43,0,23108,Matt Kuchar,7' 10",3265.667,415
43,0,24490,George McNeill,7' 10",3806.667,486
43,0,26329,Louis Oosthuizen,7' 10",1889.250,241
43,0,25240,D.A. Points,7' 10",2522.417,322
43,0,31560,Brian Stuard,7' 10",3642.500,464
49,0,26300,Matt Jones,7' 11",3142.583,399
49,0,10860,Justin Leonard,7' 11",2591.667,328
49,0,24140,Sean O'Hair,7' 11",3655.917,461
52,0,32366,Kevin Chappell,8' 0",3231.250,406
52,0,23353,J.J. Henry,8' 0",2850.417,356
52,0,21961,Charles Howell III,8' 0",3986.833,498
52,0,01706,Davis Love III,8' 0",1814.417,226
52,0,24138,Ian Poulter,8' 0",2261.250,282
52,0,34256,Andrew Putnam,8' 0",2495.083,313
52,0,06567,Vijay Singh,8' 0",3065.833,385
59,0,40058,Zac Blair,8' 1",3937.167,488
59,0,23541,Ben Crane,8' 1",2529.333,314
59,0,21209,Sergio Garcia,8' 1",1651.833,205
59,0,35539,Luke Guthrie,8' 1",2998.833,372
59,0,27644,Brian Harman,8' 1",3254.417,402
59,0,24024,Zach Johnson,8' 1",2920.750,363
59,0,25198,Francesco Molinari,8' 1",1691.167,209
59,0,26476,Chez Reavie,8' 1",1921.333,237
59,0,34360,Patrick Reed,8' 1",3557.000,441
59,0,30927,Brendon Todd,8' 1",3395.167,421
59,0,27095,Nick Watney,8' 1",3332.667,413
59,0,25804,Bubba Watson,8' 1",2166.083,269
71,0,24846,Ricky Barnes,8' 2",3130.167,382
71,0,32102,Rickie Fowler,8' 2",2539.000,310
71,0,01810,Phil Mickelson,8' 2",2812.000,345
71,0,29476,Kyle Reifers,8' 2",3483.083,427
75,0,24507,Jason Bohn,8' 3",3486.167,424
75,0,12510,Chad Campbell,8' 3",3825.583,466
75,0,34431,Robert Streb,8' 3",3867.917,467
75,0,26289,Boo Weekley,8' 3",2856.333,347
79,0,29478,Kevin Kisner,8' 4",4322.250,517
79,0,30711,Colt Knost,8' 4",3294.750,396
79,0,23320,Ryan Palmer,8' 4",2391.833,287
79,0,27214,Kevin Streelman,8' 4",2952.500,354
79,0,27064,Jhonattan Vegas,8' 4",3329.333,398
79,0,34265,Will Wilcox,8' 4",1514.417,181
85,0,26758,David Hearn,8' 5",3628.000,431
85,0,33461,Morgan Hoffmann,8' 5",3548.583,423
85,0,35532,Tom Hoge,8' 5",2873.417,341
85,0,37454,Whee Kim,8' 5",2280.917,270
85,0,27466,Spencer Levin,8' 5",3668.167,435
85,0,34130,Sung Joon Park,8' 5",3002.833,357
85,0,24361,Pat Perez,8' 5",3594.667,429
85,0,25493,Nick Taylor,8' 5",3902.833,465
93,0,35545,Blayne Barber,8' 6",2830.333,332
93,0,27895,Jonas Blixt,8' 6",2612.083,306
93,0,27436,Graham DeLaet,8' 6",2226.917,261
93,0,28307,Matt Every,8' 6",2932.833,344
93,0,29725,Tony Finau,8' 6",3938.167,464
93,0,32448,James Hahn,8' 6",3674.750,431
93,0,27936,Martin Laird,8' 6",3187.000,375
93,0,29926,Danny Lee,8' 6",4777.250,563
93,0,26851,Marc Leishman,8' 6",2594.833,304
93,0,34409,David Lingmerth,8' 6",3724.833,440
93,0,26331,Charl Schwartzel,8' 6",1944.500,228
104,0,22371,Aaron Baddeley,8' 7",3262.250,379
104,0,24924,Bill Haas,8' 7",2973.833,347
104,0,25562,Andres Romero,8' 7",2648.417,308
104,0,26951,Johnson Wagner,8' 7",2442.750,284
108,0,29479,Scott Brown,8' 8",4056.583,468
108,0,24494,Erik Compton,8' 8",3519.083,405
108,0,23638,Brendon de Jonge,8' 8",4401.917,507
108,0,37273,Derek Ernst,8' 8",3011.000,348
108,0,29535,Brice Garnett,8' 8",2703.417,312
108,0,34174,John Huh,8' 8",4376.667,505
108,0,30944,Jason Kokrak,8' 8",3574.083,411
108,0,26596,Ryan Moore,8' 8",2963.167,343
108,0,28486,Michael Putnam,8' 8",2894.250,335
117,0,34099,Harris English,8' 9",4013.583,457
117,0,28500,Martin Flores,8' 9",3510.250,401
117,0,29420,Billy Horschel,8' 9",3206.833,366
117,0,36801,Mark Hubbard,8' 9",2850.083,327
117,0,27933,John Merrick,8' 9",2693.833,307
117,0,29289,S.Y. Noh,8' 9",2339.000,268
117,0,22056,Cameron Percy,8' 9",2713.917,309
117,0,35541,John Peterson,8' 9",3496.750,399
117,0,33486,Roger Sloan,8' 9",1945.583,223
117,0,28023,Byron Smith,8' 9",1836.000,209
117,0,29518,Brendan Steele,8' 9",3314.917,380
117,0,27770,Camilo Villegas,8' 9",3650.500,419
129,0,31416,Derek Fathauer,8' 10",3674.333,415
129,0,25818,Scott Piercy,8' 10",3825.667,435
129,0,25834,Daniel Summerhays,8' 10",4435.000,502
132,0,24781,Hunter Mahan,8' 11",3101.833,349
132,0,32640,Troy Merritt,8' 11",4273.333,480
132,0,34358,Jonathan Randolph,8' 11",2763.583,311
132,0,32150,Michael Thompson,8' 11",3534.417,397
132,0,23623,Bo Van Pelt,8' 11",2861.333,320
137,0,10885,Robert Allenby,9' 0",2398.167,266
137,0,20104,Ken Duke,9' 0",4083.083,453
137,0,31323,Gary Woodland,9' 0",2692.667,300
140,0,24358,Robert Garrigus,9' 1",2833.333,311
140,0,28679,Fabián Gómez,9' 1",3582.417,396
140,0,23548,Bill Lunde,9' 1",1642.333,180
140,0,22046,Geoff Ogilvy,9' 1",1790.333,198
140,0,33667,Carlos Ortiz,9' 1",3935.000,435
140,0,28475,Jeff Overton,9' 1",3609.750,399
140,0,25345,Carl Pettersson,9' 1",5059.750,559
140,0,36699,Patrick Rodgers,9' 1",2121.500,233
140,0,22293,Heath Slocum,9' 1",2210.417,244
140,0,30692,Scott Stallings,9' 1",2364.833,260
150,0,29720,Andres Gonzales,9' 2",3537.583,385
150,0,20645,John Senden,9' 2",2487.833,272
152,0,23048,Eric Axley,9' 3",2249.333,243
152,0,40026,Daniel Berger,9' 3",3764.417,407
152,0,20593,Greg Chalmers,9' 3",2022.417,218
152,0,25369,Jamie Donaldson,9' 3",1776.333,192
152,0,33399,Adam Hadwin,9' 3",3745.417,405
152,0,12716,Charley Hoffman,9' 3",3835.250,414
152,0,33413,Ben Martin,9' 3",3493.583,378
159,0,28259,Sangmoon Bae,9' 4",4909.750,524
159,0,25364,Paul Casey,9' 4",2461.167,264
159,0,29223,Sam Saunders,9' 4",3322.250,356
162,0,21753,Brian Davis,9' 5",3986.250,424
162,0,25900,Lucas Glover,9' 5",3166.833,335
162,0,34264,Hudson Swafford,9' 5",3743.417,396
165,0,30925,Dustin Johnson,9' 6",2736.167,287
165,0,30946,Alex Prugh,9' 6",3274.833,346
165,0,33418,Shawn Stefani,9' 6",4131.667,434
165,0,28780,Nicholas Thompson,9' 6",3463.583,365
169,0,36689,Brooks Koepka,9' 7",3051.000,319
169,0,24502,Adam Scott,9' 7",1566.000,163
169,0,25632,Jimmy Walker,9' 7",3266.500,342
172,0,20229,Stewart Cink,9' 8",2668.917,276
172,0,25892,Steve Wheatcroft,9' 8",3966.583,409
174,0,20848,Ángel Cabrera,9' 9",2147.417,220
175,0,22892,Jason Gore,9' 10",2782.583,283
175,0,34563,Chesson Hadley,9' 10",4796.917,487
175,0,31557,Jim Herman,9' 10",3169.833,322
175,0,39977,Max Homa,9' 10",3617.250,369
179,0,30736,Oscar Fraustro,9' 11",2206.250,222
180,0,32334,Charlie Beljan,10' 0",3066.250,307
181,0,35451,Scott Pinckney,10' 1",3718.333,370
181,0,29425,Andrew Svoboda,10' 1",3927.917,388
183,0,20396,Lee Westwood,10' 2",1793.167,176
184,0,34098,Russell Henley,10' 3",3402.083,332
