RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
103,0,12782,Tim Herron,55.48,86,155,-91,-1.00
104,0,21731,Freddie Jacobson,55.42,46,83,-47,-14.00
105,0,11032,Frank Lickliter II,55.31,99,179,-107,-31.00
106,0,26300,Matt Jones,55.25,100,181,-108,+1.00
107,0,20157,Retief Goosen,55.07,38,69,-40,-3.00
108,0,10733,Kent Jones,55.06,49,89,-52,-2.00
109,0,23778,Brad Adamonis,55.03,82,149,-89,+6.00
110,0,21878,Mark Wilson,54.90,84,153,-88,-32.00
111,0,02223,Bob Tway,54.88,45,82,-48,-30.00
112,0,22348,Nick O'Hern,54.84,34,62,-34,-43.00
113,0,20645,John Senden,54.55,78,143,-84,-12.00
114,0,01724,Jeff Maggert,54.48,73,134,-75,+10.00
115,0,12705,Cliff Kresge,54.46,55,101,-56,-13.00
116,0,20498,Briny Baird,54.41,74,136,-78,-18.00
117,0,25345,Carl Pettersson,54.30,82,151,-90,-21.00
118,0,06012,Greg Kraft,54.17,26,48,-28,-4.00
118,0,27120,Troy Matteson,54.17,104,192,-108,-8.00
120,0,24781,Hunter Mahan,54.14,72,133,-77,-15.00
121,0,25562,Andres Romero,54.13,59,109,-62,+1.00
121,0,12602,Dean Wilson,54.13,59,109,-61,-36.00
123,0,22548,Patrick Sheehan,54.11,79,146,-83,-18.00
124,0,07547,Craig Kanada,53.85,28,52,-30,-27.00
125,0,06573,Brandt Jobe,53.49,46,86,-49,+3.00
126,0,20127,Chris Riley,53.45,31,58,-33,-21.00
127,0,22892,Jason Gore,53.41,94,176,-100,-22.00
128,0,20378,Mathias Grönberg,53.37,95,178,-109,+8.00
129,0,30750,Tommy Gainey,53.33,56,105,-60,+14.00
130,0,28475,Jeff Overton,53.20,108,203,-113,+7.00
131,0,25190,Jeff Quinney,53.16,42,79,-46,-27.00
132,0,10860,Justin Leonard,53.01,44,83,-47,-43.00
133,0,24024,Zach Johnson,53.00,53,100,-56,-18.00
134,0,20572,Rod Pampling,52.94,72,136,-76,-13.00
135,0,24227,Justin Bolli,52.78,57,108,-63,-15.00
136,0,25720,Chad Collins,52.75,48,91,-51,-2.00
137,0,23353,J.J. Henry,52.74,77,146,-81,-18.00
138,0,23788,D.J. Trahan,52.60,91,173,-98,-3.00
139,0,21461,Kenneth Ferrie,52.54,62,118,-64,+8.00
140,0,01928,Corey Pavin,52.50,21,40,-22,-28.00
141,0,10885,Robert Allenby,52.49,95,181,-100,-13.00
142,0,26951,Johnson Wagner,52.46,64,122,-67,-16.00
143,0,23325,Vaughn Taylor,52.24,70,134,-70,-14.00
144,0,22046,Geoff Ogilvy,52.05,38,73,-41,-11.00
145,0,12309,Bob Sowards,52.04,51,98,-56,+1.00
146,0,23541,Ben Crane,52.03,64,123,-66,-29.00
147,0,01577,Lee Janzen,51.92,54,104,-55,-1.00
148,0,27963,Chris Stroud,51.82,57,110,-63,-20.00
149,0,02002,John Riegger,51.79,58,112,-65,-12.00
150,0,27214,Kevin Streelman,51.72,105,203,-115,-12.00
151,0,24912,Will MacKenzie,51.58,49,95,-56,-7.00
151,0,10585,Scott McCarron,51.58,49,95,-49,-5.00
153,0,20382,Stephen Leaney,51.52,17,33,-17,-20.00
154,0,01473,Todd Hamilton,51.46,53,103,-55,-33.00
155,0,01766,Billy Mayfair,51.39,74,144,-79,-26.00
156,0,25594,Travis Perkins,51.35,38,74,-38,+9.00
157,0,24138,Ian Poulter,51.22,21,41,-22,-14.00
157,0,08385,Omar Uresti,51.22,42,82,-44,-38.00
159,0,21633,Steve Allan,51.20,64,125,-68,+1.00
160,0,21805,Harrison Frazar,51.08,71,139,-72,-5.00
161,0,26596,Ryan Moore,51.05,73,143,-75,E
162,0,01388,Robert Gamez,51.00,51,100,-54,-7.00
163,0,08931,Glen Day,50.82,31,61,-32,-23.00
164,0,01142,Bart Bryant,50.75,34,67,-38,-22.00
164,0,26500,Alejandro Cañizares,50.75,34,67,-39,+4.00
166,0,06621,Joe Durant,50.70,72,142,-80,-10.00
167,0,20848,Ángel Cabrera,50.52,49,97,-51,-2.00
168,0,23614,Rich Beem,50.34,74,147,-81,-20.00
169,0,19803,Ryan Armour,50.00,56,112,-59,-7.00
169,0,20104,Ken Duke,50.00,87,174,-91,-48.00
169,0,23125,Brad Elder,50.00,43,86,-43,-7.00
172,0,23349,Charles Warren,49.74,94,189,-100,+9.00
173,0,25842,Jon Mills,49.66,72,145,-78,+2.00
174,0,21959,Ted Purdy,49.59,61,123,-64,-8.00
175,0,01313,Steve Elkington,49.50,50,101,-51,-26.00
176,0,10425,Jay Williamson,49.48,48,97,-51,-15.00
177,0,26631,Cody Freeman,49.41,42,85,-42,+1.00
178,0,27613,David Lutterus,49.33,37,75,-39,+14.00
179,0,06643,Paul Goydos,49.30,35,71,-37,-24.00
180,0,22913,John Rollins,48.98,72,147,-80,-12.00
181,0,25364,Paul Casey,48.44,31,64,-32,E
182,0,20160,Charlie Wi,48.28,70,145,-78,-18.00
183,0,01320,Bob Estes,48.25,55,114,-59,-30.00
184,0,26420,Richard Johnson,48.21,27,56,-29,-2.00
185,0,02239,Scott Verplank,47.92,46,96,-47,-28.00
186,0,09011,David Duval,47.76,32,67,-36,+10.00
187,0,01024,Billy Andrade,47.44,37,78,-39,-1.00
188,0,20472,Alex Cejka,47.06,40,85,-40,-9.00
189,0,27561,Nick Flanagan,47.02,79,168,-87,E
190,0,01139,Olin Browne,46.43,26,56,-26,-15.00
191,0,25632,Jimmy Walker,46.32,63,136,-69,+11.00
192,0,23157,Richard Johnson,46.15,66,143,-72,+8.00
193,0,20443,Jin Park,45.83,33,72,-36,-16.00
194,0,22293,Heath Slocum,44.09,41,93,-43,-36.00
195,0,26476,Chez Reavie,43.75,49,112,-51,-27.00
196,0,01707,Steve Lowery,41.98,55,131,-61,+14.00
197,0,12826,Paul Claxton,37.29,22,59,-23,-5.00
