RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
45,0,46414,Aaron Rai,1.69,3,178,+0.33
46,0,37455,Si Woo Kim,1.60,3,188,+0.33
47,0,29289,S.Y. Noh,1.59,2,126,E
48,0,34363,Tyrrell Hatton,1.56,2,128,+0.50
48,0,24024,Zach Johnson,1.56,2,128,+0.50
50,0,34466,Peter Malnati,1.52,3,198,+0.67
51,0,40115,Adam Svensson,1.50,3,200,+0.67
52,0,32102,Rickie Fowler,1.49,2,134,-0.50
53,0,40098,Matt Fitzpatrick,1.43,2,140,E
53,0,29420,Billy Horschel,1.43,2,140,-0.50
55,0,32662,Michael Gligic,1.41,2,142,+1.00
56,0,31420,Anirban Lahiri,1.39,2,144,+0.50
57,0,52374,Brandon Wu,1.35,2,148,-1.00
58,0,45486,Joaquin Niemann,1.32,2,152,-1.00
59,0,34098,Russell Henley,1.28,2,156,E
59,0,29908,C.T. Pan,1.28,2,156,+0.50
59,0,28252,Seamus Power,1.28,2,156,-0.50
62,0,47504,Sam Burns,1.25,2,160,+0.50
63,0,49947,Taylor Moore,1.19,2,168,-0.50
63,0,32150,Michael Thompson,1.19,2,168,E
65,0,47347,Adam Schenk,1.16,2,172,+0.50
66,0,32640,Troy Merritt,1.15,2,174,-1.00
67,0,39971,Sungjae Im,1.14,2,176,E
67,0,36326,David Lipsky,1.14,2,176,+1.50
69,0,33122,Russell Knox,1.12,2,178,E
69,0,47529,Mito Pereira,1.12,2,178,+1.00
71,0,48084,Wesley Bryan,1.11,1,90,E
71,0,32757,Patton Kizzire,1.11,2,180,+0.50
71,0,34256,Andrew Putnam,1.11,2,180,+0.50
74,0,36852,Jim Knous,.98,1,102,E
75,0,29926,Danny Lee,.96,1,104,-1.00
76,0,23325,Vaughn Taylor,.94,1,106,E
77,0,23621,Rory Sabbatini,.91,1,110,+1.00
78,0,24980,Scott Gutschewski,.89,1,112,+1.00
78,0,50525,Collin Morikawa,.89,1,112,E
80,0,26300,Matt Jones,.88,1,114,E
81,0,33204,Shane Lowry,.86,1,116,E
82,0,33667,Carlos Ortiz,.85,1,118,+1.00
82,0,29221,Webb Simpson,.85,1,118,-1.00
82,0,27649,Brandt Snedeker,.85,1,118,E
85,0,27349,Alex Noren,.83,1,120,E
86,0,30944,Jason Kokrak,.82,1,122,E
87,0,23320,Ryan Palmer,.79,1,126,E
88,0,34264,Hudson Swafford,.78,1,128,E
89,0,12716,Charley Hoffman,.77,1,130,E
90,0,29478,Kevin Kisner,.76,1,132,-1.00
90,0,27936,Martin Laird,.76,1,132,E
90,0,27139,David Skinns,.76,1,132,+1.00
93,0,32448,James Hahn,.75,1,134,E
94,0,30163,Henrik Norlander,.74,1,136,E
95,0,48699,Callum Tarren,.72,1,138,E
95,0,37189,Harold Varner III,.72,1,138,-1.00
95,0,31323,Gary Woodland,.72,1,138,E
98,0,35461,Beau Hossler,.71,1,140,E
98,0,46717,Viktor Hovland,.71,1,140,+1.00
98,0,48117,Kurt Kitayama,.71,1,140,E
98,0,34610,Matthias Schwab,.71,1,140,E
102,0,35310,Lanto Griffin,.68,1,148,E
102,0,46550,Brandon Hagy,.68,1,148,E
102,0,34174,John Huh,.68,1,148,E
102,0,34046,Jordan Spieth,.68,1,148,E
106,0,53165,Doc Redman,.67,1,150,-1.00
107,0,33141,Keegan Bradley,.66,1,152,+1.00
107,0,34563,Chesson Hadley,.66,1,152,E
107,0,33597,Harry Higgs,.66,1,152,E
107,0,27974,Sung Kang,.66,1,152,E
107,0,28775,Nate Lashley,.66,1,152,E
112,0,29535,Brice Garnett,.65,1,154,E
112,0,32333,Kevin Tway,.65,1,154,+1.00
114,0,35506,Mackenzie Hughes,.64,1,156,-1.00
114,0,35617,Martin Trainer,.64,1,156,+1.00
116,0,52375,Doug Ghim,.63,1,160,E
116,0,30926,Chris Kirk,.63,1,160,E
116,0,34431,Robert Streb,.63,1,158,+1.00
119,0,34255,Joseph Bramlett,.62,1,162,E
120,0,57366,Cameron Young,.61,1,164,E
121,0,37275,Sam Ryder,.60,1,168,E
122,0,34076,Joel Dahmen,.59,1,170,E
122,0,26476,Chez Reavie,.59,1,170,E
124,0,29725,Tony Finau,.58,1,172,+1.00
125,0,39997,Corey Conners,.57,1,174,-1.00
125,0,49771,J.T. Poston,.57,1,176,+1.00
125,0,27214,Kevin Streelman,.57,1,176,-1.00
125,0,33419,Cameron Tringale,.57,1,176,+1.00
129,0,33399,Adam Hadwin,.56,1,180,E
129,0,51890,Greyson Sigg,.56,1,180,+1.00
131,0,51766,Wyndham Clark,.54,1,186,E
131,0,25900,Lucas Glover,.54,1,186,-1.00
131,0,54628,Lee Hodges,.54,1,186,-1.00
131,0,35532,Tom Hoge,.54,1,184,E
131,0,46340,Alex Smalley,.54,1,186,E
136,0,32791,K.H. Lee,.53,1,188,+1.00
136,0,49960,Sepp Straka,.53,1,188,E
138,0,37212,Paul Barjon,.00,0,142,E
138,0,55708,Hayden Buckley,.00,0,182,E
138,0,35450,Patrick Cantlay,.00,0,136,E
138,0,32366,Kevin Chappell,.00,0,110,E
138,0,20229,Stewart Cink,.00,0,154,E
138,0,39436,Joshua Creel,.00,0,94,E
138,0,45157,Cam Davis,.00,0,164,E
138,0,28089,Jason Day,.00,0,114,E
138,0,35110,Brett Drewitt,.00,0,116,E
138,0,45609,Tyler Duncan,.00,0,164,E
138,0,30911,Tommy Fleetwood,.00,0,104,E
138,0,46402,Talor Gooch,.00,0,142,E
138,0,31646,Emiliano Grillo,.00,0,160,E
138,0,24924,Bill Haas,.00,0,172,E
138,0,47988,Nick Hardy,.00,0,118,E
138,0,31557,Jim Herman,.00,0,102,E
138,0,33490,Bo Hoag,.00,0,98,E
138,0,39977,Max Homa,.00,0,164,E
138,0,21961,Charles Howell III,.00,0,108,E
138,0,32816,Satoshi Kodaira,.00,0,94,E
138,0,36689,Brooks Koepka,.00,0,92,E
138,0,26851,Marc Leishman,.00,0,144,E
138,0,27129,Luke List,.00,0,152,E
138,0,35449,Adam Long,.00,0,168,E
138,0,40162,Justin Lower,.00,0,144,E
138,0,32839,Hideki Matsuyama,.00,0,136,E
138,0,47993,Denny McCarthy,.00,0,200,E
138,0,51950,Max McGreevy,.00,0,144,E
138,0,28237,Rory McIlroy,.00,0,120,E
138,0,46442,Maverick McNealy,.00,0,168,E
138,0,39546,Keith Mitchell,.00,0,172,E
138,0,46601,Trey Mullinax,.00,0,164,E
138,0,48822,Sebastián Muñoz,.00,0,158,E
138,0,40250,Taylor Pendrith,.00,0,142,E
138,0,22056,Cameron Percy,.00,0,88,E
138,0,25818,Scott Piercy,.00,0,154,E
138,0,46970,Jon Rahm,.00,0,140,E
138,0,47856,Seth Reeves,.00,0,134,E
138,0,47995,Davis Riley,.00,0,188,E
138,0,22405,Justin Rose,.00,0,108,E
138,0,48081,Xander Schauffele,.00,0,136,E
138,0,46046,Scottie Scheffler,.00,0,168,E
138,0,24502,Adam Scott,.00,0,144,E
138,0,33486,Roger Sloan,.00,0,138,E
138,0,50095,Austin Smotherman,.00,0,154,E
138,0,30692,Scott Stallings,.00,0,192,E
138,0,29518,Brendan Steele,.00,0,138,E
138,0,33448,Justin Thomas,.00,0,152,E
138,0,10381,Curtis Thompson,.00,0,128,E
138,0,27064,Jhonattan Vegas,.00,0,146,E
138,0,48887,Matt Wallace,.00,0,104,E
138,0,47128,Richy Werenski,.00,0,126,E
138,0,32139,Danny Willett,.00,0,124,E
138,0,49964,Aaron Wise,.00,0,172,E
138,0,45540,Jared Wolfe,.00,0,118,E
138,0,56278,Matthew Wolff,.00,0,94,E
