RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
75,0,08793,Tiger Woods,34' 1",8459.000,248,Under
80,0,08881,Tripp Isenhour,34' 2",11852.500,347,Over
80,0,10860,Justin Leonard,34' 2",13747.083,402,Under
80,0,01928,Corey Pavin,34' 2",10988.917,322,Over
83,0,21633,Steve Allan,34' 3",15361.667,448,Under
83,0,01569,Peter Jacobsen,34' 3",10065.333,294,Under
83,0,06012,Greg Kraft,34' 3",13700.000,400,Over
83,0,06332,Neal Lancaster,34' 3",14250.583,416,Under
87,0,01203,Russ Cochran,34' 4",10234.250,298,Over
88,0,20498,Briny Baird,34' 5",16832.583,489,Under
88,0,08931,Glen Day,34' 5",18536.000,538,Under
88,0,01475,Donnie Hammond,34' 5",9086.250,264,Under
88,0,06575,Dudley Hart,34' 5",11345.583,330,Over
88,0,20572,Rod Pampling,34' 5",13111.667,381,Under
88,0,20127,Chris Riley,34' 5",16243.500,472,Under
94,0,23903,Stephen Gangluff,34' 6",13391.500,388,Over
94,0,12782,Tim Herron,34' 6",14782.833,428,Under
94,0,01549,Mike Hulbert,34' 6",7349.083,213,Over
97,0,07721,Pat Bates,34' 7",15204.000,440,Under
97,0,24925,Jonathan Byrd,34' 7",15052.250,435,Under
97,0,01810,Phil Mickelson,34' 7",14310.333,414,Under
97,0,10213,Dicky Pride,34' 7",9949.417,288,Over
101,0,06613,Tommy Tolles,34' 8",11115.833,321,Under
102,0,07867,Woody Austin,34' 9",16756.250,482,Under
102,0,12388,Michael Clark II,34' 9",15362.750,442,Under
102,0,01226,Fred Couples,34' 9",6602.000,190,Under
102,0,20502,Michael Long,34' 9",13034.583,375,Under
106,0,21961,Charles Howell III,34' 10",16138.917,463,Under
106,0,22046,Geoff Ogilvy,34' 10",13658.250,392,Under
106,0,02104,Jeff Sluman,34' 10",18623.500,535,Under
109,0,07457,Steve Flesch,34' 11",14116.583,404,Under
109,0,01666,Bernhard Langer,34' 11",5937.500,170,Under
109,0,02106,Chris Smith,34' 11",14673.333,420,Under
112,0,06004,Stephen Ames,35' 0",11449.500,327,Under
112,0,12826,Paul Claxton,35' 0",14851.500,424,Over
112,0,01374,Robin Freeman,35' 0",12878.750,368,Under
112,0,08535,Gary Nicklaus,35' 0",10250.083,293,Over
116,0,01185,Brandel Chamblee,35' 1",13844.333,395,Over
117,0,24937,Jess Daley,35' 3",13011.333,369,Under
117,0,10733,Kent Jones,35' 3",17534.167,497,Under
117,0,23621,Rory Sabbatini,35' 3",8636.333,245,Under
120,0,10117,Bob Heintz,35' 4",10630.833,301,Over
120,0,06350,Bob May,35' 4",15343.167,434,Under
120,0,01920,Craig Parry,35' 4",12412.250,351,Under
120,0,10423,Mike Weir,35' 4",12236.750,346,Under
124,0,23614,Rich Beem,35' 5",15025.417,424,Under
124,0,01098,Jay Don Blake,35' 5",16613.500,469,Under
124,0,20436,Garrett Willis,35' 5",13255.167,374,Over
127,0,01219,John Cook,35' 6",10605.833,299,Under
127,0,19881,Robert Damron,35' 6",14194.000,400,Under
127,0,12753,David Morland IV,35' 6",10972.167,309,Under
127,0,02322,Richard Zokol,35' 6",8061.917,227,Over
131,0,06197,Michael Allen,35' 7",10991.833,309,Under
131,0,21259,Jason Hill,35' 7",9741.917,274,Over
131,0,23108,Matt Kuchar,35' 7",11889.917,334,Under
131,0,01707,Steve Lowery,35' 7",15214.583,428,Under
131,0,01941,Tom Pernice Jr.,35' 7",15338.083,431,Under
136,0,21806,Paul Gow,35' 8",17062.833,478,Under
136,0,01945,Kenny Perry,35' 8",15652.000,439,Under
138,0,08633,Per-Ulrik Johansson,35' 9",13334.333,373,Under
138,0,08993,Franklin Langham,35' 9",12806.750,358,Over
138,0,06515,Shaun Micheel,35' 9",16603.000,464,Under
141,0,01024,Billy Andrade,35' 10",15568.417,434,Under
141,0,10962,Bradley Hughes,35' 10",10112.583,282,Over
141,0,01766,Billy Mayfair,35' 10",13476.250,376,Under
141,0,08339,Spike McRoy,35' 10",10104.333,282,Under
141,0,06373,José María Olazábal,35' 10",9362.250,261,Under
141,0,02223,Bob Tway,35' 10",14771.833,412,Under
147,0,01161,Mark Calcavecchia,35' 11",9725.167,271,Under
147,0,01378,David Frost,35' 11",15240.000,424,Under
149,0,12652,Cameron Beckman,36' 0",12649.917,351,Under
149,0,21209,Sergio Garcia,36' 0",9601.583,267,Under
149,0,06573,Brandt Jobe,36' 0",16547.667,460,Under
149,0,01599,Steve Jones,36' 0",10250.250,285,Over
149,0,20095,Carl Paulson,36' 0",15242.667,423,Under
154,0,02245,Grant Waite,36' 1",16654.750,462,Under
155,0,08075,Jerry Kelly,36' 2",15522.083,429,Under
155,0,20663,Brenden Pappas,36' 2",10877.000,301,Over
157,0,01042,Paul Azinger,36' 3",7682.500,212,Under
158,0,08545,Glen Hnatiuk,36' 4",17623.917,485,Under
159,0,01457,Jay Haas,36' 5",11878.250,326,Under
160,0,01723,Andrew Magee,36' 6",12762.833,350,Under
160,0,02246,Duffy Waldorf,36' 6",14297.417,392,Under
162,0,01014,Fulton Allem,36' 7",10269.417,281,Over
162,0,10585,Scott McCarron,36' 7",15534.667,425,Under
162,0,23800,Bryce Molder,36' 7",13489.917,369,Under
162,0,23177,Kenneth Staton,36' 7",17758.417,485,Under
166,0,01761,Len Mattiace,36' 8",18270.167,498,Under
167,0,23541,Ben Crane,36' 9",14191.083,386,Under
167,0,20566,Kaname Yokoo,36' 9",11459.417,312,Even
169,0,06016,Brad Lardon,36' 10",9771.500,265,Over
169,0,10912,Craig Perks,36' 10",12000.417,326,Under
169,0,02110,Jerry Smith,36' 10",15012.667,408,Over
172,0,20593,Greg Chalmers,36' 11",14319.917,388,Over
173,0,19958,Miguel Angel Jiménez,37' 0",8324.917,225,Over
174,0,23338,David Gossett,37' 1",16360.833,441,Under
174,0,07749,Brett Quigley,37' 1",16617.750,448,Over
176,0,23623,Bo Van Pelt,37' 2",14596.917,393,Over
177,0,02099,Scott Simpson,37' 3",10662.250,286,Over
177,0,08375,Paul Stankowski,37' 3",15399.250,413,Under
177,0,02170,Hal Sutton,37' 3",10315.417,277,Under
180,0,10457,Frank Nobilo,37' 4",16212.333,434,Over
180,0,24361,Pat Perez,37' 4",12759.167,342,Under
180,0,23322,Brett Wetterich,37' 4",15744.667,422,Over
183,0,08553,Lee Porter,37' 6",15804.417,421,Even
184,0,19972,José Coceres,37' 7",7855.083,209,Under
184,0,23125,Brad Elder,37' 7",12378.167,329,Under
184,0,20645,John Senden,37' 7",14515.667,386,Under
187,0,06522,Ernie Els,37' 8",10284.333,273,Under
187,0,10107,Deane Pappas,37' 8",14554.417,386,Over
189,0,02133,Craig Stadler,37' 9",9211.083,244,Over
190,0,01313,Steve Elkington,38' 0",11997.250,316,Under
191,0,20094,Jonathan Kaye,38' 1",16015.667,421,Under
192,0,10885,Robert Allenby,38' 4",17446.083,455,Under
193,0,12645,Brent Geiberger,38' 7",15580.083,404,Over
194,0,20043,Edward Fryatt,38' 11",15419.750,396,Under
194,0,01514,Eduardo Herrera,38' 11",11763.167,302,Over
194,0,06527,Steve Stricker,38' 11",8570.500,220,Under
194,0,06078,Esteban Toledo,38' 11",16088.583,413,Over
198,0,02257,Brian Watts,39' 0",9367.583,240,Over
199,0,01249,John Daly,39' 2",6860.917,175,Under
200,0,20574,Mathew Goggin,40' 3",12677.333,315,Over
201,0,12660,Jesper Parnevik,42' 9",9709.250,227,Over
202,0,01926,Steve Pate,44' 8",11383.000,255,Under
