RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
64,0,26476,Chez Reavie,101' 10",5906',58
65,0,26287,Roland Thatcher,101' 7",3554' 4",35
66,0,23541,Ben Crane,101' 6",6392' 6",63
67,0,06567,Vijay Singh,101' 4",6994',69
68,0,22621,Ben Curtis,101' 3",5266' 2",52
69,0,20766,Padraig Harrington,101' 1",3842' 7",38
70,0,29221,Webb Simpson,101' 0",5754' 9",57
71,0,10885,Robert Allenby,100' 9",5844',58
71,0,22405,Justin Rose,100' 9",4935',49
73,0,20229,Stewart Cink,100' 8",3927' 6",39
74,0,23903,Stephen Gangluff,100' 7",3520' 9",35
74,0,23325,Vaughn Taylor,100' 7",5534' 0",55
76,0,24361,Pat Perez,100' 5",5524' 8",55
76,0,22913,John Rollins,100' 5",6830',68
78,0,20645,John Senden,100' 3",6314' 1",63
79,0,20070,Matt Bettencourt,99' 9",4189' 7",42
80,0,25562,Andres Romero,99' 8",4883' 7",49
81,0,30944,Jason Kokrak,99' 7",5176' 9",52
82,0,24781,Hunter Mahan,99' 4",5860' 6",59
83,0,29478,Kevin Kisner,99' 1",4856' 7",49
83,0,29926,Danny Lee,99' 1",4952',50
85,0,27936,Martin Laird,98' 11",4550' 0",46
86,0,33120,Mark Anderson,98' 9",4246' 4",43
86,0,28307,Matt Every,98' 9",5333' 0",54
88,0,27895,Jonas Blixt,98' 7",5916' 3",60
89,0,23548,Bill Lunde,98' 4",6196' 1",63
90,0,23983,Luke Donald,97' 6",4776' 0",49
91,0,26300,Matt Jones,97' 3",3404' 0",35
92,0,22371,Aaron Baddeley,97' 2",4662' 1",48
93,0,06527,Steve Stricker,96' 5",4336',45
93,0,30927,Brendon Todd,96' 5",5205' 9",54
95,0,28500,Martin Flores,96' 2",6253' 0",65
95,0,23353,J.J. Henry,96' 2",4712' 6",49
97,0,25396,Kevin Na,96' 0",5567' 3",58
98,0,25457,Alexandre Rocha,95' 11",4411' 5",46
99,0,01797,Rocco Mediate,95' 10",5175' 9",54
100,0,20396,Lee Westwood,95' 8",3923' 8",41
101,0,10213,Dicky Pride,95' 4",4671' 0",49
101,0,25632,Jimmy Walker,95' 4",6674' 8",70
103,0,24502,Adam Scott,95' 3",3809',40
104,0,34099,Harris English,95' 0",7315' 4",77
105,0,08075,Jerry Kelly,94' 11",6929' 3",73
106,0,20691,Greg Owen,94' 9",5400' 7",57
107,0,06573,Brandt Jobe,94' 6",3403' 3",36
107,0,35139,Richard Lee,94' 6",4251' 7",45
109,0,27974,Sung Kang,94' 4",4623' 1",49
110,0,27095,Nick Watney,94' 3",6690' 2",71
111,0,32698,Bobby Gates,94' 1",5548',59
111,0,01941,Tom Pernice Jr.,94' 1",4420' 5",47
113,0,21350,Ryuji Imada,93' 11",5166',55
114,0,23409,James Driscoll,93' 7",5427' 9",58
114,0,31323,Gary Woodland,93' 7",3744' 6",40
116,0,29479,Scott Brown,93' 4",4014' 6",43
117,0,23800,Bryce Molder,93' 3",6342',68
118,0,19846,Brian Gay,93' 1",6699' 8",72
118,0,24024,Zach Johnson,93' 1",6796' 2",73
120,0,12782,Tim Herron,92' 10",6222' 7",67
121,0,27963,Chris Stroud,92' 9",6030',65
121,0,25834,Daniel Summerhays,92' 9",5567' 3",60
123,0,34174,John Huh,92' 6",7397' 8",80
124,0,01724,Jeff Maggert,92' 5",6745' 2",73
125,0,23621,Rory Sabbatini,92' 4",6276' 2",68
126,0,20160,Charlie Wi,92' 3",5533' 8",60
127,0,28087,Kris Blanks,92' 0",4601' 2",50
128,0,21407,Arjun Atwal,91' 11",5332' 3",58
129,0,25686,Jason Dufner,91' 3",5564',61
130,0,25345,Carl Pettersson,91' 0",6735' 7",74
131,0,21753,Brian Davis,90' 10",6992',77
132,0,22293,Heath Slocum,90' 9",6263' 8",69
132,0,22582,Kyle Thompson,90' 9",2905' 3",32
134,0,01116,Michael Bradley,90' 8",2900',32
135,0,26331,Charl Schwartzel,90' 5",3254' 0",36
136,0,27770,Camilo Villegas,89' 11",5931',66
137,0,21209,Sergio Garcia,89' 7",3851' 3",43
138,0,02206,David Toms,89' 4",3573',40
139,0,24507,Jason Bohn,89' 3",5264',59
140,0,21961,Charles Howell III,88' 9",5504' 0",62
140,0,23788,D.J. Trahan,88' 9",4348' 8",49
142,0,06034,Marco Dawson,88' 5",3447' 0",39
143,0,28308,Troy Kelly,88' 3",3793' 6",43
144,0,12510,Chad Campbell,88' 2",6259' 7",71
144,0,27060,John Mallinger,88' 2",5111' 7",58
146,0,23108,Matt Kuchar,88' 1",5811' 6",66
147,0,06251,Chris DiMarco,87' 10",5534' 0",63
148,0,23638,Brendon de Jonge,87' 8",7975' 7",91
148,0,31202,William McGirt,87' 8",6663' 2",76
148,0,24138,Ian Poulter,87' 8",3418' 7",39
151,0,27644,Brian Harman,87' 7",7707',88
151,0,30711,Colt Knost,87' 7",5516' 2",63
153,0,28093,Miguel Angel Carballo,87' 6",3937' 5",45
153,0,27933,John Merrick,87' 6",5427' 2",62
155,0,25240,D.A. Points,87' 0",6178' 2",71
156,0,26951,Johnson Wagner,86' 11",6257' 6",72
157,0,28455,Will Claxton,86' 9",6938' 2",80
158,0,26596,Ryan Moore,86' 6",6833' 2",79
159,0,24663,Y.E. Yang,85' 7",3423' 6",40
160,0,33122,Russell Knox,84' 11",4243' 9",50
161,0,29222,Billy Hurley III,84' 8",4234' 3",50
162,0,27556,Ted Potter Jr.,84' 4",4893' 3",58
163,0,20572,Rod Pampling,84' 1",5380' 2",64
163,0,22548,Patrick Sheehan,84' 1",3193',38
165,0,29910,Blake Adams,83' 4",5083' 2",61
166,0,23135,Tim Clark,83' 3",4410',53
166,0,25572,Graeme McDowell,83' 3",3413' 7",41
168,0,31558,J.J. Killeen,83' 2",5486' 4",66
169,0,22961,David Mathis,83' 0",5064' 0",61
170,0,28259,Sangmoon Bae,82' 10",4555' 7",55
170,0,01320,Bob Estes,82' 10",4472' 6",54
172,0,06036,Scott Dunlap,82' 9",3476',42
172,0,26289,Boo Weekley,82' 9",4384' 4",53
174,0,12652,Cameron Beckman,81' 11",5162' 3",63
175,0,20098,Stuart Appleby,81' 9",4905' 8",60
176,0,24357,K.J. Choi,81' 7",4242' 2",52
177,0,21731,Freddie Jacobson,81' 3",3169' 7",39
178,0,23204,Gary Christian,81' 0",4696' 3",58
179,0,10860,Justin Leonard,80' 10",4525' 9",56
180,0,24846,Ricky Barnes,79' 10",5429' 6",68
180,0,10809,Jim Furyk,79' 10",4952' 0",62
182,0,22348,Nick O'Hern,79' 9",4865' 1",61
183,0,06004,Stephen Ames,79' 6",2464',31
184,0,08725,Tom Gillis,78' 5",4938' 2",63
185,0,24604,Hunter Haas,78' 2",3206' 2",41
186,0,20593,Greg Chalmers,77' 4",5720' 4",74
187,0,27466,Spencer Levin,77' 1",4548' 3",59
188,0,20104,Ken Duke,75' 4",6249',83
189,0,23718,Nathan Green,75' 2",3006' 9",40
190,0,20623,Gavin Coles,72' 4",3544' 1",49
191,0,22378,Trevor Immelman,70' 5",3591' 2",51
