RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
57,0,01941,Tom Pernice Jr.,2822.0,132635,47
58,0,24940,Edward Loar,2817.4,95790,34
59,0,24361,Pat Perez,2812.9,154708,55
60,0,25892,Steve Wheatcroft,2807.3,98255,35
61,0,20572,Rod Pampling,2804.8,157070,56
62,0,27064,Jhonattan Vegas,2802.3,159732,57
63,0,33419,Cameron Tringale,2785.2,167113,60
64,0,25632,Jimmy Walker,2783.1,183684,66
65,0,28307,Matt Every,2782.6,147479,53
66,0,22961,David Mathis,2779.3,150081,54
67,0,20396,Lee Westwood,2772.6,85950,31
68,0,28237,Rory McIlroy,2770.4,77571,28
69,0,06567,Vijay Singh,2770.2,155130,56
70,0,21350,Ryuji Imada,2769.3,149543,54
71,0,26329,Louis Oosthuizen,2768.5,116277,42
72,0,32200,Roberto Castro,2766.6,185363,67
73,0,27936,Martin Laird,2764.8,124416,45
74,0,24846,Ricky Barnes,2761.0,198794,72
75,0,27797,Derek Lamely,2759.2,118644,43
76,0,26596,Ryan Moore,2758.7,223452,81
77,0,01810,Phil Mickelson,2754.5,129461,47
78,0,23548,Bill Lunde,2752.3,151379,55
79,0,01116,Michael Bradley,2744.3,87818,32
80,0,24507,Jason Bohn,2743.4,150888,55
81,0,25562,Andres Romero,2741.2,134320,49
82,0,27141,J.B. Holmes,2730.9,169316,62
83,0,26679,Kevin Stadler,2727.6,133653,49
84,0,24024,Zach Johnson,2726.4,174490,64
85,0,29518,Brendan Steele,2725.5,147179,54
86,0,32366,Kevin Chappell,2720.8,168687,62
87,0,27963,Chris Stroud,2718.6,163113,60
88,0,23623,Bo Van Pelt,2717.6,165774,61
89,0,34099,Harris English,2717.4,190219,70
90,0,26287,Roland Thatcher,2715.7,97764,36
91,0,26289,Boo Weekley,2714.8,146600,54
92,0,20848,Ángel Cabrera,2711.9,75932,28
93,0,23542,Tommy Biershenk,2711.7,122025,45
94,0,32150,Michael Thompson,2708.2,146245,54
95,0,27649,Brandt Snedeker,2708.1,157071,58
96,0,01706,Davis Love III,2702.9,97305,36
97,0,30926,Chris Kirk,2699.4,207850,77
98,0,20160,Charlie Wi,2699.2,167353,62
99,0,23800,Bryce Molder,2690.0,174851,65
100,0,30852,Ryo Ishikawa,2687.3,77932,29
101,0,20623,Gavin Coles,2682.3,107292,40
102,0,22913,John Rollins,2680.4,155462,58
103,0,27214,Kevin Streelman,2672.3,173697,65
104,0,10885,Robert Allenby,2666.3,141316,53
105,0,20574,Mathew Goggin,2662.8,127816,48
106,0,24138,Ian Poulter,2661.9,101152,38
107,0,27895,Jonas Blixt,2661.5,133074,50
108,0,20691,Greg Owen,2660.0,148958,56
109,0,28475,Jeff Overton,2659.2,218052,82
110,0,27556,Ted Potter Jr.,2653.6,132679,50
111,0,27302,Garth Mulroy,2646.2,92617,35
112,0,25834,Daniel Summerhays,2643.7,140118,53
113,0,25686,Jason Dufner,2643.5,158610,60
114,0,23204,Gary Christian,2630.3,134146,51
115,0,33122,Russell Knox,2630.1,120985,46
116,0,12510,Chad Campbell,2621.0,175606,67
117,0,24494,Erik Compton,2619.7,107409,41
118,0,20070,Matt Bettencourt,2611.5,117517,45
119,0,20766,Padraig Harrington,2601.9,91068,35
120,0,12782,Tim Herron,2599.8,166385,64
121,0,25240,D.A. Points,2596.7,168787,65
122,0,27120,Troy Matteson,2596.6,171378,66
123,0,29221,Webb Simpson,2594.9,153099,59
124,0,01797,Rocco Mediate,2594.4,124531,48
125,0,29926,Danny Lee,2587.9,119043,46
126,0,25572,Graeme McDowell,2577.6,100527,39
127,0,23108,Matt Kuchar,2573.3,162118,63
128,0,30692,Scott Stallings,2570.2,149074,58
129,0,12652,Cameron Beckman,2563.7,164076,64
130,0,22582,Kyle Thompson,2557.6,76727,30
131,0,20850,Daniel Chopra,2553.8,94492,37
132,0,26758,David Hearn,2549.4,191206,75
133,0,22348,Nick O'Hern,2545.4,150181,59
134,0,27466,Spencer Levin,2544.3,134848,53
135,0,28455,Will Claxton,2542.8,185628,73
136,0,08075,Jerry Kelly,2537.9,157352,62
137,0,30925,Dustin Johnson,2530.2,103738,41
138,0,23621,Rory Sabbatini,2517.7,173718,69
139,0,27933,John Merrick,2515.2,145884,58
140,0,28308,Troy Kelly,2513.8,105581,42
141,0,06573,Brandt Jobe,2513.3,87965,35
141,0,27974,Sung Kang,2513.3,110583,44
143,0,22293,Heath Slocum,2506.6,167943,67
144,0,26331,Charl Schwartzel,2500.9,92535,37
145,0,25457,Alexandre Rocha,2500.2,115008,46
146,0,34174,John Huh,2499.9,182492,73
147,0,21407,Arjun Atwal,2498.0,127396,51
148,0,23320,Ryan Palmer,2497.7,152357,61
149,0,30110,Kyle Stanley,2497.2,107380,43
150,0,26951,Johnson Wagner,2496.1,174729,70
151,0,29478,Kevin Kisner,2493.4,122175,49
152,0,24140,Sean O'Hair,2492.0,164475,66
153,0,21805,Harrison Frazar,2491.7,92193,37
154,0,24781,Hunter Mahan,2486.6,139248,56
155,0,31323,Gary Woodland,2485.3,89470,36
156,0,22405,Justin Rose,2481.3,124065,50
157,0,29420,Billy Horschel,2475.9,103986,42
158,0,34021,Bud Cauley,2475.2,183165,74
159,0,22548,Patrick Sheehan,2474.6,91559,37
160,0,27060,John Mallinger,2473.5,123674,50
161,0,06034,Marco Dawson,2462.9,100979,41
162,0,06522,Ernie Els,2458.1,127822,52
163,0,23353,J.J. Henry,2456.9,108104,44
164,0,26476,Chez Reavie,2455.4,147326,60
165,0,29476,Kyle Reifers,2455.3,152230,62
166,0,23788,D.J. Trahan,2450.6,98022,40
167,0,23541,Ben Crane,2448.4,137110,56
168,0,06527,Steve Stricker,2445.0,117362,48
169,0,30944,Jason Kokrak,2431.0,119118,49
170,0,20229,Stewart Cink,2429.6,87467,36
171,0,24358,Robert Garrigus,2426.8,148036,61
172,0,24357,K.J. Choi,2415.7,118367,49
173,0,25818,Scott Piercy,2412.5,132688,55
174,0,33141,Keegan Bradley,2403.1,112948,47
175,0,08793,Tiger Woods,2391.5,86095,36
176,0,21753,Brian Davis,2374.9,187619,79
177,0,01249,John Daly,2374.4,64110,27
178,0,25345,Carl Pettersson,2373.2,144766,61
179,0,28089,Jason Day,2371.8,90129,38
180,0,30750,Tommy Gainey,2371.5,166006,70
180,0,10860,Justin Leonard,2371.5,120949,51
182,0,01766,Billy Mayfair,2369.5,146912,62
183,0,06004,Stephen Ames,2365.4,66230,28
184,0,27644,Brian Harman,2313.4,196636,85
185,0,29479,Scott Brown,2295.6,89530,39
186,0,23135,Tim Clark,2292.5,121505,53
187,0,27770,Camilo Villegas,2257.6,153518,68
188,0,02206,David Toms,2253.8,83390,37
189,0,23325,Vaughn Taylor,2251.3,117069,52
190,0,19846,Brian Gay,2199.0,142933,65
191,0,01724,Jeff Maggert,2184.5,139808,64
