RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
180,0,21961,Charles Howell III,72' 5",6225' 0",86
181,0,23718,Nathan Green,71' 10",4599' 9",64
182,0,29285,Brent Delahoussaye,71' 3",2563' 8",36
183,0,21731,Freddie Jacobson,70' 9",5167' 7",73
184,0,20127,Chris Riley,70' 8",3957' 7",56
185,0,25190,Jeff Quinney,69' 11",4472' 2",64
186,0,01320,Bob Estes,69' 2",4428' 0",64
187,0,25396,Kevin Na,68' 8",4945' 7",72
188,0,01329,Brad Faxon,68' 2",3067' 3",45
189,0,08725,Tom Gillis,67' 6",5668' 3",84
190,0,06515,Shaun Micheel,67' 4",3096' 1",46
191,0,22378,Trevor Immelman,64' 5",2512' 3",39
192,0,10423,Mike Weir,61' 11",2415' 9",39
