RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
51,0,26329,Louis Oosthuizen,.300,12.613,42
52,0,24490,George McNeill,.278,12.773,46
53,0,27129,Luke List,.277,18.035,65
54,0,24507,Jason Bohn,.272,16.072,59
54,0,24924,Bill Haas,.272,17.432,64
56,0,24357,K.J. Choi,.263,17.621,67
57,0,30110,Kyle Stanley,.262,20.666,79
58,0,33419,Cameron Tringale,.257,18.015,70
59,0,31202,William McGirt,.256,22.517,88
60,0,31646,Emiliano Grillo,.255,18.617,73
61,0,23320,Ryan Palmer,.242,18.891,78
62,0,34099,Harris English,.240,17.533,73
63,0,29518,Brendan Steele,.238,16.438,69
63,0,27214,Kevin Streelman,.238,15.227,64
65,0,35532,Tom Hoge,.236,14.873,63
66,0,12510,Chad Campbell,.235,18.768,80
67,0,30711,Colt Knost,.228,16.172,71
68,0,29222,Billy Hurley III,.226,13.307,59
69,0,26951,Johnson Wagner,.219,16.664,76
70,0,28114,Dawie van der Walt,.210,11.751,56
71,0,29926,Danny Lee,.205,14.559,71
72,0,24846,Ricky Barnes,.200,15.971,80
73,0,20645,John Senden,.199,15.684,79
74,0,27942,Rob Oppenheim,.189,9.632,51
75,0,27064,Jhonattan Vegas,.180,14.610,81
76,0,30692,Scott Stallings,.177,11.137,63
77,0,22046,Geoff Ogilvy,.173,8.670,50
78,0,27649,Brandt Snedeker,.164,12.263,75
79,0,24024,Zach Johnson,.163,11.871,73
80,0,12716,Charley Hoffman,.161,11.419,71
81,0,34563,Chesson Hadley,.160,10.747,67
81,0,32150,Michael Thompson,.160,8.645,54
83,0,20766,Padraig Harrington,.159,6.979,44
83,0,27963,Chris Stroud,.159,10.974,69
83,0,34265,Will Wilcox,.159,9.054,57
86,0,34360,Patrick Reed,.158,12.318,78
87,0,25572,Graeme McDowell,.153,6.868,45
88,0,29268,Bronson Burgoon,.145,9.451,65
88,0,34046,Jordan Spieth,.145,8.436,58
90,0,31420,Anirban Lahiri,.143,6.851,48
91,0,36689,Brooks Koepka,.139,8.322,60
92,0,34098,Russell Henley,.136,9.350,69
93,0,29485,Brett Stegmaier,.133,9.993,75
94,0,35545,Blayne Barber,.127,9.363,74
95,0,34409,David Lingmerth,.116,6.977,60
95,0,25818,Scott Piercy,.116,7.535,65
97,0,29289,S.Y. Noh,.114,7.852,69
98,0,34174,John Huh,.110,8.686,79
99,0,24461,Thomas Aiken,.101,4.851,48
99,0,23541,Ben Crane,.101,6.695,66
101,0,33413,Ben Martin,.081,6.440,80
102,0,20157,Retief Goosen,.080,3.820,48
102,0,27770,Camilo Villegas,.080,5.658,71
104,0,33418,Shawn Stefani,.073,5.601,77
105,0,24912,Will MacKenzie,.072,4.742,66
106,0,33667,Carlos Ortiz,.061,3.733,61
107,0,25493,Nick Taylor,.060,3.973,66
108,0,37189,Harold Varner III,.057,4.589,80
109,0,21961,Charles Howell III,.046,3.667,79
110,0,29476,Kyle Reifers,.040,3.910,97
111,0,46440,Smylie Kaufman,.039,2.806,72
112,0,30163,Henrik Norlander,.031,1.623,53
113,0,27466,Spencer Levin,.003,.229,82
114,0,34262,Jon Curran,.001,.086,84
115,0,32618,Rhein Gibson,.000,.012,44
116,0,06527,Steve Stricker,-.003,-.140,45
117,0,36699,Patrick Rodgers,-.009,-.617,71
118,0,06567,Vijay Singh,-.010,-.639,65
119,0,29745,Tyler Aldridge,-.031,-2.083,67
120,0,29479,Scott Brown,-.038,-2.692,70
121,0,33399,Adam Hadwin,-.055,-4.870,88
122,0,21731,Freddie Jacobson,-.059,-4.246,72
123,0,21878,Mark Wilson,-.061,-3.330,55
124,0,35539,Luke Guthrie,-.075,-3.380,45
125,0,39975,Michael Kim,-.078,-6.743,86
126,0,32448,James Hahn,-.082,-5.724,70
127,0,26289,Boo Weekley,-.090,-6.379,71
128,0,26851,Marc Leishman,-.092,-6.003,65
129,0,22892,Jason Gore,-.097,-5.805,60
130,0,20098,Stuart Appleby,-.100,-6.570,66
130,0,35879,Kelly Kraft,-.100,-4.483,45
132,0,29223,Sam Saunders,-.105,-5.345,51
133,0,31560,Brian Stuard,-.110,-6.596,60
134,0,29720,Andres Gonzales,-.112,-7.175,64
135,0,27974,Sung Kang,-.121,-8.810,73
136,0,32640,Troy Merritt,-.138,-9.002,65
137,0,29478,Kevin Kisner,-.142,-10.345,73
138,0,27141,J.B. Holmes,-.151,-9.241,61
139,0,28475,Jeff Overton,-.157,-9.088,58
140,0,37455,Si Woo Kim,-.168,-16.591,99
141,0,33204,Shane Lowry,-.180,-6.677,37
142,0,24140,Sean O'Hair,-.187,-15.684,84
143,0,36801,Mark Hubbard,-.189,-15.715,83
144,0,33461,Morgan Hoffmann,-.192,-11.347,59
145,0,23638,Brendon de Jonge,-.195,-12.707,65
146,0,20104,Ken Duke,-.202,-9.703,48
147,0,25720,Chad Collins,-.226,-14.473,64
148,0,26300,Matt Jones,-.233,-14.678,63
149,0,29725,Tony Finau,-.247,-19.249,78
150,0,31416,Derek Fathauer,-.250,-18.988,76
151,0,23353,J.J. Henry,-.257,-15.700,61
151,0,25834,Daniel Summerhays,-.257,-20.276,79
153,0,35732,Wes Roach,-.262,-11.273,43
154,0,35300,Andrew Loupe,-.281,-18.842,67
155,0,35891,Cameron Smith,-.286,-13.167,46
156,0,31557,Jim Herman,-.288,-20.467,71
157,0,28679,Fabián Gómez,-.289,-21.062,73
158,0,37273,Derek Ernst,-.291,-12.523,43
159,0,27895,Jonas Blixt,-.303,-20.579,68
160,0,23800,Bryce Molder,-.331,-22.147,67
161,0,45526,Abraham Ancer,-.340,-12.936,38
162,0,28158,Steve Marino,-.350,-19.578,56
163,0,20848,Ángel Cabrera,-.355,-17.404,49
164,0,22371,Aaron Baddeley,-.362,-27.120,75
165,0,20572,Rod Pampling,-.372,-13.779,37
166,0,37454,Whee Kim,-.390,-25.379,65
167,0,25892,Steve Wheatcroft,-.394,-27.601,70
168,0,35451,Scott Pinckney,-.396,-28.127,71
169,0,24494,Erik Compton,-.443,-22.586,51
170,0,29461,Jamie Lovemark,-.459,-38.098,83
171,0,10885,Robert Allenby,-.460,-18.851,41
172,0,06522,Ernie Els,-.480,-26.857,56
173,0,40058,Zac Blair,-.498,-40.343,81
174,0,34466,Peter Malnati,-.532,-39.401,74
175,0,32876,Martin Piller,-.549,-25.793,47
176,0,27747,Hiroshi Iwata,-.562,-37.679,67
177,0,27644,Brian Harman,-.611,-56.204,92
178,0,23621,Rory Sabbatini,-.628,-24.494,39
179,0,10213,Dicky Pride,-.856,-35.096,41
180,0,24781,Hunter Mahan,-.869,-43.439,50
181,0,33410,Andrew Landry,-.892,-29.451,33
182,0,34261,Scott Langley,-.998,-52.910,53
183,0,28092,D.H. Lee,-1.318,-60.608,46
184,0,30927,Brendon Todd,-1.424,-76.901,54
185,0,25274,Steven Bowditch,-1.680,-92.415,55
