RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
40,0,01945,Kenny Perry,286.1,224277,784
43,0,23409,James Driscoll,286.0,294551,1030
43,0,20378,Mathias Grönberg,286.0,199645,698
45,0,24140,Sean O'Hair,285.9,260145,910
45,0,23621,Rory Sabbatini,285.9,268745,940
47,0,11123,Chris Couch,285.8,235176,823
47,0,32102,Rickie Fowler,285.8,330652,1157
47,0,01706,Davis Love III,285.8,264095,924
50,0,20229,Stewart Cink,285.7,260517,912
50,0,24502,Adam Scott,285.7,206820,724
52,0,27797,Derek Lamely,285.6,254222,890
53,0,25364,Paul Casey,285.2,176231,618
54,0,26392,Chris Wilson,285.1,206400,724
55,0,26679,Kevin Stadler,284.6,285733,1004
56,0,26596,Ryan Moore,284.5,242677,853
56,0,27214,Kevin Streelman,284.5,317517,1116
58,0,28158,Steve Marino,284.4,250856,882
59,0,12782,Tim Herron,284.3,273471,962
59,0,27770,Camilo Villegas,284.3,221717,780
61,0,24925,Jonathan Byrd,284.2,324567,1142
61,0,24924,Bill Haas,284.2,296136,1042
61,0,23548,Bill Lunde,284.2,264296,930
61,0,21959,Ted Purdy,284.2,296412,1043
61,0,28780,Nicholas Thompson,284.2,304426,1071
66,0,23307,Roger Tambellini,284.1,244913,862
67,0,20098,Stuart Appleby,283.7,347796,1226
68,0,23353,J.J. Henry,283.6,311652,1099
68,0,21949,Joe Ogilvie,283.6,339129,1196
70,0,27613,David Lutterus,283.5,221420,781
71,0,26300,Matt Jones,283.4,315110,1112
71,0,24912,Will MacKenzie,283.4,268975,949
73,0,22122,Andrew McLardy,283.1,173818,614
73,0,22046,Geoff Ogilvy,283.1,198203,700
75,0,27933,John Merrick,283.0,363874,1286
75,0,25632,Jimmy Walker,283.0,274791,971
77,0,06522,Ernie Els,282.9,217817,770
77,0,26695,Michael Letzig,282.9,315172,1114
77,0,20686,Jeev Milkha Singh,282.9,204222,722
77,0,25892,Steve Wheatcroft,282.9,227990,806
81,0,20766,Padraig Harrington,282.8,173082,612
82,0,01707,Steve Lowery,282.6,219560,777
83,0,29910,Blake Adams,282.4,294498,1043
83,0,20105,Jeff Gove,282.4,173084,613
83,0,20691,Greg Owen,282.4,243718,863
86,0,12714,Chris Tidland,282.3,268498,951
87,0,21209,Sergio Garcia,282.2,141089,500
87,0,32640,Troy Merritt,282.2,302469,1072
89,0,20663,Brenden Pappas,282.1,215544,764
89,0,20645,John Senden,282.1,341888,1212
91,0,20574,Mathew Goggin,281.9,298567,1059
91,0,24663,Y.E. Yang,281.9,229993,816
93,0,10885,Robert Allenby,281.8,240653,854
93,0,08375,Paul Stankowski,281.8,208530,740
95,0,26287,Roland Thatcher,281.7,266488,946
96,0,22946,Henrik Bjornstad,281.5,231405,822
96,0,27963,Chris Stroud,281.5,281758,1001
98,0,08725,Tom Gillis,281.4,352907,1254
98,0,24490,George McNeill,281.4,274633,976
98,0,22405,Justin Rose,281.4,274385,975
101,0,23638,Brendon de Jonge,281.3,355576,1264
102,0,06621,Joe Durant,281.2,222706,792
103,0,10585,Scott McCarron,281.0,323999,1153
103,0,24361,Pat Perez,281.0,325957,1160
105,0,23108,Matt Kuchar,280.9,294366,1048
106,0,23613,Rich Barcelo,280.6,226975,809
106,0,23325,Vaughn Taylor,280.6,309238,1102
108,0,01161,Mark Calcavecchia,280.3,129199,461
108,0,01313,Steve Elkington,280.3,228729,816
110,0,06595,Kevin Sutherland,279.9,302820,1082
111,0,24846,Ricky Barnes,279.7,322254,1152
111,0,31560,Brian Stuard,279.7,276354,988
113,0,24138,Ian Poulter,279.6,132549,474
114,0,09011,David Duval,279.5,216637,775
115,0,24357,K.J. Choi,279.1,237199,850
115,0,23541,Ben Crane,279.1,257342,922
115,0,29221,Webb Simpson,279.1,356627,1278
115,0,06527,Steve Stricker,279.1,218828,784
119,0,21731,Freddie Jacobson,278.9,300108,1076
120,0,12510,Chad Campbell,278.8,314772,1129
120,0,10425,Jay Williamson,278.8,236711,849
122,0,26301,James Nitties,278.7,313531,1125
122,0,25345,Carl Pettersson,278.7,321036,1152
124,0,25686,Jason Dufner,278.6,267429,960
125,0,28087,Kris Blanks,278.4,287006,1031
126,0,25240,D.A. Points,278.3,305805,1099
127,0,01577,Lee Janzen,278.2,270727,973
128,0,20572,Rod Pampling,278.1,270833,974
129,0,26882,Michael Sim,277.9,205647,740
129,0,12755,Vance Veazey,277.9,185613,668
131,0,12705,Cliff Kresge,277.7,173828,626
131,0,01766,Billy Mayfair,277.7,251600,906
131,0,21878,Mark Wilson,277.7,306630,1104
134,0,07867,Woody Austin,277.6,320588,1155
135,0,06004,Stephen Ames,277.5,266938,962
135,0,24024,Zach Johnson,277.5,291626,1051
137,0,01724,Jeff Maggert,277.3,243154,877
138,0,27466,Spencer Levin,277.0,377870,1364
138,0,28620,Aron Price,277.0,239845,866
140,0,12652,Cameron Beckman,276.8,227810,823
141,0,07749,Brett Quigley,276.6,338574,1224
141,0,02206,David Toms,276.6,269445,974
143,0,27060,John Mallinger,276.5,250800,907
144,0,01320,Bob Estes,276.4,272212,985
145,0,08537,J.P. Hayes,276.3,261379,946
146,0,32617,Jerod Turner,276.1,153527,556
147,0,20127,Chris Riley,275.9,242234,878
147,0,26951,Johnson Wagner,275.9,284497,1031
147,0,20436,Garrett Willis,275.9,272896,989
150,0,24227,Justin Bolli,275.8,161361,585
150,0,22293,Heath Slocum,275.8,281827,1022
152,0,01948,Tim Petrovic,275.6,361330,1311
153,0,24507,Jason Bohn,275.2,282404,1026
153,0,01116,Michael Bradley,275.2,261963,952
155,0,21753,Brian Davis,274.9,340632,1239
155,0,06251,Chris DiMarco,274.9,297436,1082
155,0,12602,Dean Wilson,274.9,179804,654
158,0,20498,Briny Baird,274.7,301949,1099
158,0,23673,Michael Connell,274.7,295552,1076
160,0,06515,Shaun Micheel,274.5,203671,742
160,0,20160,Charlie Wi,274.5,339854,1238
162,0,01797,Rocco Mediate,274.3,232353,847
162,0,27649,Brandt Snedeker,274.3,285822,1042
164,0,21350,Ryuji Imada,274.1,321259,1172
165,0,10860,Justin Leonard,273.5,274323,1003
165,0,25396,Kevin Na,273.5,288509,1055
167,0,20593,Greg Chalmers,273.4,330274,1208
167,0,23718,Nathan Green,273.4,308950,1130
167,0,01619,Skip Kendall,273.4,187028,684
167,0,02239,Scott Verplank,273.4,213503,781
171,0,08075,Jerry Kelly,273.3,313205,1146
172,0,10809,Jim Furyk,273.0,228209,836
173,0,29285,Brent Delahoussaye,272.5,178215,654
174,0,23800,Bryce Molder,272.4,276758,1016
175,0,01941,Tom Pernice Jr.,272.3,220595,810
176,0,20472,Alex Cejka,272.2,257242,945
177,0,07457,Steve Flesch,272.1,245124,901
178,0,22378,Trevor Immelman,271.9,161765,595
179,0,23983,Luke Donald,271.8,199499,734
180,0,25720,Chad Collins,271.6,283566,1044
180,0,06514,Kevin Johnson,271.6,185527,683
182,0,22621,Ben Curtis,271.1,250459,924
183,0,06012,Greg Kraft,271.0,147162,543
184,0,23135,Tim Clark,270.8,256185,946
185,0,26420,Richard Johnson,270.4,275218,1018
186,0,06643,Paul Goydos,270.1,248529,920
187,0,08385,Omar Uresti,269.7,228712,848
188,0,25190,Jeff Quinney,269.2,298818,1110
189,0,07363,Craig Bowden,267.9,179470,670
190,0,10423,Mike Weir,266.7,148260,556
191,0,19846,Brian Gay,264.1,302709,1146
192,0,01329,Brad Faxon,264.0,176058,667
