RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
71,0,29461,Jamie Lovemark,28,35
71,0,27556,Ted Potter Jr.,28,41
71,0,39327,Ben Silverman,28,33
71,0,33418,Shawn Stefani,28,33
71,0,31560,Brian Stuard,28,33
80,0,35545,Blayne Barber,27,35
80,0,35376,Roberto Díaz,27,31
80,0,21961,Charles Howell III,27,28
80,0,35879,Kelly Kraft,27,33
80,0,32839,Hideki Matsuyama,27,35
80,0,29908,C.T. Pan,27,36
80,0,28252,Seamus Power,27,31
80,0,46501,Ollie Schniederjans,27,35
80,0,33419,Cameron Tringale,27,35
80,0,25632,Jimmy Walker,27,30
90,0,28307,Matt Every,26,36
90,0,35310,Lanto Griffin,26,37
90,0,31646,Emiliano Grillo,26,31
90,0,34563,Chesson Hadley,26,40
90,0,26758,David Hearn,26,30
90,0,36799,Stephan Jaeger,26,30
90,0,31420,Anirban Lahiri,26,37
90,0,34409,David Lingmerth,26,32
90,0,01810,Phil Mickelson,26,34
90,0,25396,Kevin Na,26,34
90,0,27649,Brandt Snedeker,26,32
101,0,27141,J.B. Holmes,25,34
101,0,31202,William McGirt,25,33
101,0,25198,Francesco Molinari,25,28
101,0,34358,Jonathan Randolph,25,33
105,0,29268,Bronson Burgoon,24,26
105,0,20229,Stewart Cink,24,33
105,0,37338,Zecheng Dou,24,29
105,0,34099,Harris English,24,30
105,0,30911,Tommy Fleetwood,24,29
105,0,25900,Lucas Glover,24,32
105,0,12716,Charley Hoffman,24,35
105,0,26300,Matt Jones,24,29
105,0,36689,Brooks Koepka,24,33
105,0,23108,Matt Kuchar,24,31
105,0,34360,Patrick Reed,24,24
105,0,22405,Justin Rose,24,27
105,0,34046,Jordan Spieth,24,39
118,0,24924,Bill Haas,23,27
118,0,27974,Sung Kang,23,32
118,0,37454,Whee Kim,23,36
118,0,25572,Graeme McDowell,23,29
118,0,46601,Trey Mullinax,23,29
118,0,26329,Louis Oosthuizen,23,27
118,0,49771,J.T. Poston,23,27
118,0,34431,Robert Streb,23,27
118,0,27963,Chris Stroud,23,29
118,0,32150,Michael Thompson,23,28
118,0,25804,Bubba Watson,23,28
129,0,47125,Matt Atkins,22,26
129,0,40009,Dominic Bozzelli,22,28
129,0,29479,Scott Brown,22,31
129,0,20472,Alex Cejka,22,26
129,0,28679,Fabián Gómez,22,30
129,0,29222,Billy Hurley III,22,29
129,0,29926,Danny Lee,22,30
129,0,29221,Webb Simpson,22,26
129,0,33448,Justin Thomas,22,32
138,0,46402,Talor Gooch,21,30
138,0,37455,Si Woo Kim,21,29
138,0,34466,Peter Malnati,21,24
138,0,27942,Rob Oppenheim,21,33
138,0,26331,Charl Schwartzel,21,24
138,0,39328,Conrad Shindler,21,23
138,0,35891,Cameron Smith,21,24
138,0,30110,Kyle Stanley,21,27
138,0,27095,Nick Watney,21,28
147,0,24925,Jonathan Byrd,20,22
147,0,32102,Rickie Fowler,20,25
147,0,24024,Zach Johnson,20,27
147,0,24781,Hunter Mahan,20,21
147,0,26596,Ryan Moore,20,26
147,0,29485,Brett Stegmaier,20,23
147,0,22582,Kyle Thompson,20,26
154,0,29974,Branden Grace,19,22
154,0,34363,Tyrrell Hatton,19,20
154,0,30925,Dustin Johnson,19,24
154,0,33410,Andrew Landry,19,27
154,0,24140,Sean O'Hair,19,28
154,0,20572,Rod Pampling,19,26
154,0,08793,Tiger Woods,19,27
161,0,39975,Michael Kim,18,25
161,0,33413,Ben Martin,18,23
161,0,26476,Chez Reavie,18,27
164,0,26499,Rafa Cabrera Bello,17,23
164,0,28089,Jason Day,17,17
164,0,20157,Retief Goosen,17,22
164,0,25240,D.A. Points,17,27
164,0,29223,Sam Saunders,17,27
169,0,10809,Jim Furyk,16,19
169,0,34098,Russell Henley,16,27
169,0,27349,Alex Noren,16,19
169,0,26951,Johnson Wagner,16,19
169,0,35544,Andrew Yun,16,23
174,0,27895,Jonas Blixt,15,17
174,0,28237,Rory McIlroy,15,19
174,0,24361,Pat Perez,15,23
177,0,48084,Wesley Bryan,14,18
177,0,34021,Bud Cauley,14,16
177,0,39954,Cody Gribble,14,22
177,0,29478,Kevin Kisner,14,19
177,0,28775,Nate Lashley,14,18
177,0,47993,Denny McCarthy,14,20
177,0,21528,Henrik Stenson,14,19
177,0,25892,Steve Wheatcroft,14,19
185,0,30978,Kiradech Aphibarnrat,13,16
185,0,24846,Ricky Barnes,13,18
185,0,22056,Cameron Percy,13,15
185,0,24138,Ian Poulter,13,19
189,0,40058,Zac Blair,12,18
189,0,23541,Ben Crane,12,17
191,0,25364,Paul Casey,11,18
192,0,20593,Greg Chalmers,9,11
192,0,25834,Daniel Summerhays,9,11
