RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
131,0,22371,Aaron Baddeley,-.151,-8.747,-43.786,35.041,58
132,0,25632,Jimmy Walker,-.170,-10.855,-4.289,-6.564,64
133,0,25190,Jeff Quinney,-.233,-16.544,-31.978,15.433,71
134,0,23638,Brendon de Jonge,-.236,-18.625,-1.490,-17.131,79
135,0,26476,Chez Reavie,-.241,-16.899,-3.282,-13.616,70
136,0,01724,Jeff Maggert,-.247,-18.041,3.886,-21.922,73
137,0,23614,Rich Beem,-.260,-15.066,-13.146,-1.918,58
138,0,27933,John Merrick,-.264,-17.972,-16.851,-1.120,68
139,0,28087,Kris Blanks,-.266,-12.491,2.935,-15.425,47
140,0,25562,Andres Romero,-.291,-12.498,-10.610,-1.888,43
141,0,06621,Joe Durant,-.304,-14.300,22.304,-36.600,47
142,0,22961,David Mathis,-.317,-21.868,-45.932,24.066,69
143,0,23320,Ryan Palmer,-.373,-26.086,-39.272,13.186,70
144,0,26420,Richard Johnson,-.405,-29.947,-54.543,24.597,74
145,0,20104,Ken Duke,-.414,-29.424,4.267,-33.689,71
146,0,27141,J.B. Holmes,-.453,-27.662,16.845,-44.506,61
147,0,26497,Casey Wittenberg,-.461,-24.876,-1.613,-23.260,54
148,0,22295,Darron Stiles,-.467,-19.623,7.872,-27.494,42
149,0,23778,Brad Adamonis,-.471,-28.740,-32.753,4.014,61
150,0,01161,Mark Calcavecchia,-.475,-29.460,-13.389,-16.070,62
151,0,20098,Stuart Appleby,-.486,-31.559,11.225,-42.786,65
152,0,01473,Todd Hamilton,-.489,-31.300,-39.169,7.868,64
153,0,01142,Bart Bryant,-.507,-26.346,-18.967,-7.378,52
154,0,20070,Matt Bettencourt,-.512,-44.573,-49.584,5.010,87
155,0,01707,Steve Lowery,-.523,-40.264,-46.313,6.048,77
156,0,28620,Aron Price,-.567,-43.665,-52.089,8.425,77
157,0,25345,Carl Pettersson,-.572,-42.355,-66.087,23.732,74
157,0,02214,Kirk Triplett,-.572,-31.482,14.735,-46.214,55
159,0,26881,Jarrod Lyle,-.584,-29.199,-8.424,-20.773,50
160,0,24912,Will MacKenzie,-.594,-36.236,24.208,-60.443,61
161,0,22892,Jason Gore,-.618,-38.304,-.018,-38.284,62
162,0,24502,Adam Scott,-.660,-27.736,9.257,-36.994,42
163,0,10733,Kent Jones,-.684,-41.714,-32.852,-8.859,61
164,0,08931,Glen Day,-.685,-43.855,-21.434,-22.418,64
165,0,10425,Jay Williamson,-.737,-42.000,9.028,-51.025,57
166,0,01132,Mark Brooks,-.767,-30.698,-30.832,.132,40
167,0,30711,Colt Knost,-.801,-44.837,-49.102,4.269,56
168,0,25919,Brian Vranesh,-.861,-37.019,-32.331,-4.686,43
169,0,01766,Billy Mayfair,-.890,-61.403,1.395,-62.800,69
170,0,20634,Peter Lonard,-.939,-72.304,-36.124,-36.178,77
171,0,24846,Ricky Barnes,-.968,-49.347,12.665,-62.011,51
172,0,28118,Peter Tomasulo,-1.086,-49.960,-21.472,-28.484,46
173,0,24449,Parker McLachlin,-1.143,-76.599,-117.917,41.318,67
174,0,26668,Marc Turnesa,-1.162,-82.499,-85.424,2.926,71
175,0,07223,Brian Bateman,-1.276,-61.271,-64.882,3.611,48
176,0,31323,Gary Woodland,-1.285,-47.557,-27.544,-20.008,37
177,0,31416,Derek Fathauer,-1.430,-72.905,-55.330,-17.572,51
178,0,30927,Brendon Todd,-1.498,-70.402,-68.025,-2.374,47
179,0,06012,Greg Kraft,-1.509,-61.871,-42.574,-19.295,41
180,0,06539,Rick Price,-1.518,-62.231,-29.145,-33.082,41
181,0,27683,Leif Olson,-1.616,-69.495,-59.165,-10.329,43
182,0,09011,David Duval,-1.728,-76.034,-70.474,-5.561,44
183,0,01329,Brad Faxon,-1.925,-100.091,-140.647,40.558,52
184,0,23048,Eric Axley,-2.157,-127.263,-147.360,20.097,59
