RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
132,0,20766,Padraig Harrington,-.165,-8.099,49
133,0,20645,John Senden,-.171,-8.742,51
134,0,27644,Brian Harman,-.176,-13.715,78
135,0,23800,Bryce Molder,-.181,-13.912,77
136,0,33399,Adam Hadwin,-.183,-14.806,81
137,0,40058,Zac Blair,-.188,-16.546,88
138,0,31416,Derek Fathauer,-.198,-13.080,66
139,0,32640,Troy Merritt,-.199,-16.323,82
139,0,27649,Brandt Snedeker,-.199,-14.895,75
141,0,31560,Brian Stuard,-.200,-15.815,79
142,0,24494,Erik Compton,-.217,-15.160,70
143,0,34563,Chesson Hadley,-.218,-19.369,89
144,0,25562,Andres Romero,-.221,-11.954,54
145,0,10860,Justin Leonard,-.224,-12.094,54
145,0,25493,Nick Taylor,-.224,-18.583,83
147,0,34358,Jonathan Randolph,-.234,-13.096,56
148,0,33667,Carlos Ortiz,-.238,-19.748,83
149,0,24781,Hunter Mahan,-.249,-16.199,65
150,0,34098,Russell Henley,-.269,-18.007,67
151,0,28259,Sangmoon Bae,-.276,-24.284,88
152,0,24140,Sean O'Hair,-.284,-22.966,81
153,0,32334,Charlie Beljan,-.293,-16.714,57
154,0,29223,Sam Saunders,-.294,-18.546,63
155,0,32150,Michael Thompson,-.301,-22.546,75
156,0,24925,Jonathan Byrd,-.303,-15.448,51
157,0,27064,Jhonattan Vegas,-.314,-22.633,72
158,0,24358,Robert Garrigus,-.318,-17.476,55
159,0,26300,Matt Jones,-.319,-21.380,67
160,0,34130,Sung Joon Park,-.326,-20.548,63
161,0,29535,Brice Garnett,-.327,-20.903,64
162,0,01706,Davis Love III,-.335,-14.075,42
163,0,33461,Morgan Hoffmann,-.347,-23.910,69
164,0,29720,Andres Gonzales,-.349,-26.528,76
165,0,36801,Mark Hubbard,-.350,-21.325,61
166,0,35545,Blayne Barber,-.352,-22.161,63
167,0,23048,Eric Axley,-.372,-15.975,43
168,0,35451,Scott Pinckney,-.409,-30.262,74
169,0,29425,Andrew Svoboda,-.410,-28.732,70
170,0,25892,Steve Wheatcroft,-.450,-32.379,72
171,0,36699,Patrick Rodgers,-.456,-20.998,46
172,0,39977,Max Homa,-.467,-28.959,62
173,0,23541,Ben Crane,-.486,-25.287,52
174,0,25191,Gonzalo Fernandez-Castaño,-.495,-31.162,63
175,0,21753,Brian Davis,-.503,-35.725,71
176,0,25349,Tim Wilkinson,-.523,-30.349,58
177,0,37273,Derek Ernst,-.547,-34.474,63
178,0,23548,Bill Lunde,-.592,-21.307,36
179,0,30736,Oscar Fraustro,-.637,-25.492,40
180,0,27895,Jonas Blixt,-.655,-34.079,52
181,0,22371,Aaron Baddeley,-.719,-47.453,66
182,0,33486,Roger Sloan,-.746,-29.825,40
183,0,22293,Heath Slocum,-.759,-29.597,39
184,0,20593,Greg Chalmers,-.782,-28.158,36
