RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
66,0,25686,Jason Dufner,7.26,617,8500,0,2
66,0,21209,Sergio Garcia,7.26,461,6350,0,1
68,0,21753,Brian Davis,7.20,781,10850,0,2
69,0,20160,Charlie Wi,7.18,690,9600,0,3
70,0,22913,John Rollins,7.08,634,8950,0,2
71,0,23621,Rory Sabbatini,7.06,618,8750,0,2
72,0,20127,Chris Riley,6.82,512,7500,0,3
73,0,10860,Justin Leonard,6.70,556,8300,0,1
74,0,01226,Fred Couples,6.69,208,3100,0,1
75,0,01945,Kenny Perry,6.65,555,8350,0,1
76,0,06567,Vijay Singh,6.64,588,8850,0,2
77,0,02214,Kirk Triplett,6.63,199,3000,0
78,0,08375,Paul Stankowski,6.57,296,4500,0,2
79,0,06643,Paul Goydos,6.56,597,9100,0,3
80,0,23788,D.J. Trahan,6.52,577,8850,0,5
81,0,20436,Garrett Willis,6.47,517,8000,0,1
82,0,24358,Robert Garrigus,6.36,382,6000,0,2
83,0,12716,Charley Hoffman,6.35,546,8600,0,3
84,0,01706,Davis Love III,6.25,475,7600,0,3
85,0,27466,Spencer Levin,6.24,646,10350,0,1
86,0,26300,Matt Jones,6.16,647,10500,0,5
87,0,23353,J.J. Henry,5.92,598,10100,0,2
88,0,10733,Kent Jones,5.84,117,2000,0,1
89,0,08725,Tom Gillis,5.83,554,9500,0,2
90,0,25562,Andres Romero,5.69,418,7350,0,2
91,0,22371,Aaron Baddeley,5.59,481,8600,0,1
92,0,06621,Joe Durant,5.58,321,5750,0,1
93,0,25240,D.A. Points,5.52,544,9850,0,3
93,0,28620,Aron Price,5.52,358,6500,0,2
95,0,28087,Kris Blanks,5.48,554,10100,0,3
95,0,12510,Chad Campbell,5.48,551,10050,0,2
97,0,26289,Boo Weekley,5.45,526,9650,0,3
98,0,01948,Tim Petrovic,5.40,532,9850,0,2
99,0,20593,Greg Chalmers,5.39,558,10350,0,2
100,0,25632,Jimmy Walker,5.36,554,10350,0,2
101,0,08075,Jerry Kelly,5.33,493,9250,0,1
102,0,09011,David Duval,5.31,404,7600,0,1
103,0,12652,Cameron Beckman,5.27,427,8100,1,2
104,0,20472,Alex Cejka,5.23,489,9350,0,4
104,0,23322,Brett Wetterich,5.23,248,4750,0
106,0,27936,Martin Laird,5.21,477,9150,0,2
107,0,25720,Chad Collins,5.20,512,9850,0,3
108,0,20645,John Senden,5.19,467,9000,0
108,0,06595,Kevin Sutherland,5.19,499,9600,0,1
110,0,01320,Bob Estes,5.17,432,8350,0,2
111,0,11123,Chris Couch,5.04,472,9350,0,2
111,0,22621,Ben Curtis,5.04,416,8250,0,1
113,0,24361,Pat Perez,5.03,534,10600,0,3
114,0,29910,Blake Adams,5.01,514,10250,0,2
115,0,19824,Craig Barlow,4.99,100,2000,0,1
116,0,08537,J.P. Hayes,4.96,439,8850,0,3
117,0,01941,Tom Pernice Jr.,4.91,331,6750,0,1
118,0,01724,Jeff Maggert,4.88,463,9500,0,2
119,0,30946,Alex Prugh,4.85,526,10850,0,3
120,0,27797,Derek Lamely,4.82,487,10100,1,1
121,0,21407,Arjun Atwal,4.80,192,4000,0,1
122,0,22378,Trevor Immelman,4.67,266,5700,0
122,0,27330,Josh Teater,4.67,502,10750,0,2
124,0,10423,Mike Weir,4.59,360,7850,0,1
125,0,20498,Briny Baird,4.53,458,10100,0,1
126,0,21350,Ryuji Imada,4.52,445,9850,0,2
127,0,11032,Frank Lickliter II,4.49,67,1500,0
128,0,20070,Matt Bettencourt,4.46,472,10600,1,1
129,0,27214,Kevin Streelman,4.45,460,10350,0,3
130,0,24925,Jonathan Byrd,4.44,415,9350,0,2
131,0,22348,Nick O'Hern,4.42,247,5600,0,2
132,0,27120,Troy Matteson,4.41,425,9650,0,2
132,0,29221,Webb Simpson,4.41,478,10850,0,1
134,0,27933,John Merrick,4.40,449,10200,0,1
135,0,20686,Jeev Milkha Singh,4.36,253,5800,0,1
136,0,23548,Bill Lunde,4.34,449,10350,1,3
137,0,28307,Matt Every,4.29,322,7500,0,1
138,0,23718,Nathan Green,4.27,414,9700,0,1
139,0,26679,Kevin Stadler,4.22,394,9350,0,4
140,0,26695,Michael Letzig,4.21,415,9850,0,1
141,0,27963,Chris Stroud,4.17,369,8850,0,2
142,0,26881,Jarrod Lyle,4.12,227,5500,0,2
142,0,21949,Joe Ogilvie,4.12,454,11000,0,1
144,0,07867,Woody Austin,4.00,394,9850,0,3
144,0,31323,Gary Woodland,4.00,110,2750,0
146,0,27436,Graham DeLaet,3.93,393,10000,0,1
147,0,08931,Glen Day,3.83,144,3750,0
148,0,23673,Michael Connell,3.80,314,8250,0,1
149,0,25818,Scott Piercy,3.77,380,10100,0,2
150,0,06197,Michael Allen,3.68,243,6600,0,1
151,0,26420,Richard Johnson,3.65,323,8850,0,2
151,0,25190,Jeff Quinney,3.65,378,10350,0,1
153,0,23409,James Driscoll,3.64,340,9350,0,1
154,0,10425,Jay Williamson,3.62,280,7750,0,1
155,0,06251,Chris DiMarco,3.58,286,8000,0,1
156,0,10505,Shane Bertsch,3.56,53,1500,0
156,0,01116,Michael Bradley,3.56,306,8600,0
156,0,24912,Will MacKenzie,3.56,267,7500,0
159,0,01766,Billy Mayfair,3.49,314,9000,0,2
160,0,24490,George McNeill,3.43,338,9850,0,1
161,0,20433,Mark Hensby,3.35,142,4250,0
162,0,10585,Scott McCarron,3.34,354,10600,0,1
163,0,21878,Mark Wilson,3.31,343,10350,0,1
164,0,27060,John Mallinger,3.30,342,10350,0,1
165,0,20378,Mathias Grönberg,3.29,198,6000,0,1
166,0,12714,Chris Tidland,3.28,271,8250,0,1
167,0,06214,Guy Boros,3.22,48,1500,0
168,0,10213,Dicky Pride,3.14,39,1250,0
169,0,32640,Troy Merritt,3.12,331,10600,0,1
170,0,26301,James Nitties,3.05,338,11100,0,1
171,0,07749,Brett Quigley,3.03,336,11100,0,1
172,0,12782,Tim Herron,3.02,234,7750,0
172,0,20572,Rod Pampling,3.02,275,9100,0
174,0,01577,Lee Janzen,2.92,280,9600,0,1
175,0,01619,Skip Kendall,2.90,159,5500,0,1
176,0,07457,Steve Flesch,2.87,272,9450,0,1
177,0,06034,Marco Dawson,2.73,82,3000,0
178,0,20574,Mathew Goggin,2.71,267,9850,0,1
179,0,22892,Jason Gore,2.70,81,3000,0
180,0,22056,Cameron Percy,2.65,206,7750,0
181,0,28780,Nicholas Thompson,2.62,284,10850,0,1
182,0,12823,Carlos Franco,2.61,92,3500,0
183,0,23307,Roger Tambellini,2.58,219,8500,0,1
184,0,25892,Steve Wheatcroft,2.51,213,8500,0,1
185,0,23613,Rich Barcelo,2.49,187,7500,0
186,0,31560,Brian Stuard,2.38,226,9500,0,1
187,0,25572,Graeme McDowell,2.35,91,3850,0
188,0,24503,Jeff Klauk,2.33,148,6350,0
189,0,27302,Garth Mulroy,2.29,160,7000,0,1
190,0,21959,Ted Purdy,2.24,244,10850,0
191,0,22946,Henrik Bjornstad,2.21,188,8500,0
191,0,26498,Matt Weibring,2.21,83,3750,0
191,0,25349,Tim Wilkinson,2.21,133,6000,0
194,0,08385,Omar Uresti,2.14,192,9000,0,1
195,0,23349,Charles Warren,2.10,116,5500,0,1
196,0,01381,Fred Funk,2.09,44,2100,0
197,0,12705,Cliff Kresge,2.03,91,4500,0
198,0,26951,Johnson Wagner,2.02,197,9750,0
199,0,02294,Willie Wood,2.00,5,250,0
200,0,20094,Jonathan Kaye,1.93,34,1750,0
201,0,19881,Robert Damron,1.88,24,1250,0
202,0,20691,Greg Owen,1.87,184,9850,0
203,0,23614,Rich Beem,1.77,80,4500,0
204,0,01761,Len Mattiace,1.72,22,1250,0
204,0,26476,Chez Reavie,1.72,125,7250,0
206,0,01388,Robert Gamez,1.69,47,2750,0,1
207,0,01797,Rocco Mediate,1.67,150,9000,0
208,0,33419,Cameron Tringale,1.65,107,6500,0
209,0,21805,Harrison Frazar,1.63,116,7100,0
210,0,01249,John Daly,1.62,97,6000,0
211,0,28500,Martin Flores,1.57,137,8750,0,1
212,0,26287,Roland Thatcher,1.52,142,9350,0,1
213,0,07235,John Morse,1.49,19,1250,0
214,0,20850,Daniel Chopra,1.40,142,10100,0
215,0,01161,Mark Calcavecchia,1.34,88,6600,0
216,0,12680,Shigeki Maruyama,1.30,20,1500,0
217,0,27613,David Lutterus,1.29,103,8000,0
218,0,12388,Michael Clark II,1.27,19,1500,0
219,0,20105,Jeff Gove,1.18,77,6500,0
219,0,20663,Brenden Pappas,1.18,89,7500,0
219,0,12663,Phil Tataurangi,1.18,12,1000,0
222,0,01175,Jim Carter,1.17,18,1500,0
223,0,01157,Tom Byrum,1.10,11,1000,0
223,0,01685,J.L. Lewis,1.10,14,1250,0
225,0,01473,Todd Hamilton,1.09,64,5850,0
226,0,07363,Craig Bowden,1.06,79,7500,0
227,0,12755,Vance Veazey,1.05,73,7000,0
228,0,02106,Chris Smith,.88,27,3000,0
229,0,01978,Fran Quinn,.87,26,3000,0
230,0,01132,Mark Brooks,.78,29,3750,0
231,0,01553,John Huston,.75,40,5250,0
232,0,01707,Steve Lowery,.73,67,9250,0
233,0,29285,Brent Delahoussaye,.71,43,6000,0
234,0,26392,Chris Wilson,.68,58,8500,0
235,0,32617,Jerod Turner,.67,57,8500,0
236,0,06514,Kevin Johnson,.55,53,9500,0
237,0,24449,Parker McLachlin,.48,32,6750,0
238,0,01329,Brad Faxon,.46,39,8500,0
239,0,23048,Eric Axley,.44,6,1250,0
240,0,22122,Andrew McLardy,.38,23,6000,0
241,0,01035,Tommy Armour III,.30,6,2000,0
241,0,27124,Chris Baryla,.30,9,3000,0
243,0,01374,Robin Freeman,.22,2,1000,0
244,0,06012,Greg Kraft,.21,14,6750,0
245,0,01042,Paul Azinger,.17,1,500,0
246,0,23778,Brad Adamonis,.09,2,2000,0
247,0,24227,Justin Bolli,.08,6,7500,0
248,0,08339,Spike McRoy,.05,0,1000,0
