RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
79,0,35087,Bio Kim,56' 6",AT&T Pebble,4,18 - Par 5
80,0,25364,Paul Casey,56' 4",Northern Trust,4,18 - Par 4
81,0,28118,Peter Tomasulo,56' 4",Wells Fargo,1,17 - Par 3
82,0,27939,Matt McQuillan,56' 4",The McGladrey,3,1 - Par 4 -
83,0,20567,Kevin Hayashi,56' 2",Sony Open,2,6 - Par 4 -
84,0,27399,Richard Scott,56' 2",The McGladrey,4,15 - Par 5
85,0,31323,Gary Woodland,56' 0",WGC-Bridgestone,1,15 - Par 3
86,0,06515,Shaun Micheel,55' 11",St. Jude,2,14 - Par 3
87,0,12716,Charley Hoffman,55' 6",Hyundai T of C,3,7 - Par 4 -
88,0,23814,Edoardo Molinari,55' 6",Arnold Palmer,3,16 - Par 5
89,0,26882,Michael Sim,55' 6",AT&T National,2,2 - Par 4 -
90,0,26679,Kevin Stadler,55' 2",The Heritage,2,18 - Par 4
91,0,31202,William McGirt,55' 0",Arnold Palmer,4,3 - Par 4 -
92,0,20157,Retief Goosen,54' 11",St. Jude,3,4 - Par 3 -
93,0,06373,José María Olazábal,54' 11",Canadian Open,1,6 - Par 4 -
94,0,24503,Jeff Klauk,54' 10",Wells Fargo,1,13 - Par 3
95,0,20160,Charlie Wi,54' 9",Arnold Palmer,3,16 - Par 5
96,0,24924,Bill Haas,54' 5",BMW Champ,4,2 - Par 3 -
97,0,12602,Dean Wilson,54' 2",Texas Open,2,13 - Par 3
98,0,27447,John Ellis,53' 11",Frys.com Open,2,18 - Par 4
99,0,01724,Jeff Maggert,53' 10",Sony Open,1,16 - Par 4
100,0,22913,John Rollins,53' 7",HP Byron Nelson,2,3 - Par 4 -
101,0,25804,Bubba Watson,53' 6",Deutsche Bank,4,18 - Par 5
102,0,23718,Nathan Green,53' 4",John Deere Clas,1,17 - Par 5
103,0,01320,Bob Estes,53' 4",Canadian Open,1,15 - Par 5
104,0,24361,Pat Perez,53' 3",Wyndham Champ.,4,7 - Par 3 -
105,0,24494,Erik Compton,53' 2",Northern Trust,2,17 - Par 5
106,0,01797,Rocco Mediate,53' 2",Wyndham Champ.,2,12 - Par 3
107,0,29221,Webb Simpson,53' 0",AT&T National,3,17 - Par 3
108,0,23353,J.J. Henry,52' 11",Honda Classic,4,16 - Par 4
109,0,22792,Peter Hanson,52' 11",Zurich Classic,2,6 - Par 4 -
110,0,27060,John Mallinger,52' 10",Wyndham Champ.,3,1 - Par 4 -
111,0,01945,Kenny Perry,52' 5",The Greenbrier,1,1 - Par 4 -
112,0,25396,Kevin Na,52' 4",Wells Fargo,1,13 - Par 3
113,0,07363,Craig Bowden,52' 3",John Deere Clas,1,7 - Par 3 -
114,0,20436,Garrett Willis,52' 2",Frys.com Open,2,6 - Par 4 -
115,0,23623,Bo Van Pelt,51' 11",Memorial Tourn,3,8 - Par 3 -
116,0,25572,Graeme McDowell,51' 10",Honda Classic,3,6 - Par 4 -
117,0,23548,Bill Lunde,51' 9",Shell Houston,1,17 - Par 4
118,0,21284,Hiroyuki Fujita,51' 6",WGC-Cadillac,4,18 - Par 4
119,0,21949,Joe Ogilvie,51' 6",The Barclays,3,12 - Par 5
120,0,32698,Bobby Gates,50' 10",Farmers Ins.,1,2 - Par 4 -
121,0,24502,Adam Scott,50' 8",AT&T National,4,4 - Par 4 -
122,0,28455,Will Claxton,50' 7",Transitions Chp,1,13 - Par 3
123,0,23673,Michael Connell,50' 4",The Greenbrier,1,15 - Par 3
124,0,27797,Derek Lamely,50' 4",J. Timberlake,2,12 - Par 4
125,0,30925,Dustin Johnson,50' 3",Hyundai T of C,2,1 - Par 4 -
126,0,10585,Scott McCarron,50' 3",Northern Trust,2,8 - Par 4 -
127,0,22348,Nick O'Hern,50' 3",Arnold Palmer,2,2 - Par 3 -
128,0,20098,Stuart Appleby,50' 2",Hyundai T of C,2,11 - Par 3
129,0,29223,Sam Saunders,50' 1",Arnold Palmer,1,8 - Par 4 -
130,0,34255,Joseph Bramlett,50' 1",Viking Classic,1,14 - Par 4
131,0,25345,Carl Pettersson,49' 11",THE PLAYERS,4,17 - Par 3
132,0,20396,Lee Westwood,49' 11",WGC-Bridgestone,2,7 - Par 3 -
133,0,20070,Matt Bettencourt,49' 11",Frys.com Open,1,6 - Par 4 -
134,0,08075,Jerry Kelly,49' 4",St. Jude,3,18 - Par 4
135,0,23320,Ryan Palmer,49' 4",Children's MNHC,3,18 - Par 4
136,0,20580,Andre Stolz,49' 3",The Greenbrier,4,7 - Par 4 -
137,0,27933,John Merrick,49' 3",Reno-Tahoe Open,1,1 - Par 4 -
138,0,06621,Joe Durant,49' 0",Zurich Classic,1,3 - Par 3 -
139,0,27124,Chris Baryla,48' 10",Bob Hope,1,6 - Par 5 -
140,0,28158,Steve Marino,48' 9",Wyndham Champ.,1,3 - Par 3 -
141,0,30852,Ryo Ishikawa,48' 8",WGC-Cadillac,4,15 - Par 3
142,0,35439,Steve Lee,48' 7",St. Jude,2,14 - Par 3
143,0,01068,Andy Bean,48' 6",Arnold Palmer,1,3 - Par 4 -
144,0,20127,Chris Riley,48' 4",Sony Open,4,8 - Par 4 -
145,0,12510,Chad Campbell,48' 4",Deutsche Bank,4,9 - Par 4 -
146,0,08537,J.P. Hayes,48' 2",Reno-Tahoe Open,3,13 - Par 5
147,0,33141,Keegan Bradley,48' 1",Zurich Classic,4,16 - Par 4
148,0,07867,Woody Austin,47' 11",Canadian Open,1,6 - Par 4 -
149,0,26881,Jarrod Lyle,47' 8",Honda Classic,2,13 - Par 4
150,0,28258,K.T. Kim,47' 7",Northern Trust,1,1 - Par 5 -
151,0,10885,Robert Allenby,47' 6",THE PLAYERS,2,17 - Par 3
152,0,20572,Rod Pampling,47' 5",St. Jude,4,18 - Par 4
153,0,27095,Nick Watney,47' 5",Travelers Champ,1,3 - Par 4 -
154,0,28620,Aron Price,47' 5",Frys.com Open,1,16 - Par 3
155,0,31557,Jim Herman,47' 3",The McGladrey,2,6 - Par 3 -
156,0,22371,Aaron Baddeley,47' 0",WGC-Cadillac,3,7 - Par 4 -
157,0,20766,Padraig Harrington,46' 11",Shell Houston,1,9 - Par 3 -
158,0,26287,Roland Thatcher,46' 11",Texas Open,1,9 - Par 4 -
159,0,23325,Vaughn Taylor,46' 10",Zurich Classic,4,7 - Par 5 -
160,0,08375,Paul Stankowski,46' 9",Shell Houston,2,9 - Par 3 -
161,0,35572,Christian Brand,46' 8",The Greenbrier,2,16 - Par 4
162,0,25274,Steven Bowditch,46' 6",Transitions Chp,3,15 - Par 3
163,0,27936,Martin Laird,46' 6",Transitions Chp,3,11 - Par 5
164,0,30711,Colt Knost,46' 6",HP Byron Nelson,2,15 - Par 4
165,0,01948,Tim Petrovic,46' 6",Travelers Champ,4,3 - Par 4 -
166,0,12714,Chris Tidland,46' 5",Canadian Open,1,11 - Par 4
167,0,28087,Kris Blanks,46' 5",Wyndham Champ.,2,6 - Par 4 -
168,0,01116,Michael Bradley,46' 4",Crowne Plaza,3,17 - Par 4
169,0,23788,D.J. Trahan,46' 4",Children's MNHC,3,16 - Par 4
170,0,09011,David Duval,46' 2",J. Timberlake,4,1 - Par 4 -
171,0,11032,Frank Lickliter II,46' 1",Viking Classic,2,17 - Par 4
172,0,24357,K.J. Choi,46' 0",Arnold Palmer,2,11 - Par 4
173,0,26668,Marc Turnesa,45' 11",Wells Fargo,1,15 - Par 5
174,0,30926,Chris Kirk,45' 10",THE PLAYERS,2,9 - Par 5 -
175,0,24663,Y.E. Yang,45' 7",Honda Classic,1,13 - Par 4
176,0,24290,D.J. Brigman,45' 6",The McGladrey,1,12 - Par 3
177,0,27770,Camilo Villegas,45' 4",The Greenbrier,1,1 - Par 4 -
178,0,23983,Luke Donald,45' 4",Children's MNHC,4,15 - Par 3
179,0,35143,Anthony Paolucci,45' 3",Farmers Ins.,4,12 - Par 4
180,0,28307,Matt Every,45' 2",Zurich Classic,2,6 - Par 4 -
181,0,33199,Matteo Manassero,45' 1",Transitions Chp,2,17 - Par 3
182,0,24980,Scott Gutschewski,45' 0",Texas Open,2,4 - Par 4 -
183,0,21731,Freddie Jacobson,44' 11",Farmers Ins.,3,3 - Par 3 -
184,0,25190,Jeff Quinney,44' 11",Canadian Open,1,7 - Par 5 -
185,0,22621,Ben Curtis,44' 10",St. Jude,3,2 - Par 4 -
186,0,32102,Rickie Fowler,44' 10",Deutsche Bank,4,16 - Par 3
187,0,27896,Ross Fisher,44' 9",Shell Houston,2,3 - Par 4 -
188,0,25720,Chad Collins,44' 8",Zurich Classic,2,6 - Par 4 -
189,0,30110,Kyle Stanley,44' 8",The Greenbrier,1,4 - Par 4 -
190,0,21878,Mark Wilson,44' 6",The Heritage,2,3 - Par 4 -
191,0,28089,Jason Day,44' 5",The Barclays,3,3 - Par 3 -
192,0,26300,Matt Jones,44' 3",Zurich Classic,1,17 - Par 3
193,0,27796,Joe Affrunti,44' 2",Texas Open,2,4 - Par 4 -
194,0,22056,Cameron Percy,44' 1",Frys.com Open,2,8 - Par 4 -
195,0,28237,Rory McIlroy,44' 0",Honda Classic,4,14 - Par 4
196,0,11123,Chris Couch,44' 0",The Heritage,2,11 - Par 4
197,0,21209,Sergio Garcia,43' 11",THE PLAYERS,2,2 - Par 5 -
198,0,32366,Kevin Chappell,43' 11",Canadian Open,1,8 - Par 3 -
199,0,12652,Cameron Beckman,43' 9",Frys.com Open,1,18 - Par 4
200,0,10505,Shane Bertsch,43' 8",John Deere Clas,2,18 - Par 4
201,0,10733,Kent Jones,43' 8",The Greenbrier,3,13 - Par 4
202,0,01761,Len Mattiace,43' 7",Farmers Ins.,2,2 - Par 4 -
203,0,35148,Brandon Smith,43' 5",Phoenix Open,1,2 - Par 4 -
204,0,22293,Heath Slocum,43' 5",Crowne Plaza,1,4 - Par 3 -
205,0,10809,Jim Furyk,43' 3",BMW Champ,1,15 - Par 5
206,0,26476,Chez Reavie,43' 2",Shell Houston,1,16 - Par 3
207,0,26695,Michael Letzig,43' 1",HP Byron Nelson,2,17 - Par 3
208,0,20569,Richard Green,43' 0",WGC-Bridgestone,1,5 - Par 3 -
209,0,30750,Tommy Gainey,43' 0",BMW Champ,2,12 - Par 3
210,0,29910,Blake Adams,43' 0",J. Timberlake,3,17 - Par 3
211,0,21805,Harrison Frazar,42' 11",St. Jude,3,18 - Par 4
212,0,23621,Rory Sabbatini,42' 10",Wells Fargo,4,10 - Par 5
213,0,33122,Russell Knox,42' 8",Transitions Chp,1,15 - Par 3
214,0,25686,Jason Dufner,42' 7",The Heritage,3,5 - Par 5 -
215,0,26758,David Hearn,42' 6",The Greenbrier,3,5 - Par 4 -
216,0,19846,Brian Gay,42' 4",The Heritage,2,16 - Par 4
217,0,06643,Paul Goydos,42' 3",THE PLAYERS,2,10 - Par 4
218,0,26289,Boo Weekley,42' 1",Zurich Classic,1,12 - Par 4
219,0,01378,David Frost,42' 1",Crowne Plaza,2,13 - Par 3
220,0,12680,Shigeki Maruyama,42' 0",Sony Open,2,14 - Par 4
221,0,12755,Vance Veazey,42' 0",St. Jude,1,9 - Par 4 -
222,0,23800,Bryce Molder,42' 0",Travelers Champ,3,6 - Par 5 -
223,0,33399,Adam Hadwin,42' 0",The McGladrey,2,5 - Par 4 -
224,0,27349,Alex Noren,41' 9",WGC-Bridgestone,3,16 - Par 5
225,0,24490,George McNeill,41' 8",Viking Classic,3,8 - Par 3 -
226,0,21753,Brian Davis,41' 6",The Greenbrier,4,13 - Par 4
227,0,24846,Ricky Barnes,41' 5",Transitions Chp,2,15 - Par 3
228,0,31114,Drew Weaver,41' 5",Memorial Tourn,2,5 - Par 5 -
229,0,30751,Tyler Leon,41' 3",Shell Houston,2,5 - Par 4 -
230,0,01249,John Daly,40' 10",Sony Open,1,17 - Par 3
231,0,22961,David Mathis,40' 10",Frys.com Open,4,12 - Par 5
232,0,02214,Kirk Triplett,40' 4",John Deere Clas,4,15 - Par 4
233,0,01810,Phil Mickelson,40' 2",The Barclays,2,11 - Par 3
234,0,26329,Louis Oosthuizen,39' 11",Shell Houston,4,1 - Par 4 -
235,0,10425,Jay Williamson,39' 11",John Deere Clas,2,11 - Par 4
236,0,33465,Matt Marshall,39' 10",Frys.com Open,1,3 - Par 3 -
237,0,20859,Anders Hansen,39' 8",WGC-Cadillac,4,13 - Par 3
238,0,34665,Greg O'Mahony,39' 4",Honda Classic,1,5 - Par 3 -
239,0,30692,Scott Stallings,39' 3",John Deere Clas,2,16 - Par 3
240,0,33911,Nate Smith,39' 3",J. Timberlake,2,8 - Par 3 -
241,0,08725,Tom Gillis,38' 11",Travelers Champ,1,3 - Par 4 -
242,0,02246,Duffy Waldorf,38' 10",Travelers Champ,2,18 - Par 4
243,0,25562,Andres Romero,38' 9",AT&T National,4,7 - Par 4 -
244,0,06595,Kevin Sutherland,38' 7",THE PLAYERS,1,6 - Par 4 -
245,0,01175,Jim Carter,38' 6",Zurich Classic,1,12 - Par 4
246,0,32617,Jerod Turner,38' 3",Viking Classic,2,14 - Par 4
247,0,01978,Fran Quinn,38' 1",HP Byron Nelson,3,9 - Par 4 -
248,0,27214,Kevin Streelman,38' 0",Crowne Plaza,2,8 - Par 3 -
249,0,25834,Daniel Summerhays,37' 11",Reno-Tahoe Open,4,15 - Par 4
250,0,12660,Jesper Parnevik,37' 10",AT&T Pebble,4,15 - Par 4
251,0,27408,Martin Kaymer,37' 10",Wells Fargo,1,9 - Par 4 -
252,0,07235,John Morse,37' 10",Viking Classic,1,1 - Par 4 -
253,0,34021,Bud Cauley,37' 8",The McGladrey,2,5 - Par 4 -
254,0,29461,Jamie Lovemark,37' 7",Honda Classic,2,7 - Par 3 -
255,0,21959,Ted Purdy,37' 6",HP Byron Nelson,1,14 - Par 4
256,0,06526,Kip Henley,37' 6",St. Jude,2,4 - Par 3 -
257,0,23048,Eric Axley,37' 6",Viking Classic,1,18 - Par 5
258,0,06034,Marco Dawson,37' 5",John Deere Clas,2,5 - Par 4 -
259,0,29518,Brendan Steele,37' 5",WGC-Bridgestone,4,14 - Par 4
260,0,01343,Jon Fiedler,37' 2",Northern Trust,2,8 - Par 4 -
261,0,31115,Michio Matsumura,37' 1",Sony Open,2,13 - Par 4
262,0,01226,Fred Couples,36' 5",Northern Trust,2,9 - Par 4 -
263,0,01887,Mark O'Meara,36' 5",THE PLAYERS,4,13 - Par 3
264,0,26735,Marty Jertson,36' 5",J. Timberlake,2,10 - Par 4
265,0,27072,Alvaro Quiros,36' 3",WGC-Cadillac,4,1 - Par 5 -
266,0,21528,Henrik Stenson,36' 3",Crowne Plaza,2,15 - Par 4
267,0,01381,Fred Funk,36' 2",Honda Classic,2,8 - Par 4 -
268,0,07707,Mike Small,36' 1",St. Jude,2,11 - Par 3
269,0,23614,Rich Beem,36' 0",Reno-Tahoe Open,2,4 - Par 4 -
270,0,10860,Justin Leonard,35' 11",Sony Open,2,5 - Par 4 -
271,0,22405,Justin Rose,35' 8",Northern Trust,4,14 - Par 3
272,0,26596,Ryan Moore,35' 8",Arnold Palmer,3,10 - Par 4
273,0,24461,Thomas Aiken,35' 6",WGC-Cadillac,2,11 - Par 4
274,0,02294,Willie Wood,35' 5",Viking Classic,2,6 - Par 4 -
275,0,12794,Tim Weinhart,35' 4",The McGladrey,2,12 - Par 3
276,0,32839,Hideki Matsuyama,35' 3",Sony Open,2,15 - Par 4
277,0,20498,Briny Baird,35' 0",Texas Open,3,15 - Par 4
278,0,25198,Francesco Molinari,34' 11",THE PLAYERS,1,5 - Par 4 -
279,0,01706,Davis Love III,34' 11",Memorial Tourn,2,7 - Par 5 -
280,0,29720,Andres Gonzales,34' 10",St. Jude,2,8 - Par 3 -
281,0,32312,Travis Hampshire,34' 8",Transitions Chp,1,13 - Par 3
282,0,01553,John Huston,34' 7",Transitions Chp,1,9 - Par 4 -
283,0,29289,S.Y. Noh,34' 6",WGC-Cadillac,2,14 - Par 4
284,0,32881,Hugo León,34' 6",Canadian Open,2,7 - Par 5 -
285,0,32874,Erick Justesen,34' 3",Frys.com Open,2,5 - Par 4 -
286,0,19881,Robert Damron,34' 1",Viking Classic,1,15 - Par 3
287,0,26498,Matt Weibring,33' 10",The Greenbrier,3,17 - Par 5
288,0,23322,Brett Wetterich,33' 9",Honda Classic,1,5 - Par 3 -
289,0,25444,Justin Hicks,33' 8",Canadian Open,1,15 - Par 5
290,0,01677,Tom Lehman,33' 6",Crowne Plaza,1,3 - Par 4 -
291,0,26949,Josh Broadaway,33' 5",Honda Classic,2,17 - Par 3
292,0,26908,Yuta Ikeda,33' 3",Arnold Palmer,2,5 - Par 4 -
293,0,34046,Jordan Spieth,33' 2",HP Byron Nelson,4,5 - Par 3 -
294,0,35440,Clark Richardson,33' 1",St. Jude,1,8 - Par 3 -
295,0,27954,Darren Wallace,33' 0",Canadian Open,1,18 - Par 4
296,0,35144,Alex Carpenter,32' 11",Arnold Palmer,2,6 - Par 5 -
297,0,01329,Brad Faxon,32' 5",The Greenbrier,2,1 - Par 4 -
298,0,08793,Tiger Woods,32' 2",Frys.com Open,3,11 - Par 3
299,0,35845,Tom Murray,32' 1",The McGladrey,2,8 - Par 4 -
300,0,29725,Tony Finau,31' 11",Sony Open,2,5 - Par 4 -
301,0,34358,Jonathan Randolph,31' 10",Viking Classic,2,17 - Par 4
302,0,07749,Brett Quigley,31' 8",Honda Classic,2,6 - Par 4 -
303,0,24138,Ian Poulter,31' 7",Arnold Palmer,1,2 - Par 3 -
304,0,27386,Dustin Risdon,31' 7",Canadian Open,4,15 - Par 5
305,0,35364,Sam Smith,31' 1",HP Byron Nelson,2,9 - Par 4 -
306,0,10213,Dicky Pride,31' 0",Reno-Tahoe Open,2,6 - Par 4 -
307,0,10944,Thomas Bjørn,30' 6",WGC-Cadillac,3,12 - Par 5
308,0,25493,Nick Taylor,30' 6",Crowne Plaza,2,6 - Par 4 -
309,0,27990,Scott Gordon,30' 5",Zurich Classic,2,15 - Par 4
310,0,22892,Jason Gore,30' 3",Farmers Ins.,2,14 - Par 4
311,0,20029,Notah Begay III,30' 3",Reno-Tahoe Open,4,17 - Par 4
312,0,20634,Peter Lonard,29' 11",Canadian Open,3,8 - Par 3 -
313,0,33461,Morgan Hoffmann,29' 10",Canadian Open,4,1 - Par 4 -
314,0,22806,Doug LaBelle II,29' 9",Sony Open,1,4 - Par 3 -
315,0,35515,Brian Maurer,29' 9",John Deere Clas,1,17 - Par 5
316,0,35450,Patrick Cantlay,29' 8",AT&T National,2,15 - Par 4
317,0,02076,Peter Senior,29' 6",WGC-Cadillac,2,8 - Par 5 -
318,0,11006,Rick Woodson,29' 6",HP Byron Nelson,1,2 - Par 3 -
319,0,29740,Brad Fritsch,29' 6",Canadian Open,1,6 - Par 4 -
320,0,20574,Mathew Goggin,29' 5",Wells Fargo,3,3 - Par 4 -
321,0,12823,Carlos Franco,29' 3",Viking Classic,2,8 - Par 3 -
322,0,28181,Jeff Peck,29' 2",The Heritage,1,8 - Par 4 -
323,0,08385,Omar Uresti,29' 2",Viking Classic,3,17 - Par 4
324,0,07569,Mark Carnevale,29' 1",Viking Classic,2,5 - Par 5 -
325,0,20121,Todd Fischer,28' 11",HP Byron Nelson,1,10 - Par 4
326,0,29484,Peter Uihlein,28' 9",AT&T National,2,5 - Par 3 -
327,0,01014,Fulton Allem,28' 5",Crowne Plaza,1,8 - Par 3 -
328,0,02106,Chris Smith,28' 5",John Deere Clas,1,4 - Par 4 -
329,0,02245,Grant Waite,28' 0",Viking Classic,1,18 - Par 5
330,0,23633,Phil Schmitt,27' 8",Zurich Classic,2,13 - Par 4
331,0,01554,Brian Hutton,27' 8",Canadian Open,2,12 - Par 3
332,0,24512,Simon Dyson,27' 8",WGC-Bridgestone,1,6 - Par 4 -
333,0,20433,Mark Hensby,27' 6",Viking Classic,1,12 - Par 3
334,0,34360,Patrick Reed,27' 6",Wyndham Champ.,1,16 - Par 3
335,0,29222,Billy Hurley III,27' 5",AT&T National,2,18 - Par 4
336,0,01157,Tom Byrum,27' 5",Viking Classic,1,8 - Par 3 -
337,0,19958,Miguel Angel Jiménez,27' 4",WGC-Cadillac,4,13 - Par 3
338,0,22400,Hennie Otto,26' 11",WGC-Bridgestone,2,1 - Par 4 -
339,0,01388,Robert Gamez,26' 10",John Deere Clas,1,15 - Par 4
340,0,27302,Garth Mulroy,26' 9",HP Byron Nelson,4,5 - Par 3 -
341,0,20378,Mathias Grönberg,26' 4",Reno-Tahoe Open,4,2 - Par 5 -
342,0,35330,Nate Olivo,26' 4",Wyndham Champ.,2,8 - Par 4 -
343,0,23135,Tim Clark,26' 0",Hyundai T of C,2,2 - Par 3 -
344,0,30860,Shunsuke Sonoda,26' 0",Sony Open,2,4 - Par 3 -
345,0,33120,Mark Anderson,25' 4",The Heritage,1,8 - Par 4 -
346,0,24083,Marcus Fraser,25' 3",WGC-Cadillac,1,6 - Par 4 -
347,0,01473,Todd Hamilton,25' 2",John Deere Clas,4,6 - Par 4 -
348,0,21633,Steve Allan,25' 2",The Greenbrier,1,13 - Par 4
349,0,01374,Robin Freeman,25' 1",Viking Classic,1,5 - Par 5 -
350,0,29342,Jae-bum Park,25' 0",WGC-Bridgestone,4,5 - Par 3 -
351,0,02002,John Riegger,24' 8",J. Timberlake,2,11 - Par 4
352,0,01619,Skip Kendall,24' 4",Wyndham Champ.,2,17 - Par 4
353,0,06809,Bob Burns,24' 3",Viking Classic,2,14 - Par 4
354,0,35622,Jeff Rangel,24' 1",Reno-Tahoe Open,1,1 - Par 4 -
