RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
112,0,37189,Harold Varner III,2.71,268,99
118,0,20157,Retief Goosen,2.72,125,46
118,0,39975,Michael Kim,2.72,245,90
118,0,33419,Cameron Tringale,2.72,226,83
118,0,27064,Jhonattan Vegas,2.72,245,90
122,0,25720,Chad Collins,2.73,169,62
122,0,29476,Kyle Reifers,2.73,240,88
122,0,26331,Charl Schwartzel,2.73,164,60
125,0,48084,Wesley Bryan,2.74,249,91
125,0,29223,Sam Saunders,2.74,192,70
127,0,20771,Steven Alker,2.75,173,63
127,0,47959,Bryson DeChambeau,2.75,245,89
127,0,30692,Scott Stallings,2.75,212,77
130,0,29222,Billy Hurley III,2.76,221,80
130,0,46440,Smylie Kaufman,2.76,196,71
130,0,25240,D.A. Points,2.76,188,68
130,0,23497,Tag Ridings,2.76,163,59
134,0,28089,Jason Day,2.77,183,66
134,0,35110,Brett Drewitt,2.77,147,53
134,0,25686,Jason Dufner,2.77,227,82
134,0,46550,Brandon Hagy,2.77,213,77
134,0,35506,Mackenzie Hughes,2.77,288,104
134,0,27974,Sung Kang,2.77,283,102
134,0,46601,Trey Mullinax,2.77,227,82
141,0,35891,Cameron Smith,2.78,228,82
142,0,36689,Brooks Koepka,2.79,223,80
142,0,23320,Ryan Palmer,2.79,148,53
144,0,46443,Brian Campbell,2.80,143,51
145,0,25892,Steve Wheatcroft,2.81,132,47
146,0,26596,Ryan Moore,2.82,223,79
147,0,39954,Cody Gribble,2.83,218,77
148,0,32200,Roberto Castro,2.84,193,68
148,0,31646,Emiliano Grillo,2.84,247,87
148,0,25834,Daniel Summerhays,2.84,267,94
151,0,24507,Jason Bohn,2.85,202,71
151,0,26499,Rafa Cabrera Bello,2.85,171,60
153,0,27895,Jonas Blixt,2.86,200,70
153,0,37278,Nicholas Lindheim,2.86,160,56
153,0,23800,Bryce Molder,2.86,212,74
153,0,31560,Brian Stuard,2.86,249,87
157,0,27141,J.B. Holmes,2.87,218,76
158,0,31420,Anirban Lahiri,2.88,207,72
158,0,32150,Michael Thompson,2.88,161,56
160,0,32366,Kevin Chappell,2.89,260,90
160,0,32757,Patton Kizzire,2.89,220,76
160,0,24781,Hunter Mahan,2.89,205,71
160,0,26289,Boo Weekley,2.89,211,73
164,0,48822,Sebastián Muñoz,2.90,142,49
165,0,31416,Derek Fathauer,2.91,218,75
165,0,34213,Grayson Murray,2.91,262,90
167,0,20104,Ken Duke,2.92,207,71
168,0,33122,Russell Knox,2.93,205,70
169,0,30944,Jason Kokrak,2.94,279,95
170,0,40009,Dominic Bozzelli,2.95,192,65
171,0,29485,Brett Stegmaier,2.96,225,76
172,0,20593,Greg Chalmers,2.97,211,71
173,0,28093,Miguel Angel Carballo,2.98,170,57
173,0,25572,Graeme McDowell,2.98,167,56
175,0,25632,Jimmy Walker,3.02,196,65
176,0,34358,Jonathan Randolph,3.03,191,63
177,0,33948,Byeong Hun An,3.07,221,72
178,0,35879,Kelly Kraft,3.11,221,71
179,0,36699,Patrick Rodgers,3.15,233,74
180,0,06522,Ernie Els,3.17,165,52
180,0,29740,Brad Fritsch,3.17,165,52
182,0,25804,Bubba Watson,3.19,201,63
183,0,37455,Si Woo Kim,3.23,242,75
184,0,22986,Søren Kjeldsen,3.24,159,49
184,0,25818,Scott Piercy,3.24,217,67
186,0,20572,Rod Pampling,3.25,231,71
187,0,25345,Carl Pettersson,3.41,201,59
188,0,28307,Matt Every,3.46,242,70
188,0,35300,Andrew Loupe,3.46,180,52
190,0,25274,Steven Bowditch,3.75,206,55
