RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
153,4,25396,Kevin Na,166.27,61019.98,367
154,7,35449,Adam Long,166.02,42998.10,259
155,5,29478,Kevin Kisner,165.94,72016.10,434
156,6,22056,Cameron Percy,165.91,35670.68,215
157,6,29479,Scott Brown,165.90,29861.93,180
158,6,33120,Mark Anderson,165.78,17904.27,108
159,6,23623,Bo Van Pelt,165.62,43890.09,265
160,6,26499,Rafa Cabrera Bello,165.57,58114.80,351
161,6,35732,Wes Roach,165.49,22341.65,135
162,6,34098,Russell Henley,165.44,36728.22,222
163,7,25493,Nick Taylor,165.42,58887.74,356
164,7,24138,Ian Poulter,165.36,26457.72,160
165,7,29908,C.T. Pan,165.06,66188.64,401
166,7,25686,Jason Dufner,164.80,76798.94,466
167,7,27963,Chris Stroud,164.67,50883.15,309
168,7,32150,Michael Thompson,164.44,37821.60,230
169,7,28775,Nate Lashley,164.36,49307.97,300
170,7,23621,Rory Sabbatini,164.23,75710.66,461
171,7,27644,Brian Harman,163.95,98372.24,600
172,7,24024,Zach Johnson,163.94,59838.95,365
173,7,27942,Rob Oppenheim,163.86,27365.29,167
174,7,45609,Tyler Duncan,163.84,84049.34,513
175,7,33410,Andrew Landry,163.74,75156.37,459
175,7,30110,Kyle Stanley,163.74,27181.12,166
177,8,25572,Graeme McDowell,163.57,42855.85,262
178,8,28679,Fabián Gómez,163.39,22221.02,136
179,8,34256,Andrew Putnam,163.38,17481.91,107
180,8,23108,Matt Kuchar,163.14,67867.19,416
181,8,19846,Brian Gay,162.43,34435.78,212
182,8,26596,Ryan Moore,162.35,23216.68,143
183,8,27649,Brandt Snedeker,162.29,67026.02,413
184,8,21407,Arjun Atwal,161.80,13752.87,85
185,8,26476,Chez Reavie,160.99,74055.75,460
186,8,23325,Vaughn Taylor,160.63,47707.71,297
187,8,40058,Zac Blair,160.06,65623.01,410
188,8,19803,Ryan Armour,159.93,60295.16,377
189,8,25349,Tim Wilkinson,159.88,38531.47,241
190,8,30927,Brendon Todd,158.96,77093.84,485
191,8,31560,Brian Stuard,158.60,78983.17,498
192,8,10809,Jim Furyk,157.99,43762.61,277
193,8,26758,David Hearn,157.98,21485.78,136
