RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
46,0,24140,Sean O'Hair,11.74,809.98,69
48,0,29476,Kyle Reifers,11.73,774.40,66
48,0,22293,Heath Slocum,11.73,832.85,71
50,0,32102,Rickie Fowler,11.72,668.00,57
51,0,06567,Vijay Singh,11.71,855.05,73
52,0,27060,John Mallinger,11.66,699.35,60
53,0,28475,Jeff Overton,11.65,1060.44,91
53,0,22582,Kyle Thompson,11.65,395.96,34
55,0,25818,Scott Piercy,11.64,803.01,69
56,0,27895,Jonas Blixt,11.63,720.89,62
57,0,25892,Steve Wheatcroft,11.62,441.58,38
58,0,29478,Kevin Kisner,11.60,579.85,50
58,0,24940,Edward Loar,11.60,429.34,37
60,0,22348,Nick O'Hern,11.59,753.42,65
61,0,22913,John Rollins,11.54,796.26,69
62,0,01941,Tom Pernice Jr.,11.51,552.37,48
63,0,20574,Mathew Goggin,11.48,619.93,54
64,0,23983,Luke Donald,11.45,572.34,50
65,0,27644,Brian Harman,11.43,1028.84,90
65,0,30852,Ryo Ishikawa,11.43,388.70,34
67,0,06251,Chris DiMarco,11.38,750.77,66
68,0,25240,D.A. Points,11.37,829.83,73
69,0,23108,Matt Kuchar,11.36,772.73,68
70,0,23788,D.J. Trahan,11.35,567.75,50
71,0,01706,Davis Love III,11.33,464.36,41
72,0,20070,Matt Bettencourt,11.31,497.71,44
72,0,12716,Charley Hoffman,11.31,836.84,74
74,0,30925,Dustin Johnson,11.30,497.16,44
75,0,21407,Arjun Atwal,11.25,697.34,62
75,0,28237,Rory McIlroy,11.25,416.28,37
77,0,26851,Marc Leishman,11.24,719.68,64
78,0,27770,Camilo Villegas,11.21,796.07,71
79,0,26679,Kevin Stadler,11.20,660.91,59
80,0,20229,Stewart Cink,11.18,458.44,41
80,0,10213,Dicky Pride,11.18,559.02,50
82,0,23621,Rory Sabbatini,11.16,792.01,71
83,0,23353,J.J. Henry,11.15,579.81,52
84,0,20160,Charlie Wi,11.14,735.07,66
85,0,24781,Hunter Mahan,11.12,678.38,61
86,0,25345,Carl Pettersson,11.11,844.67,76
87,0,10860,Justin Leonard,11.06,619.20,56
88,0,29926,Danny Lee,11.04,585.34,53
89,0,25686,Jason Dufner,11.02,672.15,61
90,0,28307,Matt Every,10.97,636.49,58
90,0,27214,Kevin Streelman,10.97,800.49,73
92,0,23548,Bill Lunde,10.96,701.26,64
93,0,28455,Will Claxton,10.94,907.93,83
94,0,27963,Chris Stroud,10.93,742.94,68
95,0,32366,Kevin Chappell,10.92,775.51,71
96,0,33122,Russell Knox,10.89,577.09,53
96,0,06527,Steve Stricker,10.89,533.80,49
98,0,22046,Geoff Ogilvy,10.88,576.55,53
99,0,22548,Patrick Sheehan,10.87,423.77,39
100,0,22961,David Mathis,10.85,705.06,65
101,0,19970,Robert Karlsson,10.84,412.02,38
101,0,24361,Pat Perez,10.84,618.10,57
103,0,12652,Cameron Beckman,10.82,724.72,67
104,0,30711,Colt Knost,10.81,681.01,63
105,0,33419,Cameron Tringale,10.80,734.25,68
106,0,32200,Roberto Castro,10.78,754.75,70
107,0,24357,K.J. Choi,10.75,591.18,55
108,0,35139,Richard Lee,10.74,504.87,47
109,0,27797,Derek Lamely,10.73,547.18,51
110,0,06034,Marco Dawson,10.70,438.80,41
110,0,23800,Bryce Molder,10.70,738.23,69
112,0,06573,Brandt Jobe,10.69,395.66,37
112,0,30927,Brendon Todd,10.69,587.72,55
114,0,08793,Tiger Woods,10.67,405.54,38
115,0,30944,Jason Kokrak,10.65,660.47,62
115,0,30692,Scott Stallings,10.65,703.08,66
117,0,12782,Tim Herron,10.62,764.97,72
118,0,26329,Louis Oosthuizen,10.59,529.49,50
119,0,24924,Bill Haas,10.57,644.79,61
119,0,25562,Andres Romero,10.57,549.47,52
121,0,23204,Gary Christian,10.53,610.57,58
122,0,20623,Gavin Coles,10.48,513.71,49
123,0,24925,Jonathan Byrd,10.47,502.55,48
123,0,20766,Padraig Harrington,10.47,397.97,38
123,0,29221,Webb Simpson,10.47,627.95,60
126,0,27936,Martin Laird,10.41,499.88,48
127,0,21350,Ryuji Imada,10.39,623.37,60
128,0,06004,Stephen Ames,10.38,321.78,31
128,0,23903,Stephen Gangluff,10.38,425.60,41
130,0,24507,Jason Bohn,10.37,653.61,63
131,0,01810,Phil Mickelson,10.35,548.64,53
132,0,28087,Kris Blanks,10.34,527.55,51
133,0,25834,Daniel Summerhays,10.33,660.90,64
134,0,26951,Johnson Wagner,10.31,752.29,73
135,0,01116,Michael Bradley,10.29,360.10,35
135,0,28093,Miguel Angel Carballo,10.29,483.67,47
137,0,29222,Billy Hurley III,10.28,524.35,51
138,0,06036,Scott Dunlap,10.23,439.77,43
139,0,26300,Matt Jones,10.22,398.76,39
139,0,26596,Ryan Moore,10.22,838.02,82
141,0,29910,Blake Adams,10.08,635.24,63
142,0,34099,Harris English,10.04,803.12,80
142,0,25572,Graeme McDowell,10.04,411.74,41
142,0,25396,Kevin Na,10.04,592.12,59
145,0,01320,Bob Estes,10.02,550.87,55
146,0,11123,Chris Couch,9.99,369.59,37
146,0,27064,Jhonattan Vegas,9.99,649.10,65
148,0,28308,Troy Kelly,9.97,438.79,44
149,0,20848,Ángel Cabrera,9.95,308.55,31
150,0,25632,Jimmy Walker,9.93,734.84,74
151,0,29289,S.Y. Noh,9.89,791.09,80
152,0,27933,John Merrick,9.87,611.87,62
153,0,24138,Ian Poulter,9.85,413.61,42
154,0,31202,William McGirt,9.83,806.21,82
155,0,32334,Charlie Beljan,9.82,363.51,37
156,0,20645,John Senden,9.80,617.67,63
157,0,28500,Martin Flores,9.78,635.49,65
158,0,12510,Chad Campbell,9.77,693.40,71
158,0,27466,Spencer Levin,9.77,605.54,62
160,0,24490,George McNeill,9.74,574.92,59
161,0,27556,Ted Potter Jr.,9.68,571.28,59
161,0,20396,Lee Westwood,9.68,406.75,42
163,0,33120,Mark Anderson,9.65,463.20,48
164,0,31323,Gary Woodland,9.62,413.87,43
165,0,10809,Jim Furyk,9.56,621.58,65
165,0,21731,Freddie Jacobson,9.56,401.60,42
167,0,26289,Boo Weekley,9.43,499.54,53
168,0,20572,Rod Pampling,9.42,612.08,65
169,0,26331,Charl Schwartzel,9.38,347.12,37
169,0,24663,Y.E. Yang,9.38,393.83,42
171,0,20098,Stuart Appleby,9.35,579.48,62
172,0,28259,Sangmoon Bae,9.33,513.32,55
173,0,20593,Greg Chalmers,9.29,715.05,77
173,0,24502,Adam Scott,9.29,371.78,40
175,0,27095,Nick Watney,9.20,680.69,74
176,0,20691,Greg Owen,9.15,576.51,63
177,0,22371,Aaron Baddeley,9.04,424.73,47
178,0,32698,Bobby Gates,9.03,523.84,58
179,0,08725,Tom Gillis,9.02,586.05,65
180,0,21528,Henrik Stenson,8.99,125.84,14
181,0,25804,Bubba Watson,8.79,448.26,51
182,0,23409,James Driscoll,8.77,526.00,60
183,0,20104,Ken Duke,8.74,751.67,86
184,0,23638,Brendon de Jonge,8.60,817.17,95
185,0,21961,Charles Howell III,8.54,554.83,65
186,0,24604,Hunter Haas,8.51,383.00,45
187,0,24846,Ricky Barnes,8.44,590.77,70
188,0,21209,Sergio Garcia,8.28,347.57,42
189,0,31558,J.J. Killeen,8.17,531.10,65
190,0,23718,Nathan Green,7.65,344.17,45
191,0,22378,Trevor Immelman,6.72,336.16,50
