RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
159,0,23409,James Driscoll,6' 10",13.583,2,8,6
160,0,01948,Tim Petrovic,6' 2",6.167,1,6,6
160,0,06567,Vijay Singh,6' 2",12.250,2,9,4
162,0,26596,Ryan Moore,6' 0",6.000,1,6,6
162,0,01928,Corey Pavin,6' 0",6.000,1,6,6
162,0,24138,Ian Poulter,6' 0",6.000,1,6,6
165,0,01577,Lee Janzen,5' 6",5.500,1,6,6
166,0,20848,Ángel Cabrera,5' 5",5.417,1,5,5
167,0,22293,Heath Slocum,5' 4",10.583,2,7,4
168,0,10649,Tom Scherrer,4' 9",4.750,1,5,5
169,0,21753,Brian Davis,4' 6",8.917,2,6,3
170,0,26695,Michael Letzig,4' 0",7.917,2,5,3
171,0,23320,Ryan Palmer,3' 10",7.667,2,6,1
172,0,08537,J.P. Hayes,2' 11",2.917,1,3,3
173,0,26951,Johnson Wagner,2' 5",7.333,3,4,1
174,0,25364,Paul Casey,2' 2",2.167,1,2,2
175,0,08931,Glen Day,2",.167,1,0,2"
