RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
36,0,27141,J.B. Holmes,2.604,314.025,120.616,71,0218603159
36,0,27770,Camilo Villegas,2.604,294.301,113.035,85,0210103000
39,0,30944,Jason Kokrak,2.603,311.929,119.823,85,0201803120
40,0,29518,Brendan Steele,2.599,306.760,118.013,92,0218303024
41,0,23541,Ben Crane,2.598,271.681,104.592,54,0217402929
41,0,12716,Charley Hoffman,2.598,305.770,117.683,84,0227703278
41,0,27936,Martin Laird,2.598,302.320,116.352,70,0167403201
41,0,33667,Carlos Ortiz,2.598,299.615,115.318,99,0146403109
45,0,34563,Chesson Hadley,2.597,290.971,112.043,92,0213303310
45,0,33122,Russell Knox,2.597,286.213,110.224,100,0219602996
47,0,24357,K.J. Choi,2.596,282.640,108.866,58,0218703275
48,0,20472,Alex Cejka,2.595,281.657,108.518,84,0135803223
49,0,27963,Chris Stroud,2.594,283.377,109.225,72,0226903028
49,0,25834,Daniel Summerhays,2.594,286.415,110.416,84,0166503015
51,0,12510,Chad Campbell,2.593,285.687,110.190,101,0190702900
52,0,22371,Aaron Baddeley,2.592,306.004,118.039,41,0204002950
52,0,23320,Ryan Palmer,2.592,307.700,118.703,64,0226203116
52,0,33419,Cameron Tringale,2.592,281.682,108.665,89,0224303016
55,0,30926,Chris Kirk,2.590,286.685,110.671,66,0168103150
56,0,25900,Lucas Glover,2.587,300.932,116.342,83,0211903011
57,0,28307,Matt Every,2.586,293.818,113.619,71,0227603008
57,0,22892,Jason Gore,2.586,291.630,112.763,64,0225003044
59,0,29478,Kevin Kisner,2.583,286.996,111.112,112,0146703116
59,0,33448,Justin Thomas,2.583,306.496,118.663,100,0213503112
61,0,32839,Hideki Matsuyama,2.582,295.393,114.389,86,0219203119
62,0,20766,Padraig Harrington,2.580,294.340,114.071,57,0210202990
63,0,24024,Zach Johnson,2.578,284.423,110.306,84,0231903186
64,0,31416,Derek Fathauer,2.576,288.454,111.956,72,0218002965
65,0,25345,Carl Pettersson,2.575,293.416,113.930,103,0159103010
65,0,29221,Webb Simpson,2.575,287.321,111.598,72,0207403304
67,0,25369,Jamie Donaldson,2.573,294.997,114.629,45,0198103090
68,0,35545,Blayne Barber,2.572,288.070,112.001,69,0213703160
68,0,32448,James Hahn,2.572,301.117,117.079,77,0196803388
68,0,32150,Michael Thompson,2.572,292.988,113.903,84,0212903071
71,0,26851,Marc Leishman,2.570,297.374,115.692,63,0221003225
72,0,01810,Phil Mickelson,2.569,303.382,118.089,52,0222303004
72,0,29425,Andrew Svoboda,2.569,289.905,112.860,75,0217502924
74,0,29720,Andres Gonzales,2.567,297.095,115.748,91,0209203168
74,0,06567,Vijay Singh,2.567,291.860,113.709,74,0170003087
74,0,27214,Kevin Streelman,2.567,290.847,113.320,82,0224603163
77,0,22056,Cameron Percy,2.564,295.707,115.330,68,0184403204
77,0,28132,Tyrone Van Aswegen,2.564,288.739,112.633,38,0221602758
79,0,25198,Francesco Molinari,2.563,283.177,110.486,50,0228503133
79,0,34130,Sung Joon Park,2.563,285.714,111.467,67,0218503148
79,0,27649,Brandt Snedeker,2.563,289.784,113.076,92,0221103078
82,0,28679,Fabián Gómez,2.562,286.585,111.859,76,0221902968
82,0,29926,Danny Lee,2.562,285.775,111.555,110,0212203042
82,0,28475,Jeff Overton,2.562,288.801,112.732,84,0227403098
82,0,31193,Jim Renner,2.562,286.027,111.622,58,0218403083
86,0,24507,Jason Bohn,2.561,277.811,108.487,101,0215703225
86,0,35541,John Peterson,2.561,288.173,112.517,94,0220103119
88,0,24781,Hunter Mahan,2.560,294.831,115.183,73,0209503430
88,0,33486,Roger Sloan,2.560,293.590,114.691,42,0179702944
90,0,30946,Alex Prugh,2.558,299.453,117.081,82,0201103303
91,0,34261,Scott Langley,2.557,281.301,110.017,83,0130003157
92,0,28259,Sangmoon Bae,2.555,290.085,113.529,97,0160303065
92,0,29476,Kyle Reifers,2.555,293.460,114.847,77,0222603345
94,0,34099,Harris English,2.554,306.867,120.166,97,0210103106
94,0,22046,Geoff Ogilvy,2.554,298.432,116.856,40,0226903000
96,0,24138,Ian Poulter,2.553,285.423,111.803,54,0207102932
97,0,25364,Paul Casey,2.552,298.989,117.161,63,0200802933
97,0,28780,Nicholas Thompson,2.552,287.837,112.775,84,0229003041
99,0,27644,Brian Harman,2.551,288.058,112.931,82,0208303350
99,0,30925,Dustin Johnson,2.551,323.105,126.661,47,0220903319
99,0,26289,Boo Weekley,2.551,294.006,115.242,63,0216802957
102,0,23623,Bo Van Pelt,2.550,289.969,113.726,74,0228803166
103,0,33418,Shawn Stefani,2.548,297.975,116.947,94,0209102973
104,0,34262,Jon Curran,2.547,274.190,107.649,72,0220803224
104,0,27933,John Merrick,2.547,287.571,112.914,63,0147903230
104,0,25892,Steve Wheatcroft,2.547,288.361,113.204,90,0211103316
107,0,34431,Robert Streb,2.545,297.276,116.820,111,0215503014
108,0,26951,Johnson Wagner,2.543,293.438,115.395,55,0185403181
109,0,21961,Charles Howell III,2.542,303.193,119.260,109,0217403100
110,0,23983,Luke Donald,2.541,278.624,109.636,51,0225002938
110,0,20396,Lee Westwood,2.541,294.306,115.808,41,0205802970
112,0,31557,Jim Herman,2.540,295.549,116.345,84,0222903184
112,0,35532,Tom Hoge,2.540,293.046,115.370,68,0161603026
114,0,35539,Luke Guthrie,2.536,288.523,113.772,80,0201603140
114,0,23108,Matt Kuchar,2.536,290.101,114.381,86,0175703192
116,0,24358,Robert Garrigus,2.535,304.461,120.117,52,0189203059
116,0,34174,John Huh,2.535,281.584,111.081,108,0221703081
116,0,31323,Gary Woodland,2.535,307.128,121.140,61,0216502905
119,0,32102,Rickie Fowler,2.534,297.693,117.495,66,0201503245
120,0,32366,Kevin Chappell,2.533,300.412,118.611,64,0214803136
120,0,30852,Ryo Ishikawa,2.533,292.731,115.578,91,0202602998
120,0,34256,Andrew Putnam,2.533,282.009,111.352,62,0221803137
123,0,23048,Eric Axley,2.532,288.562,113.961,48,0205702807
123,0,20104,Ken Duke,2.532,282.104,111.428,90,0197503279
125,0,39977,Max Homa,2.530,296.882,117.350,64,0222402842
126,0,25274,Steven Bowditch,2.526,303.246,120.038,97,0211403137
127,0,24494,Erik Compton,2.525,290.347,115.003,81,0211003290
128,0,33141,Keegan Bradley,2.524,304.897,120.814,80,0214303020
129,0,08075,Jerry Kelly,2.523,277.326,109.906,70,0191503073
130,0,29223,Sam Saunders,2.522,295.952,117.340,70,0223603148
131,0,26331,Charl Schwartzel,2.521,303.178,120.274,41,0225103032
132,0,27466,Spencer Levin,2.520,284.980,113.077,96,0193203132
133,0,34046,Jordan Spieth,2.519,292.622,116.161,67,0163303163
134,0,29479,Scott Brown,2.517,288.339,114.566,83,0183002919
134,0,28023,Byron Smith,2.517,290.649,115.484,43,0202003006
134,0,25632,Jimmy Walker,2.517,306.850,121.900,70,0223703093
137,0,32640,Troy Merritt,2.516,286.999,114.088,84,0181803228
137,0,21528,Henrik Stenson,2.516,306.113,121.673,29,0211803069
139,0,25720,Chad Collins,2.512,283.106,112.688,71,0231803041
140,0,30711,Colt Knost,2.510,275.246,109.658,87,0218202905
141,0,23800,Bryce Molder,2.509,279.043,111.223,84,0190303022
142,0,23621,Rory Sabbatini,2.508,287.742,114.719,72,0222003373
143,0,28500,Martin Flores,2.507,300.770,119.996,90,0194502868
144,0,21209,Sergio Garcia,2.506,300.142,119.775,41,0208902918
145,0,29289,S.Y. Noh,2.499,297.462,119.041,57,0209402901
146,0,25396,Kevin Na,2.498,281.430,112.647,81,0182302943
147,0,29222,Billy Hurley III,2.493,274.098,109.952,73,0208702851
147,0,36699,Patrick Rodgers,2.493,305.871,122.690,46,0217802874
149,0,33399,Adam Hadwin,2.490,291.894,117.219,90,0217902935
149,0,26300,Matt Jones,2.490,297.601,119.499,72,0221102963
149,0,37454,Whee Kim,2.490,283.333,113.767,55,0197702856
152,0,24361,Pat Perez,2.489,286.499,115.122,89,0202102859
153,0,31202,William McGirt,2.488,277.480,111.543,114,0202602848
154,0,33413,Ben Martin,2.484,287.389,115.714,91,0178703164
154,0,25240,D.A. Points,2.484,280.468,112.916,58,0162702835
156,0,34098,Russell Henley,2.483,296.372,119.351,82,0217203171
157,0,20691,Greg Owen,2.480,297.712,120.044,48,0223403051
158,0,27436,Graham DeLaet,2.479,303.322,122.360,52,0224703168
158,0,25191,Gonzalo Fernandez-Castaño,2.479,293.408,118.358,65,0195502965
158,0,29725,Tony Finau,2.479,314.071,126.708,94,0214803071
161,0,35451,Scott Pinckney,2.478,296.002,119.447,80,0217803079
162,0,34360,Patrick Reed,2.476,291.854,117.852,84,0179703153
163,0,40026,Daniel Berger,2.467,307.751,124.767,69,0211102904
164,0,23638,Brendon de Jonge,2.465,285.522,115.846,102,0186203109
165,0,32334,Charlie Beljan,2.464,310.500,126.016,62,0222102932
166,0,24925,Jonathan Byrd,2.463,285.616,115.983,54,0205302920
167,0,20229,Stewart Cink,2.459,293.866,119.502,66,0186703001
167,0,36801,Mark Hubbard,2.459,281.727,114.578,65,0204802854
167,0,34358,Jonathan Randolph,2.459,286.958,116.690,64,0195703012
170,0,36689,Brooks Koepka,2.457,308.862,125.693,84,0154303044
171,0,24490,George McNeill,2.455,287.402,117.051,85,0198902860
172,0,27895,Jonas Blixt,2.447,282.281,115.340,56,0186102906
172,0,37273,Derek Ernst,2.447,301.496,123.193,68,0220602873
174,0,25686,Jason Dufner,2.446,284.851,116.456,54,0189003049
174,0,28486,Michael Putnam,2.446,289.931,118.517,72,0149902906
176,0,32200,Roberto Castro,2.444,275.414,112.689,38,0192602894
177,0,40058,Zac Blair,2.441,273.262,111.950,101,0170503061
178,0,34264,Hudson Swafford,2.431,302.134,124.289,85,0147503049
179,0,34265,Will Wilcox,2.419,296.669,122.620,41,0218102802
180,0,27064,Jhonattan Vegas,2.412,303.219,125.692,77,0147503052
181,0,27095,Nick Watney,2.402,293.429,122.163,87,0210502751
182,0,20645,John Senden,2.395,289.866,121.054,60,0204202799
183,0,20593,Greg Chalmers,2.347,276.668,117.881,42,0226202809
184,0,24846,Ricky Barnes,2.339,280.283,119.815,63,0103002941
