RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
187,0,29289,S.Y. Noh,128,0,0,3428
188,0,27770,Camilo Villegas,127,0,0,3429
189,0,36852,Jim Knous,125,0,0,3431
190,0,30978,Kiradech Aphibarnrat,122,0,0,3434
191,0,40042,Tyler McCumber,113,0,1,3443
192,0,29479,Scott Brown,111,0,0,3445
193,0,46550,Brandon Hagy,106,0,0,3450
194,0,30750,Tommy Gainey,105,0,1,3451
195,0,33490,Bo Hoag,98,0,0,3458
196,0,22371,Aaron Baddeley,96,0,0,3460
197,0,27139,David Skinns,94,0,0,3462
198,0,34099,Harris English,91,0,0,3465
199,0,19846,Brian Gay,90,0,0,3466
200,0,48084,Wesley Bryan,90,0,0,3466
201,0,39975,Michael Kim,84,0,1,3472
202,0,25632,Jimmy Walker,83,0,0,3473
203,0,45540,Jared Wolfe,81,0,0,3475
204,0,29268,Bronson Burgoon,80,0,0,3476
205,0,30110,Kyle Stanley,80,0,0,3476
206,0,34409,David Lingmerth,80,0,0,3476
207,0,24358,Robert Garrigus,79,0,0,3477
208,0,21528,Henrik Stenson,78,0,0,3478
209,0,28114,Dawie van der Walt,78,0,0,3478
210,0,31557,Jim Herman,76,0,1,3480
211,0,34213,Grayson Murray,70,0,0,3486
212,0,23623,Bo Van Pelt,69,0,0,3487
213,0,29484,Peter Uihlein,62,0,0,3494
214,0,25686,Jason Dufner,59,0,0,3497
215,0,27895,Jonas Blixt,50,0,0,3506
216,0,39436,Joshua Creel,48,0,0,3508
217,0,27963,Chris Stroud,44,0,0,3512
218,0,01810,Phil Mickelson,44,0,0,3512
219,0,35110,Brett Drewitt,42,0,0,3514
220,0,20433,Mark Hensby,40,0,1,3516
221,0,24846,Ricky Barnes,39,0,0,3517
222,0,20593,Greg Chalmers,32,0,0,3524
223,0,26758,David Hearn,28,0,0,3528
224,0,28679,Fabián Gómez,20,0,0,3536
225,0,25240,D.A. Points,13,0,0,3543
226,0,20766,Padraig Harrington,12,0,0,3544
227,0,10809,Jim Furyk,12,0,0,3544
228,0,26951,Johnson Wagner,12,0,0,3544
229,0,08793,Tiger Woods,11,0,0,3545
230,0,23788,D.J. Trahan,11,0,0,3545
231,0,23541,Ben Crane,10,0,0,3546
232,0,23353,J.J. Henry,9,0,0,3547
233,0,37273,Derek Ernst,9,0,0,3547
234,0,28259,Sangmoon Bae,9,0,0,3547
235,0,21407,Arjun Atwal,5,0,0,3551
236,0,06643,Paul Goydos,5,0,0,3551
236,0,24490,George McNeill,5,0,0,3551
238,0,26420,Richard Johnson,5,0,0,3551
239,0,27933,John Merrick,4,0,0,3552
240,0,08385,Omar Uresti,4,0,0,3552
241,0,01706,Davis Love III,3,0,0,3553
242,0,20645,John Senden,3,0,0,3553
243,0,01457,Jay Haas,3,0,0,3553
244,0,21753,Brian Davis,3,0,0,3553
245,0,26679,Kevin Stadler,2,0,0,3554
246,0,21350,Ryuji Imada,2,0,0,3554
247,0,28307,Matt Every,2,0,0,3554
