RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
93,0,28775,Nate Lashley,82.65,543,657
94,0,20229,Stewart Cink,82.58,1005,1217
95,0,39546,Keith Mitchell,82.54,1120,1357
96,0,39328,Conrad Shindler,82.50,646,783
97,0,10809,Jim Furyk,82.49,551,668
98,0,27958,Ryan Blaum,82.43,896,1087
99,0,29485,Brett Stegmaier,82.42,703,853
100,0,27095,Nick Watney,82.39,1034,1255
101,0,12716,Charley Hoffman,82.34,923,1121
102,0,34563,Chesson Hadley,82.31,1140,1385
103,0,49771,J.T. Poston,82.28,817,993
104,0,37455,Si Woo Kim,82.26,1201,1460
105,0,29223,Sam Saunders,82.25,848,1031
106,0,23108,Matt Kuchar,82.22,920,1119
107,0,33410,Andrew Landry,82.17,922,1122
108,0,27936,Martin Laird,82.16,746,908
109,0,23320,Ryan Palmer,82.12,721,878
110,0,25804,Bubba Watson,82.11,909,1107
111,0,31202,William McGirt,82.06,892,1087
112,0,33418,Shawn Stefani,82.03,849,1035
113,0,33948,Byeong Hun An,82.00,966,1178
113,0,28252,Seamus Power,82.00,893,1089
115,0,47347,Adam Schenk,81.97,914,1115
116,0,37189,Harold Varner III,81.96,1018,1242
117,0,47993,Denny McCarthy,81.95,722,881
118,0,24024,Zach Johnson,81.94,998,1218
119,0,27129,Luke List,81.88,1089,1330
120,0,33204,Shane Lowry,81.69,638,781
121,0,26300,Matt Jones,81.59,709,869
122,0,27141,J.B. Holmes,81.53,852,1045
123,0,35376,Roberto Díaz,81.49,775,951
124,0,24358,Robert Garrigus,81.40,862,1059
124,0,27349,Alex Noren,81.40,687,844
126,0,26851,Marc Leishman,81.31,1031,1268
127,0,29926,Danny Lee,81.28,977,1202
128,0,35310,Lanto Griffin,81.16,840,1035
129,0,47287,Ethan Tracy,80.97,770,951
130,0,29461,Jamie Lovemark,80.94,994,1228
131,0,33413,Ben Martin,80.92,721,891
132,0,27064,Jhonattan Vegas,80.91,1013,1252
133,0,48081,Xander Schauffele,80.84,1059,1310
134,0,29479,Scott Brown,80.83,1105,1367
135,0,37278,Nicholas Lindheim,80.69,777,963
136,0,24924,Bill Haas,80.62,832,1032
137,0,36689,Brooks Koepka,80.59,706,876
138,0,08793,Tiger Woods,80.57,767,952
139,0,20572,Rod Pampling,80.55,650,807
140,0,27895,Jonas Blixt,80.44,691,859
141,0,34021,Bud Cauley,80.41,595,740
142,0,22582,Kyle Thompson,80.40,517,643
143,0,27963,Chris Stroud,80.39,824,1025
144,0,50526,Tom Lovelady,80.37,909,1131
145,0,31420,Anirban Lahiri,80.35,924,1150
146,0,35506,Mackenzie Hughes,80.21,851,1061
147,0,47125,Matt Atkins,80.19,583,727
148,0,24140,Sean O'Hair,80.16,703,877
149,0,37454,Whee Kim,80.03,994,1242
149,0,32757,Patton Kizzire,80.03,1002,1252
151,0,28237,Rory McIlroy,80.00,684,855
152,0,25396,Kevin Na,79.95,965,1207
153,0,32876,Martin Piller,79.91,859,1075
154,0,28500,Martin Flores,79.67,956,1200
155,0,22371,Aaron Baddeley,79.58,865,1087
156,0,34099,Harris English,79.45,866,1090
157,0,34360,Patrick Reed,79.38,955,1203
158,0,36699,Patrick Rodgers,79.34,1029,1297
159,0,28089,Jason Day,79.27,757,955
159,0,34358,Jonathan Randolph,79.27,719,907
161,0,29484,Peter Uihlein,79.25,867,1094
162,0,32333,Kevin Tway,79.23,1152,1454
163,0,46402,Talor Gooch,79.10,795,1005
164,0,29222,Billy Hurley III,79.06,706,893
165,0,35421,Brandon Harkins,79.05,1049,1327
166,0,35891,Cameron Smith,79.01,866,1096
167,0,32816,Satoshi Kodaira,78.99,534,676
167,0,34213,Grayson Murray,78.99,797,1009
169,0,46601,Trey Mullinax,78.98,759,961
170,0,30692,Scott Stallings,78.80,989,1255
170,0,28132,Tyrone Van Aswegen,78.80,1022,1297
172,0,01810,Phil Mickelson,78.79,962,1221
173,0,28307,Matt Every,78.76,823,1045
173,0,27942,Rob Oppenheim,78.76,749,951
175,0,39954,Cody Gribble,78.55,714,909
176,0,34466,Peter Malnati,78.43,909,1159
177,0,25240,D.A. Points,78.25,669,855
178,0,26331,Charl Schwartzel,78.15,633,810
179,0,20593,Greg Chalmers,77.93,565,725
180,0,20157,Retief Goosen,77.75,566,728
181,0,34431,Robert Streb,77.64,802,1033
182,0,46501,Ollie Schniederjans,77.02,935,1214
183,0,25632,Jimmy Walker,76.65,824,1075
184,0,35544,Andrew Yun,76.63,482,629
185,0,37338,Zecheng Dou,76.57,523,683
186,0,27974,Sung Kang,76.55,911,1190
187,0,39975,Michael Kim,76.37,750,982
188,0,40009,Dominic Bozzelli,76.24,690,905
189,0,48084,Wesley Bryan,76.11,717,942
190,0,33419,Cameron Tringale,75.60,666,881
191,0,24846,Ricky Barnes,75.39,622,825
192,0,31416,Derek Fathauer,75.20,840,1117
193,0,25834,Daniel Summerhays,73.77,464,629
