RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
179,0,33122,Russell Knox,164,0,2105
180,0,27797,Derek Lamely,160,0,2109
181,0,12652,Cameron Beckman,154,0,2115
182,0,27974,Sung Kang,146,0,2123
183,0,20127,Chris Riley,144,0,2125
184,0,26300,Matt Jones,143,0,1,2126
185,0,06004,Stephen Ames,142,0,2127
186,0,01941,Tom Pernice Jr.,139,0,1,2130
187,0,21350,Ryuji Imada,113,0,1,2156
188,0,23614,Rich Beem,113,0,2156
189,0,01473,Todd Hamilton,110,0,1,2159
190,0,01226,Fred Couples,108,0,2161
191,0,22548,Patrick Sheehan,108,0,2161
192,0,20574,Mathew Goggin,103,0,2166
193,0,06515,Shaun Micheel,100,0,2169
194,0,21949,Joe Ogilvie,98,0,2171
195,0,29461,Jamie Lovemark,95,0,2174
196,0,20498,Briny Baird,92,0,2177
197,0,25892,Steve Wheatcroft,92,0,2177
198,0,01945,Kenny Perry,85,0,2184
199,0,26668,Marc Turnesa,83,0,2186
200,0,07867,Woody Austin,78,0,2191
201,0,01948,Tim Petrovic,78,0,2191
202,0,06036,Scott Dunlap,77,0,2192
203,0,23542,Tommy Biershenk,73,0,2196
204,0,25274,Steven Bowditch,72,0,2197
205,0,01619,Skip Kendall,71,0,2198
206,0,20850,Daniel Chopra,70,0,2199
206,0,20436,Garrett Willis,70,0,2199
208,0,01161,Mark Calcavecchia,68,0,1,2201
209,0,01928,Corey Pavin,67,0,2202
210,0,06643,Paul Goydos,64,0,2205
211,0,10505,Shane Bertsch,61,0,2208
212,0,11032,Frank Lickliter II,56,0,2213
213,0,24912,Will MacKenzie,55,0,2214
214,0,26420,Richard Johnson,54,0,2215
215,0,28158,Steve Marino,54,0,2215
216,0,06197,Michael Allen,52,0,1,2217
217,0,10733,Kent Jones,50,0,2219
218,0,08375,Paul Stankowski,48,0,2221
219,0,25900,Lucas Glover,47,0,2222
220,0,01381,Fred Funk,47,0,2222
221,0,22582,Kyle Thompson,44,0,2225
222,0,06034,Marco Dawson,43,0,2226
223,0,24940,Edward Loar,43,0,2226
224,0,08931,Glen Day,40,0,2229
225,0,07749,Brett Quigley,37,0,2232
226,0,23322,Brett Wetterich,35,0,2234
227,0,29718,Anthony Kim,32,0,2237
228,0,19881,Robert Damron,30,0,2239
229,0,02294,Willie Wood,26,0,2243
230,0,06214,Guy Boros,26,0,2243
231,0,01677,Tom Lehman,25,0,2244
232,0,22892,Jason Gore,23,0,2246
233,0,25364,Paul Casey,19,0,2250
234,0,01761,Len Mattiace,18,0,2251
235,0,01142,Bart Bryant,18,0,2251
236,0,19824,Craig Barlow,18,0,2251
237,0,02239,Scott Verplank,17,0,2252
238,0,09011,David Duval,16,0,2253
238,0,02049,Gene Sauers,16,0,2253
240,0,23552,Hank Kuehne,10,0,2259
241,0,23048,Eric Axley,9,0,2260
241,0,01132,Mark Brooks,9,0,2260
241,0,01707,Steve Lowery,9,0,2260
244,0,01388,Robert Gamez,9,0,2260
245,0,21959,Ted Purdy,9,0,2260
246,0,01978,Fran Quinn,6,0,2263
247,0,31401,Zack Miller,5,0,2264
248,0,06373,José María Olazábal,4,0,2265
249,0,23903,Stephen Gangluff,3,0,2266
250,0,08385,Omar Uresti,3,0,2266
251,0,20634,Peter Lonard,2,0,2267
252,0,06595,Kevin Sutherland,2,0,2267
253,0,27939,Matt McQuillan,2,0,2267
254,0,06332,Neal Lancaster,2,0,2267
255,0,02256,Tom Watson,2,0,2267
256,0,12660,Jesper Parnevik,1,0,2268
257,0,02214,Kirk Triplett,0,2269
