RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
130,0,01607,Brian Kamm,263.0,45770,174
132,0,01414,Bob Gilder,262.5,44627,170
133,0,10860,Justin Leonard,262.3,51932,198
134,0,01098,Jay Don Blake,262.2,47715,182
135,0,01891,David Ogrin,262.1,53477,204
136,0,01381,Fred Funk,261.8,56548,216
136,0,06064,Jeff Gallagher,261.8,43974,168
138,0,02159,Curtis Strange,261.7,39256,150
139,0,01219,John Cook,261.6,46558,178
139,0,06066,Gary Rusnak,261.6,40808,156
139,0,02099,Scott Simpson,261.6,34531,132
142,0,01510,Nolan Henke,261.5,41847,160
142,0,02279,Mark Wiebe,261.5,38697,148
144,0,06140,Sean Murphy,261.2,41274,158
145,0,01040,Emlyn Aubrey,261.0,30275,116
145,0,01139,Olin Browne,261.0,49072,188
147,0,08547,John Maginnes,260.8,42251,162
148,0,01323,Brad Fabel,260.3,44768,172
149,0,01320,Bob Estes,260.0,32246,124
149,0,01943,Chris Perry,260.0,35354,136
151,0,19913,Ron Whittaker,259.9,30145,116
152,0,01142,Bart Bryant,259.8,40002,154
153,0,01633,Tom Kite,259.7,33767,130
154,0,01024,Billy Andrade,259.6,45166,174
154,0,01971,Dillard Pruitt,259.6,38414,148
156,0,02008,Lee Rinker,259.5,51905,200
157,0,01014,Fulton Allem,259.2,27991,108
157,0,02267,D.A. Weibring,259.2,25399,98
159,0,01682,Wayne Levi,259.1,36798,142
160,0,02201,Jim Thorpe,259.0,28491,110
161,0,01823,Larry Mize,258.7,37764,146
161,0,02049,Gene Sauers,258.7,40359,156
163,0,01157,Tom Byrum,258.3,39266,152
163,0,12781,Scott Medlin,258.3,27375,106
165,0,01060,Dave Barr,258.1,29940,116
165,0,01175,Jim Carter,258.1,55244,214
167,0,10569,Mike Brisky,257.8,42794,166
167,0,01185,Brandel Chamblee,257.8,36096,140
169,0,06044,Scott Gump,257.7,50001,194
170,0,07267,Allen Doyle,257.4,45294,176
170,0,01329,Brad Faxon,257.4,40158,156
172,0,01306,David Edwards,257.1,42168,164
172,0,01487,Jeff Hart,257.1,33428,130
174,0,08385,Omar Uresti,257.0,48319,188
175,0,01996,Mike Reid,256.1,36874,144
176,0,01201,Lennie Clements,256.0,42500,166
177,0,01435,Wayne Grady,255.7,32726,128
178,0,07235,John Morse,255.1,47960,188
178,0,02010,Loren Roberts,255.1,39282,154
180,0,02226,Tray Tyner,254.2,25932,102
181,0,02242,Lanny Wadkins,253.6,31445,124
182,0,01748,Doug Martin,253.2,46592,184
182,0,01960,Don Pooley,253.2,31902,126
184,0,01235,Ben Crenshaw,251.9,27712,110
185,0,01725,John Mahaffey,250.7,32593,130
186,0,01701,Bob Lohr,250.4,45063,180
187,0,10505,Shane Bertsch,250.2,36525,146
188,0,01557,John Inman,248.7,39300,158
189,0,01928,Corey Pavin,248.1,38202,154
190,0,01346,Ed Fiori,239.5,28976,121
