RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
43,0,23320,Ryan Palmer,8.01,817,10200,0,4
45,0,32448,James Hahn,7.94,1012,12750,1,2
46,0,26851,Marc Leishman,7.73,854,11050,0,4
47,0,28259,Sangmoon Bae,7.65,1025,13400,1,4
48,0,24502,Adam Scott,7.59,585,7700,0,3
49,0,33448,Justin Thomas,7.46,1007,13500,0,7
50,0,26289,Boo Weekley,7.32,776,10600,0,6
51,0,34099,Harris English,7.25,932,12850,0,3
51,0,33122,Russell Knox,7.25,914,12600,0,3
53,0,26300,Matt Jones,7.20,821,11400,0,3
54,0,32640,Troy Merritt,7.12,930,13050,1,3
55,0,28679,Fabián Gómez,7.08,797,11250,1,2
56,0,24361,Pat Perez,7.05,825,11700,0,2
57,0,29725,Tony Finau,7.04,985,14000,0,5
58,0,20691,Greg Owen,6.99,608,8700,0,2
59,0,23325,Vaughn Taylor,6.94,361,5200,0,2
60,0,20396,Lee Westwood,6.88,530,7700,0,1
61,0,29420,Billy Horschel,6.84,903,13200,0,2
62,0,33141,Keegan Bradley,6.77,759,11200,0,3
62,0,27095,Nick Watney,6.77,847,12500,0,3
64,0,25198,Francesco Molinari,6.64,558,8400,0,2
65,0,40026,Daniel Berger,6.61,899,13600,0,5
65,0,01381,Fred Funk,6.61,66,1000,0,1
67,0,20433,Mark Hensby,6.56,53,800,0,1
68,0,30927,Brendon Todd,6.54,831,12700,0,4
69,0,26758,David Hearn,6.50,890,13700,0,4
70,0,23638,Brendon de Jonge,6.37,892,14000,0,3
71,0,24140,Sean O'Hair,6.25,719,11500,0,2
71,0,33419,Cameron Tringale,6.25,816,13050,0,2
73,0,08075,Jerry Kelly,6.19,632,10200,0,3
74,0,23621,Rory Sabbatini,6.06,678,11200,0,4
75,0,27214,Kevin Streelman,6.04,771,12750,0,2
76,0,26331,Charl Schwartzel,6.02,584,9700,0,3
77,0,20766,Padraig Harrington,5.95,610,10250,1,1
78,0,24490,George McNeill,5.81,715,12300,0,1
79,0,24912,Will MacKenzie,5.79,458,7900,0,3
80,0,24781,Hunter Mahan,5.78,648,11200,0,3
81,0,27936,Martin Laird,5.76,628,10900,0,3
82,0,28307,Matt Every,5.75,727,12650,1,1
83,0,27408,Martin Kaymer,5.63,406,7200,0,1
84,0,26951,Johnson Wagner,5.56,551,9900,0,3
85,0,25834,Daniel Summerhays,5.54,720,13000,0,3
86,0,20472,Alex Cejka,5.52,739,13400,1,1
87,0,25686,Jason Dufner,5.38,546,10150,0,2
88,0,35451,Scott Pinckney,5.33,645,12100,0,3
89,0,23800,Bryce Molder,5.31,595,11200,0,2
90,0,20645,John Senden,5.23,610,11650,0,3
91,0,27644,Brian Harman,5.21,704,13500,0,3
92,0,25369,Jamie Donaldson,5.13,447,8700,0,2
93,0,32366,Kevin Chappell,5.10,602,11800,0,2
94,0,08725,Tom Gillis,5.08,391,7700,0,1
95,0,27436,Graham DeLaet,5.07,545,10750,0,3
95,0,35541,John Peterson,5.07,588,11600,0
97,0,29479,Scott Brown,5.04,690,13700,0,3
97,0,23983,Luke Donald,5.04,484,9600,0,2
97,0,22892,Jason Gore,5.04,564,11200,0,2
100,0,21961,Charles Howell III,5.01,692,13800,0,3
101,0,33461,Morgan Hoffmann,4.99,627,12550,0,2
102,0,31557,Jim Herman,4.96,610,12300,0,2
103,0,12510,Chad Campbell,4.93,670,13600,0,2
104,0,31202,William McGirt,4.87,652,13400,0,1
105,0,30711,Colt Knost,4.80,628,13100,0,4
106,0,25345,Carl Pettersson,4.79,723,15100,0,3
107,0,30944,Jason Kokrak,4.76,614,12900,0,2
108,0,23353,J.J. Henry,4.66,620,13300,1,1
109,0,30692,Scott Stallings,4.63,447,9650,0,1
110,0,25720,Chad Collins,4.54,504,11100,0,1
110,0,34563,Chesson Hadley,4.54,626,13800,0,3
112,0,06527,Steve Stricker,4.53,218,4800,0
113,0,29476,Kyle Reifers,4.50,626,13900,0,2
114,0,22046,Geoff Ogilvy,4.46,350,7850,0,1
115,0,20229,Stewart Cink,4.41,494,11200,0,1
116,0,06567,Vijay Singh,4.34,490,11300,0,1
117,0,06004,Stephen Ames,4.25,13,300,0
118,0,34262,Jon Curran,4.19,540,12900,0,5
119,0,33399,Adam Hadwin,4.17,584,14000,0,3
120,0,29720,Andres Gonzales,4.12,531,12900,0,3
120,0,20157,Retief Goosen,4.12,519,12600,0,3
122,0,25892,Steve Wheatcroft,4.09,536,13100,0,2
123,0,02246,Duffy Waldorf,4.08,25,600,0
124,0,34264,Hudson Swafford,4.07,554,13600,0,1
125,0,25493,Nick Taylor,4.06,549,13500,1,1
126,0,29289,S.Y. Noh,4.04,432,10700,0,1
127,0,27963,Chris Stroud,4.02,531,13200,0,2
128,0,21878,Mark Wilson,4.01,497,12400,0,3
129,0,01887,Mark O'Meara,3.94,47,1200,0
130,0,20436,Garrett Willis,3.92,12,300,0
131,0,25572,Graeme McDowell,3.90,320,8200,0,1
132,0,02206,David Toms,3.87,383,9900,0,2
133,0,34174,John Huh,3.84,565,14700,0
134,0,24357,K.J. Choi,3.81,358,9400,0
135,0,33667,Carlos Ortiz,3.79,515,13600,0,1
136,0,21731,Freddie Jacobson,3.77,268,7100,0,1
137,0,27895,Jonas Blixt,3.72,471,12650,0,1
138,0,30110,Kyle Stanley,3.70,200,5400,0
139,0,37454,Whee Kim,3.68,393,10700,0,2
140,0,40058,Zac Blair,3.66,538,14700,0,1
141,0,27770,Camilo Villegas,3.61,467,12950,0
142,0,35532,Tom Hoge,3.59,441,12300,0,2
143,0,08793,Tiger Woods,3.58,215,6000,0,1
144,0,20104,Ken Duke,3.55,493,13900,0,3
145,0,27466,Spencer Levin,3.54,496,14000,0,1
146,0,30852,Ryo Ishikawa,3.50,458,13100,0,2
147,0,24494,Erik Compton,3.46,471,13600,0,1
148,0,02106,Chris Smith,3.45,128,3700,0,1
149,0,30946,Alex Prugh,3.36,433,12900,0,2
150,0,34130,Sung Joon Park,3.35,426,12700,0,1
151,0,34261,Scott Langley,3.32,448,13500,0
152,0,22056,Cameron Percy,3.31,361,10900,0,1
153,0,24925,Jonathan Byrd,3.29,335,10200,0
154,0,28475,Jeff Overton,3.23,458,14200,0,1
155,0,29223,Sam Saunders,3.11,413,13300,0,1
156,0,33204,Shane Lowry,3.08,222,7200,0,2
157,0,20572,Rod Pampling,3.06,138,4500,0,1
158,0,35545,Blayne Barber,3.04,380,12500,0,4
158,0,29222,Billy Hurley III,3.04,420,13800,0,1
160,0,28780,Nicholas Thompson,3.01,442,14700,0,1
161,0,31560,Brian Stuard,2.94,447,15200,0,1
162,0,20593,Greg Chalmers,2.93,242,8250,0
163,0,28486,Michael Putnam,2.91,407,14000,0
163,0,32150,Michael Thompson,2.91,378,13000,0,1
165,0,25900,Lucas Glover,2.90,375,12900,0
166,0,20098,Stuart Appleby,2.87,100,3500,0
166,0,24663,Y.E. Yang,2.87,49,1700,0
168,0,29535,Brice Garnett,2.85,398,14000,0,1
169,0,26476,Chez Reavie,2.82,268,9500,0
170,0,32334,Charlie Beljan,2.80,369,13200,0,1
171,0,35539,Luke Guthrie,2.79,373,13400,0,1
172,0,22371,Aaron Baddeley,2.75,336,12200,0,1
173,0,25562,Andres Romero,2.69,312,11600,0,2
174,0,24846,Ricky Barnes,2.67,347,13000,0,1
175,0,27064,Jhonattan Vegas,2.64,353,13400,0
176,0,01948,Tim Petrovic,2.63,123,4700,0,1
177,0,28339,Victor Dubuisson,2.58,145,5600,0
178,0,21753,Brian Davis,2.54,387,15200,0,2
179,0,27933,John Merrick,2.45,311,12700,0
180,0,06522,Ernie Els,2.43,233,9550,0
181,0,28500,Martin Flores,2.41,345,14300,0
182,0,23623,Bo Van Pelt,2.40,322,13400,0,2
183,0,36801,Mark Hubbard,2.34,274,11700,0
184,0,01945,Kenny Perry,2.33,105,4500,0
185,0,32200,Roberto Castro,2.28,167,7300,0
186,0,21407,Arjun Atwal,2.20,64,2900,0
187,0,27796,Joe Affrunti,2.15,39,1800,0
187,0,07457,Steve Flesch,2.15,58,2700,0,1
187,0,39977,Max Homa,2.15,278,12900,0,1
190,0,20848,Ángel Cabrera,2.13,208,9800,0
191,0,20771,Steven Alker,2.12,216,10200,0
192,0,10733,Kent Jones,2.08,13,600,0
192,0,20127,Chris Riley,2.08,13,600,0
194,0,37273,Derek Ernst,2.05,250,12200,0
194,0,31416,Derek Fathauer,2.05,263,12800,0,1
196,0,25191,Gonzalo Fernandez-Castaño,2.01,272,13500,0
196,0,27330,Josh Teater,2.01,94,4700,0
198,0,25240,D.A. Points,1.95,244,12500,0
198,0,22913,John Rollins,1.95,121,6200,0,1
200,0,08931,Glen Day,1.91,61,3200,0
201,0,29425,Andrew Svoboda,1.86,266,14300,0,1
202,0,24358,Robert Garrigus,1.85,226,12200,0
203,0,34358,Jonathan Randolph,1.79,209,11700,0
204,0,30736,Oscar Fraustro,1.77,171,9700,0,1
205,0,34256,Andrew Putnam,1.76,192,10900,0
206,0,01577,Lee Janzen,1.69,29,1700,0
207,0,10860,Justin Leonard,1.68,188,11200,0
207,0,35300,Andrew Loupe,1.68,112,6700,0,1
209,0,23541,Ben Crane,1.65,182,11000,0
210,0,10213,Dicky Pride,1.63,31,1900,0
211,0,23788,D.J. Trahan,1.61,31,1900,0
212,0,19803,Ryan Armour,1.59,123,7700,0
213,0,23048,Eric Axley,1.57,152,9700,0
213,0,01116,Michael Bradley,1.57,22,1400,0
215,0,26679,Kevin Stadler,1.55,41,2650,0
216,0,28132,Tyrone Van Aswegen,1.54,142,9200,0
217,0,20070,Matt Bettencourt,1.49,48,3200,0
218,0,30750,Tommy Gainey,1.45,57,3900,0
219,0,23548,Bill Lunde,1.43,117,8200,0
220,0,10885,Robert Allenby,1.36,169,12400,0,1
221,0,25349,Tim Wilkinson,1.33,183,13700,0
222,0,26881,Jarrod Lyle,1.32,63,4800,0
223,0,12652,Cameron Beckman,1.23,40,3200,0
223,0,01249,John Daly,1.23,57,4600,0,1
223,0,09011,David Duval,1.23,31,2500,0
223,0,06515,Shaun Micheel,1.23,25,2000,0
227,0,01766,Billy Mayfair,1.19,26,2200,0
228,0,20160,Charlie Wi,1.18,44,3700,0
229,0,27120,Troy Matteson,1.15,43,3700,0
230,0,29910,Blake Adams,1.14,74,6500,0
231,0,28308,Troy Kelly,1.13,50,4400,0
232,0,33486,Roger Sloan,1.12,103,9200,0
233,0,24449,Parker McLachlin,1.08,7,600,0
234,0,28023,Byron Smith,.99,96,9700,0
235,0,20850,Daniel Chopra,.89,17,1900,0
236,0,22378,Trevor Immelman,.86,76,8800,0
237,0,33449,Zack Sucher,.85,70,8200,0
238,0,22621,Ben Curtis,.76,51,6700,0
239,0,31289,Benjamín Alvarado,.72,26,3600,0
240,0,06214,Guy Boros,.71,4,600,0
241,0,34087,Carlos Sainz Jr,.64,59,9200,0,1
242,0,25444,Justin Hicks,.61,41,6600,0
242,0,22293,Heath Slocum,.61,62,10200,0
244,0,06575,Dudley Hart,.55,22,4000,0
245,0,07867,Woody Austin,.54,29,5300,0
246,0,10423,Mike Weir,.53,48,9100,0
247,0,31193,Jim Renner,.50,63,12700,0
248,0,21959,Ted Purdy,.44,4,900,0
249,0,21805,Harrison Frazar,.34,12,3500,0
250,0,24459,Richard Sterne,.33,29,8800,0
250,0,02239,Scott Verplank,.33,21,6300,0
252,0,10585,Scott McCarron,.29,9,2900,0
253,0,01761,Len Mattiace,.22,5,2400,0
254,0,35450,Patrick Cantlay,.18,1,500,0
255,0,01707,Steve Lowery,.10,1,900,0
256,0,06573,Brandt Jobe,.08,2,2400,0
257,0,02256,Tom Watson,.06,1,1700,0
258,0,01666,Bernhard Langer,.05,1,1800,0
259,0,12782,Tim Herron,.03,1,2900,0
