RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
65,0,25345,Carl Pettersson,723,0,3,3446
66,0,25834,Daniel Summerhays,720,0,3,3449
67,0,24140,Sean O'Hair,719,0,2,3450
68,0,24490,George McNeill,715,0,1,3454
69,0,27644,Brian Harman,704,0,3,3465
70,0,21961,Charles Howell III,692,0,3,3477
71,0,29479,Scott Brown,690,0,3,3479
72,0,23621,Rory Sabbatini,678,0,4,3491
73,0,12510,Chad Campbell,670,0,2,3499
74,0,31202,William McGirt,652,0,1,3517
75,0,34265,Will Wilcox,649,0,4,3520
76,0,01706,Davis Love III,649,1,2,3520
77,0,24781,Hunter Mahan,648,0,3,3521
78,0,35451,Scott Pinckney,645,0,3,3524
79,0,08075,Jerry Kelly,632,0,3,3537
80,0,30711,Colt Knost,628,0,4,3541
81,0,27936,Martin Laird,628,0,3,3541
82,0,33461,Morgan Hoffmann,627,0,2,3542
83,0,34563,Chesson Hadley,626,0,3,3543
84,0,29476,Kyle Reifers,626,0,2,3543
85,0,23353,J.J. Henry,620,1,1,3549
86,0,30944,Jason Kokrak,614,0,2,3555
87,0,20766,Padraig Harrington,610,1,1,3559
88,0,20645,John Senden,610,0,3,3559
89,0,31557,Jim Herman,610,0,2,3559
90,0,20691,Greg Owen,608,0,2,3561
91,0,32366,Kevin Chappell,602,0,2,3567
92,0,23800,Bryce Molder,595,0,2,3574
93,0,35541,John Peterson,588,0,3581
94,0,24502,Adam Scott,585,0,3,3584
95,0,33399,Adam Hadwin,584,0,3,3585
96,0,26331,Charl Schwartzel,584,0,3,3585
97,0,34174,John Huh,565,0,3604
98,0,22892,Jason Gore,564,0,2,3605
99,0,25198,Francesco Molinari,558,0,2,3611
100,0,34264,Hudson Swafford,554,0,1,3615
101,0,26951,Johnson Wagner,551,0,3,3618
102,0,25493,Nick Taylor,549,1,1,3620
103,0,25686,Jason Dufner,546,0,2,3623
104,0,27436,Graham DeLaet,545,0,3,3624
105,0,34262,Jon Curran,540,0,5,3629
106,0,40058,Zac Blair,538,0,1,3631
107,0,25892,Steve Wheatcroft,536,0,2,3633
108,0,29720,Andres Gonzales,531,0,3,3638
109,0,27963,Chris Stroud,531,0,2,3638
110,0,20396,Lee Westwood,530,0,1,3639
111,0,20157,Retief Goosen,519,0,3,3650
112,0,33667,Carlos Ortiz,515,0,1,3654
113,0,25720,Chad Collins,504,0,1,3665
114,0,21878,Mark Wilson,497,0,3,3672
115,0,27466,Spencer Levin,496,0,1,3673
116,0,20229,Stewart Cink,494,0,1,3675
117,0,20104,Ken Duke,493,0,3,3676
118,0,06567,Vijay Singh,490,0,1,3679
119,0,23983,Luke Donald,484,0,2,3685
120,0,23135,Tim Clark,481,0,1,3688
121,0,27895,Jonas Blixt,471,0,1,3698
122,0,24494,Erik Compton,471,0,1,3698
123,0,27770,Camilo Villegas,467,0,3702
124,0,30852,Ryo Ishikawa,458,0,2,3711
125,0,28475,Jeff Overton,458,0,1,3711
126,0,24912,Will MacKenzie,458,0,3,3711
127,0,34261,Scott Langley,448,0,3721
128,0,31560,Brian Stuard,447,0,1,3722
129,0,30692,Scott Stallings,447,0,1,3722
130,0,25369,Jamie Donaldson,447,0,2,3722
131,0,28780,Nicholas Thompson,442,0,1,3727
132,0,35532,Tom Hoge,441,0,2,3728
133,0,30946,Alex Prugh,433,0,2,3736
134,0,29289,S.Y. Noh,432,0,1,3737
135,0,34130,Sung Joon Park,426,0,1,3743
136,0,29222,Billy Hurley III,420,0,1,3749
137,0,29223,Sam Saunders,413,0,1,3756
138,0,28486,Michael Putnam,407,0,3762
139,0,27408,Martin Kaymer,406,0,1,3763
140,0,29535,Brice Garnett,398,0,1,3771
141,0,37454,Whee Kim,393,0,2,3776
142,0,08725,Tom Gillis,391,0,1,3778
143,0,21753,Brian Davis,387,0,2,3782
144,0,02206,David Toms,383,0,2,3786
145,0,35545,Blayne Barber,380,0,4,3789
146,0,32150,Michael Thompson,378,0,1,3791
147,0,25900,Lucas Glover,375,0,3794
148,0,35539,Luke Guthrie,373,0,1,3796
149,0,32334,Charlie Beljan,369,0,1,3800
150,0,22056,Cameron Percy,361,0,1,3808
151,0,23325,Vaughn Taylor,361,0,2,3808
152,0,24357,K.J. Choi,358,0,3811
153,0,27064,Jhonattan Vegas,353,0,3816
154,0,22046,Geoff Ogilvy,350,0,1,3819
155,0,24846,Ricky Barnes,347,0,1,3822
156,0,28500,Martin Flores,345,0,3824
157,0,22371,Aaron Baddeley,336,0,1,3833
158,0,24925,Jonathan Byrd,335,0,3834
159,0,23623,Bo Van Pelt,322,0,2,3847
160,0,25572,Graeme McDowell,320,0,1,3849
161,0,25562,Andres Romero,312,0,2,3857
162,0,27933,John Merrick,311,0,3858
163,0,39977,Max Homa,278,0,1,3891
164,0,36801,Mark Hubbard,274,0,3895
165,0,25191,Gonzalo Fernandez-Castaño,272,0,3897
166,0,26476,Chez Reavie,268,0,3901
167,0,21731,Freddie Jacobson,268,0,1,3901
168,0,29425,Andrew Svoboda,266,0,1,3903
169,0,31416,Derek Fathauer,263,0,1,3906
170,0,37273,Derek Ernst,250,0,3919
171,0,25240,D.A. Points,244,0,3925
172,0,20593,Greg Chalmers,242,0,3927
173,0,06522,Ernie Els,233,0,3936
174,0,24358,Robert Garrigus,226,0,3943
175,0,33204,Shane Lowry,222,1,3,3947
176,0,06527,Steve Stricker,218,0,3951
177,0,20771,Steven Alker,216,0,3953
178,0,08793,Tiger Woods,215,0,1,3954
179,0,34358,Jonathan Randolph,209,0,3960
180,0,20848,Ángel Cabrera,208,0,3961
181,0,30110,Kyle Stanley,200,0,3969
182,0,34256,Andrew Putnam,192,0,3977
183,0,10860,Justin Leonard,188,0,3981
184,0,25349,Tim Wilkinson,183,0,3986
185,0,23541,Ben Crane,182,0,3987
186,0,30736,Oscar Fraustro,171,0,1,3998
187,0,10885,Robert Allenby,169,0,1,4000
188,0,32200,Roberto Castro,167,0,4002
189,0,23048,Eric Axley,152,0,4017
190,0,28339,Victor Dubuisson,145,0,4024
191,0,28132,Tyrone Van Aswegen,142,0,4027
192,0,20572,Rod Pampling,138,0,1,4031
193,0,02106,Chris Smith,128,0,1,4041
194,0,01948,Tim Petrovic,123,0,1,4046
195,0,19803,Ryan Armour,123,0,4046
196,0,22913,John Rollins,121,0,1,4048
197,0,23548,Bill Lunde,117,0,4052
198,0,35300,Andrew Loupe,112,0,1,4057
199,0,01945,Kenny Perry,105,0,4064
200,0,33486,Roger Sloan,103,0,4066
201,0,20098,Stuart Appleby,100,0,4069
202,0,28023,Byron Smith,96,0,4073
203,0,27330,Josh Teater,94,0,4075
204,0,22378,Trevor Immelman,76,0,4093
205,0,29910,Blake Adams,74,0,4095
206,0,33449,Zack Sucher,70,0,4099
207,0,01381,Fred Funk,66,0,1,4103
208,0,21407,Arjun Atwal,64,0,4105
209,0,26881,Jarrod Lyle,63,0,4106
210,0,31193,Jim Renner,63,0,4106
211,0,22293,Heath Slocum,62,0,4107
212,0,08931,Glen Day,61,0,4108
213,0,34087,Carlos Sainz Jr,59,0,1,4110
214,0,07457,Steve Flesch,58,0,1,4111
215,0,30750,Tommy Gainey,57,0,4112
216,0,01249,John Daly,57,0,1,4112
217,0,20433,Mark Hensby,53,0,1,4116
218,0,22621,Ben Curtis,51,0,4118
219,0,28308,Troy Kelly,50,0,4119
220,0,24663,Y.E. Yang,49,0,4120
221,0,10423,Mike Weir,48,0,4121
222,0,20070,Matt Bettencourt,48,0,4121
223,0,01887,Mark O'Meara,47,0,4122
224,0,20160,Charlie Wi,44,0,4125
225,0,27120,Troy Matteson,43,0,4126
226,0,26679,Kevin Stadler,41,0,4128
227,0,25444,Justin Hicks,41,0,4128
228,0,12652,Cameron Beckman,40,0,4129
229,0,27796,Joe Affrunti,39,0,4130
230,0,10213,Dicky Pride,31,0,4138
231,0,09011,David Duval,31,0,4138
232,0,23788,D.J. Trahan,31,0,4138
233,0,24459,Richard Sterne,29,0,4140
234,0,07867,Woody Austin,29,0,4140
234,0,01577,Lee Janzen,29,0,4140
236,0,01766,Billy Mayfair,26,0,4143
237,0,31289,Benjamín Alvarado,26,0,4143
238,0,06515,Shaun Micheel,25,0,4144
238,0,02246,Duffy Waldorf,25,0,4144
240,0,01116,Michael Bradley,22,0,4147
240,0,06575,Dudley Hart,22,0,4147
242,0,02239,Scott Verplank,21,0,4148
243,0,20850,Daniel Chopra,17,0,4152
244,0,06004,Stephen Ames,13,0,4156
245,0,10733,Kent Jones,13,0,4156
245,0,20127,Chris Riley,13,0,4156
247,0,21805,Harrison Frazar,12,0,4157
248,0,20436,Garrett Willis,12,0,4157
249,0,10585,Scott McCarron,9,0,4160
250,0,24449,Parker McLachlin,7,0,4162
251,0,01761,Len Mattiace,5,0,4164
252,0,06214,Guy Boros,4,0,4165
253,0,21959,Ted Purdy,4,0,4165
254,0,06573,Brandt Jobe,2,0,4167
255,0,02256,Tom Watson,1,0,4168
256,0,12782,Tim Herron,1,0,4168
257,0,35450,Patrick Cantlay,1,0,4168
257,0,01707,Steve Lowery,1,0,4168
259,0,01666,Bernhard Langer,1,0,4168
