RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
88,0,20157,Retief Goosen,174,87,87
89,0,24502,Adam Scott,176,89,87
90,0,30110,Kyle Stanley,178,66,112
91,0,32150,Michael Thompson,185,49,136
92,0,30711,Colt Knost,187,107,80
93,0,07867,Woody Austin,191,74,117
94,0,29221,Webb Simpson,193,64,129
95,0,01766,Billy Mayfair,195,75,120
96,0,34072,Will Strickler,197,46,151
97,0,25686,Jason Dufner,200,148,52
97,0,24490,George McNeill,200,91,109
99,0,23108,Matt Kuchar,203,119,84
100,0,24138,Ian Poulter,205,93,112
101,0,24357,K.J. Choi,206,105,101
101,0,26596,Ryan Moore,206,130,76
103,0,10505,Shane Bertsch,210,174,36
103,0,24980,Scott Gutschewski,210,147,63
105,0,25632,Jimmy Walker,213,114,99
106,0,25444,Justin Hicks,214,110,104
107,0,06251,Chris DiMarco,215,136,79
108,0,06573,Brandt Jobe,217,105,112
109,0,29910,Blake Adams,219,123,96
109,0,01577,Lee Janzen,219,112,107
109,0,25562,Andres Romero,219,93,126
112,0,20498,Briny Baird,220,108,112
113,0,31557,Jim Herman,221,138,83
114,0,23788,D.J. Trahan,222,82,140
114,0,27064,Jhonattan Vegas,222,84,138
116,0,32640,Troy Merritt,223,101,122
117,0,28087,Kris Blanks,225,141,84
118,0,28679,Fabián Gómez,230,108,122
118,0,25804,Bubba Watson,230,87,143
120,0,26668,Marc Turnesa,231,103,128
120,0,26951,Johnson Wagner,231,122,109
122,0,07457,Steve Flesch,232,152,80
123,0,25274,Steven Bowditch,233,84,149
123,0,27797,Derek Lamely,233,78,155
125,0,26881,Jarrod Lyle,234,117,117
126,0,22621,Ben Curtis,237,144,93
127,0,23353,J.J. Henry,238,130,108
128,0,20070,Matt Bettencourt,239,138,101
129,0,08075,Jerry Kelly,240,134,106
129,0,22961,David Mathis,240,146,94
131,0,20572,Rod Pampling,241,165,76
132,0,12602,Dean Wilson,244,114,130
133,0,10860,Justin Leonard,245,155,90
134,0,25457,Alexandre Rocha,254,103,151
135,0,29720,Andres Gonzales,257,125,132
136,0,33419,Cameron Tringale,262,138,124
137,0,24663,Y.E. Yang,264,119,145
138,0,31323,Gary Woodland,268,136,132
139,0,01948,Tim Petrovic,269,168,101
140,0,24925,Jonathan Byrd,270,100,170
140,0,12510,Chad Campbell,270,125,145
140,0,22405,Justin Rose,270,130,140
140,0,20160,Charlie Wi,270,134,136
144,0,06004,Stephen Ames,274,142,132
145,0,24604,Hunter Haas,276,152,124
146,0,08375,Paul Stankowski,277,98,179
147,0,29478,Kevin Kisner,278,125,153
148,0,30692,Scott Stallings,280,117,163
148,0,26289,Boo Weekley,280,171,109
150,0,21350,Ryuji Imada,281,161,120
151,0,25900,Lucas Glover,282,142,140
152,0,23673,Michael Connell,285,155,130
153,0,27095,Nick Watney,288,130,158
154,0,23983,Luke Donald,292,111,181
155,0,01116,Michael Bradley,296,169,127
156,0,32698,Bobby Gates,297,128,169
157,0,24361,Pat Perez,298,149,149
158,0,26300,Matt Jones,304,157,147
158,0,31202,William McGirt,304,161,143
160,0,23800,Bryce Molder,305,158,147
161,0,11123,Chris Couch,306,129,177
162,0,20645,John Senden,308,149,159
163,0,31401,Zack Miller,311,144,167
164,0,20098,Stuart Appleby,317,161,156
165,0,25572,Graeme McDowell,318,152,166
166,0,24140,Sean O'Hair,322,151,171
167,0,27214,Kevin Streelman,323,158,165
168,0,25396,Kevin Na,324,160,164
169,0,26420,Richard Johnson,326,167,159
169,0,33911,Nate Smith,326,170,156
171,0,06515,Shaun Micheel,332,179,153
172,0,22371,Aaron Baddeley,335,161,174
173,0,06621,Joe Durant,338,171,167
173,0,25834,Daniel Summerhays,338,177,161
175,0,10585,Scott McCarron,341,166,175
176,0,21731,Freddie Jacobson,342,181,161
177,0,21961,Charles Howell III,348,176,172
178,0,20593,Greg Chalmers,352,174,178
178,0,23638,Brendon de Jonge,352,177,175
180,0,21209,Sergio Garcia,354,181,173
181,0,35087,Bio Kim,355,173,182
182,0,08725,Tom Gillis,364,184,180
183,0,23409,James Driscoll,366,180,186
183,0,22378,Trevor Immelman,366,183,183
185,0,24846,Ricky Barnes,370,185,185
185,0,23718,Nathan Green,370,186,184
