RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
83,0,25818,Scott Piercy,42' 9",162233,316,13519.417,+19.00
85,0,09011,David Duval,42' 10",98266,191,8188.833,+53.00
85,0,21961,Charles Howell III,42' 10",173810,338,14484.167,+22.00
85,0,30711,Colt Knost,42' 10",82758,161,6896.500,+43.00
85,0,27466,Spencer Levin,42' 10",120848,235,10070.667,+16.00
85,0,24361,Pat Perez,42' 10",100178,195,8348.167,+29.00
85,0,07749,Brett Quigley,42' 10",144516,281,12043.000,+49.00
91,0,22892,Jason Gore,42' 11",105508,205,8792.333,+33.00
92,0,25900,Lucas Glover,43' 0",131033,254,10919.417,+16.00
92,0,24503,Jeff Klauk,43' 0",125890,244,10490.833,+29.00
94,0,27141,J.B. Holmes,43' 1",159732,309,13311.000,+43.00
94,0,22961,David Mathis,43' 1",136411,264,11367.583,+35.00
94,0,27933,John Merrick,43' 1",120940,234,10078.333,+34.00
94,0,23325,Vaughn Taylor,43' 1",122062,236,10171.833,+31.00
94,0,23788,D.J. Trahan,43' 1",125629,243,10469.083,+44.00
94,0,20160,Charlie Wi,43' 1",130397,252,10866.417,+23.00
100,0,24357,K.J. Choi,43' 2",84991,164,7082.583,+22.00
100,0,12782,Tim Herron,43' 2",170567,329,14213.917,+37.00
100,0,21350,Ryuji Imada,43' 2",134184,259,11182.000,+31.00
100,0,23497,Tag Ridings,43' 2",90687,175,7557.250,+18.00
104,0,27683,Leif Olson,43' 3",92306,178,7692.167,+40.00
105,0,08075,Jerry Kelly,43' 6",137839,264,11486.583,+24.00
105,0,06012,Greg Kraft,43' 6",78285,150,6523.750,+34.00
105,0,25919,Brian Vranesh,43' 6",80984,155,6748.667,+16.00
108,0,20104,Ken Duke,43' 7",136922,262,11410.167,+32.00
109,0,23108,Matt Kuchar,43' 10",118916,226,9909.667,+2.00
110,0,24924,Bill Haas,43' 11",150673,286,12556.083,+9.00
110,0,01473,Todd Hamilton,43' 11",116013,220,9667.750,+43.00
110,0,23353,J.J. Henry,43' 11",147092,279,12257.667,+34.00
110,0,24490,George McNeill,43' 11",155863,296,12988.583,+33.00
110,0,01928,Corey Pavin,43' 11",83732,159,6977.667,+23.00
115,0,20070,Matt Bettencourt,44' 0",181048,343,15087.333,+66.00
115,0,24781,Hunter Mahan,44' 0",133498,253,11124.833,+25.00
115,0,24138,Ian Poulter,44' 0",75459,143,6288.250,+17.00
115,0,28118,Peter Tomasulo,44' 0",83403,158,6950.250,+29.00
115,0,21878,Mark Wilson,44' 0",134175,254,11181.250,+33.00
120,0,27936,Martin Laird,44' 1",117921,223,9826.750,+13.00
120,0,22295,Darron Stiles,44' 1",54479,103,4539.917,+22.00
120,0,26668,Marc Turnesa,44' 1",133214,252,11101.167,+44.00
123,0,01161,Mark Calcavecchia,44' 2",121273,229,10106.083,+24.00
123,0,12705,Cliff Kresge,44' 2",118112,223,9842.667,+33.00
123,0,01948,Tim Petrovic,44' 2",146162,276,12180.167,+16.00
123,0,08793,Tiger Woods,44' 2",84332,159,7027.667,-12.00
127,0,25396,Kevin Na,44' 3",145989,275,12165.750,+38.00
127,0,08845,Scott Sterling,44' 3",73756,139,6146.333,+19.00
129,0,10885,Robert Allenby,44' 4",95680,180,7973.333,+9.00
129,0,28780,Nicholas Thompson,44' 4",158050,297,13170.833,+53.00
131,0,31416,Derek Fathauer,44' 5",122016,229,10168.000,+57.00
131,0,10733,Kent Jones,44' 5",90635,170,7552.917,+26.00
133,0,31323,Gary Woodland,44' 6",91318,171,7609.833,+52.00
134,0,22371,Aaron Baddeley,44' 7",122484,229,10207.000,+30.00
134,0,28158,Steve Marino,44' 7",154535,289,12877.917,+22.00
136,0,01941,Tom Pernice Jr.,44' 8",141930,265,11827.500,+18.00
137,0,20766,Padraig Harrington,44' 9",101576,189,8464.667,+15.00
137,0,20572,Rod Pampling,44' 9",112858,210,9404.833,+40.00
139,0,06522,Ernie Els,44' 10",104444,194,8703.667,+29.00
139,0,12716,Charley Hoffman,44' 10",173747,323,14478.917,+30.00
139,0,26301,James Nitties,44' 10",148984,277,12415.333,+44.00
139,0,06595,Kevin Sutherland,44' 10",125334,233,10444.500,+30.00
143,0,23778,Brad Adamonis,44' 11",126571,235,10547.583,+36.00
143,0,24846,Ricky Barnes,44' 11",102431,190,8535.917,+38.00
143,0,20472,Alex Cejka,44' 11",109377,203,9114.750,+20.00
143,0,10809,Jim Furyk,44' 11",92782,172,7731.833,+17.00
143,0,20574,Mathew Goggin,44' 11",99726,185,8310.500,+33.00
143,0,23548,Bill Lunde,44' 11",130015,241,10834.583,+43.00
143,0,24449,Parker McLachlin,44' 11",158400,294,13200.000,+28.00
150,0,01132,Mark Brooks,45' 0",61071,113,5089.250,+14.00
150,0,02239,Scott Verplank,45' 0",124094,230,10341.167,+32.00
152,0,01142,Bart Bryant,45' 1",75738,140,6311.500,+31.00
152,0,19846,Brian Gay,45' 1",116751,216,9729.250,+22.00
154,0,01577,Lee Janzen,45' 2",105620,195,8801.667,+37.00
154,0,06527,Steve Stricker,45' 2",108394,200,9032.833,-6.00
156,0,23718,Nathan Green,45' 3",188007,346,15667.250,+36.00
157,0,20098,Stuart Appleby,45' 4",130033,239,10836.083,+29.00
157,0,21753,Brian Davis,45' 4",156566,288,13047.167,+39.00
157,0,26596,Ryan Moore,45' 4",131070,241,10922.500,+38.00
157,0,12602,Dean Wilson,45' 4",125743,231,10478.583,+48.00
161,0,26300,Matt Jones,45' 5",103561,190,8630.083,+22.00
161,0,25240,D.A. Points,45' 5",139508,256,11625.667,+26.00
163,0,28475,Jeff Overton,45' 6",185017,339,15418.083,+56.00
164,0,12652,Cameron Beckman,45' 8",144666,264,12055.500,+19.00
164,0,10423,Mike Weir,45' 8",129770,237,10814.167,+36.00
166,0,01329,Brad Faxon,45' 9",121252,221,10104.333,+51.00
166,0,25190,Jeff Quinney,45' 9",119778,218,9981.500,+34.00
168,0,01766,Billy Mayfair,45' 10",100710,183,8392.500,+42.00
169,0,22621,Ben Curtis,45' 11",82059,149,6838.250,+10.00
169,0,26951,Johnson Wagner,45' 11",143326,260,11943.833,+44.00
171,0,26420,Richard Johnson,46' 0",129778,235,10814.833,+47.00
172,0,06539,Rick Price,46' 2",71406,129,5950.500,+28.00
173,0,28620,Aron Price,46' 4",153917,277,12826.417,+32.00
174,0,27770,Camilo Villegas,46' 5",109631,197,9135.917,+5.00
175,0,20634,Peter Lonard,46' 6",128336,230,10694.667,+57.00
176,0,23048,Eric Axley,46' 10",143840,256,11986.667,+86.00
177,0,23320,Ryan Palmer,46' 11",140264,249,11688.667,+53.00
178,0,23800,Bryce Molder,47' 4",83436,147,6953.000,+22.00
179,0,07223,Brian Bateman,47' 7",110194,193,9182.833,+37.00
180,0,23638,Brendon de Jonge,47' 9",156404,273,13033.667,+39.00
181,0,06004,Stephen Ames,48' 1",101512,176,8459.333,+14.00
182,0,30927,Brendon Todd,48' 3",89798,155,7483.167,+40.00
183,0,10585,Scott McCarron,49' 1",129007,219,10750.583,+28.00
184,0,28089,Jason Day,49' 2",103837,176,8653.083,+13.00
