RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
159,0,24227,Justin Bolli,9' 6",2209.083,233
159,0,27797,Derek Lamely,9' 6",3686.417,389
159,0,20691,Greg Owen,9' 6",2867.750,303
159,0,30946,Alex Prugh,9' 6",3698.333,390
159,0,25190,Jeff Quinney,9' 6",4134.167,437
159,0,26679,Kevin Stadler,9' 6",3488.917,367
159,0,27214,Kevin Streelman,9' 6",4040.167,426
159,0,23307,Roger Tambellini,9' 6",2847.833,301
159,0,25892,Steve Wheatcroft,9' 6",2829.417,297
168,0,01724,Jeff Maggert,9' 7",3285.833,342
169,0,20378,Mathias Grönberg,9' 8",2477.500,257
169,0,25562,Andres Romero,9' 8",3842.667,398
169,0,28780,Nicholas Thompson,9' 8",3951.750,410
169,0,24663,Y.E. Yang,9' 8",2984.833,308
173,0,30925,Dustin Johnson,9' 9",3216.583,329
173,0,27302,Garth Mulroy,9' 9",1879.250,193
173,0,21959,Ted Purdy,9' 9",3995.583,411
173,0,26392,Chris Wilson,9' 9",2829.667,291
177,0,23349,Charles Warren,9' 10",2246.083,228
178,0,26287,Roland Thatcher,10' 0",3501.417,350
179,0,10885,Robert Allenby,10' 1",3072.833,305
179,0,25818,Scott Piercy,10' 1",4033.083,400
179,0,08375,Paul Stankowski,10' 1",2411.667,239
182,0,01161,Mark Calcavecchia,10' 3",1833.333,179
182,0,20850,Daniel Chopra,10' 3",4012.667,390
184,0,32617,Jerod Turner,10' 4",2732.500,265
185,0,22122,Andrew McLardy,10' 5",2423.417,233
185,0,21949,Joe Ogilvie,10' 5",4889.667,468
187,0,24358,Robert Garrigus,10' 7",3319.500,313
188,0,22946,Henrik Bjornstad,10' 8",3060.500,288
189,0,01329,Brad Faxon,10' 9",3187.667,296
190,0,06012,Greg Kraft,11' 2",2674.083,239
190,0,01707,Steve Lowery,11' 2",3504.000,313
192,0,29285,Brent Delahoussaye,11' 8",2911.250,250
