RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
78,0,19913,Ron Whittaker,.105,7.425,71
79,0,01766,Billy Mayfair,.103,7.905,77
80,0,25240,D.A. Points,.102,7.274,71
80,0,22913,John Rollins,.102,7.766,76
82,0,01619,Skip Kendall,.100,5.915,59
83,0,01381,Fred Funk,.096,8.135,85
84,0,01685,J.L. Lewis,.086,4.286,50
85,0,20099,Doug Barron,.084,5.604,67
85,0,02246,Duffy Waldorf,.084,6.867,82
87,0,23320,Ryan Palmer,.081,6.672,82
87,0,02239,Scott Verplank,.081,5.505,68
89,0,10505,Shane Bertsch,.077,6.901,90
89,0,22621,Ben Curtis,.077,5.126,67
91,0,22946,Henrik Bjornstad,.071,6.290,89
92,0,22892,Jason Gore,.065,4.715,72
92,0,24781,Hunter Mahan,.065,5.743,89
94,0,23409,James Driscoll,.064,4.839,76
95,0,06595,Kevin Sutherland,.063,5.480,87
96,0,21660,Jason Schultz,.060,3.873,65
97,0,02214,Kirk Triplett,.059,2.907,49
98,0,22378,Trevor Immelman,.058,4.243,73
99,0,06567,Vijay Singh,.055,4.638,84
100,0,23623,Bo Van Pelt,.047,4.247,90
101,0,24024,Zach Johnson,.045,3.450,77
102,0,20812,Tjaart van der Walt,.043,2.251,52
103,0,08537,J.P. Hayes,.038,1.905,50
104,0,06251,Chris DiMarco,.033,2.027,61
105,0,21350,Ryuji Imada,.032,2.770,87
106,0,21949,Joe Ogilvie,.023,1.812,78
107,0,07223,Brian Bateman,.022,1.277,59
108,0,01320,Bob Estes,.017,1.307,75
109,0,08075,Jerry Kelly,.010,.839,84
110,0,11011,Mike Sposa,.002,.096,58
111,0,25935,John Engler Jr.,-.001,-.044,63
112,0,20498,Briny Baird,-.005,-.368,70
113,0,06522,Ernie Els,-.007,-.332,47
114,0,25936,Alex Aragon,-.011,-.615,54
115,0,06575,Dudley Hart,-.014,-.968,71
115,0,27120,Troy Matteson,-.014,-1.213,88
117,0,22405,Justin Rose,-.021,-1.802,86
118,0,27095,Nick Watney,-.022,-1.923,86
119,0,10423,Mike Weir,-.035,-2.181,63
120,0,23616,Ryan Hietala,-.036,-1.817,51
120,0,01599,Steve Jones,-.036,-2.453,69
122,0,02223,Bob Tway,-.047,-3.162,67
123,0,10860,Justin Leonard,-.051,-3.296,65
124,0,20645,John Senden,-.053,-4.179,79
125,0,28475,Jeff Overton,-.057,-4.985,87
126,0,24507,Jason Bohn,-.074,-6.558,89
127,0,07867,Woody Austin,-.078,-7.221,93
128,0,23614,Rich Beem,-.084,-5.435,65
129,0,12510,Chad Campbell,-.086,-5.749,67
130,0,20766,Padraig Harrington,-.092,-3.503,38
131,0,20548,Hidemichi Tanaka,-.099,-6.433,65
132,0,01677,Tom Lehman,-.109,-5.136,47
133,0,01553,John Huston,-.111,-7.225,65
134,0,01707,Steve Lowery,-.118,-9.771,83
135,0,21209,Sergio Garcia,-.123,-4.802,39
136,0,24502,Adam Scott,-.130,-6.607,51
137,0,08375,Paul Stankowski,-.134,-8.450,63
138,0,08835,Kris Cox,-.136,-9.812,72
139,0,01142,Bart Bryant,-.138,-9.828,71
140,0,23621,Rory Sabbatini,-.144,-9.237,64
141,0,02110,Jerry Smith,-.161,-13.519,84
141,0,23322,Brett Wetterich,-.161,-11.749,73
143,0,01473,Todd Hamilton,-.164,-9.195,56
144,0,01724,Jeff Maggert,-.168,-11.440,68
145,0,24140,Sean O'Hair,-.170,-12.908,76
146,0,10565,Ian Leggatt,-.172,-12.057,70
147,0,21646,David Branshaw,-.173,-15.052,87
148,0,23788,D.J. Trahan,-.179,-13.622,76
149,0,21470,Daisuke Maruyama,-.182,-12.708,70
150,0,08123,Jeff Brehaut,-.184,-15.608,85
151,0,01388,Robert Gamez,-.194,-15.875,82
152,0,01577,Lee Janzen,-.196,-13.321,68
153,0,26360,Bubba Dickerson,-.203,-17.453,86
154,0,20378,Mathias Grönberg,-.204,-16.125,79
155,0,01226,Fred Couples,-.214,-6.862,32
156,0,12823,Carlos Franco,-.215,-16.536,77
156,0,06643,Paul Goydos,-.215,-13.743,64
158,0,22548,Patrick Sheehan,-.223,-19.411,87
159,0,19881,Robert Damron,-.225,-18.409,82
160,0,24924,Bill Haas,-.228,-20.057,88
161,0,20574,Mathew Goggin,-.234,-13.553,58
162,0,06350,Bob May,-.238,-12.832,54
163,0,01024,Billy Andrade,-.248,-14.909,60
164,0,20105,Jeff Gove,-.260,-21.086,81
165,0,25804,Bubba Watson,-.268,-19.262,72
166,0,01161,Mark Calcavecchia,-.276,-21.787,79
167,0,27770,Camilo Villegas,-.278,-22.788,82
168,0,24980,Scott Gutschewski,-.288,-12.942,45
169,0,19824,Craig Barlow,-.292,-16.928,58
170,0,22293,Heath Slocum,-.299,-25.135,84
171,0,23307,Roger Tambellini,-.306,-16.211,53
172,0,23349,Charles Warren,-.311,-25.154,81
173,0,25842,Jon Mills,-.325,-17.544,54
174,0,01945,Kenny Perry,-.330,-19.786,60
175,0,01313,Steve Elkington,-.334,-15.369,46
176,0,20691,Greg Owen,-.348,-21.597,62
177,0,24358,Robert Garrigus,-.370,-27.350,74
178,0,27141,J.B. Holmes,-.374,-23.552,63
179,0,02101,Joey Sindelar,-.381,-28.950,76
180,0,11123,Chris Couch,-.386,-25.890,67
181,0,06621,Joe Durant,-.401,-38.499,96
182,0,07013,Wes Short Jr.,-.411,-34.951,85
183,0,21753,Brian Davis,-.420,-34.040,81
184,0,23673,Michael Connell,-.440,-18.483,42
185,0,20634,Peter Lonard,-.442,-29.194,66
186,0,24912,Will MacKenzie,-.443,-33.234,75
187,0,01132,Mark Brooks,-.508,-37.619,74
188,0,20094,Jonathan Kaye,-.563,-48.453,86
189,0,01249,John Daly,-.566,-23.186,41
190,0,08385,Omar Uresti,-.570,-29.090,51
191,0,12782,Tim Herron,-.579,-35.919,62
192,0,24361,Pat Perez,-.585,-24.559,42
193,0,12662,Thomas Levet,-.703,-33.723,48
194,0,27943,Matt Hansen,-.722,-41.883,58
195,0,20472,Alex Cejka,-.734,-58.710,80
196,0,28780,Nicholas Thompson,-.875,-68.250,78
