RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
45,0,24507,Jason Bohn,6.34,65,1026,-0.077
46,0,21961,Charles Howell III,6.32,79,1250,+0.076
46,0,21731,Freddie Jacobson,6.32,68,1076,+0.103
48,0,02239,Scott Verplank,6.27,49,781,+0.122
49,0,01707,Steve Lowery,6.18,48,777,+0.417
50,0,27060,John Mallinger,6.17,56,907,+0.250
51,0,22405,Justin Rose,6.15,60,975,+0.017
52,0,29910,Blake Adams,6.14,64,1043,+0.250
53,0,12652,Cameron Beckman,6.08,50,823,+0.180
54,0,27649,Brandt Snedeker,6.05,63,1042,+0.190
55,0,12755,Vance Veazey,5.99,40,668,+0.275
56,0,21350,Ryuji Imada,5.97,70,1172,-0.014
57,0,07867,Woody Austin,5.89,68,1155,+0.279
58,0,24924,Bill Haas,5.85,61,1042,-0.033
58,0,01619,Skip Kendall,5.85,40,684,+0.225
60,0,24227,Justin Bolli,5.81,34,585,+0.235
61,0,01941,Tom Pernice Jr.,5.80,47,810,-0.043
62,0,29221,Webb Simpson,5.79,74,1278,+0.162
63,0,10860,Justin Leonard,5.78,58,1003,+0.276
64,0,06251,Chris DiMarco,5.73,62,1082,+0.065
65,0,22046,Geoff Ogilvy,5.71,40,700,+0.100
66,0,22293,Heath Slocum,5.68,58,1022,-0.052
67,0,24357,K.J. Choi,5.65,48,850,+0.396
68,0,23353,J.J. Henry,5.64,62,1099,+0.194
68,0,27770,Camilo Villegas,5.64,44,780,+0.227
70,0,01706,Davis Love III,5.63,52,924,+0.269
71,0,22946,Henrik Bjornstad,5.60,46,822,+0.152
71,0,26287,Roland Thatcher,5.60,53,946,+0.434
73,0,25900,Lucas Glover,5.57,46,826,+0.087
74,0,26851,Marc Leishman,5.56,56,1008,+0.054
75,0,20098,Stuart Appleby,5.55,68,1226,+0.132
76,0,32640,Troy Merritt,5.50,59,1072,+0.305
77,0,12510,Chad Campbell,5.49,62,1129,+0.194
78,0,24846,Ricky Barnes,5.47,63,1152,+0.222
78,0,07749,Brett Quigley,5.47,67,1224,+0.209
78,0,31560,Brian Stuard,5.47,54,988,+0.130
81,0,25632,Jimmy Walker,5.46,53,971,+0.226
81,0,20436,Garrett Willis,5.46,54,989,+0.296
83,0,06595,Kevin Sutherland,5.45,59,1082,-0.034
84,0,24490,George McNeill,5.43,53,976,+0.226
85,0,20157,Retief Goosen,5.42,40,738,-0.025
85,0,26301,James Nitties,5.42,61,1125,+0.475
87,0,27466,Spencer Levin,5.35,73,1364,+0.082
87,0,28475,Jeff Overton,5.35,53,991,+0.283
89,0,20691,Greg Owen,5.33,46,863,+0.196
90,0,08385,Omar Uresti,5.31,45,848,-0.044
91,0,25240,D.A. Points,5.28,58,1099,+0.276
92,0,24663,Y.E. Yang,5.27,43,816,+0.116
93,0,25804,Bubba Watson,5.26,49,932,+0.163
94,0,20663,Brenden Pappas,5.24,40,764,+0.275
95,0,20766,Padraig Harrington,5.23,32,612,+0.188
96,0,25686,Jason Dufner,5.21,50,960,+0.220
97,0,22621,Ben Curtis,5.19,48,924,+0.104
97,0,01766,Billy Mayfair,5.19,47,906,+0.191
99,0,23673,Michael Connell,5.11,55,1076,-0.036
99,0,12705,Cliff Kresge,5.11,32,626,+0.313
101,0,32102,Rickie Fowler,5.10,59,1157,+0.153
102,0,01948,Tim Petrovic,5.03,66,1311,+0.030
102,0,25345,Carl Pettersson,5.03,58,1152,+0.138
104,0,23621,Rory Sabbatini,5.00,47,940,+0.149
105,0,27613,David Lutterus,4.99,39,781,+0.333
105,0,23307,Roger Tambellini,4.99,43,862,+0.326
107,0,27936,Martin Laird,4.98,55,1105,+0.273
108,0,01797,Rocco Mediate,4.96,42,847,+0.214
109,0,26300,Matt Jones,4.95,55,1112,+0.127
110,0,23613,Rich Barcelo,4.94,40,809,+0.425
111,0,26596,Ryan Moore,4.92,42,853,+0.143
112,0,20127,Chris Riley,4.90,43,878,+0.093
113,0,20105,Jeff Gove,4.89,30,613,+0.200
114,0,24024,Zach Johnson,4.85,51,1051,+0.059
115,0,12714,Chris Tidland,4.84,46,951,+0.304
116,0,27797,Derek Lamely,4.83,43,890,+0.186
116,0,26881,Jarrod Lyle,4.83,31,642,+0.161
118,0,27120,Troy Matteson,4.75,52,1094,+0.135
119,0,12602,Dean Wilson,4.74,31,654,+0.290
120,0,28620,Aron Price,4.73,41,866,+0.122
120,0,26882,Michael Sim,4.73,35,740,+0.171
122,0,01945,Kenny Perry,4.72,37,784,-0.027
123,0,24502,Adam Scott,4.70,34,724,+0.206
124,0,26695,Michael Letzig,4.67,52,1114,+0.115
125,0,24912,Will MacKenzie,4.64,44,949,+0.068
126,0,11123,Chris Couch,4.62,38,823,+0.289
127,0,23638,Brendon de Jonge,4.59,58,1264,+0.086
128,0,23409,James Driscoll,4.56,47,1030,+0.298
129,0,28307,Matt Every,4.53,32,707,+0.188
130,0,20229,Stewart Cink,4.50,41,912,E
131,0,24925,Jonathan Byrd,4.47,51,1142,+0.196
132,0,20070,Matt Bettencourt,4.42,43,972,+0.442
133,0,21959,Ted Purdy,4.41,46,1043,+0.370
134,0,22913,John Rollins,4.38,46,1051,+0.239
135,0,27436,Graham DeLaet,4.34,46,1060,+0.196
136,0,08375,Paul Stankowski,4.32,32,740,+0.063
137,0,01249,John Daly,4.30,28,651,+0.179
137,0,27330,Josh Teater,4.30,55,1280,+0.236
139,0,23108,Matt Kuchar,4.29,45,1048,+0.133
139,0,20686,Jeev Milkha Singh,4.29,31,722,+0.258
141,0,27933,John Merrick,4.28,55,1286,+0.164
142,0,21878,Mark Wilson,4.26,47,1104,+0.149
143,0,10885,Robert Allenby,4.22,36,854,+0.028
143,0,24138,Ian Poulter,4.22,20,474,+0.350
145,0,20850,Daniel Chopra,4.20,39,929,+0.436
145,0,28158,Steve Marino,4.20,37,882,-0.027
147,0,23623,Bo Van Pelt,4.11,50,1216,-0.040
148,0,01724,Jeff Maggert,4.10,36,877,+0.056
149,0,25892,Steve Wheatcroft,4.09,33,806,+0.455
150,0,20574,Mathew Goggin,4.06,43,1059,+0.349
151,0,20378,Mathias Grönberg,4.01,28,698,+0.179
152,0,22371,Aaron Baddeley,4.00,49,1225,+0.224
152,0,10425,Jay Williamson,4.00,34,849,+0.235
154,0,24358,Robert Garrigus,3.99,34,853,+0.529
155,0,23548,Bill Lunde,3.98,37,930,+0.351
155,0,25818,Scott Piercy,3.98,45,1131,+0.333
157,0,20848,Ángel Cabrera,3.90,28,718,+0.214
157,0,23325,Vaughn Taylor,3.90,43,1102,+0.326
157,0,02206,David Toms,3.90,38,974,+0.079
160,0,26679,Kevin Stadler,3.78,38,1004,+0.132
160,0,26289,Boo Weekley,3.78,39,1033,+0.103
162,0,21949,Joe Ogilvie,3.76,45,1196,+0.178
163,0,08725,Tom Gillis,3.75,47,1254,+0.106
164,0,24140,Sean O'Hair,3.74,34,910,+0.176
165,0,28780,Nicholas Thompson,3.73,40,1071,+0.325
165,0,27095,Nick Watney,3.73,36,966,+0.028
167,0,27963,Chris Stroud,3.70,37,1001,+0.351
168,0,01161,Mark Calcavecchia,3.69,17,461,+0.235
169,0,30946,Alex Prugh,3.59,40,1114,+0.075
170,0,27214,Kevin Streelman,3.58,40,1116,+0.225
171,0,06621,Joe Durant,3.54,28,792,+0.071
172,0,06522,Ernie Els,3.51,27,770,+0.222
172,0,06567,Vijay Singh,3.51,28,798,+0.143
174,0,27302,Garth Mulroy,3.42,20,585,+0.300
175,0,33419,Cameron Tringale,3.34,21,628,+0.143
176,0,25562,Andres Romero,3.28,33,1005,+0.030
177,0,27141,J.B. Holmes,3.18,39,1228,+0.051
177,0,26392,Chris Wilson,3.18,23,724,+0.522
179,0,23541,Ben Crane,3.15,29,922,+0.034
180,0,28500,Martin Flores,3.14,28,892,+0.714
181,0,24781,Hunter Mahan,3.10,29,934,+0.172
182,0,12782,Tim Herron,3.01,29,962,+0.379
183,0,23322,Brett Wetterich,2.84,21,740,+0.048
184,0,30925,Dustin Johnson,2.83,25,884,+0.120
185,0,12716,Charley Hoffman,2.80,30,1073,+0.067
186,0,22122,Andrew McLardy,2.77,17,614,+0.118
187,0,23349,Charles Warren,2.60,20,768,+0.050
188,0,23320,Ryan Palmer,2.53,25,988,+0.200
189,0,01810,Phil Mickelson,2.51,20,798,E
190,0,22056,Cameron Percy,2.43,20,823,+0.150
191,0,23788,D.J. Trahan,2.36,27,1146,E
192,0,28237,Rory McIlroy,2.14,12,560,-0.167
