RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
157,0,34098,Russell Henley,50.55,92,90
158,0,25686,Jason Dufner,50.00,88,88
158,0,34363,Tyrrell Hatton,50.00,63,63
158,0,25572,Graeme McDowell,50.00,75,75
161,0,27895,Jonas Blixt,49.49,98,100
161,0,32200,Roberto Castro,49.49,97,99
163,0,37380,Curtis Luck,49.30,70,72
164,0,33486,Roger Sloan,49.28,103,106
165,0,34431,Robert Streb,48.94,92,96
166,0,34256,Andrew Putnam,48.82,83,87
167,0,37454,Whee Kim,48.25,69,74
168,0,35376,Roberto Díaz,48.10,76,82
169,0,39327,Ben Silverman,47.65,81,89
170,0,31420,Anirban Lahiri,47.51,86,95
171,0,47990,Kyle Jones,47.06,80,90
172,0,27963,Chris Stroud,46.67,77,88
173,0,28775,Nate Lashley,45.98,80,94
174,0,23353,J.J. Henry,45.90,56,66
174,0,21731,Freddie Jacobson,45.90,56,66
176,0,33122,Russell Knox,45.45,80,96
177,0,26758,David Hearn,44.44,48,60
178,0,24361,Pat Perez,42.74,53,71
179,0,39975,Michael Kim,41.67,60,84
180,0,06522,Ernie Els,41.49,39,55
181,0,19846,Brian Gay,40.65,87,127
182,0,23325,Vaughn Taylor,40.46,106,156
183,0,30786,Brady Schnell,39.83,47,71
184,0,20472,Alex Cejka,39.68,50,76
185,0,19803,Ryan Armour,37.83,87,143
186,0,10809,Jim Furyk,37.36,65,109
187,0,31560,Brian Stuard,37.19,90,152
188,0,34261,Scott Langley,30.81,61,137
