RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
93,29,45526,Abraham Ancer,70.32,1336,19
93,3,26499,Rafa Cabrera Bello,70.32,1336,19
93,3,25804,Bubba Watson,70.32,1547,22
96,2,52375,Doug Ghim,70.33,844,12
96,2,26758,David Hearn,70.33,1055,15
96,2,12716,Charley Hoffman,70.33,844,12
96,2,21961,Charles Howell III,70.33,1477,21
100,2,32662,Michael Gligic,70.35,1196,17
101,2,37455,Si Woo Kim,70.38,1830,26
102,2,49960,Sepp Straka,70.39,1267,18
103,10,52372,Cameron Champ,70.40,1760,25
103,2,49298,Kramer Hickok,70.40,704,10
105,1,46550,Brandon Hagy,70.41,1197,17
106,1,28775,Nate Lashley,70.42,1338,19
107,1,26300,Matt Jones,70.43,1972,28
107,1,25493,Nick Taylor,70.43,1479,21
109,1,39324,J.J. Spaun,70.44,1127,16
110,1,27330,Josh Teater,70.45,775,11
111,1,26476,Chez Reavie,70.46,1691,24
112,1,35532,Tom Hoge,70.48,1621,23
113,2,24924,Bill Haas,70.50,987,14
113,2,22056,Cameron Percy,70.50,1128,16
113,2,34046,Jordan Spieth,70.50,564,8
113,2,56278,Matthew Wolff,70.50,1410,20
117,2,33948,Byeong Hun An,70.55,1552,22
117,2,25686,Jason Dufner,70.55,1552,22
119,16,35891,Cameron Smith,70.57,1482,21
120,2,29970,Dylan Frittelli,70.59,1906,27
120,2,47993,Denny McCarthy,70.59,1553,22
122,4,28420,Ryan Brehm,70.62,918,13
122,4,34076,Joel Dahmen,70.62,1836,26
124,4,33120,Mark Anderson,70.63,1130,16
124,4,40098,Matt Fitzpatrick,70.63,1130,16
126,4,01810,Phil Mickelson,70.64,777,11
127,4,23788,D.J. Trahan,70.65,1201,17
127,4,49964,Aaron Wise,70.65,1201,17
129,4,19846,Brian Gay,70.67,1272,18
129,-4,29420,Billy Horschel,70.67,1908,27
131,3,39953,Chase Seiffert,70.69,1131,16
132,3,25364,Paul Casey,70.71,1202,17
133,4,29479,Scott Brown,70.74,1344,19
134,4,46435,Austin Cook,70.76,1769,25
135,4,34213,Grayson Murray,70.77,920,13
136,4,21407,Arjun Atwal,70.78,637,9
137,4,33141,Keegan Bradley,70.79,1982,28
137,4,32618,Rhein Gibson,70.79,1345,19
139,4,24024,Zach Johnson,70.80,1416,20
139,4,27936,Martin Laird,70.80,354,5
139,4,40042,Tyler McCumber,70.80,1062,15
139,4,47128,Richy Werenski,70.80,1062,15
143,4,24361,Pat Perez,70.81,1133,16
144,5,25396,Kevin Na,70.86,1984,28
145,3,46441,Robby Shelton,70.89,1914,27
146,3,48045,Michael Gellerman,70.92,851,12
147,4,29268,Bronson Burgoon,70.94,1206,17
148,4,40058,Zac Blair,71.00,1562,22
148,4,32366,Kevin Chappell,71.00,1207,17
148,4,23325,Vaughn Taylor,71.00,1136,16
151,4,33490,Bo Hoag,71.05,1492,21
152,4,25572,Graeme McDowell,71.06,1279,18
153,4,33486,Roger Sloan,71.08,924,13
154,4,32757,Patton Kizzire,71.10,1422,20
155,4,27974,Sung Kang,71.12,1778,25
156,4,33404,Chris Baker,71.13,1138,16
157,4,10809,Jim Furyk,71.14,996,14
158,4,22371,Aaron Baddeley,71.15,925,13
159,4,28679,Fabián Gómez,71.17,1637,23
160,4,29908,C.T. Pan,71.21,1353,19
160,4,32150,Michael Thompson,71.21,1353,19
160,4,32139,Danny Willett,71.21,997,14
163,4,33597,Harry Higgs,71.22,1923,27
164,4,34466,Peter Malnati,71.25,1140,16
165,4,51894,Vince Whaley,71.31,927,13
166,4,34314,Sebastian Cappelen,71.33,1284,18
166,4,20229,Stewart Cink,71.33,1284,18
168,4,34256,Andrew Putnam,71.36,999,14
168,4,27214,Kevin Streelman,71.36,1570,22
170,4,49766,Hank Lebioda,71.41,1214,17
171,4,32254,Xinjun Zhang,71.42,1357,19
172,4,27942,Rob Oppenheim,71.44,1286,18
173,4,51766,Wyndham Clark,71.45,1572,22
174,4,27554,Scott Harrington,71.50,1716,24
174,4,39546,Keith Mitchell,71.50,2002,28
176,5,28307,Matt Every,71.63,1146,16
177,5,26596,Ryan Moore,71.67,645,9
178,5,25818,Scott Piercy,71.70,1936,27
179,5,31557,Jim Herman,71.73,1865,26
180,5,25632,Jimmy Walker,71.80,1077,15
181,5,48119,Ben Taylor,71.82,790,11
182,5,33410,Andrew Landry,71.87,1653,23
183,6,48887,Matt Wallace,71.90,719,10
184,6,40009,Dominic Bozzelli,71.91,791,11
185,6,23623,Bo Van Pelt,72.00,648,9
186,6,35230,Nelson Ledesma,72.15,938,13
187,7,34431,Robert Streb,72.25,867,12
188,9,26851,Marc Leishman,72.28,1301,18
189,7,33413,Ben Martin,72.50,725,10
190,8,35732,Wes Roach,73.00,657,9
190,8,33449,Zack Sucher,73.00,803,11
192,8,36689,Brooks Koepka,74.67,448,6
193,8,35617,Martin Trainer,75.29,1581,21
