RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
66,2,46550,Brandon Hagy,70.00,2030,29
66,2,30944,Jason Kokrak,70.00,2240,32
66,2,22056,Cameron Percy,70.00,1820,26
66,2,31560,Brian Stuard,70.00,2870,41
70,3,32791,K.H. Lee,70.06,2312,33
71,3,46442,Maverick McNealy,70.07,3223,46
71,3,01810,Phil Mickelson,70.07,1892,27
73,3,32640,Troy Merritt,70.08,2523,36
73,3,26476,Chez Reavie,70.08,2733,39
75,3,34563,Chesson Hadley,70.09,2243,32
76,3,28089,Jason Day,70.10,2033,29
76,3,35532,Tom Hoge,70.10,2734,39
78,3,30925,Dustin Johnson,70.12,1192,17
79,3,30692,Scott Stallings,70.13,2735,39
80,3,47993,Denny McCarthy,70.14,3016,43
81,3,26300,Matt Jones,70.16,3087,44
81,3,29926,Danny Lee,70.16,2596,37
83,3,33120,Mark Anderson,70.17,1684,24
84,3,12716,Charley Hoffman,70.18,1965,28
85,3,34076,Joel Dahmen,70.19,2948,42
85,3,22405,Justin Rose,70.19,1123,16
87,3,26758,David Hearn,70.21,2036,29
87,3,35449,Adam Long,70.21,3370,48
89,3,37455,Si Woo Kim,70.22,2528,36
90,3,23621,Rory Sabbatini,70.24,2318,33
91,5,52372,Cameron Champ,70.25,2810,40
92,2,39977,Max Homa,70.26,2670,38
92,24,35506,Mackenzie Hughes,70.26,2740,39
94,1,29974,Branden Grace,70.27,1546,22
95,1,19803,Ryan Armour,70.28,2038,29
96,2,26329,Louis Oosthuizen,70.29,1687,24
96,2,23320,Ryan Palmer,70.29,2460,35
98,2,25900,Lucas Glover,70.32,2883,41
99,2,29970,Dylan Frittelli,70.33,2954,42
100,2,33948,Byeong Hun An,70.35,2603,37
100,2,21209,Sergio Garcia,70.35,1829,26
100,2,34046,Jordan Spieth,70.35,2181,31
103,2,47128,Richy Werenski,70.37,1900,27
104,2,27095,Nick Watney,70.38,1478,21
105,2,37275,Sam Ryder,70.39,2182,31
106,2,27936,Martin Laird,70.40,1408,20
107,3,25804,Bubba Watson,70.42,2324,33
108,3,39953,Chase Seiffert,70.45,2043,29
108,3,27330,Josh Teater,70.45,1409,20
110,3,40098,Matt Fitzpatrick,70.46,1973,28
111,3,24361,Pat Perez,70.47,2255,32
111,3,25493,Nick Taylor,70.47,2396,34
113,4,35658,Kris Ventura,70.52,1481,21
114,4,33490,Bo Hoag,70.53,2398,34
115,4,49964,Aaron Wise,70.54,1693,24
116,4,29268,Bronson Burgoon,70.55,2046,29
116,4,25364,Paul Casey,70.55,2046,29
118,4,28775,Nate Lashley,70.56,1764,25
118,4,23325,Vaughn Taylor,70.56,2258,32
120,4,26499,Rafa Cabrera Bello,70.59,2047,29
120,4,26596,Ryan Moore,70.59,1553,22
122,4,33141,Keegan Bradley,70.62,2613,37
122,4,46435,Austin Cook,70.62,2401,34
124,4,21961,Charles Howell III,70.63,2119,30
125,5,29479,Scott Brown,70.67,2332,33
125,5,10809,Jim Furyk,70.67,1272,18
125,5,56278,Matthew Wolff,70.67,2544,36
128,5,28679,Fabián Gómez,70.68,2191,31
129,5,40042,Tyler McCumber,70.69,1838,26
130,5,22371,Aaron Baddeley,70.70,1909,27
131,5,21407,Arjun Atwal,70.71,1202,17
131,5,35461,Beau Hossler,70.71,2687,38
133,6,32254,Xinjun Zhang,70.72,2546,36
134,7,25396,Kevin Na,70.73,2829,40
135,5,52375,Doug Ghim,70.74,1344,19
135,1,29420,Billy Horschel,70.74,2759,39
135,17,35891,Cameron Smith,70.74,2476,35
138,4,39324,J.J. Spaun,70.76,2052,29
139,4,27556,Ted Potter Jr.,70.77,1557,22
140,4,46441,Robby Shelton,70.78,2902,41
141,4,32618,Rhein Gibson,70.79,1982,28
142,4,49766,Hank Lebioda,70.80,2124,30
143,4,40058,Zac Blair,70.81,2620,37
143,4,19846,Brian Gay,70.81,2266,32
143,4,32662,Michael Gligic,70.81,1841,26
143,4,31420,Anirban Lahiri,70.81,1487,21
147,4,49960,Sepp Straka,70.83,2833,40
148,4,25686,Jason Dufner,70.84,2267,32
149,5,32757,Patton Kizzire,70.86,1984,28
149,5,27942,Rob Oppenheim,70.86,1984,28
151,5,27554,Scott Harrington,70.88,2268,32
152,5,20229,Stewart Cink,70.90,2056,29
153,5,49298,Kramer Hickok,70.92,1702,24
154,5,34255,Joseph Bramlett,70.93,2057,29
154,5,32333,Kevin Tway,70.93,2128,30
156,5,34213,Grayson Murray,70.94,1135,16
157,5,33597,Harry Higgs,70.95,3122,44
158,5,34466,Peter Malnati,70.96,1987,28
158,5,33486,Roger Sloan,70.96,1845,26
158,5,34431,Robert Streb,70.96,1703,24
161,5,32150,Michael Thompson,70.97,2413,34
162,5,34314,Sebastian Cappelen,71.00,1917,27
162,5,25572,Graeme McDowell,71.00,1846,26
164,5,27963,Chris Stroud,71.04,1705,24
165,6,33404,Chris Baker,71.08,1777,25
166,6,32366,Kevin Chappell,71.13,1636,23
166,6,25818,Scott Piercy,71.13,2703,38
168,6,39546,Keith Mitchell,71.16,2633,37
168,6,27214,Kevin Streelman,71.16,2277,32
170,6,24924,Bill Haas,71.20,1780,25
171,6,48887,Matt Wallace,71.22,1282,18
172,6,33410,Andrew Landry,71.26,2423,34
173,6,48119,Ben Taylor,71.27,1568,22
173,6,51894,Vince Whaley,71.27,1568,22
175,6,34256,Andrew Putnam,71.28,1782,25
176,12,26851,Marc Leishman,71.29,2424,34
177,5,27974,Sung Kang,71.30,2638,37
177,5,32139,Danny Willett,71.30,1426,20
179,5,33413,Ben Martin,71.32,1355,19
180,5,29908,C.T. Pan,71.33,2140,30
181,5,28420,Ryan Brehm,71.34,2069,29
182,5,51766,Wyndham Clark,71.38,2284,32
183,6,35230,Nelson Ledesma,71.50,1573,22
184,7,31557,Jim Herman,71.60,2506,35
185,7,35732,Wes Roach,71.63,1146,16
186,7,25632,Jimmy Walker,71.75,1722,24
187,7,33449,Zack Sucher,71.78,1292,18
188,7,40009,Dominic Bozzelli,71.79,1364,19
189,7,48045,Michael Gellerman,71.82,1580,22
190,7,36689,Brooks Koepka,71.95,1439,20
191,7,28307,Matt Every,72.17,1732,24
192,7,23623,Bo Van Pelt,72.91,1677,23
193,8,35617,Martin Trainer,74.92,1873,25
